model,variant,factors,trait,factor,unrotated_loading,pattern_loading,structure_loading,score_coefficient,communality,uniqueness
Llama,ordinary_sensitivity,5,progressive,3,0.31345439065774866,0.4366726300506928,0.29621148267143743,-219.48434120873728,0.619531052491891,0.380468947508109
Llama,ordinary_sensitivity,5,progressive,4,-0.5628756049250074,-0.597541513639345,-0.5804931483756086,-191.1715216435454,0.619531052491891,0.380468947508109
Llama,ordinary_sensitivity,5,progressive,5,-0.13098058702835266,-0.27523873659013876,-0.2513662634830708,108.41905236895566,0.619531052491891,0.380468947508109
Llama,ordinary_sensitivity,5,provocative,1,-0.440807194446507,-0.4548718381898198,-0.39905591345641606,13.505442790225326,0.9602296506665507,0.03977034933344925
Llama,ordinary_sensitivity,5,provocative,2,-0.8180181667681836,-0.40962570924919,-0.7384770180107273,-439.6603101050473,0.9602296506665507,0.03977034933344925
Llama,ordinary_sensitivity,5,provocative,3,-0.08177372069604784,0.030340968280206163,0.16771435867647796,-656.1590869673,0.9602296506665507,0.03977034933344925
Llama,ordinary_sensitivity,5,provocative,4,-0.2537658239994831,-0.6476864186983448,-0.7177871653717375,-958.8848830650625,0.9602296506665507,0.03977034933344925
Llama,ordinary_sensitivity,5,provocative,5,0.16025265052834017,-0.04464871556905134,-0.13934481343869606,1104.7551539621052,0.9602296506665507,0.03977034933344925
Llama,ordinary_sensitivity,5,qualitative,1,-0.01734085054539322,0.3449673329080302,0.199471523890345,-183.43694831954002,0.9266043568977506,0.07339564310224944
Llama,ordinary_sensitivity,5,qualitative,2,-0.8136910803982756,-0.599271136760351,-0.7066200338242747,120.0375153559751,0.9266043568977506,0.07339564310224944
Llama,ordinary_sensitivity,5,qualitative,3,0.505432443756005,0.48151840633694265,0.49792685017407906,19.312433033253207,0.9266043568977506,0.07339564310224944
Llama,ordinary_sensitivity,5,qualitative,4,0.049882534902029145,-0.3175388777973409,-0.6083433911523445,624.4882256600239,0.9266043568977506,0.07339564310224944
Llama,ordinary_sensitivity,5,qualitative,5,-0.07912177317894566,0.05009572857126867,0.02799810108662507,-352.73635536867005,0.9266043568977506,0.07339564310224944
Llama,ordinary_sensitivity,5,quantitative,1,0.32789419519540797,-0.1716019563941165,0.07033532871750137,-72.33576414291355,0.88962649906057,0.11037350093942999
Llama,ordinary_sensitivity,5,quantitative,2,0.5887770401424118,0.6358018462955535,0.6708651187873687,115.92142020091742,0.88962649906057,0.11037350093942999
Llama,ordinary_sensitivity,5,quantitative,3,-0.619575590780782,-0.5769427746578236,-0.6769890798002259,12.410247841193806,0.88962649906057,0.11037350093942999
Llama,ordinary_sensitivity,5,quantitative,4,-0.21683548430568622,0.06070892714899347,0.30155078700535537,607.5202168021997,0.88962649906057,0.11037350093942999
Llama,ordinary_sensitivity,5,quantitative,5,0.06754223029653345,-0.227706896615474,-0.29102375046070356,-84.47042814993964,0.88962649906057,0.11037350093942999
Llama,ordinary_sensitivity,5,radical,1,-0.5478055637185117,-0.48240780860741656,-0.48374206087046695,-64.09249296331517,0.8017220878807567,0.19827791211924328
Llama,ordinary_sensitivity,5,radical,2,-0.6421139516296416,-0.30957950967586184,-0.61683083041122,135.77493710222555,0.8017220878807567,0.19827791211924328
Llama,ordinary_sensitivity,5,radical,3,0.03359505897063251,0.2895035657301418,0.3790913168169312,-101.32653715383185,0.8017220878807567,0.19827791211924328
Llama,ordinary_sensitivity,5,radical,4,-0.2876673222466816,-0.4586915359415727,-0.5149092000277994,-202.34486196689855,0.8017220878807567,0.19827791211924328
Llama,ordinary_sensitivity,5,radical,5,-0.07375438350735578,-0.18837639614654672,-0.1670600732897694,210.94818878088353,0.8017220878807567,0.19827791211924328
Llama,ordinary_sensitivity,5,rationalist,1,0.5971434698768745,0.07627272992599587,0.3427397699516611,-477.3098629559161,0.9828206647939888,0.017179335206011226
Llama,ordinary_sensitivity,5,rationalist,2,0.29306946633780323,0.41445664743737953,0.46858634486943457,-9.030979243710641,0.9828206647939888,0.017179335206011226
Llama,ordinary_sensitivity,5,rationalist,3,-0.7048704299325335,-0.7724113892103884,-0.8888586505771441,-82.0948755611173,0.9828206647939888,0.017179335206011226
Llama,ordinary_sensitivity,5,rationalist,4,-0.1265282578082796,-0.07134195310991606,0.04520574357420396,-497.6009267807198,0.9828206647939888,0.017179335206011226
Llama,ordinary_sensitivity,5,rationalist,5,0.16582794113356594,-0.20238602304846154,-0.3909892644686486,-446.0686192819606,0.9828206647939888,0.017179335206011226
Llama,ordinary_sensitivity,5,reactive,1,-0.899577487757065,-0.6968197994373687,-0.8297412156265965,-487.6271364365909,0.9834160064725003,0.01658399352749973
Llama,ordinary_sensitivity,5,reactive,2,0.33323652523010444,0.03334476168802564,-0.008509113866078817,551.2079287778497,0.9834160064725003,0.01658399352749973
Llama,ordinary_sensitivity,5,reactive,3,0.23148411988174877,0.29670147759947707,0.5159534810795496,457.87705729149275,0.9834160064725003,0.01658399352749973
Llama,ordinary_sensitivity,5,reactive,4,0.0643494845275574,0.22200379505589518,0.42201620705795706,-1027.4793017868974,0.9834160064725003,0.01658399352749973
Llama,ordinary_sensitivity,5,reactive,5,0.07351200126077048,0.31136553414046175,0.5098389392264184,-225.87726658526003,0.9834160064725003,0.01658399352749973
Llama,ordinary_sensitivity,5,rebellious,1,-0.4687885768048894,-0.4456440822776135,-0.39688144741348863,-764.7834868447045,0.9043003502633725,0.09569964973662748
Llama,ordinary_sensitivity,5,rebellious,2,-0.6914907678940925,-0.18796002151704178,-0.5678447451438619,-585.4631925040262,0.9043003502633725,0.09569964973662748
Llama,ordinary_sensitivity,5,rebellious,3,0.1570083795273265,0.3145477703243897,0.42031747335890984,-384.4268215405705,0.9043003502633725,0.09569964973662748
Llama,ordinary_sensitivity,5,rebellious,4,-0.41840571395168574,-0.697092243340322,-0.694396635376923,-1073.9624679387307,0.9043003502633725,0.09569964973662748
Llama,ordinary_sensitivity,5,rebellious,5,0.08162821649797448,-0.06428177264192052,-0.06894549984781767,186.62930760894454,0.9043003502633725,0.09569964973662748
Llama,ordinary_sensitivity,5,reductionist,1,0.008068625260983914,-0.31654338801589293,-0.1894311983194214,-208.18032520068775,0.9425412873189365,0.057458712681063506
Llama,ordinary_sensitivity,5,reductionist,2,0.8838617761539198,0.6765638004712736,0.7815099046847954,-78.96175926796927,0.9425412873189365,0.057458712681063506
Llama,ordinary_sensitivity,5,reductionist,3,-0.3908197715490705,-0.3429073265207086,-0.3780891292129456,-108.34741763270962,0.9425412873189365,0.057458712681063506
Llama,ordinary_sensitivity,5,reductionist,4,-0.09035270329947516,0.3437577117857544,0.6530790228878646,39.63442000596499,0.9425412873189365,0.057458712681063506
Llama,ordinary_sensitivity,5,reductionist,5,0.01899580038276793,-0.06403759994607534,0.004898687972666141,15.907297865601645,0.9425412873189365,0.057458712681063506
Llama,ordinary_sensitivity,5,regulatory,1,0.4780752412515707,0.23947336853886733,0.31062267312128666,-60.8219934042501,0.8361876217162644,0.16381237828373563
Llama,ordinary_sensitivity,5,regulatory,2,0.3393524110885352,0.016561124770349024,0.2876122369439651,36.997006069409906,0.8361876217162644,0.16381237828373563
Llama,ordinary_sensitivity,5,regulatory,3,-0.6230709987343064,-0.6905993264363632,-0.7876936852067079,83.19612091864043,0.8361876217162644,0.16381237828373563
Llama,ordinary_sensitivity,5,regulatory,4,0.32240965357901363,0.443846071945042,0.38835434545525116,-16.151070829816057,0.8361876217162644,0.16381237828373563
Llama,ordinary_sensitivity,5,regulatory,5,-0.017497780493797563,-0.14495325677802737,-0.28069947103797327,-144.72357993863625,0.8361876217162644,0.16381237828373563
Llama,ordinary_sensitivity,5,relativist,1,-0.492012025987856,-0.3656735517550073,-0.3864380315955946,104.57419475658672,0.8857543236248128,0.11424567637518723
Llama,ordinary_sensitivity,5,relativist,2,-0.7286974531282318,-0.48336224022672236,-0.7314940762705409,-1.2143142649984182,0.8857543236248128,0.11424567637518723
Llama,ordinary_sensitivity,5,relativist,3,0.1339272773653568,0.07695843036676275,0.2834776499759093,-154.32275202431862,0.8857543236248128,0.11424567637518723
Llama,ordinary_sensitivity,5,relativist,4,-0.06901716464461836,-0.539141489808912,-0.6040807637202682,268.70483568048604,0.8857543236248128,0.11424567637518723
Llama,ordinary_sensitivity,5,relativist,5,0.2999643763424033,0.2523899227507693,0.1718235905912171,249.82146467093466,0.8857543236248128,0.11424567637518723
Llama,ordinary_sensitivity,5,reserved,1,0.7508812124945632,0.37961620850863764,0.5597118720053603,672.3637181350468,0.9845276097308928,0.015472390269107184
Llama,ordinary_sensitivity,5,reserved,2,0.1659899029366002,0.14908753529202204,0.3169002831809887,-33.556527465270364,0.9845276097308928,0.015472390269107184
Llama,ordinary_sensitivity,5,reserved,3,-0.6021517475775231,-0.7593094488366782,-0.8901311405541371,-56.86712414778875,0.9845276097308928,0.015472390269107184
Llama,ordinary_sensitivity,5,reserved,4,0.11347397846604487,0.07552790699870186,0.045120665902214106,479.9345370606785,0.9845276097308928,0.015472390269107184
Llama,ordinary_sensitivity,5,reserved,5,0.13300111156343036,-0.13009042452648523,-0.34985798417757513,394.2609810420668,0.9845276097308928,0.015472390269107184
Llama,ordinary_sensitivity,5,resilient,1,0.93786818621653,0.8526359969886008,0.923039935855672,148.03066644011702,0.9711039020244819,0.028896097975518065
Llama,ordinary_sensitivity,5,resilient,2,-0.2783364712266584,-0.04546756074117494,0.04749143123959055,-482.57243334948333,0.9711039020244819,0.028896097975518065
Llama,ordinary_sensitivity,5,resilient,3,-0.023644030302058673,-0.13214649356138616,-0.3630070478126494,-60.27179055930653,0.9711039020244819,0.028896097975518065
Llama,ordinary_sensitivity,5,resilient,4,0.005838194038140035,-0.12814236493215558,-0.35346734881518704,493.41623941058793,0.9711039020244819,0.028896097975518065
Llama,ordinary_sensitivity,5,resilient,5,-0.11594331120827224,-0.23677635324774485,-0.3926992446884248,119.29408280801422,0.9711039020244819,0.028896097975518065
Llama,ordinary_sensitivity,5,reverent,1,0.4517037196806017,0.6066122732478137,0.5253581009796819,-194.39768496857133,0.9804706020012455,0.019529397998754527
Llama,ordinary_sensitivity,5,reverent,2,-0.7676287145100053,-0.8085427189398673,-0.6848586439868141,-662.5068791095989,0.9804706020012455,0.019529397998754527
Llama,ordinary_sensitivity,5,reverent,3,-0.14937757009279304,-0.23990693309427688,-0.30272528725555176,4.757475077044663,0.9804706020012455,0.019529397998754527
Llama,ordinary_sensitivity,5,reverent,4,0.3989442683544018,0.004154550701228118,-0.4334368277132494,994.9592497034066,0.9804706020012455,0.019529397998754527
Llama,ordinary_sensitivity,5,reverent,5,-0.07556666320550615,-0.11401130797387998,-0.3264527063202767,-514.2510672072328,0.9804706020012455,0.019529397998754527
Llama,ordinary_sensitivity,5,rhetorical,1,-0.3135473384167903,-0.09461366023729774,-0.1846991520269617,-101.07418313453292,0.9763744097890383,0.023625590210961667
Llama,ordinary_sensitivity,5,rhetorical,2,-0.9295655843272514,-0.7366186391660476,-0.9129919463051485,-780.3595765149756,0.9763744097890383,0.023625590210961667
Llama,ordinary_sensitivity,5,rhetorical,3,0.055746897244058485,0.20525520494740748,0.274557455812241,118.05046355665016,0.9763744097890383,0.023625590210961667
Llama,ordinary_sensitivity,5,rhetorical,4,0.025508232110833463,-0.3278184446989696,-0.6110825604193862,-341.86256248985046,0.9763744097890383,0.023625590210961667
Llama,ordinary_sensitivity,5,rhetorical,5,-0.10105401692837855,-0.1430217641096782,-0.20761861454515343,-330.71505103279435,0.9763744097890383,0.023625590210961667
Llama,ordinary_sensitivity,5,risk_taking,1,-0.5676099749967999,-0.4506826322574059,-0.46695733291699804,-334.3605726804698,0.9039988623007054,0.09600113769929464
Llama,ordinary_sensitivity,5,risk_taking,2,-0.691157845487862,-0.3377418623295762,-0.6585610908529003,-174.31596519686943,0.9039988623007054,0.09600113769929464
Llama,ordinary_sensitivity,5,risk_taking,3,0.17091549349753693,0.33271784644781865,0.46331836391344683,389.6220271988922,0.9039988623007054,0.09600113769929464
Llama,ordinary_sensitivity,5,risk_taking,4,-0.27077672785660745,-0.5397867010497938,-0.5862524011812099,-411.7404677260858,0.9039988623007054,0.09600113769929464
Llama,ordinary_sensitivity,5,risk_taking,5,0.039830502622693865,-0.030076199808350954,-0.017293248266038595,-315.36477001534564,0.9039988623007054,0.09600113769929464
Llama,ordinary_sensitivity,5,ritualistic,1,0.5022620668149889,0.4283426015716025,0.4695074195886828,-233.23730197199916,0.9768757559188863,0.023124244081113687
Llama,ordinary_sensitivity,5,ritualistic,2,-0.6828757892981674,-0.6124253609087893,-0.5455876715263106,-808.7411967092848,0.9768757559188863,0.023124244081113687
Llama,ordinary_sensitivity,5,ritualistic,3,-0.4435134396918428,-0.5006199229926204,-0.5737200000439392,-1027.6448853072009,0.9768757559188863,0.023124244081113687
Llama,ordinary_sensitivity,5,ritualistic,4,0.2481079110517554,-0.11788403358085024,-0.4594791888922869,-574.1455151494074,0.9768757559188863,0.023124244081113687
Llama,ordinary_sensitivity,5,ritualistic,5,0.005246125643853857,-0.21075278005548853,-0.4756904146764498,1055.1183396262995,0.9768757559188863,0.023124244081113687
Llama,ordinary_sensitivity,5,romantic,1,-0.483443796838355,-0.10438872811249629,-0.30071689198714496,729.4395506967619,0.9705173455818582,0.029482654418141796
Llama,ordinary_sensitivity,5,romantic,2,-0.7935528281585075,-0.866295010110973,-0.9351734329560533,-276.2349106177526,0.9705173455818582,0.029482654418141796
Llama,ordinary_sensitivity,5,romantic,3,0.1787925332375255,0.26055664905722026,0.39359497411212235,-83.3364594778612,0.9705173455818582,0.029482654418141796
Llama,ordinary_sensitivity,5,romantic,4,0.26114854935175735,-0.06860740910842615,-0.3666848281560143,-3.4513329155610113,0.9705173455818582,0.029482654418141796
Llama,ordinary_sensitivity,5,romantic,5,-0.08311446945020455,0.045245975914318615,0.028261730723869886,393.0040407738637,0.9705173455818582,0.029482654418141796
Llama,ordinary_sensitivity,5,sarcastic,1,-0.9498907915707592,-0.9577575919467413,-0.9696717540273929,238.96172166450708,0.9661527907562377,0.03384720924376228
Llama,ordinary_sensitivity,5,sarcastic,2,-0.05363791534412329,-0.11856656138941743,-0.3113734791371802,-380.8993746371003,0.9661527907562377,0.03384720924376228
Llama,ordinary_sensitivity,5,sarcastic,3,-0.2085555012309784,0.00908535318047322,0.22864584083896164,3664.9857342694454,0.9661527907562377,0.03384720924376228
Llama,ordinary_sensitivity,5,sarcastic,4,-0.10434639857105826,-0.0736557825749018,0.07891902564170934,798.3516991946522,0.9661527907562377,0.03384720924376228
Llama,ordinary_sensitivity,5,sarcastic,5,0.081238420063393,0.035899188187354006,0.11864720353077911,-2998.253004621043,0.9661527907562377,0.03384720924376228
Llama,ordinary_sensitivity,5,sardonic,1,-0.9469906362916987,-0.9589639754126876,-0.9657120780984869,-461.39245014890156,0.9546923616723848,0.045307638327615196
Llama,ordinary_sensitivity,5,sardonic,2,-0.01747623486624311,-0.07211972294622586,-0.2692017943888568,471.18963926004125,0.9546923616723848,0.045307638327615196
Llama,ordinary_sensitivity,5,sardonic,3,-0.17457719233785635,0.020610525894129955,0.24570117596041643,-1722.2888290963995,0.9546923616723848,0.045307638327615196
Llama,ordinary_sensitivity,5,sardonic,4,-0.12152474060354981,-0.09130934737872119,0.08512688452007516,-638.5426026714799,0.9546923616723848,0.045307638327615196
Llama,ordinary_sensitivity,5,sardonic,5,0.1111315391767775,0.07374815220307966,0.16140552396274446,1222.9112224897904,0.9546923616723848,0.045307638327615196
Llama,ordinary_sensitivity,5,sassy,1,-0.8413664550948889,-0.8770324625330065,-0.8640664462119848,169.84654225576833,0.9389074592421678,0.061092540757832214
Llama,ordinary_sensitivity,5,sassy,2,0.12467950242131687,0.24797909221964454,-0.013685280542745261,-2.6969191001237007,0.9389074592421678,0.061092540757832214
Llama,ordinary_sensitivity,5,sassy,3,-0.025371830747539178,0.38842839698925546,0.46952519041128005,51.132273071792504,0.9389074592421678,0.061092540757832214
Llama,ordinary_sensitivity,5,sassy,4,-0.41015937094367605,-0.10030610999159788,0.11543867996596335,213.89259815386734,0.9389074592421678,0.061092540757832214
Llama,ordinary_sensitivity,5,sassy,5,-0.2158483953862223,-0.2616358812778749,-0.05232113951668502,-50.05367945613112,0.9389074592421678,0.061092540757832214
Llama,ordinary_sensitivity,5,savage,1,-0.9142010504928827,-1.0136984239210833,-0.9824563875873543,-1222.1987455075202,0.985165095666409,0.014834904333591026
Llama,ordinary_sensitivity,5,savage,2,0.09797973927944095,0.08009948974479643,-0.13077442000678355,-404.88532266445,0.985165095666409,0.014834904333591026
Llama,ordinary_sensitivity,5,savage,3,-0.2923063507173448,0.029288025854865448,0.19207943597384844,-2604.8117504622173,0.985165095666409,0.014834904333591026
Llama,ordinary_sensitivity,5,savage,4,-0.2311256795731107,-0.044632914719142554,0.16411665247040796,412.3247462804234,0.985165095666409,0.014834904333591026
Llama,ordinary_sensitivity,5,savage,5,-0.030650011533893795,-0.13032813984580446,-0.010933520424066602,1115.2615911529517,0.985165095666409,0.014834904333591026
Llama,ordinary_sensitivity,5,secular,1,0.363651271414817,-0.1455634461536891,0.1329917794609443,148.28408521183306,0.9198515150069273,0.0801484849930727
Llama,ordinary_sensitivity,5,secular,2,0.6760325055863858,0.9177216968933156,0.8620520653183,15.113010650957351,0.9198515150069273,0.0801484849930727
Llama,ordinary_sensitivity,5,secular,3,-0.33684106789048285,-0.3616320783938086,-0.46206000422800814,190.0892995127296,0.9198515150069273,0.0801484849930727
Llama,ordinary_sensitivity,5,secular,4,-0.435883869220866,-0.1629037201032778,0.19544870407319956,131.20802574610383,0.9198515150069273,0.0801484849930727
Llama,ordinary_sensitivity,5,secular,5,0.16471996458035643,-0.1047483601115403,-0.12248376813418867,-99.24662851399944,0.9198515150069273,0.0801484849930727
Llama,ordinary_sensitivity,5,serene,1,0.5609928579109659,0.7692603910368085,0.6848979237434192,-114.69416091493476,0.9714155914754806,0.028584408524519378
Llama,ordinary_sensitivity,5,serene,2,-0.7373100723647938,-0.6601150012184183,-0.5678243352235339,24.968449904446246,0.9714155914754806,0.028584408524519378
Llama,ordinary_sensitivity,5,serene,3,0.14989261417782607,-0.03656284074408748,-0.11111999417540609,-645.0801953392831,0.9714155914754806,0.028584408524519378
Llama,ordinary_sensitivity,5,serene,4,0.3008392920363743,-0.13079456298611178,-0.5258524336940487,746.4473819338322,0.9714155914754806,0.028584408524519378
Llama,ordinary_sensitivity,5,serene,5,-0.01021697703728505,0.01899140763947058,-0.164290971557157,588.8292072490958,0.9714155914754806,0.028584408524519378
Llama,ordinary_sensitivity,5,serious,1,0.7844116615474584,0.6202315819347675,0.7190760311098149,-545.514831817885,0.9663693770734414,0.033630622926558607
Llama,ordinary_sensitivity,5,serious,2,-0.45158843062541076,-0.2884258290106735,-0.20361202657794075,-1525.1706740308146,0.9663693770734414,0.033630622926558607
Llama,ordinary_sensitivity,5,serious,3,-0.36438835192948504,-0.4674968467885035,-0.6221078124337494,-2400.0767373177196,0.9663693770734414,0.033630622926558607
Llama,ordinary_sensitivity,5,serious,4,0.11981259632563705,-0.14388469748403918,-0.40740398617846274,222.03514638342054,0.9663693770734414,0.033630622926558607
Llama,ordinary_sensitivity,5,serious,5,-0.0012970608694534813,-0.23292583505441986,-0.48168167003877704,270.3014686550387,0.9663693770734414,0.033630622926558607
Llama,ordinary_sensitivity,5,skeptical,1,0.5149598533011983,0.03601261359480863,0.33733600089047716,25.508404834668955,0.9662114605033197,0.03378853949668026
Llama,ordinary_sensitivity,5,skeptical,2,-0.4316052527325854,0.11692170820880157,-0.07774322214853568,-224.4250091334114,0.9662114605033197,0.03378853949668026
Llama,ordinary_sensitivity,5,skeptical,3,-0.5637179715008526,-0.606495358020918,-0.6796404916040079,-701.4121216440473,0.9662114605033197,0.03378853949668026
Llama,ordinary_sensitivity,5,skeptical,4,-0.35913555943957554,-0.6619967104226058,-0.6559484844796384,-609.6752523496615,0.9662114605033197,0.03378853949668026
Llama,ordinary_sensitivity,5,skeptical,5,0.26074588080726485,-0.2321010222235626,-0.5028777402857437,960.7249216227069,0.9662114605033197,0.03378853949668026
Llama,ordinary_sensitivity,5,socratic,1,-0.7755678617186513,-0.5473040969604702,-0.6570841035435712,98.29236043832633,0.8422652298757848,0.15773477012421522
Llama,ordinary_sensitivity,5,socratic,2,-0.0980602461170763,-0.22589399621213324,-0.3332079216027874,155.0407036840271,0.8422652298757848,0.15773477012421522
Llama,ordinary_sensitivity,5,socratic,3,0.31127841502296016,0.17461108790122387,0.460444290306442,-63.18793790452104,0.8422652298757848,0.15773477012421522
Llama,ordinary_sensitivity,5,socratic,4,0.09955203245825732,-0.12348446953507482,-0.008452991218907394,178.0952814674652,0.8422652298757848,0.15773477012421522
Llama,ordinary_sensitivity,5,socratic,5,0.3526174287391734,0.5401082202703448,0.6034498923758128,-42.57109894422578,0.8422652298757848,0.15773477012421522
Llama,ordinary_sensitivity,5,solemn,1,0.7378092105613312,0.6580070801456821,0.7185221194226376,1795.6351420075052,0.9581122286208403,0.041887771379159666
Llama,ordinary_sensitivity,5,solemn,2,-0.5790112892858914,-0.3885375150326554,-0.3260581280332313,1788.352569408723,0.9581122286208403,0.041887771379159666
Llama,ordinary_sensitivity,5,solemn,3,-0.24771848651389883,-0.3287209953747043,-0.4813328587335774,-973.9659552949033,0.9581122286208403,0.041887771379159666
Llama,ordinary_sensitivity,5,solemn,4,0.12088607341246095,-0.177141249559271,-0.4890488416342725,-335.4928953598984,0.9581122286208403,0.041887771379159666
Llama,ordinary_sensitivity,5,solemn,5,-0.05017801316688183,-0.2410294261343884,-0.4720537009523944,2246.9516566216416,0.9581122286208403,0.041887771379159666
Llama,ordinary_sensitivity,5,specialized,1,0.5036572562850566,0.2235756038118741,0.40571145281379006,31.475213357097942,0.9683645881425863,0.0316354118574137
Llama,ordinary_sensitivity,5,specialized,2,-0.6682306501892177,-0.2736323393718543,-0.3844531210699726,36.11902241721087,0.9683645881425863,0.0316354118574137
Llama,ordinary_sensitivity,5,specialized,3,-0.49045417977881856,-0.5102179646731783,-0.5899060262894634,-189.77067169384515,0.9683645881425863,0.0316354118574137
Llama,ordinary_sensitivity,5,specialized,4,-0.11870678502034993,-0.48591350737099287,-0.6703951167398695,-373.46676203052897,0.9683645881425863,0.0316354118574137
Llama,ordinary_sensitivity,5,specialized,5,0.11629768359390998,-0.26848822818519696,-0.5427571428842594,394.270961649188,0.9683645881425863,0.0316354118574137
Llama,ordinary_sensitivity,5,speculative,1,-0.049627654905837815,0.06284102427648854,0.08052529503826894,257.50358896737714,0.9577094671565185,0.0422905328434815
Llama,ordinary_sensitivity,5,speculative,2,-0.8663942425999314,-0.34138119885770746,-0.6312305225500423,272.4911846480197,0.9577094671565185,0.0422905328434815
Llama,ordinary_sensitivity,5,speculative,3,0.33435498230737487,0.3043420683126901,0.3557487564627764,-68.54609716188143,0.9577094671565185,0.0422905328434815
Llama,ordinary_sensitivity,5,speculative,4,-0.271078484307951,-0.7291564902645498,-0.8648048721352154,-246.2977166945735,0.9577094671565185,0.0422905328434815
Llama,ordinary_sensitivity,5,speculative,5,0.13903517744188296,0.051057339136546816,-0.03306978208153396,114.41558164625734,0.9577094671565185,0.0422905328434815
Llama,ordinary_sensitivity,5,spiritual,1,-0.233130762288215,0.15136254485033787,-0.04408090106396529,690.744390671986,0.9517836725323376,0.04821632746766236
Llama,ordinary_sensitivity,5,spiritual,2,-0.8643453974708245,-0.9275656750394109,-0.9430379321810644,380.34848208760457,0.9517836725323376,0.04821632746766236
Llama,ordinary_sensitivity,5,spiritual,3,0.1867381528188739,0.20014741081565868,0.2868413779769861,107.42524462737623,0.9517836725323376,0.04821632746766236
Llama,ordinary_sensitivity,5,spiritual,4,0.3294767319113789,-0.0629729921736022,-0.4345141635336125,68.27450909977809,0.9517836725323376,0.04821632746766236
Llama,ordinary_sensitivity,5,spiritual,5,-0.08315467208189846,0.041211616902553774,-0.02540454536181584,546.8954907866334,0.9517836725323376,0.04821632746766236
Llama,ordinary_sensitivity,5,spontaneous,1,-0.7642882744976501,-0.47160693854504815,-0.6144591496324523,-400.69333633689797,0.9629217914695158,0.03707820853048416
Llama,ordinary_sensitivity,5,spontaneous,2,-0.5740638297303083,-0.5775949917980278,-0.7498225544939038,-642.1628999082458,0.9629217914695158,0.03707820853048416
Llama,ordinary_sensitivity,5,spontaneous,3,0.20738784216236122,0.30653534947455857,0.5119449524071102,-683.9177268397917,0.9629217914695158,0.03707820853048416
Llama,ordinary_sensitivity,5,spontaneous,4,0.0656773464827721,-0.1875611225773493,-0.28776078721664855,253.1312109653547,0.9629217914695158,0.03707820853048416
Llama,ordinary_sensitivity,5,spontaneous,5,0.043734579139548334,0.14995935567955518,0.19433852275150776,45.53441739017949,0.9629217914695158,0.03707820853048416
Llama,ordinary_sensitivity,5,stoic,1,0.6915183158158034,0.4301583193242413,0.5731672469477852,317.9797593949909,0.9829659792215707,0.017034020778429304
Llama,ordinary_sensitivity,5,stoic,2,-0.402568938438361,-0.2712648989880912,-0.19694434065686775,-363.1193856181234,0.9829659792215707,0.017034020778429304
Llama,ordinary_sensitivity,5,stoic,3,-0.5610782146841018,-0.6769203820969464,-0.7846511904217867,284.7076307365538,0.9829659792215707,0.017034020778429304
Llama,ordinary_sensitivity,5,stoic,4,0.128849005330496,-0.15629091766088946,-0.36598356325453213,793.7201477994322,0.9829659792215707,0.017034020778429304
Llama,ordinary_sensitivity,5,stoic,5,0.1062817893606408,-0.1964791774140022,-0.48169451628877874,-350.9976902767855,0.9829659792215707,0.017034020778429304
Llama,ordinary_sensitivity,5,strategic,1,0.8950765898559317,0.7153453362858485,0.8512733815784546,-1347.961172901316,0.9845455265552108,0.01545447344478923
Llama,ordinary_sensitivity,5,strategic,2,-0.3899933996336258,2.1037978506066347e-05,-0.005186319394448928,-286.1884422300898,0.9845455265552108,0.01545447344478923
Llama,ordinary_sensitivity,5,strategic,3,-0.10522671209615299,-0.1943491194400242,-0.40623854383598296,-2129.5218457961582,0.9845455265552108,0.01545447344478923
Llama,ordinary_sensitivity,5,strategic,4,-0.1371981894150539,-0.338956944279017,-0.5235793942090794,-3871.6488246517897,0.9845455265552108,0.01545447344478923
Llama,ordinary_sensitivity,5,strategic,5,-0.037317140457946305,-0.2632378026212985,-0.4527017633337608,2403.808707368403,0.9845455265552108,0.01545447344478923
Llama,ordinary_sensitivity,5,stream_of_consciousness,1,-0.8617962146428457,-0.5826934927965586,-0.716625516798225,530.6514227041032,0.9691773494785776,0.030822650521422412
Llama,ordinary_sensitivity,5,stream_of_consciousness,2,-0.08270461495166198,-0.12358429212885469,-0.29228857670175223,-297.2083683260249,0.9691773494785776,0.030822650521422412
Llama,ordinary_sensitivity,5,stream_of_consciousness,3,0.44926261444549453,0.4885155397523806,0.7140706599091405,-353.1193362961503,0.9691773494785776,0.030822650521422412
Llama,ordinary_sensitivity,5,stream_of_consciousness,4,-0.06173029175319599,-0.12026622912573824,-0.00044872492125076465,308.1825949248617,0.9691773494785776,0.030822650521422412
Llama,ordinary_sensitivity,5,stream_of_consciousness,5,0.11830914974422395,0.3345779570744331,0.49792122701357966,637.6169096556295,0.9691773494785776,0.030822650521422412
Llama,ordinary_sensitivity,5,structuralist,1,0.8295459877766606,0.47391711451292706,0.6853843783188047,-329.57421599379376,0.9906605590358162,0.00933944096418382
Llama,ordinary_sensitivity,5,structuralist,2,-0.26576193677737064,0.06713135971637411,0.06775926710535372,-285.96748902911014,0.9906605590358162,0.00933944096418382
Llama,ordinary_sensitivity,5,structuralist,3,-0.46075798230559467,-0.5232155984187985,-0.7066011490861506,-1238.071536100527,0.9906605590358162,0.00933944096418382
Llama,ordinary_sensitivity,5,structuralist,4,-0.13299448707922368,-0.29748891190782956,-0.4117060851277461,-1203.6716203936812,0.9906605590358162,0.00933944096418382
