k,attempted_starts,converged_starts,best_seed,best_iterations,elapsed_seconds,observed_data_log_likelihood,parameters,aic,bic,icl,posterior_entropy_sum,classification_certainty,median_max_posterior,smallest_effective_class_n,smallest_effective_class_proportion,smallest_map_class_n,smallest_map_class_proportion,best_converged_log_likelihood,worst_converged_log_likelihood,sd_converged_log_likelihood,best_to_second_log_likelihood_spread,median_start_profile_distance,local_optimum_warning,eligible,validation_log_likelihood,validation_mean_log_likelihood_per_answer,validation_se_log_likelihood_per_answer,replication_log_likelihood,replication_mean_log_likelihood_per_answer,replication_se_log_likelihood_per_answer,paired_validation_loss_from_best,paired_validation_loss_se,predictive_one_se_support,delta_bic,delta_icl,information_criterion_support,frozen_candidate,reference_solution,selection_conflict,selection_reason
4,6,4,2026091704,194,5.795080184936523,-1866933.163423745,13923,3761712.32684749,3866989.9731852026,3869617.6456950116,1313.8362549046171,0.9332864617242356,0.9999046564625511,2192.1713653914107,0.1543130624659588,2183,0.15366746445164015,-1866933.163423745,-1866938.9871289155,2.8821483464814754,0.06762893032282591,0.00010152510595477535,False,True,-628811.0515846136,-1.5378664251113674,0.002211009372865561,-627703.7523462028,-1.5383608500576722,0.002179312140478534,0.02133050717054335,0.0007851965898067351,False,0.0,0.0,True,True,False,True,no frozen-rule intersection; retained validation-best/BIC-best/ICL-best anchors; reference diagnostics use validation-best without claiming a unique winner
10,6,4,2026092304,197,11.52945613861084,-1815868.489578574,34809,3701354.979157148,3964560.437130964,3967345.6262501385,1392.5945595872236,0.9574267117586076,0.9992816496612628,776.0508589038167,0.05462838652004904,777,0.05469519921160073,-1815868.489578574,-1818464.8943000198,1258.4068794326251,499.3307392736897,0.09262371125289777,True,True,-619778.1454111636,-1.5165359179408242,0.0022141081286704894,-618022.9117430692,-1.5169221008690201,0.002186685657764727,0.0,0.0,True,97570.46394576132,97727.98055512691,False,True,True,True,no frozen-rule intersection; retained validation-best/BIC-best/ICL-best anchors; reference diagnostics use validation-best without claiming a unique winner
