persona,emotion,label,category_position,category_valence_raw,raw_affinity,z_score,ridge_height_percentile,pc1,pc2,pc3,rank_pc1,rank_pc2,rank_pc3
aberration,afraid,Fear,1,-0.56850386,-0.07997934506068036,1.503921503480327,92.9090909090909,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,sad,Sadness,2,-0.52887309,0.0615215409129654,-0.43870976319603716,37.63636363636363,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,disgusted,Disgust,3,-0.4594456,-0.0317047008913575,1.573753537086971,95.45454545454545,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,angry,Anger,4,-0.25724834,0.06414156388502992,2.508871734129258,98.72727272727273,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,lonely,Loneliness,5,-0.08661529,0.14827742989355538,0.7794476509605573,77.63636363636364,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,calm,Calm,6,0.34195125,-0.005837891974561395,-2.61465841292363,1.6363636363636365,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,excited,Excitement,7,0.49129093,0.11973628861190871,-2.3215071830718794,1.6363636363636365,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,joyful,Joy,8,0.5000574,0.0010394766633825894,-2.441289668182844,0.18181818181818182,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,grateful,Gratitude,9,0.60586154,0.17256920543472778,-2.3741569186909355,2.0,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
aberration,hopeful,Hope,10,0.62998569,0.14476131323945582,-2.2543104900657216,2.0,-47.93762578341881,-16.326007106437135,31.10837994068234,259,220,8
absurdist,afraid,Fear,1,-0.56850386,-0.09803874775376707,-0.581801520055808,28.181818181818183,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,sad,Sadness,2,-0.52887309,0.06057725050978172,-0.5427068807608253,31.09090909090909,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,disgusted,Disgust,3,-0.4594456,-0.04968288584735621,-1.0470635666571884,15.090909090909092,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,angry,Anger,4,-0.25724834,0.05179007717778059,1.5559543742440929,90.36363636363636,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,lonely,Loneliness,5,-0.08661529,0.15584050814894354,1.5309182343618568,91.81818181818181,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,calm,Calm,6,0.34195125,-0.0026643189808987925,-2.336615592354111,3.4545454545454546,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,excited,Excitement,7,0.49129093,0.1300457144845886,-1.4871497844490515,10.0,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,joyful,Joy,8,0.5000574,0.021916809039247104,0.01577318290893012,52.18181818181818,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,grateful,Gratitude,9,0.60586154,0.17894682562285158,-1.7097882099511987,6.0,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
absurdist,hopeful,Hope,10,0.62998569,0.14659597780437952,-2.081002479042521,3.8181818181818183,-34.38396676716284,14.55109908938147,33.406228337123466,226,61,5
accountant,afraid,Fear,1,-0.56850386,-0.10252684462972123,-1.1001424167689433,8.909090909090908,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,sad,Sadness,2,-0.52887309,0.059135285217759216,-0.7015142068685755,23.454545454545453,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,disgusted,Disgust,3,-0.4594456,-0.041157368673280105,0.19576607842485594,57.27272727272727,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,angry,Anger,4,-0.25724834,0.01644205955152136,-1.1711456447212005,5.2727272727272725,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,lonely,Loneliness,5,-0.08661529,0.1314838657785895,-0.8891678250025242,18.727272727272727,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,calm,Calm,6,0.34195125,0.03945281035103539,1.3533469379317644,95.81818181818181,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,excited,Excitement,7,0.49129093,0.15696662331576966,0.6916000061159342,69.63636363636364,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,joyful,Joy,8,0.5000574,0.026533730206085907,0.5591407588629035,70.72727272727273,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,grateful,Gratitude,9,0.60586154,0.20044695653686365,0.5299209278988003,68.18181818181819,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
accountant,hopeful,Hope,10,0.62998569,0.1695143446909452,0.08393636424725764,48.54545454545455,42.24790302485423,-4.026883124169549,7.345582691417099,15,146,85
activist,afraid,Fear,1,-0.56850386,-0.09674593163489424,-0.43249113642036713,36.90909090909091,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,sad,Sadness,2,-0.52887309,0.062083661364174696,-0.37680200001969755,41.63636363636363,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,disgusted,Disgust,3,-0.4594456,-0.04390518231771459,-0.20480366845788334,42.72727272727273,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,angry,Anger,4,-0.25724834,0.038699625169921564,0.5460258318192225,73.63636363636364,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,lonely,Loneliness,5,-0.08661529,0.13293994627364722,-0.7444910648062729,25.272727272727273,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,calm,Calm,6,0.34195125,0.01332586980541072,-0.9356844650528522,16.90909090909091,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,excited,Excitement,7,0.49129093,0.1545112648014222,0.49288413502690404,63.09090909090909,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,joyful,Joy,8,0.5000574,0.026452885528703098,0.5496261115923815,69.63636363636364,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,grateful,Gratitude,9,0.60586154,0.20764396641688962,1.2796470043565806,94.0,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
activist,hopeful,Hope,10,0.62998569,0.1770539079927345,0.7961465114307302,78.72727272727273,13.519598034170489,4.204792712031452,-8.246736028177706,106,97,193
actor,afraid,Fear,1,-0.56850386,-0.0879323158607319,0.5854141427951367,75.0909090909091,-23.89004845129744,21.456843196797983,0.28310250054088654,204,40,138
actor,sad,Sadness,2,-0.52887309,0.08062574417866689,1.6652850103464374,93.27272727272727,-23.89004845129744,21.456843196797983,0.28310250054088654,204,40,138
actor,disgusted,Disgust,3,-0.4594456,-0.0459909663135518,-0.5088643055235851,34.72727272727273,-23.89004845129744,21.456843196797983,0.28310250054088654,204,40,138
actor,angry,Anger,4,-0.25724834,0.038211989675179234,0.508404747066451,72.54545454545455,-23.89004845129744,21.456843196797983,0.28310250054088654,204,40,138
actor,lonely,Loneliness,5,-0.08661529,0.14507983935077357,0.46173373216686503,67.81818181818181,-23.89004845129744,21.456843196797983,0.28310250054088654,204,40,138
actor,calm,Calm,6,0.34195125,0.022420533350375003,-0.13888353776292106,36.18181818181818,-23.89004845129744,21.456843196797983,0.28310250054088654,204,40,138
