stratum,n,median_curve_separation,p90_curve_separation,curvature_ratio,density_falloff_slope,density_falloff_r2,trajectory_corr_Agreeableness,trajectory_corr_Conscientiousness,trajectory_corr_Extraversion,trajectory_corr_Emotional Stability,trajectory_corr_Openness
sex_female,5541,0.3205977550166406,0.7843001804102638,1.7619296132772735,-0.46491586413328867,0.804591537846318,0.9403933092479474,0.980758715268958,0.8215450025872187,0.9911810212213996,0.9979758655697014
sex_male,3044,0.4812742883388495,0.725315158869063,1.6444214050284593,-0.4377498440261747,0.8097899899054994,0.9089452251241946,0.9509710205208045,0.9810444200129943,0.9937950264341566,0.8369134557443143
age_24_or_younger,4860,0.5185318467791991,1.0164422114564897,2.088428299322936,-0.4469109610165014,0.8047576311438911,0.7979878582253891,0.9565463765775298,0.8751644833325668,0.9704550188860491,0.8324547320732443
age_25_plus,3725,0.3865715866873233,0.7947043639835315,1.3221875995088082,-0.46434990817793914,0.816470196214823,0.969381635024487,0.859034593098586,0.9322240281600138,0.8650861353717832,0.9900571660530766
student,3003,0.3220434423696567,0.8565823074114662,1.9059257508681557,-0.4517556466921527,0.790947650183645,0.9619353140838729,0.9813782205285659,0.9436399794081712,0.991016838686907,0.7467323607814519
nonstudent_known,4404,0.19784532472555302,0.2666610981442823,1.182961351579747,-0.4640468323131789,0.8355003168161504,0.9893707065048424,0.9963463045891953,0.9997406369020456,0.9778160758374898,0.9786451472244926
USA,5334,0.18036402357713766,0.2584819548093393,1.1522752451614948,-0.4654969232902854,0.8272003775372119,0.9958567356454489,0.9956995305298297,0.9947874890753758,0.9848862190751351,0.9917643597947846
nonUSA,3251,0.3125421556076216,0.4650543238550664,1.562004620716531,-0.4219636204234358,0.8098610220043969,0.9095479371261213,0.9956755804814812,0.9799406441834138,0.9938937108856356,0.9714438760549631
