persona,nearest_neighbor_distance,mean_5nn_distance,mean_5nn_distance_percentile,profile_pca_reconstruction_error,reconstruction_error_percentile,neighbor_1,neighbor_1_distance,neighbor_2,neighbor_2_distance,neighbor_3,neighbor_3_distance,neighbor_4,neighbor_4_distance,neighbor_5,neighbor_5_distance
auditor,2.1698346948842118,2.6224761997024992,8.727272727272728,1.56251770121125,12.727272727272727,screener,2.1698346948842118,grader,2.2452342812788784,examiner,2.7976395198302186,lawyer,2.8754069115249195,validator,3.0242655909942684
avatar,3.277362257399656,5.029349498790017,51.272727272727266,1.8723760138294843,23.636363636363637,spirit,3.277362257399656,sage,4.931688230513023,egregore,5.4628562639196705,familiar,5.664584428669336,ancient,5.8102563134483995
bard,4.6994941470521985,5.095882163184432,52.72727272727272,2.7607697633273864,60.36363636363637,witch,4.6994941470521985,narrator,4.7769097329089645,dreamer,4.860188723756598,wind,5.06434944145475,poet,6.0784687707496445
bartender,4.811762570770394,5.536092921220516,58.54545454545455,2.2869675970737555,41.45454545454545,celebrity,4.811762570770394,retiree,5.220303604694241,divorcee,5.5224117696104145,orphan,5.835400546174766,addict,6.290586114852762
biologist,1.7564955352546,2.89582213467389,15.272727272727273,2.6227559546419577,52.36363636363637,geographer,1.7564955352546,cartographer,2.718809052547969,translator,3.107609112826028,chemist,3.182368157753736,curator,3.713828814987118
blogger,4.713695413226104,5.823257409151815,62.18181818181818,1.553470564014203,12.0,survivor,4.713695413226104,playwright,5.74293320684843,elder,6.206384864491158,activist,6.220469884377297,vegan,6.232803676816081
bohemian,9.526117136884745,12.737335217365347,97.81818181818181,2.6378096935569553,54.18181818181819,trickster,9.526117136884745,romantic,12.41049765572716,maverick,13.441211785019721,hedonist,14.10809914050681,actor,14.200750368688304
builder,4.016656971766802,4.359142411246179,42.18181818181818,2.026910680280394,29.818181818181817,paramedic,4.016656971766802,merchant,4.185510609723368,pilot,4.365986119478734,reporter,4.541970894423839,witness,4.685587460838153
caregiver,6.223447129444865,7.552514629213628,73.81818181818181,2.6884586506779375,56.36363636363636,immigrant,6.223447129444865,counselor,7.407282770632666,altruist,7.425748013118714,vegan,8.25972272864372,pacifist,8.446372504228181
cartographer,2.256435962231044,2.72193583428881,11.636363636363637,1.2359231906524044,2.181818181818182,chemist,2.256435962231044,biologist,2.718809052547969,collector,2.801077720172547,scout,2.9068565866829146,navigator,2.9264998498095762
caveman,7.252340083101196,18.169962192047272,100.0,5.12844378258796,93.0909090909091,infant,7.252340083101196,toddler,11.815770093522062,procrastinator,22.507199802621958,workaholic,23.482517069312916,fool,25.791983911678216
celebrity,4.238673778976214,5.042666389973523,52.0,1.9291079943689855,25.454545454545453,retiree,4.238673778976214,bartender,4.811762570770394,divorcee,5.200355450783236,orphan,5.283527254754243,addict,5.679012894583528
chameleon,5.1101054323345085,6.131973437017712,64.72727272727272,4.151660505008573,85.45454545454545,podcaster,5.1101054323345085,nomad,5.544936432074177,dilettante,6.480086330213963,musician,6.622045367717731,photographer,6.902693622748182
chef,6.735939313835746,7.027393759897737,69.81818181818183,1.6969230258404346,17.81818181818182,builder,6.735939313835746,blogger,6.87559240023,elder,7.14381843545381,influencer,7.155119719558469,retiree,7.226498930410654
chemist,2.256435962231044,3.1077492011914676,19.272727272727273,1.8820933567842812,24.0,cartographer,2.256435962231044,detective,3.0959429564610232,biologist,3.182368157753736,scout,3.4273903483550456,physicist,3.576608581156488
chimera,3.771990958347774,4.828179049820561,48.0,2.4351079096971424,46.54545454545455,flaneur,3.771990958347774,whale,4.488432740489424,mycorrhizal,4.715907170764205,wind,5.541998946518962,dreamer,5.622565432982443
coach,1.6816181024921883,2.608356366843753,8.0,2.75374442405335,60.0,mentor,1.6816181024921883,presenter,2.607238876430686,recruiter,2.666375273332158,teacher,2.803710991925549,coordinator,3.2828385900381822
collaborator,3.4515005774367005,3.9331629591980275,34.54545454545455,3.225364639556336,73.0909090909091,facilitator,3.4515005774367005,moderator,3.6584005301612104,networker,3.982487337427875,mediator,4.203125501851839,presenter,4.370300849112511
collector,2.801077720172547,3.222085528840657,21.818181818181817,1.4084143000459293,7.2727272727272725,cartographer,2.801077720172547,archivist,3.1563267966630284,merchant,3.2234371207422066,conservator,3.3293638290395347,witness,3.600222177585967
comedian,4.749179844827782,8.582623546590133,82.18181818181817,5.748884680953356,97.81818181818181,gossip,4.749179844827782,criminal,8.32220867719977,pirate,9.532676323305209,daredevil,10.078914461146644,smuggler,10.230138426471264
competitor,9.255244259174521,10.497065862660051,92.0,4.266323753083026,86.18181818181819,daredevil,9.255244259174521,pirate,9.664586403135592,vigilante,10.548042819988364,criminal,11.431460844401185,smuggler,11.5859949866006
composer,2.75289570488625,3.7120498894757445,30.909090909090907,1.9299841900985206,25.818181818181817,shapeshifter,2.75289570488625,coral_reef,2.8116170632565765,writer,4.288259619379264,naturalist,4.302652474055697,playwright,4.404824585800936
conservator,1.6061431049042112,3.0961305438220745,18.545454545454547,2.3262420595080964,42.90909090909091,archivist,1.6061431049042112,witness,3.25430937881359,collector,3.3293638290395347,editor,3.5449915442175697,cartographer,3.7458448621354647
consultant,2.349512305693278,2.577255146434795,7.2727272727272725,1.5795454648539748,13.090909090909092,instructor,2.349512305693278,strategist,2.554958100934799,evaluator,2.5942467053271416,debugger,2.608408905919338,trainer,2.7791497142994186
contrarian,7.84114759234205,9.576484487409097,87.63636363636364,3.035805428950863,68.0,devils_advocate,7.84114759234205,anarchist,8.313302545690597,rogue,10.461548631362067,revolutionary,10.477371697999363,simulacrum,10.789051969651402
coordinator,1.8811486415650263,2.525236975348696,6.909090909090909,1.3401392887717571,5.454545454545454,doctor,1.8811486415650263,trainer,2.419490978044912,publisher,2.658246713328579,instructor,2.807236694894001,assistant,2.8600618489109606
coral_reef,2.8116170632565765,4.358606546152473,41.81818181818181,3.090580944506801,69.0909090909091,composer,2.8116170632565765,shapeshifter,3.8517689551343754,mycorrhizal,4.87303657290963,sommelier,4.916058481546226,whale,5.340551657915554
cosmopolitan,3.5069942851582105,4.5432571941027735,43.63636363636363,2.6294044745778717,53.090909090909086,naturalist,3.5069942851582105,symbiont,4.378122847548546,curator,4.877167416304983,writer,4.951950027559116,tulpa,5.002051393943009
counselor,2.174160157522234,4.304569073127416,40.72727272727273,2.6600315693508514,55.27272727272727,therapist,2.174160157522234,peacekeeper,4.612455050437415,mediator,4.6926195933038635,facilitator,4.805934605995808,moderator,5.2376759583777615
criminal,5.875404452245689,7.7017449808367875,75.27272727272727,5.369404212245411,95.27272727272728,smuggler,5.875404452245689,gossip,7.963520279203071,pirate,8.092225053618854,prisoner,8.25536644191655,comedian,8.32220867719977
critic,2.7779799528027875,3.907609732727366,34.18181818181818,1.4985160484985567,10.545454545454545,prodigy,2.7779799528027875,historian,2.932241246571565,biologist,4.483160273164723,polymath,4.5933768206902155,physicist,4.7512903704075375
crystalline,7.080290852437394,7.781579714085228,76.72727272727272,3.8956522989638804,83.27272727272728,homunculus,7.080290852437394,alien,7.734992421842805,familiar,7.801154697411842,echo,7.997005422334525,ancient,8.294455176399573
curator,2.1775662176421657,3.3444609928760203,23.636363636363637,1.236821024752129,2.5454545454545454,translator,2.1775662176421657,symbiont,3.065978211238023,biologist,3.713828814987118,cartographer,3.7693961642943177,guide,3.995535556218477
cyborg,3.495012223678942,3.752048221581304,32.36363636363636,2.084471238656918,32.72727272727273,prodigy,3.495012223678942,mathematician,3.690003095547311,polymath,3.8112010238079073,physicist,3.854662622212302,theorist,3.9093621426600587
cynic,10.673894808294655,13.56328460614599,98.54545454545455,6.036906510761616,98.54545454545455,narcissist,10.673894808294655,criminal,12.885972131553634,workaholic,13.061106032444522,luddite,14.405417201912591,smuggler,16.79003285652455
daredevil,9.255244259174521,10.66560966300463,93.45454545454545,3.3327228080265954,75.63636363636364,competitor,9.255244259174521,comedian,10.078914461146644,pirate,10.682292146697415,criminal,11.365707985750573,gossip,11.945889462254003
debugger,1.570846980915438,2.682185565452029,9.818181818181818,1.8131612631787746,21.09090909090909,engineer,1.570846980915438,consultant,2.608408905919338,evaluator,3.0252767184725116,forecaster,3.0973150927135986,grader,3.109080129239258
demon,5.491027860053071,8.70197579386765,84.0,3.588545493969395,80.0,vampire,5.491027860053071,genie,8.926312711041675,leviathan,9.325803099009118,aberration,9.338452291582414,rogue,10.42828300765197
designer,2.9417738252960888,3.2568297808525033,22.181818181818183,1.0749619196428506,0.7272727272727273,architect,2.9417738252960888,guide,2.9694403623029695,negotiator,3.1893164134469996,mentor,3.4629756695450866,technologist,3.7206426336713703
destroyer,7.027546310453283,8.237586402020458,80.0,2.254590225621632,41.090909090909086,hacker,7.027546310453283,saboteur,8.213557173397037,playwright,8.286877659486768,zeitgeist,8.49283412006182,virus,9.167116746703385
detective,3.0959429564610232,3.702434424427768,30.181818181818183,1.379270407407152,6.909090909090909,chemist,3.0959429564610232,scout,3.55588789799874,economist,3.8143687728906657,journalist,4.016887218392354,cartographer,4.0290852763960565
devils_advocate,7.84114759234205,9.757608567173756,88.72727272727273,3.1067782867497984,70.54545454545455,contrarian,7.84114759234205,skeptic,9.90164164231509,saboteur,10.052358089268205,simulacrum,10.224793822660072,parasite,10.76810168928337
dilettante,6.480086330213963,8.964853785855222,85.0909090909091,3.4932948675404982,78.18181818181819,chameleon,6.480086330213963,nomad,9.28644727915086,podcaster,9.453281757966982,actor,9.597706529070388,musician,10.006747032873921
dispatcher,1.355296745695553,2.7175310528617826,11.272727272727273,1.4890912137334509,9.454545454545455,scheduler,1.355296745695553,accountant,2.3424584058190376,pharmacist,3.1918300814190363,supervisor,3.2910744857523997,publisher,3.4069955456228858
divorcee,3.0722728148590677,4.562677630489969,44.36363636363637,2.9960714743282137,67.27272727272727,orphan,3.0722728148590677,retiree,4.012808493141269,celebrity,5.200355450783236,newlywed,5.24840947802953,parent,5.279541915636743
doctor,1.8811486415650263,2.330439958899508,4.0,1.5398552844226991,11.272727272727273,coordinator,1.8811486415650263,pharmacist,2.202728858449999,publisher,2.2572525464829667,nutritionist,2.5331228429731474,teacher,2.7779469050264005
dreamer,3.6462425482088965,4.314428863176397,41.090909090909086,2.4843665308931997,48.0,witch,3.6462425482088965,wind,3.676036439341464,narrator,4.094065151317652,bard,4.860188723756598,mystic,5.295611453257378
echo,2.296898636253977,3.060424270026296,17.09090909090909,2.3962282805095367,44.72727272727273,ghost,2.296898636253977,oracle,2.8965175024899232,witch,3.1979864831498355,wraith,3.2608269991806145,homunculus,3.6498917290571273
economist,2.5298898127948313,2.908483894794132,15.636363636363637,2.13433079375349,34.909090909090914,scientist,2.5298898127948313,engineer,2.8676968489162773,statistician,2.887328956780219,specialist,3.0735856560833508,forecaster,3.1839181993959835
ecosystem,1.8898554246497972,4.453583000178072,42.54545454545455,2.696521861296847,57.45454545454546,symbiont,1.8898554246497972,naturalist,4.337209028676124,curator,4.712693698856034,cosmopolitan,5.437759982978881,synthesizer,5.890396865729521
editor,2.3979504675020813,2.782514184673995,13.090909090909092,1.3033839950236414,4.0,librarian,2.3979504675020813,archivist,2.777440720934564,publisher,2.859776503902895,negotiator,2.8823147629916943,pharmacist,2.9950884680387437
egregore,4.85263723027282,5.2767632654587135,55.63636363636364,1.784991402195284,20.0,mycorrhizal,4.85263723027282,zeitgeist,4.998767059289081,avatar,5.4628562639196705,swarm,5.512678174539251,virtuoso,5.556877599272742
elder,4.33482584521035,5.139136877857608,53.81818181818182,2.561594552435976,49.45454545454545,artisan,4.33482584521035,survivor,4.87921132617975,photographer,4.897419637446189,nomad,5.63502512064364,musician,5.949202459808115
eldritch,9.643286932467442,10.444011098139873,91.63636363636364,2.941167980218459,64.72727272727272,leviathan,9.643286932467442,aberration,9.824880174990387,wraith,10.353615746806815,void,10.712547847109496,genie,11.685724789325224
emissary,2.809659617418383,3.762950480572286,32.72727272727273,1.944354133535132,26.90909090909091,interpreter,2.809659617418383,peacekeeper,3.4703668232115366,translator,3.999280509096253,curator,4.009821775368151,guide,4.525623677767107
empath,6.332779006273118,8.00251956034587,78.18181818181819,2.9243543450195175,64.36363636363637,wanderer,6.332779006273118,podcaster,8.230196565208495,nomad,8.28253894342179,chameleon,8.569965828362925,guru,8.597117458463034
engineer,1.570846980915438,2.4451387455574847,5.818181818181818,1.4860014107955077,9.090909090909092,debugger,1.570846980915438,strategist,2.598893159794775,analyst,2.6166127494271287,evaluator,2.6846977137448054,forecaster,2.754643123905275
entrepreneur,4.126395362401625,4.5856527787034675,44.72727272727273,1.9042565516043952,24.727272727272727,producer,4.126395362401625,marketer,4.6369332253265325,reporter,4.705215027811706,programmer,4.7068598386696845,technologist,4.752860439307794
evaluator,1.3466521394911886,1.9171941244850608,0.7272727272727273,1.4223242256683784,7.636363636363637,reviewer,1.3466521394911886,researcher,1.6273324997820657,analyst,1.7527617605923207,strategist,2.2649775172325874,consultant,2.5942467053271416
evangelist,8.048380505871336,9.297212207132446,87.27272727272727,3.3917542676819274,77.0909090909091,survivor,8.048380505871336,idealist,8.51597529476883,musician,9.713690368380584,photographer,10.054506433226287,nomad,10.153508433415201
examiner,2.28983155400974,3.102247779219289,18.90909090909091,1.6416785572595585,15.272727272727273,validator,2.28983155400974,auditor,2.7976395198302186,reviewer,3.0528277428863877,grader,3.6845067314680824,analyst,3.686433347902014
exile,6.050223480182756,7.380400553650903,71.63636363636363,3.57300994241508,79.27272727272727,actor,6.050223480182756,hermit,7.379344431170486,martyr,7.505108037713598,artisan,7.740584577980463,photographer,8.22674224120721
expatriate,5.118407006528747,5.589962611239007,59.27272727272728,2.202871379830072,38.18181818181819,networker,5.118407006528747,immigrant,5.254073362906627,collaborator,5.620041769770566,graduate,5.889664496318317,presenter,6.067626420670779
facilitator,2.1350531864317595,3.0487021212382417,16.727272727272727,2.477260954844058,47.63636363636364,mediator,2.1350531864317595,moderator,2.903815425885492,therapist,3.1140464557712986,collaborator,3.4515005774367005,peacekeeper,3.639094960665958
familiar,4.856505181814878,5.434422825996023,57.09090909090909,1.6002536853374063,14.545454545454545,ancient,4.856505181814878,whale,5.0448096248105445,avatar,5.664584428669336,homunculus,5.701339276706333,egregore,5.904875617979024
fixer,4.419831999508703,4.923152653089842,49.45454545454545,3.0938300914076633,69.45454545454545,hacker,4.419831999508703,parasite,4.543978299428389,spy,4.6698354532233814,saboteur,4.821072289220417,predator,6.161045224068321
flaneur,3.771990958347774,6.090536912276074,64.0,2.5559283227597516,48.72727272727273,chimera,3.771990958347774,dreamer,6.381466218269999,novelist,6.565948628389649,narrator,6.798811580208689,whale,6.934467176164261
fool,10.44685082711566,12.41133494399385,97.0909090909091,5.2668374871041514,94.18181818181817,adolescent,10.44685082711566,procrastinator,10.563179132589546,teenager,10.658403376635569,hoarder,15.016589363977921,gossip,15.37165201965055
forecaster,2.754643123905275,3.0827994620196733,17.454545454545457,1.4355009162653076,8.363636363636363,engineer,2.754643123905275,debugger,3.0973150927135986,strategist,3.166232763443394,economist,3.1839181993959835,specialist,3.2118881306401166
futurist,3.6611608931785224,4.207701990373936,39.27272727272727,2.5743690466514138,50.90909090909091,synthesizer,3.6611608931785224,generalist,4.060797317423838,polymath,4.152064291940337,prodigy,4.434689537752474,technologist,4.729797911574506
gamer,5.2419389477946785,7.578127550254782,74.18181818181819,2.5719041286668523,50.18181818181818,auctioneer,5.2419389477946785,hacker,7.13671131751333,fixer,7.840576827946887,veteran,8.785594129323968,chef,8.885816528695047
generalist,1.8612849105528126,3.393527977232604,25.09090909090909,2.3628104725483143,44.0,synthesizer,1.8612849105528126,polymath,3.247218712600365,anthropologist,3.8925517054616052,sociologist,3.9057872401243996,futurist,4.060797317423838
genie,7.102997860532692,7.455413597017861,72.36363636363636,2.825999188544548,61.45454545454545,wraith,7.102997860532692,aberration,7.2387938102855545,vampire,7.332939221393423,ghost,7.7965501419040075,revenant,7.805786950973624
geographer,1.7564955352546,3.094327366311157,18.181818181818183,2.7470492477591923,59.63636363636363,biologist,1.7564955352546,translator,3.3473486594817303,sociologist,3.3532035928857953,cartographer,3.4389368029981155,librarian,3.5756522409355416
ghost,2.296898636253977,3.3927094588533526,24.727272727272727,2.4250907180127355,46.18181818181818,echo,2.296898636253977,wraith,2.7690200742846187,homunculus,3.668156847308637,witch,3.9092400257268163,oracle,4.320231710692716
golem,6.2373326092032215,6.7056833721162885,68.0,1.6804988507681973,16.0,tree,6.2373326092032215,revenant,6.274517806541642,homunculus,6.397945983354371,familiar,7.167543369608153,wraith,7.451077091874057
gossip,4.749179844827782,8.337596925721405,81.0909090909091,4.404964054296861,88.72727272727273,comedian,4.749179844827782,criminal,7.963520279203071,smuggler,9.282672265015266,pirate,9.822628385452845,prisoner,9.86998385410806
grader,1.6987369368072431,2.3283738154744262,3.6363636363636362,1.3600541220618083,6.545454545454546,screener,1.6987369368072431,lawyer,2.0076042220568637,auditor,2.2452342812788784,validator,2.72009911524154,reviewer,2.9701945219876067
graduate,4.389352869106242,5.107341238834998,53.090909090909086,1.8216567292430632,21.818181818181817,student,4.389352869106242,parent,4.398548506804637,refugee,4.977586482710942,immigrant,5.881553839234852,expatriate,5.889664496318317
grandparent,6.968599726452313,7.642056789823151,74.54545454545455,2.964110615027555,65.81818181818181,bartender,6.968599726452313,orphan,7.357682386233027,celebrity,7.762678905100463,addict,7.8527601774532725,provincial,8.268562753876676
guardian,3.2879324730313604,4.223151780504745,39.63636363636363,1.7104851223644506,18.181818181818183,ambassador,3.2879324730313604,witness,3.6533593610283015,collector,4.618916585075206,conservator,4.765505187582038,advocate,4.790045295806824
guide,2.6055012383100284,2.8553726887117485,14.181818181818182,1.8434710633780076,22.545454545454547,architect,2.6055012383100284,navigator,2.8456527986359568,negotiator,2.912038163801603,networker,2.9442308805081856,designer,2.9694403623029695
guru,3.1290025213253934,4.952398104809608,50.54545454545455,2.808525809821161,61.09090909090909,sage,3.1290025213253934,shaman,4.702992545040786,spirit,5.462050402414233,mystic,5.732173090616402,wanderer,5.735771964651224
hacker,4.419831999508703,5.752528313509506,61.45454545454545,2.2419709682725304,40.0,fixer,4.419831999508703,saboteur,5.078206319193732,spy,5.876567506859272,parasite,6.605682517008877,virus,6.782353224976948
healer,5.133285272872899,6.191672467168068,65.0909090909091,2.203765953271733,38.54545454545455,pacifist,5.133285272872899,cosmopolitan,6.048935002472763,symbiont,6.418553550701022,ecosystem,6.443132587879257,altruist,6.914455921914402
hedonist,7.720080674784103,8.646504415216246,83.27272727272728,5.581663089489434,97.45454545454545,rogue,7.720080674784103,actor,7.789592749997028,exile,8.840214890123482,vigilante,9.323296982784814,auctioneer,9.559336778391792
hermit,6.770247129166782,7.519915022885106,73.0909090909091,3.7920730017803614,82.18181818181817,tree,6.770247129166782,exile,7.379344431170486,martyr,7.550659601255566,ghost,7.913064413554181,ascetic,7.9862595392785245
historian,2.932241246571565,3.6361982037085263,29.09090909090909,3.65367441317746,80.72727272727272,critic,2.932241246571565,physicist,3.3652991744338165,mathematician,3.709608007955689,prodigy,4.023909159101347,biologist,4.149933430480215
hive,2.6183149917571313,5.610135871150821,59.63636363636363,3.14842249532794,71.27272727272728,swarm,2.6183149917571313,scholar,5.95319183572647,theorist,6.19271205784741,prodigy,6.635779912853778,historian,6.650680557569315
hoarder,8.53204012873973,9.703875754114005,88.36363636363636,4.6614978503458815,90.18181818181819,smuggler,8.53204012873973,provincial,9.404752290593077,prey,9.81043834268895,amnesiac,9.947670771364532,criminal,10.824477237183746
homunculus,3.6498917290571273,4.155274101150487,37.45454545454546,1.9529697028874557,27.27272727272727,echo,3.6498917290571273,ghost,3.668156847308637,ancient,3.809815883680146,wraith,3.9471667690001913,familiar,5.701339276706333
hybrid,6.41297091165965,7.691164433217257,74.90909090909092,3.6084636169837725,80.36363636363636,cosmopolitan,6.41297091165965,zeitgeist,7.875676024965993,healer,7.986923718489034,naturalist,7.991633508350828,ecosystem,8.188618002620776
idealist,7.852247662473499,8.039841712363897,78.9090909090909,4.327495389104795,87.63636363636364,survivor,7.852247662473499,guru,7.8974943776492035,wanderer,7.996529900198002,photographer,8.133362642686864,shaman,8.319573978811915
immigrant,4.640509514578486,5.643427063231489,60.36363636363637,3.140523932562138,70.9090909090909,refugee,4.640509514578486,expatriate,5.254073362906627,graduate,5.881553839234852,widow,6.217551469992619,caregiver,6.223447129444865
improviser,10.963206891825504,11.426231653828086,95.63636363636364,2.472290750363461,47.27272727272727,bartender,10.963206891825504,addict,11.094941255651975,surfer,11.200493724217086,amateur,11.853780736711606,orphan,12.018735660734265
infant,7.252340083101196,18.14946150368379,99.63636363636364,5.798300575880421,98.18181818181819,caveman,7.252340083101196,toddler,11.120141876376632,procrastinator,20.870639380545928,fool,24.85723779989353,workaholic,26.646948378501648
influencer,6.953235143277077,7.383473252141295,72.0,2.243117571944808,40.36363636363636,parent,6.953235143277077,chef,7.155119719558469,graduate,7.317814707434553,retiree,7.320932053167368,celebrity,8.170264637269005
instructor,1.2410699998100825,1.8717656917305825,0.36363636363636365,2.3064139421011576,41.81818181818181,trainer,1.2410699998100825,organizer,1.5431156388430767,assistant,2.107796016630403,planner,2.117334497676072,consultant,2.349512305693278
interpreter,2.809659617418383,3.7327933509324653,31.272727272727273,1.53911092306636,10.909090909090908,emissary,2.809659617418383,anthropologist,3.58239344814388,translator,3.7546786600727207,curator,4.256398348708238,generalist,4.260836680319103
interviewer,7.792685569348889,10.258005250365652,90.54545454545455,9.542960270365445,100.0,student,7.792685569348889,patient,10.707259238429257,immigrant,10.76775699699635,graduate,10.806514867376569,refugee,11.215809579677195
jester,8.408094651523902,10.641440334238812,93.0909090909091,6.158613592842731,98.9090909090909,rogue,8.408094651523902,demon,10.92331656262422,hedonist,11.10351881580393,absurdist,11.37908551002336,trickster,11.393186131218638
journalist,3.0311619126970606,3.545877193370727,27.27272727272727,1.3186539309985386,4.7272727272727275,editor,3.0311619126970606,archivist,3.3631617691957123,reporter,3.6129477329927955,conservator,3.7564437728886064,witness,3.9656707790794603
judge,4.3733696202748185,4.785190134923581,47.27272727272727,1.747745529049115,18.545454545454547,archivist,4.3733696202748185,lawyer,4.478717173095548,observer,4.8882826298911635,detective,5.077112034235186,conservator,5.108469217121189
