representation,validation_regime,outer_repeats,outer_folds_per_repeat,n_oof_predictions,n_unique_personas,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,normalized_3d_error_rmse_repeat_mean,normalized_3d_error_rmse_repeat_std,n
raw_cosine,nested_5fold_x10,10.0,5.0,2750.0,275.0,0.9971787916580176,0.9985897998424424,0.9966468274571142,0.06072747281262039,0.03667225630213028,0.9965728856495178,0.9982860417638493,0.996179434884463,0.06067073468383383,0.04404984171991824,0.9866283117902261,0.9933955910066955,0.994634948297355,0.08106757752214225,0.04773447827731938,0.08493772592861375,0.062485225442172165,0.11807080979900259,0.09741501714234714,0.06887302800939579,0.14390645185767714,0.1433097699696661,0.01309109306006731,
raw_cosine,leave_one_persona_out,,,,,0.9978328405738127,0.9989162920344896,0.9976665416462306,0.05322468001629525,0.0326264613609619,0.9971606489742502,0.9985827797862048,0.9966181010357463,0.05522357268171005,0.039427384047671495,0.9898995918591481,0.994980847109686,0.9953192348749316,0.070456900886379,0.04335176647750885,0.07648803929924557,0.05595246910756893,0.10414741679505146,0.08756786080218278,0.06241874911776,0.12449403915025267,,,275.0
quantile,nested_5fold_x10,10.0,5.0,2750.0,275.0,0.9798057831250384,0.9898660703675721,0.9809508394883775,0.16247297641910768,0.11839793061622873,0.9815787396650651,0.9908944506656644,0.9886222355692093,0.14066129982697423,0.09444616830771853,0.9041561205621996,0.9511521763876791,0.9636366860633667,0.217038243933032,0.13280652364573772,0.23074017666396343,0.1861918429202134,0.3054319378601919,0.2652521649075574,0.20366956870640118,0.3790725839414553,0.3740751253506943,0.06135001621771629,
quantile,leave_one_persona_out,,,,,0.9826456446052925,0.9912915945031033,0.9825833068867028,0.15061626442951473,0.11003569436951648,0.9864657891691381,0.9932684142024644,0.9894111537462855,0.1205678245884996,0.0873354817273542,0.9251750296600951,0.9618846065198668,0.9649779290845619,0.19176853542191402,0.12483885734730427,0.21514319267547194,0.17594822702192298,0.2720239522809905,0.24650734382656425,0.18803056195400544,0.32830293902004526,,,275.0
