x_axis,y_axis,emotion,smoothing_label,smoothing,in_sample_fit_rmse_z,max_abs_node_surface_gap_z,supported_grid_fraction,coincident_projection_count
1,2,joyful,Detail,0.003,0.25496569150999165,1.0227270869164917,0.3980112872883633,0
1,2,calm,Detail,0.003,0.19508604332004698,0.9710418764508382,0.3980112872883633,0
1,2,sad,Detail,0.003,0.19643390490943577,0.6981634461421309,0.3980112872883633,0
1,2,afraid,Detail,0.003,0.1905856246092235,0.9148061138336185,0.3980112872883633,0
1,2,angry,Detail,0.003,0.1716534495691531,0.7527793787467175,0.3980112872883633,0
1,2,disgusted,Detail,0.003,0.2524708378967208,1.0667810346727755,0.3980112872883633,0
1,2,joyful,Balanced,0.03,0.5506537511964201,1.9303969451273733,0.3980112872883633,0
1,2,calm,Balanced,0.03,0.4376488474803234,1.7167379545163821,0.3980112872883633,0
1,2,sad,Balanced,0.03,0.4523982719600281,1.7300969004820295,0.3980112872883633,0
1,2,afraid,Balanced,0.03,0.43574777359660605,2.246552461429262,0.3980112872883633,0
1,2,angry,Balanced,0.03,0.40694266262898837,1.4592743965171457,0.3980112872883633,0
1,2,disgusted,Balanced,0.03,0.5519814208024744,1.9854836178995843,0.3980112872883633,0
1,2,joyful,Gentle,0.3,0.7567140904019871,2.4248107427775527,0.3980112872883633,0
1,2,calm,Gentle,0.3,0.624532947356027,2.198076796210055,0.3980112872883633,0
1,2,sad,Gentle,0.3,0.6613142865511499,2.6429632822539375,0.3980112872883633,0
1,2,afraid,Gentle,0.3,0.6356662551678185,2.956960586670501,0.3980112872883633,0
1,2,angry,Gentle,0.3,0.5644922429933086,2.079260127062492,0.3980112872883633,0
1,2,disgusted,Gentle,0.3,0.7646829865895759,2.4724857099475805,0.3980112872883633,0
1,3,joyful,Detail,0.003,0.211523675333558,0.7105878566934146,0.5178715399086267,0
1,3,calm,Detail,0.003,0.19548101508854873,0.8521493556662395,0.5178715399086267,0
1,3,sad,Detail,0.003,0.20333827398263246,1.5312242804444542,0.5178715399086267,0
1,3,afraid,Detail,0.003,0.20745713440111727,1.0270874958349223,0.5178715399086267,0
1,3,angry,Detail,0.003,0.11842149999800379,0.8020739611869603,0.5178715399086267,0
1,3,disgusted,Detail,0.003,0.25526474746245986,1.266819362586698,0.5178715399086267,0
1,3,joyful,Balanced,0.03,0.4719290655948372,1.5477350766614246,0.5178715399086267,0
1,3,calm,Balanced,0.03,0.3861173132112724,1.1687396428508416,0.5178715399086267,0
1,3,sad,Balanced,0.03,0.43727517306401376,3.14442658788153,0.5178715399086267,0
1,3,afraid,Balanced,0.03,0.4258191136737541,2.1171871588519684,0.5178715399086267,0
1,3,angry,Balanced,0.03,0.23049724690974793,1.1608399168820216,0.5178715399086267,0
1,3,disgusted,Balanced,0.03,0.5579398150729644,1.8504728499982603,0.5178715399086267,0
1,3,joyful,Gentle,0.3,0.6849129794558049,2.2289465284353134,0.5178715399086267,0
1,3,calm,Gentle,0.3,0.5506408335648197,1.608864821201264,0.5178715399086267,0
1,3,sad,Gentle,0.3,0.5967510220448787,4.029017232514601,0.5178715399086267,0
1,3,afraid,Gentle,0.3,0.6011596754470074,2.885565926294136,0.5178715399086267,0
1,3,angry,Gentle,0.3,0.3204405859456001,1.2160253115866555,0.5178715399086267,0
1,3,disgusted,Gentle,0.3,0.7807814982804023,2.6018414306251167,0.5178715399086267,0
2,3,joyful,Detail,0.003,0.21766833356105716,1.0524278109306215,0.42461703843052945,0
2,3,calm,Detail,0.003,0.16773742684436338,0.7950771343084492,0.42461703843052945,0
2,3,sad,Detail,0.003,0.187874733567208,1.023171406562582,0.42461703843052945,0
2,3,afraid,Detail,0.003,0.2429080627260497,1.7936409118695407,0.42461703843052945,0
2,3,angry,Detail,0.003,0.18287450475368353,0.9862480183449365,0.42461703843052945,0
2,3,disgusted,Detail,0.003,0.23461575569410392,1.0031975578161145,0.42461703843052945,0
2,3,joyful,Balanced,0.03,0.5004736253369315,1.9514338032936869,0.42461703843052945,0
2,3,calm,Balanced,0.03,0.37461361043369745,1.30842428390276,0.42461703843052945,0
2,3,sad,Balanced,0.03,0.4014198557215504,1.5259764759855017,0.42461703843052945,0
2,3,afraid,Balanced,0.03,0.5064458847627356,3.622562656000283,0.42461703843052945,0
2,3,angry,Balanced,0.03,0.38778090456725506,1.9064692036755133,0.42461703843052945,0
2,3,disgusted,Balanced,0.03,0.48437899803217127,1.5448860444239652,0.42461703843052945,0
2,3,joyful,Gentle,0.3,0.7213197180259248,2.449153657633292,0.42461703843052945,0
2,3,calm,Gentle,0.3,0.5500616048588715,1.8456998502750603,0.42461703843052945,0
2,3,sad,Gentle,0.3,0.5942018640862368,2.063978061856431,0.42461703843052945,0
2,3,afraid,Gentle,0.3,0.7115323909057205,4.619153758470366,0.42461703843052945,0
2,3,angry,Gentle,0.3,0.5343883963120633,2.393043029613582,0.42461703843052945,0
2,3,disgusted,Gentle,0.3,0.7152001270691747,2.317274327857541,0.42461703843052945,0
