persona,emotion,pc1,pc2,pc3,raw_affinity,z_score,percentile_midrank,role_layer_index,readout_hidden_state_index,reference_n
amnesiac,afraid,-42.409067288043374,13.632674404389606,-10.732726414715174,-0.07005206380161186,2.6504466369546593,98.36363636363636,47,48,275
amnesiac,angry,-42.409067288043374,13.632674404389606,-10.732726414715174,0.031610988433797345,-0.000862584439842749,58.0,47,48,275
amnesiac,disgusted,-42.409067288043374,13.632674404389606,-10.732726414715174,-0.03382899965575029,1.2640783085358502,88.54545454545455,47,48,275
analyst,joyful,42.52076402902483,-6.588173530267823,7.2547088066858905,0.018720803427867062,-0.3603661876881037,33.27272727272727,47,48,275
analyst,calm,42.52076402902483,-6.588173530267823,7.2547088066858905,0.028758308720246928,0.4163811255973186,62.36363636363637,47,48,275
analyst,sad,42.52076402902483,-6.588173530267823,7.2547088066858905,0.06177448490152212,-0.41085239471431695,39.45454545454545,47,48,275
analyst,afraid,42.52076402902483,-6.588173530267823,7.2547088066858905,-0.09699734378011628,-0.4615273182142946,33.27272727272727,47,48,275
analyst,angry,42.52076402902483,-6.588173530267823,7.2547088066858905,0.021709653410987333,-0.7647507100479897,23.818181818181817,47,48,275
analyst,disgusted,42.52076402902483,-6.588173530267823,7.2547088066858905,-0.036105502784698464,0.932215089213273,79.45454545454545,47,48,275
anarchist,joyful,7.030221450455893,-4.272104727395262,9.464346589503284,0.026339520930042118,0.5362841798271509,68.9090909090909,47,48,275
anarchist,calm,7.030221450455893,-4.272104727395262,9.464346589503284,0.005533021622676749,-1.6184308500656546,8.181818181818182,47,48,275
anarchist,sad,7.030221450455893,-4.272104727395262,9.464346589503284,0.054770178296947344,-1.1822545978500167,8.545454545454545,47,48,275
anarchist,afraid,7.030221450455893,-4.272104727395262,9.464346589503284,-0.09649464411661662,-0.40346934808627555,38.72727272727273,47,48,275
anarchist,angry,7.030221450455893,-4.272104727395262,9.464346589503284,0.04634875354957928,1.1361561856565516,85.27272727272727,47,48,275
anarchist,disgusted,7.030221450455893,-4.272104727395262,9.464346589503284,-0.03391217486417009,1.2519532241979365,88.18181818181819,47,48,275
ancient,joyful,-38.00947156079938,-32.79258504165284,3.3089624117832828,0.01542934389756635,-0.7477395739126439,21.636363636363637,47,48,275
ancient,calm,-38.00947156079938,-32.79258504165284,3.3089624117832828,0.020012656647403718,-0.3498422368111855,29.272727272727273,47,48,275
ancient,sad,-38.00947156079938,-32.79258504165284,3.3089624117832828,0.06426678785648035,-0.13636869506006505,49.27272727272727,47,48,275
ancient,afraid,-38.00947156079938,-32.79258504165284,3.3089624117832828,-0.08862116968371052,0.505856789606075,72.54545454545455,47,48,275
ancient,angry,-38.00947156079938,-32.79258504165284,3.3089624117832828,0.04506835464879277,1.0373733938310754,84.54545454545455,47,48,275
ancient,disgusted,-38.00947156079938,-32.79258504165284,3.3089624117832828,-0.041808584659343645,0.10083335864896611,54.36363636363637,47,48,275
angel,joyful,-40.46316823100484,-28.855131378755974,-30.585188351624783,0.02897712229532907,0.8467046978300959,80.54545454545455,47,48,275
angel,calm,-40.46316823100484,-28.855131378755974,-30.585188351624783,0.023339402017081835,-0.05837969041663182,39.45454545454545,47,48,275
angel,sad,-40.46316823100484,-28.855131378755974,-30.585188351624783,0.06957047370247656,0.44773979380433404,72.18181818181819,47,48,275
angel,afraid,-40.46316823100484,-28.855131378755974,-30.585188351624783,-0.08442278563440916,0.990738068466246,83.81818181818181,47,48,275
angel,angry,-40.46316823100484,-28.855131378755974,-30.585188351624783,0.0329268214859602,0.10065395262453648,61.27272727272727,47,48,275
angel,disgusted,-40.46316823100484,-28.855131378755974,-30.585188351624783,-0.05193300214072291,-1.3750801757588311,7.454545454545454,47,48,275
anthropologist,joyful,31.896983355445162,-20.196809991117853,0.9589580546314816,0.025562702252073,0.444860032272806,65.27272727272727,47,48,275
anthropologist,calm,31.896983355445162,-20.196809991117853,0.9589580546314816,0.02835744131072969,0.3812603625207662,59.45454545454545,47,48,275
anthropologist,sad,31.896983355445162,-20.196809991117853,0.9589580546314816,0.05778408171944776,-0.8503257044694006,19.454545454545453,47,48,275
anthropologist,afraid,31.896983355445162,-20.196809991117853,0.9589580546314816,-0.09834124957532954,-0.6167381691032311,25.636363636363637,47,48,275
anthropologist,angry,31.896983355445162,-20.196809991117853,0.9589580546314816,0.019330699178266852,-0.948287060000188,14.727272727272727,47,48,275
anthropologist,disgusted,31.896983355445162,-20.196809991117853,0.9589580546314816,-0.03505278572613101,1.0856776817524736,84.18181818181819,47,48,275
archaeologist,joyful,15.677278930715529,-19.48160604872759,1.9018414724826036,0.028280485997603026,0.7647172514912342,76.9090909090909,47,48,275
archaeologist,calm,15.677278930715529,-19.48160604872759,1.9018414724826036,0.0397392728239671,1.3784444649526664,96.18181818181819,47,48,275
archaeologist,sad,15.677278930715529,-19.48160604872759,1.9018414724826036,0.061955758159375166,-0.39088830713624106,40.54545454545455,47,48,275
archaeologist,afraid,15.677278930715529,-19.48160604872759,1.9018414724826036,-0.10478365867534295,-1.3607871952695563,5.2727272727272725,47,48,275
archaeologist,angry,15.677278930715529,-19.48160604872759,1.9018414724826036,0.023751081146444114,-0.6072545337434737,34.72727272727273,47,48,275
archaeologist,disgusted,15.677278930715529,-19.48160604872759,1.9018414724826036,-0.039509588563533135,0.4359755492587478,65.63636363636364,47,48,275
architect,joyful,30.971303297499983,-9.428450369365628,-2.1820744775391088,0.03829849946899882,1.9437418653235972,98.0,47,48,275
architect,calm,30.971303297499983,-9.428450369365628,-2.1820744775391088,0.0391528708835257,1.327068665551375,95.0909090909091,47,48,275
architect,sad,30.971303297499983,-9.428450369365628,-2.1820744775391088,0.05916290305621785,-0.6984725836736508,23.818181818181817,47,48,275
architect,afraid,30.971303297499983,-9.428450369365628,-2.1820744775391088,-0.1061470870320201,-1.5182527528404146,2.0,47,48,275
architect,angry,30.971303297499983,-9.428450369365628,-2.1820744775391088,0.019807865075297085,-0.9114737048468837,16.90909090909091,47,48,275
architect,disgusted,30.971303297499983,-9.428450369365628,-2.1820744775391088,-0.04652939987977211,-0.5873558719989488,31.454545454545453,47,48,275
archivist,joyful,26.864606386005327,-17.74068668111621,-1.4838599962482955,0.024713367008193824,0.3449013767181793,62.36363636363637,47,48,275
archivist,calm,26.864606386005327,-17.74068668111621,-1.4838599962482955,0.0386833932192447,1.2859368263809046,94.36363636363636,47,48,275
archivist,sad,26.864606386005327,-17.74068668111621,-1.4838599962482955,0.061367193644551114,-0.4557084226814729,36.54545454545455,47,48,275
archivist,afraid,26.864606386005327,-17.74068668111621,-1.4838599962482955,-0.10389638874147973,-1.2583142973226975,6.7272727272727275,47,48,275
archivist,angry,26.864606386005327,-17.74068668111621,-1.4838599962482955,0.01928319387174719,-0.9519520950151781,14.0,47,48,275
archivist,disgusted,26.864606386005327,-17.74068668111621,-1.4838599962482955,-0.041882018645503505,0.09012832655618767,53.63636363636363,47,48,275
artisan,joyful,-13.802243545463051,-12.174625826618733,-14.988344844417645,0.031752618305901946,1.1733541000696213,87.45454545454545,47,48,275
artisan,calm,-13.802243545463051,-12.174625826618733,-14.988344844417645,0.044089799875081735,1.759602489258851,97.63636363636364,47,48,275
artisan,sad,-13.802243545463051,-12.174625826618733,-14.988344844417645,0.06615155605911407,0.07120564826781875,58.36363636363637,47,48,275
artisan,afraid,-13.802243545463051,-12.174625826618733,-14.988344844417645,-0.10224901294963125,-1.068054980563026,9.636363636363637,47,48,275
artisan,angry,-13.802243545463051,-12.174625826618733,-14.988344844417645,0.0301681616911574,-0.11217668637392122,56.18181818181818,47,48,275
artisan,disgusted,-13.802243545463051,-12.174625826618733,-14.988344844417645,-0.04810378093797925,-0.8168654034259987,21.636363636363637,47,48,275
ascetic,joyful,-40.43957584184208,-40.35086932082816,-4.578671988475237,0.012008561753441359,-1.1503329980478254,12.545454545454545,47,48,275
ascetic,calm,-40.43957584184208,-40.35086932082816,-4.578671988475237,0.017980346237434965,-0.5278968521576449,23.818181818181817,47,48,275
ascetic,sad,-40.43957584184208,-40.35086932082816,-4.578671988475237,0.07247916040479314,0.7680809006503766,78.72727272727273,47,48,275
ascetic,afraid,-40.43957584184208,-40.35086932082816,-4.578671988475237,-0.07862610464082584,1.660210432191726,94.0,47,48,275
ascetic,angry,-40.43957584184208,-40.35086932082816,-4.578671988475237,0.04381819911548054,0.9409238781990401,81.63636363636364,47,48,275
ascetic,disgusted,-40.43957584184208,-40.35086932082816,-4.578671988475237,-0.032394667790157344,1.4731718012878523,92.9090909090909,47,48,275
assistant,joyful,33.702802703308954,3.441718014945549,-5.155533989826894,0.021788451722685453,0.0006667512771733444,51.09090909090909,47,48,275
assistant,calm,33.702802703308954,3.441718014945549,-5.155533989826894,0.026272703754674904,0.19861250428962138,50.0,47,48,275
assistant,sad,33.702802703308954,3.441718014945549,-5.155533989826894,0.06573883945711899,0.025752113175315852,56.18181818181818,47,48,275
assistant,afraid,33.702802703308954,3.441718014945549,-5.155533989826894,-0.09562118816217012,-0.30259185921278164,44.54545454545455,47,48,275
assistant,angry,33.702802703308954,3.441718014945549,-5.155533989826894,0.022598826611923688,-0.6961509860471851,30.0,47,48,275
assistant,disgusted,33.702802703308954,3.441718014945549,-5.155533989826894,-0.03807328951710813,0.6453558129602883,71.45454545454545,47,48,275
auctioneer,joyful,-9.959454017795148,16.724854908732908,12.636633764147502,0.030656813019173803,1.044388271793479,84.9090909090909,47,48,275
auctioneer,calm,-9.959454017795148,16.724854908732908,12.636633764147502,0.026084427372305322,0.18211724909769714,48.90909090909091,47,48,275
auctioneer,sad,-9.959454017795148,16.724854908732908,12.636633764147502,0.058941201149137076,-0.7228891818062622,23.09090909090909,47,48,275
auctioneer,afraid,-9.959454017795148,16.724854908732908,12.636633764147502,-0.10143530231187911,-0.9740776192682586,13.272727272727273,47,48,275
auctioneer,angry,-9.959454017795148,16.724854908732908,12.636633764147502,0.042534102150731945,0.8418557806908589,79.45454545454545,47,48,275
auctioneer,disgusted,-9.959454017795148,16.724854908732908,12.636633764147502,-0.058682891834314174,-2.3590630639450922,0.5454545454545454,47,48,275
auditor,joyful,48.15501628203943,-12.294598875527148,13.609156371558782,0.014279883643155956,-0.8830200800171182,18.0,47,48,275
auditor,calm,48.15501628203943,-12.294598875527148,13.609156371558782,0.03794103215548451,1.220897148875123,92.18181818181819,47,48,275
auditor,sad,48.15501628203943,-12.294598875527148,13.609156371558782,0.060689418463730806,-0.5303535370706687,32.18181818181818,47,48,275
auditor,afraid,48.15501628203943,-12.294598875527148,13.609156371558782,-0.09548155006476071,-0.2864647259028255,45.27272727272727,47,48,275
auditor,angry,48.15501628203943,-12.294598875527148,13.609156371558782,0.01930665378256917,-0.9501421625905654,14.363636363636363,47,48,275
auditor,disgusted,48.15501628203943,-12.294598875527148,13.609156371558782,-0.034047376656804546,1.2322438279791035,87.81818181818181,47,48,275
avatar,joyful,-38.014888855169794,-35.41692332791878,-12.98249690890751,0.023388843858561853,0.1890176379444403,57.27272727272727,47,48,275
avatar,calm,-38.014888855169794,-35.41692332791878,-12.98249690890751,0.022818323778328663,-0.10403235494637408,38.72727272727273,47,48,275
avatar,sad,-38.014888855169794,-35.41692332791878,-12.98249690890751,0.06461203288966916,-0.09834597643013555,51.81818181818182,47,48,275
avatar,afraid,-38.014888855169794,-35.41692332791878,-12.98249690890751,-0.08690464949439064,0.7041017559581239,77.63636363636364,47,48,275
avatar,angry,-38.014888855169794,-35.41692332791878,-12.98249690890751,0.039281356029576026,0.5909063751970737,75.0909090909091,47,48,275
avatar,disgusted,-38.014888855169794,-35.41692332791878,-12.98249690890751,-0.047099537490578325,-0.6704691787952608,28.90909090909091,47,48,275
bard,joyful,-54.347913128926315,-24.25955982565874,-2.864858782682269,0.02630469311413862,0.5321852781523336,68.54545454545455,47,48,275
bard,calm,-54.347913128926315,-24.25955982565874,-2.864858782682269,0.026500639474076708,0.21858239011155678,51.09090909090909,47,48,275
bard,sad,-54.347913128926315,-24.25955982565874,-2.864858782682269,0.07377587752051099,0.9108916735618859,83.0909090909091,47,48,275
bard,afraid,-54.347913128926315,-24.25955982565874,-2.864858782682269,-0.08915634405311278,0.4440482390776557,71.0909090909091,47,48,275
bard,angry,-54.347913128926315,-24.25955982565874,-2.864858782682269,0.04432134843269015,0.9797418545566559,83.45454545454545,47,48,275
bard,disgusted,-54.347913128926315,-24.25955982565874,-2.864858782682269,-0.04884120890870357,-0.9243659015677078,20.181818181818183,47,48,275
bartender,joyful,-16.599115137003324,36.32504789647164,-2.7782731149755246,0.03190786979442285,1.191625719170844,88.54545454545455,47,48,275
bartender,calm,-16.599115137003324,36.32504789647164,-2.7782731149755246,0.03464511852067832,0.9321358299437356,86.36363636363636,47,48,275
bartender,sad,-16.599115137003324,36.32504789647164,-2.7782731149755246,0.07362138083899383,0.8938765588292377,82.36363636363636,47,48,275
bartender,afraid,-16.599115137003324,36.32504789647164,-2.7782731149755246,-0.10410070499168317,-1.281911263090287,5.636363636363637,47,48,275
bartender,angry,-16.599115137003324,36.32504789647164,-2.7782731149755246,0.027298108073523362,-0.3336013602505902,48.90909090909091,47,48,275
bartender,disgusted,-16.599115137003324,36.32504789647164,-2.7782731149755246,-0.05713442399004827,-2.1333310993011403,1.2727272727272727,47,48,275
biologist,joyful,32.238651124195414,-16.158082910987353,4.347481344692837,0.030351809261317718,1.0084922392266964,84.18181818181819,47,48,275
biologist,calm,32.238651124195414,-16.158082910987353,4.347481344692837,0.03353012585120981,0.8344491823221303,83.81818181818181,47,48,275
biologist,sad,32.238651124195414,-16.158082910987353,4.347481344692837,0.05716363606993797,-0.918656970928412,16.181818181818183,47,48,275
biologist,afraid,32.238651124195414,-16.158082910987353,4.347481344692837,-0.10051816811045426,-0.8681556266036561,14.727272727272727,47,48,275
biologist,angry,32.238651124195414,-16.158082910987353,4.347481344692837,0.019688608916157428,-0.9206743190734051,16.181818181818183,47,48,275
biologist,disgusted,32.238651124195414,-16.158082910987353,4.347481344692837,-0.03879048080326057,0.5408053706322701,69.63636363636364,47,48,275
blogger,joyful,-0.32169028537554156,20.848443683512325,-14.39134505138567,0.020515780993043003,-0.14911445233538065,43.81818181818182,47,48,275
blogger,calm,-0.32169028537554156,20.848443683512325,-14.39134505138567,0.024173204678579856,0.014671360958028462,43.09090909090909,47,48,275
blogger,sad,-0.32169028537554156,20.848443683512325,-14.39134505138567,0.07339587218283422,0.8690407136830418,81.63636363636364,47,48,275
blogger,afraid,-0.32169028537554156,20.848443683512325,-14.39134505138567,-0.08696963282357069,0.6965966779596837,77.27272727272727,47,48,275
blogger,angry,-0.32169028537554156,20.848443683512325,-14.39134505138567,0.024090105907424414,-0.5810987690305963,37.27272727272727,47,48,275
blogger,disgusted,-0.32169028537554156,20.848443683512325,-14.39134505138567,-0.0392366440472194,0.47576475258928325,66.72727272727273,47,48,275
bohemian,joyful,-42.55143579171225,2.697174329861749,-6.445254502335886,0.03258761222388451,1.271624918382326,90.36363636363636,47,48,275
bohemian,calm,-42.55143579171225,2.697174329861749,-6.445254502335886,0.011479089266680268,-1.0974844523185936,12.909090909090908,47,48,275
bohemian,sad,-42.55143579171225,2.697174329861749,-6.445254502335886,0.06786825691127031,0.26027030437715093,65.63636363636364,47,48,275
bohemian,afraid,-42.55143579171225,2.697174329861749,-6.445254502335886,-0.09264825443936663,0.04075927030557872,60.90909090909091,47,48,275
bohemian,angry,-42.55143579171225,2.697174329861749,-6.445254502335886,0.04254674706249489,0.8428313357976017,79.81818181818181,47,48,275
bohemian,disgusted,-42.55143579171225,2.697174329861749,-6.445254502335886,-0.05142756228496278,-1.3013983540325427,8.545454545454545,47,48,275
builder,joyful,14.492160790570528,-0.14231249992708422,-2.4334242980699576,0.027963534554563768,0.7274150903591924,76.18181818181819,47,48,275
builder,calm,14.492160790570528,-0.14231249992708422,-2.4334242980699576,0.04021843577995068,1.420424851116825,96.9090909090909,47,48,275
builder,sad,14.492160790570528,-0.14231249992708422,-2.4334242980699576,0.06436245009385692,-0.12583316815709064,50.0,47,48,275
builder,afraid,14.492160790570528,-0.14231249992708422,-2.4334242980699576,-0.10158365953596288,-0.991211745088371,12.909090909090908,47,48,275
builder,angry,14.492160790570528,-0.14231249992708422,-2.4334242980699576,0.02821821273273943,-0.2626152738417683,50.0,47,48,275
builder,disgusted,14.492160790570528,-0.14231249992708422,-2.4334242980699576,-0.0462191855418119,-0.5421335625865897,33.27272727272727,47,48,275
caregiver,joyful,1.34461182945744,14.616833977313346,-43.370517142750685,0.02496818260466907,0.3748907414850078,63.81818181818182,47,48,275
caregiver,calm,1.34461182945744,14.616833977313346,-43.370517142750685,0.028233287845226187,0.37038303913762427,58.72727272727273,47,48,275
caregiver,sad,1.34461182945744,14.616833977313346,-43.370517142750685,0.07990636467323688,1.5860579052655528,92.54545454545455,47,48,275
caregiver,afraid,1.34461182945744,14.616833977313346,-43.370517142750685,-0.08311877843378815,1.1413409365352611,88.54545454545455,47,48,275
caregiver,angry,1.34461182945744,14.616833977313346,-43.370517142750685,0.01667749216750726,-1.1529820153400938,6.0,47,48,275
caregiver,disgusted,1.34461182945744,14.616833977313346,-43.370517142750685,-0.046013934029888744,-0.5122124846616426,34.36363636363637,47,48,275
cartographer,joyful,22.160098503586283,-15.313847139534198,2.380007209266819,0.029036263604274092,0.8536650656854138,80.9090909090909,47,48,275
cartographer,calm,22.160098503586283,-15.313847139534198,2.380007209266819,0.04088040587605856,1.4784213216634479,97.27272727272727,47,48,275
cartographer,sad,22.160098503586283,-15.313847139534198,2.380007209266819,0.0627352229401575,-0.30504385698475,44.54545454545455,47,48,275
cartographer,afraid,22.160098503586283,-15.313847139534198,2.380007209266819,-0.10044104241845941,-0.8592481984769557,15.818181818181818,47,48,275
