persona,emotion,pc1,pc2,pc3,raw_affinity,z_score,percentile_midrank,role_layer_index,readout_hidden_state_index,reference_n
aberration,joyful,-47.93762578341881,-16.326007106437135,31.10837994068234,0.0010394766633825894,-2.441289668182844,0.18181818181818182,47,48,275
aberration,calm,-47.93762578341881,-16.326007106437135,31.10837994068234,-0.005837891974561395,-2.61465841292363,1.6363636363636365,47,48,275
aberration,sad,-47.93762578341881,-16.326007106437135,31.10837994068234,0.0615215409129654,-0.43870976319603716,37.63636363636363,47,48,275
aberration,afraid,-47.93762578341881,-16.326007106437135,31.10837994068234,-0.07997934506068036,1.503921503480327,92.9090909090909,47,48,275
aberration,angry,-47.93762578341881,-16.326007106437135,31.10837994068234,0.06414156388502992,2.508871734129258,98.72727272727273,47,48,275
aberration,disgusted,-47.93762578341881,-16.326007106437135,31.10837994068234,-0.0317047008913575,1.573753537086971,95.45454545454545,47,48,275
absurdist,joyful,-34.38396676716284,14.55109908938147,33.406228337123466,0.021916809039247104,0.01577318290893012,52.18181818181818,47,48,275
absurdist,calm,-34.38396676716284,14.55109908938147,33.406228337123466,-0.0026643189808987925,-2.336615592354111,3.4545454545454546,47,48,275
absurdist,sad,-34.38396676716284,14.55109908938147,33.406228337123466,0.06057725050978172,-0.5427068807608253,31.09090909090909,47,48,275
absurdist,afraid,-34.38396676716284,14.55109908938147,33.406228337123466,-0.09803874775376707,-0.581801520055808,28.181818181818183,47,48,275
absurdist,angry,-34.38396676716284,14.55109908938147,33.406228337123466,0.05179007717778059,1.5559543742440929,90.36363636363636,47,48,275
absurdist,disgusted,-34.38396676716284,14.55109908938147,33.406228337123466,-0.04968288584735621,-1.0470635666571884,15.090909090909092,47,48,275
accountant,joyful,42.24790302485423,-4.026883124169549,7.345582691417099,0.026533730206085907,0.5591407588629035,70.72727272727273,47,48,275
accountant,calm,42.24790302485423,-4.026883124169549,7.345582691417099,0.03945281035103539,1.3533469379317644,95.81818181818181,47,48,275
accountant,sad,42.24790302485423,-4.026883124169549,7.345582691417099,0.059135285217759216,-0.7015142068685755,23.454545454545453,47,48,275
accountant,afraid,42.24790302485423,-4.026883124169549,7.345582691417099,-0.10252684462972123,-1.1001424167689433,8.909090909090908,47,48,275
accountant,angry,42.24790302485423,-4.026883124169549,7.345582691417099,0.01644205955152136,-1.1711456447212005,5.2727272727272725,47,48,275
accountant,disgusted,42.24790302485423,-4.026883124169549,7.345582691417099,-0.041157368673280105,0.19576607842485594,57.27272727272727,47,48,275
activist,joyful,13.519598034170489,4.204792712031452,-8.246736028177706,0.026452885528703098,0.5496261115923815,69.63636363636364,47,48,275
activist,calm,13.519598034170489,4.204792712031452,-8.246736028177706,0.01332586980541072,-0.9356844650528522,16.90909090909091,47,48,275
activist,sad,13.519598034170489,4.204792712031452,-8.246736028177706,0.062083661364174696,-0.37680200001969755,41.63636363636363,47,48,275
activist,afraid,13.519598034170489,4.204792712031452,-8.246736028177706,-0.09674593163489424,-0.43249113642036713,36.90909090909091,47,48,275
activist,angry,13.519598034170489,4.204792712031452,-8.246736028177706,0.038699625169921564,0.5460258318192225,73.63636363636364,47,48,275
activist,disgusted,13.519598034170489,4.204792712031452,-8.246736028177706,-0.04390518231771459,-0.20480366845788334,42.72727272727273,47,48,275
actor,joyful,-23.89004845129744,21.456843196797983,0.28310250054088654,0.018073421204892883,-0.4365568993120642,30.727272727272727,47,48,275
actor,calm,-23.89004845129744,21.456843196797983,0.28310250054088654,0.022420533350375003,-0.13888353776292106,36.18181818181818,47,48,275
actor,sad,-23.89004845129744,21.456843196797983,0.28310250054088654,0.08062574417866689,1.6652850103464374,93.27272727272727,47,48,275
actor,afraid,-23.89004845129744,21.456843196797983,0.28310250054088654,-0.0879323158607319,0.5854141427951367,75.0909090909091,47,48,275
actor,angry,-23.89004845129744,21.456843196797983,0.28310250054088654,0.038211989675179234,0.508404747066451,72.54545454545455,47,48,275
actor,disgusted,-23.89004845129744,21.456843196797983,0.28310250054088654,-0.0459909663135518,-0.5088643055235851,34.72727272727273,47,48,275
addict,joyful,-19.963020546393704,38.66393954527176,-16.28229715869853,0.004434850052754767,-2.041686612082796,2.3636363636363638,47,48,275
addict,calm,-19.963020546393704,38.66393954527176,-16.28229715869853,0.0010514217077135018,-2.01107241952343,6.363636363636363,47,48,275
addict,sad,-19.963020546393704,38.66393954527176,-16.28229715869853,0.09053132208700361,2.7562116435170245,99.45454545454545,47,48,275
addict,afraid,-19.963020546393704,38.66393954527176,-16.28229715869853,-0.06038097039949053,3.7673840304208657,99.0909090909091,47,48,275
addict,angry,-19.963020546393704,38.66393954527176,-16.28229715869853,0.03585977458351554,0.3269313221940711,66.72727272727273,47,48,275
addict,disgusted,-19.963020546393704,38.66393954527176,-16.28229715869853,-0.020883976196902652,3.1511730832504212,99.81818181818181,47,48,275
adolescent,joyful,-15.45010533714626,78.08059631966728,-7.233790274763137,0.01984856311184063,-0.22763963170081325,42.36363636363637,47,48,275
adolescent,calm,-15.45010533714626,78.08059631966728,-7.233790274763137,-0.0002676888630147676,-2.1266422282093393,4.909090909090909,47,48,275
adolescent,sad,-15.45010533714626,78.08059631966728,-7.233790274763137,0.07972784897309403,1.566397514571838,92.18181818181819,47,48,275
adolescent,afraid,-15.45010533714626,78.08059631966728,-7.233790274763137,-0.08394343997606825,1.0460988294407194,85.27272727272727,47,48,275
adolescent,angry,-15.45010533714626,78.08059631966728,-7.233790274763137,0.03489430247584375,0.2524451365476588,64.9090909090909,47,48,275
adolescent,disgusted,-15.45010533714626,78.08059631966728,-7.233790274763137,-0.03556811726256574,1.0105538743107079,82.36363636363636,47,48,275
advocate,joyful,13.533940143861242,2.701166392523508,-11.350794543485724,0.026943312661293045,0.6073447064281511,73.27272727272727,47,48,275
advocate,calm,13.533940143861242,2.701166392523508,-11.350794543485724,0.02149848691124351,-0.21966579584998908,32.90909090909091,47,48,275
advocate,sad,13.533940143861242,2.701166392523508,-11.350794543485724,0.06127140109342881,-0.46625830137060276,35.81818181818182,47,48,275
advocate,afraid,13.533940143861242,2.701166392523508,-11.350794543485724,-0.09590005243420989,-0.33479855189911534,43.09090909090909,47,48,275
advocate,angry,13.533940143861242,2.701166392523508,-11.350794543485724,0.032458698840433654,0.06453828444219548,60.18181818181818,47,48,275
advocate,disgusted,13.533940143861242,2.701166392523508,-11.350794543485724,-0.045349680493422286,-0.415379181752888,37.27272727272727,47,48,275
alien,joyful,-20.463192597578004,-22.757723956655372,12.343088809973633,0.022053974675887596,0.03191626978267873,52.54545454545455,47,48,275
alien,calm,-20.463192597578004,-22.757723956655372,12.343088809973633,0.017512224053785126,-0.5689099350686351,22.0,47,48,275
alien,sad,-20.463192597578004,-22.757723956655372,12.343088809973633,0.0560219533815723,-1.044393405782927,11.090909090909092,47,48,275
alien,afraid,-20.463192597578004,-22.757723956655372,12.343088809973633,-0.09433332142936166,-0.1538530918507166,52.54545454545455,47,48,275
alien,angry,-20.463192597578004,-22.757723956655372,12.343088809973633,0.037549586307323336,0.4573003186330859,71.81818181818181,47,48,275
alien,disgusted,-20.463192597578004,-22.757723956655372,12.343088809973633,-0.04261655466211946,-0.016950589384147948,50.36363636363637,47,48,275
altruist,joyful,11.355226573617275,-3.9140554770542524,-24.74471677556319,0.02896130594493953,0.8448432642770756,80.18181818181819,47,48,275
altruist,calm,11.355226573617275,-3.9140554770542524,-24.74471677556319,0.022053999476943007,-0.1709962738514919,34.36363636363637,47,48,275
altruist,sad,11.355226573617275,-3.9140554770542524,-24.74471677556319,0.06433085424186114,-0.12931290015848276,49.63636363636363,47,48,275
altruist,afraid,11.355226573617275,-3.9140554770542524,-24.74471677556319,-0.09347562661848068,-0.0547958946319658,56.54545454545455,47,48,275
altruist,angry,11.355226573617275,-3.9140554770542524,-24.74471677556319,0.027259819155347944,-0.33655535078511944,48.18181818181818,47,48,275
altruist,disgusted,11.355226573617275,-3.9140554770542524,-24.74471677556319,-0.043608173808040246,-0.16150647332849621,44.18181818181818,47,48,275
amateur,joyful,-0.258632816025379,40.070455881847,-24.428541419933254,0.03410298061750906,1.4499693217122234,93.63636363636364,47,48,275
amateur,calm,-0.258632816025379,40.070455881847,-24.428541419933254,0.021787582127355962,-0.19433760914636639,33.63636363636363,47,48,275
amateur,sad,-0.258632816025379,40.070455881847,-24.428541419933254,0.07321564561854749,0.8491919011448299,80.9090909090909,47,48,275
amateur,afraid,-0.258632816025379,40.070455881847,-24.428541419933254,-0.09410300222295201,-0.12725298332359106,53.27272727272727,47,48,275
amateur,angry,-0.258632816025379,40.070455881847,-24.428541419933254,0.019858758604601283,-0.9075472684000607,17.636363636363637,47,48,275
amateur,disgusted,-0.258632816025379,40.070455881847,-24.428541419933254,-0.04652925078165508,-0.5873341368295646,31.818181818181817,47,48,275
ambassador,joyful,29.687363638232775,-8.415887622622742,-8.973791647128397,0.029700753861989313,0.9318692297879101,82.0,47,48,275
ambassador,calm,29.687363638232775,-8.415887622622742,-8.973791647128397,0.031609583296078006,0.6661867632383459,75.45454545454545,47,48,275
ambassador,sad,29.687363638232775,-8.415887622622742,-8.973791647128397,0.05698407577554795,-0.9384324054586037,14.727272727272727,47,48,275
ambassador,afraid,29.687363638232775,-8.415887622622742,-8.973791647128397,-0.0995341330899911,-0.7545071005130581,19.454545454545453,47,48,275
ambassador,angry,29.687363638232775,-8.415887622622742,-8.973791647128397,0.023412235748153,-0.6333964606225508,32.90909090909091,47,48,275
ambassador,disgusted,29.687363638232775,-8.415887622622742,-8.973791647128397,-0.049021546776076404,-0.9506551275613347,19.454545454545453,47,48,275
amnesiac,joyful,-42.409067288043374,13.632674404389606,-10.732726414715174,0.0010444645261440209,-2.4407026443199857,0.5454545454545454,47,48,275
amnesiac,calm,-42.409067288043374,13.632674404389606,-10.732726414715174,0.01646712151178153,-0.6604733744926933,20.545454545454547,47,48,275
amnesiac,sad,-42.409067288043374,13.632674404389606,-10.732726414715174,0.08757433135549932,2.430550690376505,98.36363636363636,47,48,275
