model,model_label,construction,construction_label,domain,persona,raw_projection_score,within_model_percentile,pc1,pc2,pc3
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,debugger,0.4748441502882162,82.72727272727273,37.8366557821158,0.42248873599611586,10.867375330242432
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,demon,0.31049909034963674,16.545454545454547,-51.93527758399659,-11.47572093681616,29.91920040248774
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,designer,0.43734711326860315,64.9090909090909,26.603795947644183,-2.526747552089826,-5.1763196868687045
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,destroyer,0.3818176729506464,48.18181818181818,-3.1182599972090443,-3.2045875038541594,23.321852655755873
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,detective,0.44815301979919775,71.45454545454545,21.4095678183859,-2.2616695455957254,11.640713550229227
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,devils_advocate,0.38368201137457647,48.90909090909091,6.519322027361246,7.660096503647508,21.46007710323908
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,dilettante,0.33395952360958936,25.636363636363637,-3.3502571374728976,18.002389085697697,1.5071442501551475
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,dispatcher,0.47961420815977174,85.63636363636364,37.51651838369674,-3.009267955799515,5.132192364097119
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,divorcee,0.3126274394026817,18.363636363636363,-6.764238202938425,31.756334703385317,-25.89750495255547
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,doctor,0.478821246725789,85.27272727272727,34.77909376294955,-0.04533415279151362,-11.466025149276462
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,dreamer,0.3250313948968135,21.272727272727273,-45.56207730496772,-22.887757313201586,-7.693470275086384
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,echo,0.34193459255067776,29.272727272727273,-49.8922121298278,-33.35410333583616,0.20762010468398248
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,economist,0.4948054794491822,93.27272727272727,42.59133871395098,-10.492469039750542,16.670072620394993
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,ecosystem,0.4376568114408543,65.27272727272727,12.478176049517112,-15.406081311935555,-15.34884142082953
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,editor,0.48120206782585867,87.0909090909091,34.6198141862948,-2.1147398337502397,-5.09515845039308
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,egregore,0.38791386722795584,49.63636363636363,-23.836736510006066,-31.56634952751225,5.029204373434583
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,elder,0.3298872551422225,22.727272727272727,-35.70588421211717,-4.929585177742714,-20.673806430862484
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,eldritch,0.3392402934959391,28.181818181818183,-52.716801865533384,-39.48134636479556,15.742466419829675
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,emissary,0.4596376678587634,76.18181818181819,22.521750906734518,-11.756823504297014,-11.199281983806408
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,empath,0.34401546494682456,31.09090909090909,-15.630732463790354,3.8726537741772336,-36.85070106278984
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,engineer,0.48412485885204976,88.54545454545455,40.535311306762054,-7.183094129476526,11.617733783491419
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,entrepreneur,0.3951049732766643,51.81818181818182,20.681249839860676,16.28226869899314,6.638281034843868
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,evaluator,0.5108706678086676,98.72727272727273,45.086229152592466,-10.275203492936383,7.30469963237495
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,evangelist,0.3350074413880605,26.727272727272727,-19.14157758812452,5.674437049446107,-2.2126647540724487
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,examiner,0.5213559658286091,99.81818181818181,45.62248211313589,-13.63690990152403,10.556259247627086
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,exile,0.3038928432577985,14.0,-46.929442220478656,-4.671833114249578,-7.730744017789958
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,expatriate,0.3940426540676399,51.09090909090909,14.628705713359093,14.16857028512824,-10.601171338354959
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,facilitator,0.45380710675213076,73.27272727272727,32.463401289520796,5.011736264287589,-16.050745245574372
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,familiar,0.3671579512827427,42.0,-40.97249406451984,-28.231849844074397,-1.701520321205392
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,fixer,0.33368608739904043,24.90909090909091,-12.58928083339093,17.011219127451696,25.801748594335457
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,flaneur,0.3304630764972496,23.454545454545453,-28.516237208368473,-8.305863068746632,9.19804262827271
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,fool,0.2027109327924302,1.6363636363636365,-37.40673661857447,47.92135589087369,7.515254084627379
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,forecaster,0.4832106249976127,88.18181818181819,38.685816723411385,-8.505608433002982,10.422299216431238
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,futurist,0.4595469775984341,75.81818181818181,32.17737929660104,-10.57813507248455,9.815859966749986
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,gamer,0.3321219574075913,24.545454545454547,-1.515564708923288,24.950025711976743,24.217635128722527
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,generalist,0.47514640671396957,83.45454545454545,34.46121196852787,-6.41567640189532,2.908680363346995
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,genie,0.3093874982328853,15.454545454545455,-37.87553076390726,1.5479287761050156,22.354622426783013
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,geographer,0.48533684037621394,89.27272727272727,36.77790171107017,-17.794274630250055,3.4119414098014467
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,ghost,0.3201358151162527,19.818181818181817,-52.91248633051728,-21.037096391570547,0.5694940042261056
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,golem,0.3553762451642726,36.54545454545455,-46.71458191810788,-28.73948342657544,-2.945017529042282
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,gossip,0.22290695533818525,2.727272727272727,-24.695131036783895,57.22016868086865,28.584500689647676
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,grader,0.497177870454372,95.0909090909091,42.711761555884884,-6.184780993502256,1.8860832739474678
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,graduate,0.33638096969933506,27.454545454545453,9.100150212498754,34.39379892809486,-14.396207349812661
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,grandparent,0.2670313785275309,6.7272727272727275,-30.308927697282527,34.39803584940944,-30.14252341549529
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,guardian,0.428364056343292,62.72727272727273,5.555769089234505,-6.861264614471941,-13.004052522074941
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,guide,0.4220559119265386,59.45454545454545,13.44212980939317,2.162087847614793,-9.336533670567924
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,guru,0.358413752456992,38.72727272727273,-35.01440273222423,-24.8457685257472,-17.62696401951762
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,hacker,0.34964900542052435,33.63636363636363,-2.564236047209667,14.293777194706433,36.36362997770404
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,healer,0.40743957782679335,55.09090909090909,-1.7608819321638822,-11.560647958191838,-34.34542999024678
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,hedonist,0.31935843811548303,19.09090909090909,-17.840459764091932,12.57509296881214,10.747691578607647
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,hermit,0.3318564102907377,23.818181818181817,-48.61150771827459,-23.236526553185296,-11.654366574391045
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,historian,0.4858334254369447,89.63636363636364,28.854306334144947,-18.916975632761652,9.28432220081377
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,hive,0.4416722795063357,66.72727272727273,2.4298052859736297,-32.68085632055681,4.708352712390632
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,hoarder,0.25402145020906386,4.181818181818182,-26.14448463247531,39.078366622106664,4.210294857266393
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,homunculus,0.3765492533047229,46.36363636363637,-33.9513279665754,-28.69796537391481,15.280273275951462
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,hybrid,0.4103716879195446,56.54545454545455,9.092694877633585,-5.68914898406138,-11.418775626053954
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,idealist,0.38489340355034685,49.27272727272727,-10.695165680031236,-11.65672151797165,-19.81889351995495
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,immigrant,0.35175249874225356,34.72727272727273,-4.76590850214615,13.842248521111225,-28.780266179021936
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,improviser,0.2727666309969284,8.545454545454545,-15.01954045467519,34.44420794929004,-0.6627608714161425
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,infant,0.20685130168674135,2.0,-42.89039069345233,44.7001549793523,-19.499291556189977
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,influencer,0.31259897580359286,18.0,3.229310548713565,40.00255555171151,-2.2113691711400953
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,instructor,0.4696397111591072,81.63636363636364,34.548894617386566,3.3260614210845962,-4.355735161651377
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,interpreter,0.44648803486249655,69.27272727272727,24.507228724987716,-0.44064492887377377,-5.849484648634743
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,interviewer,0.4329646657263959,63.81818181818182,26.221934652360865,7.460181134353589,-8.457649235594397
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,jester,0.27039130984387605,7.818181818181818,-41.146591280997704,19.96496130368212,30.958763387919593
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,journalist,0.46588414690191293,79.0909090909091,30.59129112466712,-2.691625012328414,3.0877367083349028
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,judge,0.5061958499201836,96.9090909090909,34.46582193915314,-15.583627695831888,4.792656005308732
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,lawyer,0.5178446382701373,99.0909090909091,42.99347838737817,-11.861488119511774,14.46599601782677
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,leviathan,0.3272084068847253,21.636363636363637,-60.938872717021006,-33.50333268547993,12.444977323928091
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,librarian,0.4849397452883484,88.9090909090909,33.121629445159996,-7.5859205914100665,0.4808972019179233
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,linguist,0.48174281791487733,87.45454545454545,33.92798919982969,-16.159447584585486,7.526475627485951
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,loner,0.30661319039302604,14.727272727272727,-17.84660288809274,19.218578172199933,-4.339708340746223
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,luddite,0.3094090343291199,15.818181818181818,-29.240254551556024,8.514152134083359,9.680723553187617
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,marketer,0.44648856374669166,69.63636363636364,34.08101801136661,6.431733069423629,3.5887002364465137
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,martyr,0.3690446539304588,43.09090909090909,-31.91029204196817,-21.859531108982754,-10.241449743257284
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,mathematician,0.47542083938481966,83.81818181818181,31.956659579557968,-14.510329278879153,15.969708317501354
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,maverick,0.3112712302286836,17.272727272727273,-10.538674169338805,20.1098830569203,25.585925434721783
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,mechanic,0.368698254893167,42.72727272727273,11.601084280375343,22.115207226121324,6.157199913332172
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,mediator,0.45406536188925234,73.63636363636364,28.536253277799567,0.21402155128291991,-16.47215458978264
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,mentor,0.43535924976765117,64.54545454545455,26.126169379166,8.141667383148597,-9.389356458609399
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,merchant,0.40764667868889687,55.45454545454545,-2.0276289168100314,-7.980796311909547,2.930994027437427
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,minimalist,0.36153160442603827,39.45454545454545,-3.0632122820027825,9.203426700638087,-21.949753946902028
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,moderator,0.4549859340583281,74.36363636363636,31.451129170835003,4.187086493370775,-14.418640553624538
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,musician,0.34049045858780486,28.90909090909091,-13.635182938304252,2.8882305860225723,-16.046590352419926
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,mycorrhizal,0.3628617737717059,40.18181818181818,-31.42030527359386,-26.643830299634924,-9.406325398877577
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,mystic,0.35786987478330545,38.0,-42.16872034923494,-36.16121628831237,-18.949282192238005
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,narcissist,0.27793585250664465,9.636363636363637,-21.994757067395106,34.672100536997824,25.556728579920584
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,narrator,0.3338852169950621,25.272727272727273,-33.83153636327563,-8.191430799673823,-2.378908297566122
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,naturalist,0.4266866239540084,61.63636363636363,8.6151087885569,-15.779512991471291,-9.756773907668144
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,navigator,0.4265814251650881,61.27272727272727,13.917627303022822,-2.636315376117655,-2.79696279651645
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,negotiator,0.46268123938408917,78.0,31.223320095788782,-1.4123158275273477,-5.683197315268353
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,networker,0.4098357393573349,56.18181818181818,21.969380726567305,11.672345535573138,-15.009153845424786
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,newlywed,0.3111247352257489,16.90909090909091,-3.4799677248014005,36.0089909662087,-29.969727109691988
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,nomad,0.3346537761177825,26.0,-15.426302751498534,9.145866877793,-9.445521985828716
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,novelist,0.3665620594838081,41.63636363636363,-15.509111525825373,-8.063067557782238,2.9112088726753824
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,nutritionist,0.46823011856497365,79.81818181818181,35.130551075736065,2.036326888507097,-12.03740602093178
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,observer,0.4931173493356748,92.18181818181819,34.089503567179854,-12.40563528067635,1.73119344989997
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,optimist,0.34576391974250653,32.54545454545455,0.2315166100698965,22.20788159438113,-31.27095222918518
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,oracle,0.35798016170129277,38.36363636363637,-45.704982899463765,-34.548759951130315,-2.5599792041596765
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,organizer,0.4829847108056121,87.81818181818181,37.56979906601355,-2.052557699953544,0.12700893643508532
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,orphan,0.26291892447966314,6.0,-23.43772496380291,36.54256528246299,-18.765496153700173
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,pacifist,0.4408826529025944,66.36363636363636,12.630986381593623,-12.379609680744556,-28.49648107246394
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,paramedic,0.4433746172541446,67.0909090909091,26.068793283549137,7.004017775138242,-5.833329032460444
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,parasite,0.3747477727605575,45.63636363636363,-18.321895580377813,-13.157745398892501,23.00229130169814
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,parent,0.3570327456801076,37.63636363636363,7.071280585192655,28.571431504845737,-28.684836032439957
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,patient,0.33995459219938534,28.545454545454547,0.4118924476677099,29.1882106181392,-27.329048098755866
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,peacekeeper,0.45241731568742066,72.54545454545455,24.312096355500675,-2.6401381604905234,-18.909350162339674
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,perfectionist,0.45687751073626265,75.0909090909091,19.958135014202217,-9.866846353057488,11.903255062729006
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,pharmacist,0.49165833170229384,91.45454545454545,37.87591858429286,-4.241318528915338,-3.8068310374923615
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,philosopher,0.4471929869942966,70.36363636363636,5.320794731207622,-30.94390024177077,3.9552513588519305
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,photographer,0.35224458841349743,35.09090909090909,-8.988149069256187,4.756180456576789,-12.084118437915125
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,physicist,0.46397788103352827,78.36363636363636,29.16021057234676,-17.277889264537084,11.471328014888295
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,pilgrim,0.3552041971431129,36.18181818181818,-40.740661668283344,-28.502017565118344,-27.98757084595838
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,pilot,0.447066870361125,70.0,26.581052394001272,1.991587642708271,4.15248265229441
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,pirate,0.2543419425287644,4.545454545454546,-52.65361030235679,20.271848784608974,24.65869252719328
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,planner,0.4952877937435355,93.63636363636364,42.85946980842012,-3.0144967324707843,3.6232499696204394
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,playwright,0.3645071659591293,40.54545454545455,-9.81757782466405,4.585625092149062,4.301204997865276
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,podcaster,0.34253354704952454,30.363636363636363,0.8446430116516666,21.108976093085904,-9.123878916866799
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,poet,0.29377528268210534,11.090909090909092,-59.20142532532375,-14.69996127491333,-3.6191372509264608
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,polymath,0.4748643423900126,83.0909090909091,29.720850667927536,-13.729703566998714,7.308062147205994
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,pragmatist,0.4302258217417894,63.45454545454545,28.854692167325062,13.11366812768438,6.330062399690094
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,predator,0.35554379948092885,36.90909090909091,-27.057555884038987,-9.130771483642805,16.628897661517758
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,presenter,0.41519304974521276,57.63636363636363,19.60170988128903,13.05771371577557,-9.659203558234054
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,prey,0.3040482251666442,14.363636363636363,-42.05161894637027,1.3051907542588403,-0.3310295012951564
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,prisoner,0.27015908453090565,7.454545454545454,-22.403887985306632,38.781431596387556,-0.13957129113176975
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,procrastinator,0.19364846422398557,1.2727272727272727,-16.543519361723643,69.46824956765394,16.772102656429507
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,prodigy,0.4103783818795232,56.90909090909091,7.537462963812445,-5.845253006718297,7.614531550388462
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,producer,0.4438826993006465,68.18181818181819,30.515274152981675,4.303532473840473,0.6252980876309937
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,programmer,0.4436857020312207,67.81818181818181,31.805843735926082,1.9340633024217173,12.95704623844959
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,proofreader,0.4686065807696854,80.18181818181819,32.67923476296981,1.5923600399366649,0.5921336003188892
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,prophet,0.34236751987952174,30.0,-53.776683834210765,-32.707799666519676,1.9691465640024144
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,provincial,0.3002689904462654,12.545454545454545,-22.102235548410015,23.678003278869166,-19.095903859655085
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,provocateur,0.2848649107726794,10.727272727272727,-23.792195573229026,22.517386586509275,34.501805992143986
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,psychologist,0.47760700314527843,84.54545454545455,34.992881509839954,-6.2529677554419765,-4.409727789470671
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,publisher,0.47457749807950145,82.36363636363636,33.947545595588316,-5.102974347636884,0.9869672283149619
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,purist,0.4541986501227554,74.0,2.706509878976156,-29.72692777974402,10.257805508559363
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,realist,0.4238705908419732,59.81818181818182,22.577428712908574,10.434981708190776,11.004566544531832
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,rebel,0.27876516883028424,10.0,-24.268899156425892,23.900384701533742,27.926135979773154
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,recruiter,0.4481298926002009,71.0909090909091,32.7799875773955,7.866916749400894,-4.199998120428683
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,refugee,0.3353385429878507,27.09090909090909,-13.329593217197871,16.146132517431663,-28.559334952136304
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,reporter,0.4528491775533036,72.9090909090909,27.71536206361814,1.3618124962236973,1.0291702348691658
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,researcher,0.5086565654317822,97.63636363636364,42.88507852791847,-11.116507702890926,7.604311331486645
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,retiree,0.33199178805505997,24.181818181818183,-3.8515350704630666,26.58838153192262,-17.85468958919469
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,revenant,0.31983370746532774,19.454545454545453,-54.5261248909025,-20.043525585087828,7.05273084446995
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,reviewer,0.5040197666272717,96.18181818181819,42.73473925415186,-9.962990674959066,4.517298187456396
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,revolutionary,0.37056643966068853,43.81818181818182,-11.514294493867341,-5.725035390605592,18.037641410741493
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,robot,0.5072296706100178,97.27272727272727,37.534204712909656,-16.111109511565505,24.74639376414925
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,rogue,0.29559920233470716,11.454545454545455,-26.637792220342234,20.617121526360663,30.23694749332942
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,romantic,0.3149850373804978,18.727272727272727,-35.8744478824748,-2.691352988920311,-30.824384674058912
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,saboteur,0.3996108758506465,53.27272727272727,5.936886772982807,-0.7753230886367263,34.77366182561457
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,sage,0.37876597888314406,46.72727272727273,-30.69582847576372,-30.20544571455661,-17.78081301556849
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,scheduler,0.46935934508459837,80.9090909090909,37.321814471208434,2.676388806658074,1.1496197091280724
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,scholar,0.5097402701167099,98.0,36.468958882040695,-21.0450655096366,8.530280128247451
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,scientist,0.5041850562689673,96.54545454545455,41.45494685663233,-11.640064626231423,9.727141913951607
qwen,Qwen/Qwen3-32B,human_anchored_extended,Human-anchored extended,conscientiousness,scout,0.4212935114222479,58.72727272727273,10.486657787173451,-3.8759314796454287,7.87455552745396
