model,role_count,trait_count,raw_ridge_lopo_r2_pc1,raw_ridge_lopo_r2_pc2,raw_ridge_lopo_r2_pc3,raw_normalized_3d_rmse,quantile_normalized_3d_rmse,role_family_holdout_normalized_3d_rmse,family_holdout_over_lopo_mean_error_ratio,family_holdout_over_lopo_rmse_ratio,permutation_p95_mean_pc_r2,synthetic_interpolation_r2_pc1,synthetic_interpolation_r2_pc2,synthetic_interpolation_r2_pc3,synthetic_normalized_3d_rmse,selected_model_family,canonical_source
Qwen/Qwen3-32B,275,240,0.9995215519072446,0.9988106035256331,0.9996105440103555,0.045377742242990356,0.15902840219336542,0.06799674927132635,1.6786760489208434,1.4984603885141514,-0.0075477982953639855,0.9952655805634159,0.9843770991082437,0.9971437256530096,0.14972833610006864,ridge,research/outputs/trait_profile_pc_predictor/validation_summary.json
Llama-3.3-70B,275,240,0.9978328405738127,0.9971606489742502,0.9898995918591481,0.12449403915025267,0.32830293902004526,0.20422414996827426,1.8095949492934427,1.640433159388417,-0.009359382526410892,0.9834202931893138,0.982280247715964,0.94668829720237,0.3311840535713289,ridge,research/outputs/multimodel_trait_profile_pc_predictor/llama/validation_summary.json
Gemma-2-27B,275,240,0.999787936112448,0.9961787742027977,0.9878351084164707,0.12782442967180963,0.30490942831844975,0.17610956721471335,1.5349726542115794,1.377745769465792,-0.011572312938627326,0.9995567843862951,0.9802803276579622,0.9698243527591488,0.21487027051834762,ridge,research/outputs/multimodel_trait_profile_pc_predictor/gemma/validation_summary.json
