score,N,mean,sd,eligible_terrain_N,M0_N,M0_pearson,M0_spearman,M0_R2,M0_RMSE,M0_MAE,M1_N,M1_pearson,M1_spearman,M1_R2,M1_RMSE,M1_MAE,M2_N,M2_pearson,M2_spearman,M2_R2,M2_RMSE,M2_MAE,M3_N,M3_pearson,M3_spearman,M3_R2,M3_RMSE,M3_MAE
historical_13,3972,-0.027093106183054425,0.8110259770085156,3972,3972.0,-0.04870462829804596,-0.04479385832834713,-0.0013339740112687792,0.8114645731151682,0.6659015158924365,3972.0,0.5405694881017273,0.5363405683145038,0.29220773700800595,0.6822334261218335,0.5428674030277459,3972,0.6276271555159114,0.6202458117141271,0.3939158227399948,0.6313156589301746,0.5005602692639876,3972.0,0.61931654360091,0.6142366572178108,0.38324789893733635,0.6368474398243994,0.5061892648811713
non_affect,2548,-0.054519870868101845,0.8320150916288568,2548,,,,,,,,,,,,,2548,0.6355595434026917,0.6355842527963673,0.4039280066740154,0.642237001163059,0.5099938518431273,,,,,,
content_balanced_ge2,3257,-0.0489215424679993,0.8106173522538066,3257,,,,,,,,,,,,,3257,0.6406470727687019,0.6341575853356207,0.4104211591433199,0.6223291722244942,0.4936880405051421,,,,,,
content_balanced_ge3,1698,-0.1060190042370965,0.7970185905281331,1698,,,,,,,,,,,,,1698,0.6978685728223402,0.6952226498266741,0.48701650771050453,0.5706794376141403,0.44867940096579456,,,,,,
content_balanced_vitality_aux,3257,-0.052916372945547976,0.8053859301295384,3257,,,,,,,,,,,,,3257,0.6469278053205371,0.6379914634968578,0.4185092282246756,0.6140571189024341,0.48766206115864846,,,,,,
loading_weighted,8585,-0.0017702454608524284,0.39786290827734655,8585,,,,,,,,,,,,,8585,0.8855436824277665,0.8728634571755469,0.7841875696081968,0.18481890184467215,0.14405516827339152,,,,,,
