cluster,exact_close_roles,roles_with_employment,total_employment_count,median_employment_count,median_annual_wage,median_pc1,median_pc2,median_pc3
procedural_professional,50,26,7356490.0,99165.0,76345.0,30.217102730477098,-3.0118823441351497,1.949968325860508
grounded_social,11,3,4363230.0,36180.0,41570.0,-8.988149069256187,12.232802470744868,-8.702588629410563
editorial,9,4,3626320.0,885735.0,83680.0,35.130551075736065,-2.1147398337502397,-1.0785932234990327
combative_iconoclast,1,1,190650.0,190650.0,,-2.564236047209667,14.293777194706433,36.36362997770404
mythic_spiritual,1,0,0.0,,,-59.20142532532375,-14.69996127491333,-3.6191372509264608
trickster_chaos,1,0,0.0,,,-24.029318289105223,56.60365202095446,31.280026959646676
