representation,validation_regime,outer_repeats,outer_folds_per_repeat,n_oof_predictions,n_unique_personas,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,normalized_3d_error_rmse_repeat_mean,normalized_3d_error_rmse_repeat_std,n
raw_cosine,nested_5fold_x10,10.0,5.0,2750.0,275.0,0.9994646114409668,0.9997337142601479,0.9995513524574906,0.6947299087348963,0.46547687657827425,0.9987180917976388,0.9993609422190637,0.9989913030377047,0.7688917925554761,0.5157711590036084,0.9995668138867488,0.9997839035278264,0.9996138718832415,0.32773698794132655,0.22969368325712985,0.8064796553889091,0.6430631325538989,1.0868559094998858,0.03571763931882031,0.028716699681541173,0.04759073031997371,0.04757562293802104,0.0011990473083709817,
raw_cosine,leave_one_persona_out,,,,,0.9995215519072446,0.9997621412790606,0.9996416721964169,0.6567481630567521,0.43542494692651657,0.9988106035256331,0.9994066201822844,0.9990456132252388,0.7406279291561852,0.4969450648774157,0.9996105440103555,0.99980594155185,0.9996312858832694,0.31075447315139826,0.21132056640925415,0.760477907427124,0.5920063243371516,1.0375048056313767,0.03365177445147983,0.02684035491553156,0.045377742242990356,,,275.0
quantile,nested_5fold_x10,10.0,5.0,2750.0,275.0,0.9972331316124537,0.998617904653609,0.9983220537902917,1.579340249787988,1.2041654704317146,0.9864193191507606,0.9932489542520422,0.9939650354842791,2.5026351126003075,1.789719668905636,0.9884780338008997,0.9942520661699976,0.9957822764096654,1.6902521362356322,1.245485674048566,2.8701079256489086,2.457396340577893,3.407998006963833,0.1396845552961309,0.11683200428721656,0.1681391809958995,0.16801165482384675,0.006547368121957318,
quantile,leave_one_persona_out,,,,,0.9975561930683017,0.9987794085770011,0.9985066789763711,1.4842767992536383,1.11275639402037,0.9880481427131992,0.9940156410709297,0.9943677331871557,2.3477641205090944,1.7264258831515424,0.989208772034611,0.9946192757934078,0.9961080176567323,1.6357752341868816,1.2125123185138467,2.739963769467134,2.4773480109953327,3.2234817510157576,0.1337772608222231,0.11432213102985299,0.15902840219336542,,,275.0
