representation,model,outer_repeats,outer_folds_per_repeat,n_oof_predictions,n_unique_personas,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,hyperparameter_selection_counts,normalized_3d_error_rmse_repeat_mean,normalized_3d_error_rmse_repeat_std
raw_cosine,ridge,10,5,2750,275,0.9994646114409668,0.9997337142601479,0.9995513524574906,0.6947299087348963,0.46547687657827425,0.9987180917976388,0.9993609422190637,0.9989913030377047,0.7688917925554761,0.5157711590036084,0.9995668138867488,0.9997839035278264,0.9996138718832415,0.32773698794132655,0.22969368325712985,0.8064796553889091,0.6430631325538989,1.0868559094998858,0.03571763931882031,0.028716699681541173,0.04759073031997371,"{""{\""alpha\"": 0.001}"": 385, ""{\""alpha\"": 0.01}"": 2310, ""{\""alpha\"": 0.1}"": 55}",0.04757562293802104,0.0011990473083709817
raw_cosine,pls,10,5,2750,275,0.9994124675339605,0.9997066712680841,0.9994943839027661,0.727775427209551,0.532689256046124,0.9985787201196267,0.9992915826619919,0.9988792469926577,0.8096113091057364,0.5599478852746478,0.9993826103256261,0.9996915648349483,0.999525456086215,0.391262185047625,0.2756654951814256,0.9189954697379795,0.7657941672213386,1.1568118437024195,0.04081506707070337,0.0340364610908496,0.05138552716751186,"{""{\""n_components\"": 40}"": 2750}",0.05137668530759543,0.0009532098863357391
raw_cosine,kernel_ridge,10,5,2750,275,0.999006898152071,0.9995050800696612,0.9991187941970923,0.9461899871022039,0.641770130814474,0.9973253943811166,0.9986770188322021,0.9984630989996186,1.1106229364508464,0.6946536462746714,0.9985617795063488,0.9992846428279112,0.9990037780721737,0.5971740557216584,0.42218590944900264,1.172705458202098,0.9583168395432728,1.5765074219584962,0.05364863635835084,0.04311240694811358,0.07195351709633417,"{""{\""alpha\"": 0.001, \""gamma\"": 0.0010416666666666667}"": 2750}",0.07178876123722902,0.004866454824261425
raw_cosine,knn,10,5,2750,275,0.964475548740279,0.9822504853605446,0.9820087535700984,5.659070990138105,4.137577395896854,0.9362861048564639,0.9698056162673273,0.9650917701601577,5.4206808721572255,4.115949411638711,0.9320789479880314,0.9672241736554247,0.9669207244620345,4.103839781151013,3.1654718856510446,7.605164743364323,6.618285528118532,8.845923724436666,0.35578142419607955,0.3147656615527369,0.4109863563016156,"{""{\""n_neighbors\"": 3}"": 990, ""{\""n_neighbors\"": 5}"": 1760}",0.41089337653647995,0.00874174951191143
quantile,ridge,10,5,2750,275,0.9972331316124537,0.998617904653609,0.9983220537902917,1.579340249787988,1.2041654704317146,0.9864193191507606,0.9932489542520422,0.9939650354842791,2.5026351126003075,1.789719668905636,0.9884780338008997,0.9942520661699976,0.9957822764096654,1.6902521362356322,1.245485674048566,2.8701079256489086,2.457396340577893,3.407998006963833,0.1396845552961309,0.11683200428721656,0.1681391809958995,"{""{\""alpha\"": 1.0}"": 2750}",0.16801165482384675,0.006547368121957318
quantile,pls,10,5,2750,275,0.9965756536643468,0.9982874976227509,0.997934681466493,1.7569940634296541,1.3746357443577517,0.985693025319013,0.9928536349185806,0.9933677571457165,2.5686839150220364,1.8328642166273088,0.9870748628867408,0.9935319982375455,0.9952563861961964,1.7902174024279014,1.3224986766939448,3.068492332163699,2.7133892977215073,3.5902706781210365,0.1480890739163064,0.12528562760975803,0.17630383948474293,"{""{\""n_components\"": 20}"": 2695, ""{\""n_components\"": 40}"": 55}",0.17618737880045526,0.006407134186739452
quantile,kernel_ridge,10,5,2750,275,0.9978127265343574,0.998910506566099,0.9985392763377601,1.4042130186113972,1.0230444952457833,0.99314850329435,0.9966419053323714,0.9969447626697789,1.7775813640290434,1.1773532068883377,0.994665674742405,0.9973644861232245,0.9972105351432524,1.150079710015125,0.8254745940742138,2.0142377435312877,1.6505044770197452,2.540530072006541,0.09494277517132438,0.07510954851599132,0.12082757401800248,"{""{\""alpha\"": 0.001, \""gamma\"": 0.0010416666666666667}"": 2750}",0.12067115770849608,0.006146083335518473
quantile,knn,10,5,2750,275,0.9629781369667001,0.9815091037495842,0.9817176963597868,5.77710934667821,4.15949262571801,0.9317469348501929,0.9673444283519631,0.9712663236685032,5.610451878894907,4.080542598369885,0.933127795782157,0.9669383298528494,0.9692493321680689,4.072030425567237,3.0652851061006183,7.594891676868055,6.346097356557793,9.024056431318314,0.35342982204723433,0.300414876733331,0.4174127118089979,"{""{\""n_neighbors\"": 3}"": 715, ""{\""n_neighbors\"": 5}"": 2035}",0.4171708975371888,0.014206133455585008
