persona,nearest_neighbor_distance,mean_5nn_distance,mean_5nn_distance_percentile,profile_pca_reconstruction_error,reconstruction_error_percentile,neighbor_1,neighbor_1_distance,neighbor_2,neighbor_2_distance,neighbor_3,neighbor_3_distance,neighbor_4,neighbor_4_distance,neighbor_5,neighbor_5_distance
chef,4.441635694031226,5.190016933343328,53.090909090909086,2.9751609545060047,69.0909090909091,expatriate,4.441635694031226,blogger,4.902107862582593,chameleon,4.958896190071132,guide,5.798716925310386,presenter,5.848727994721297
chemist,2.05835955207732,3.28970780172817,14.545454545454545,1.911275561048616,24.727272727272727,journalist,2.05835955207732,biologist,2.8081468477193336,cartographer,3.5146581986308667,physicist,3.8051259960368764,reporter,4.2622484141764545
chimera,4.1615381696063,5.841324465235545,64.72727272727272,1.1815090873676592,1.090909090909091,flaneur,4.1615381696063,ghost,5.8831620851840825,narrator,6.177662340804681,ancient,6.3247317626919335,echo,6.659527967890733
coach,2.4144829677935205,3.366647091839792,16.363636363636363,2.3030294827652695,46.54545454545455,presenter,2.4144829677935205,networker,2.56140174158564,mentor,3.1130539608242414,collaborator,4.3497867278135836,teacher,4.394510061181974
collaborator,3.180174119546735,4.039309689787489,32.36363636363636,1.5556288634260977,5.454545454545454,facilitator,3.180174119546735,teacher,3.6244104117731504,coach,4.3497867278135836,networker,4.470539950509107,moderator,4.571637239294864
collector,3.198515123653073,4.3009938781467225,37.45454545454546,1.8404933389918192,20.0,archaeologist,3.198515123653073,curator,4.449566842005145,naturalist,4.452434509010439,cyborg,4.696821552419017,cartographer,4.7076313636459375
comedian,2.1177117527869083,6.772021657191691,80.72727272727272,5.895329941453769,97.45454545454545,gossip,2.1177117527869083,daredevil,6.303786028855116,criminal,7.8918413806160475,smuggler,8.704910885574739,cynic,8.841858238125644
competitor,4.562101014309783,7.145159946069976,85.0909090909091,2.821266756986223,63.63636363636363,vigilante,4.562101014309783,fixer,6.5861106529545985,workaholic,8.087571650863065,smuggler,8.23626773502277,rogue,8.253748677199662
composer,5.251503752200563,5.422838505602357,56.00000000000001,2.003825413785505,31.636363636363633,naturalist,5.251503752200563,sommelier,5.395779190862882,writer,5.422691519821536,symbiont,5.438855628430612,collector,5.605362436696189
conservator,2.459864837735431,4.528121642013302,43.63636363636363,1.822918784235831,18.90909090909091,archivist,2.459864837735431,cartographer,4.4422613231036205,emissary,5.118226344002143,ambassador,5.135342526154375,witness,5.484913179070942
consultant,1.579589789771076,2.479006466768321,1.8181818181818181,1.467945284372247,3.272727272727273,planner,1.579589789771076,organizer,1.973021121321973,dispatcher,2.584454415929106,analyst,2.705057636375049,engineer,3.552909370444403
contrarian,4.604875731623957,6.703212625220024,79.63636363636364,4.172086049182954,88.72727272727273,hacker,4.604875731623957,devils_advocate,6.8503230661254,fixer,7.170333234853721,destroyer,7.383400588483802,rogue,7.5071305050132375
coordinator,2.1447728017494536,3.025066027689923,7.2727272727272725,1.7681209902499888,15.272727272727273,organizer,2.1447728017494536,assistant,2.606508810749373,instructor,3.034974280819111,scheduler,3.610836465846045,planner,3.7282377792856325
coral_reef,2.59360860064448,3.727373229644485,26.181818181818183,3.2525959099645503,73.45454545454545,mycorrhizal,2.59360860064448,whale,3.1314440858634467,tree,3.956580428474856,artisan,4.471767353938664,wind,4.483465679300978
cosmopolitan,2.7765969511364554,4.301583038257008,37.81818181818182,1.8012488448008668,17.454545454545457,hybrid,2.7765969511364554,symbiont,3.8619736573305006,writer,4.18340001776773,naturalist,5.192323243872903,curator,5.493621321177451
counselor,2.060073859553292,5.58850096666009,58.18181818181818,3.6649943157391336,80.0,therapist,2.060073859553292,caregiver,5.42033078829626,vegan,6.4553770504919745,parent,6.719585088933973,optimist,7.287138046024955
criminal,5.0647877687143685,6.298909293790146,74.54545454545455,3.671341720334898,80.36363636363636,smuggler,5.0647877687143685,narcissist,5.478558358110431,pirate,6.964752570805232,daredevil,6.988095170911845,cynic,6.998352600408856
critic,2.4448709952247745,3.6118438538861866,22.181818181818183,2.0920071646612115,34.909090909090914,physicist,2.4448709952247745,historian,3.4222811986631303,archaeologist,3.8188298979797084,polymath,4.098523920802858,cyborg,4.274713256760461
crystalline,3.594770178371182,6.264507282462111,73.0909090909091,4.10463514146601,86.54545454545455,philosopher,3.594770178371182,swarm,5.462335172479306,hive,5.810226680931919,egregore,8.05477442552729,alien,8.40042995500086
curator,3.5193198899190095,3.92001269810155,30.545454545454547,0.8576241098058663,0.36363636363636365,synthesizer,3.5193198899190095,designer,3.748980113580272,interpreter,3.8189840000503428,naturalist,4.063212644952984,collector,4.449566842005145
cyborg,3.8874775548163143,4.394024972352993,40.72727272727273,2.4221246597084436,51.63636363636363,scout,3.8874775548163143,detective,4.189067895413711,critic,4.274713256760461,collector,4.696821552419017,physicist,4.922044602355463
cynic,6.998352600408856,7.924487110505126,91.27272727272727,3.8368526101656206,83.27272727272728,criminal,6.998352600408856,narcissist,7.080423646812959,smuggler,8.276959560213008,jester,8.42988286555457,rogue,8.836816879536237
daredevil,6.303786028855116,7.413213370020591,88.0,2.6035910395542503,57.09090909090909,comedian,6.303786028855116,gossip,6.76675666941449,criminal,6.988095170911845,smuggler,7.985598072396481,rebel,9.021830908525027
debugger,3.143431584593325,4.1529793744579075,35.27272727272727,2.766575457830212,61.09090909090909,engineer,3.143431584593325,consultant,4.048405246035612,dispatcher,4.514067813887123,analyst,4.518141395445446,planner,4.5408508323280286
demon,3.441987677167462,7.4738158654753,88.72727272727273,2.409374226291021,50.90909090909091,aberration,3.441987677167462,vampire,5.927286191364648,leviathan,9.002737235635328,revenant,9.457160197269959,absurdist,9.539908025939107
designer,3.197295774265021,3.890473851697423,29.818181818181817,1.6354629539900944,8.0,interpreter,3.197295774265021,guide,3.528600044053417,curator,3.748980113580272,mentor,4.334814474638196,synthesizer,4.642678851950209
destroyer,4.427194616114584,6.663835146119098,78.54545454545455,3.178891099712049,72.36363636363636,revolutionary,4.427194616114584,saboteur,6.595345448687028,hacker,7.212566413418009,contrarian,7.383400588483802,spy,7.700668663892068
detective,4.189067895413711,4.5586396481864195,44.36363636363637,1.6983162115737127,12.0,cyborg,4.189067895413711,chemist,4.597823304656623,programmer,4.602933840757395,scout,4.624833261886281,journalist,4.778539938218089
devils_advocate,5.4252613815015085,6.522838799963672,76.36363636363637,3.8717356630657456,83.63636363636363,saboteur,5.4252613815015085,spy,5.868461967974865,contrarian,6.8503230661254,hacker,7.201667560162073,anarchist,7.268480024054519
dilettante,4.563163567624429,6.1323251374115095,70.18181818181817,2.3242100223131192,47.27272727272727,podcaster,4.563163567624429,chameleon,5.617752429659366,nomad,6.201462931790567,playwright,6.915079082936658,blogger,7.364167675046531
dispatcher,2.514878342883899,2.903012910164206,5.090909090909091,2.2074686054995385,42.18181818181818,planner,2.514878342883899,consultant,2.584454415929106,organizer,2.6580900435665664,scheduler,3.007896599957914,coordinator,3.749745148483545
divorcee,3.890489674978872,5.295758406165769,54.18181818181819,3.6815352635058334,81.0909090909091,retiree,3.890489674978872,refugee,5.3438324080002,blogger,5.538604650150686,newlywed,5.826396358467003,celebrity,5.879468939232086
doctor,1.524759682639417,3.1249334945967995,9.090909090909092,1.656474791398109,8.363636363636363,nutritionist,1.524759682639417,veterinarian,3.2447719697683617,editor,3.3964984818611454,assistant,3.4071909143104655,pharmacist,4.051446424404608
dreamer,4.295056454530896,4.6493459431580195,46.18181818181818,2.245491957503623,43.63636363636363,narrator,4.295056454530896,wanderer,4.554120059044914,bard,4.647857710967408,whale,4.777410648987588,witch,4.972284842259295
echo,2.8536840907531573,3.6679227954179843,23.636363636363637,1.9603911117317443,28.363636363636363,oracle,2.8536840907531573,witch,2.988643707713957,ancient,3.601084845161708,ghost,4.186485614933891,wraith,4.709715718527209
economist,2.160167234497496,3.2314550569491614,12.727272727272727,1.861077131763011,21.818181818181817,specialist,2.160167234497496,statistician,2.3982519501957342,engineer,3.7342988117446434,scientist,3.866906972204287,forecaster,3.997650316103648
ecosystem,3.4791640551781065,4.4487680324431,41.81818181818181,2.4525772881091608,53.090909090909086,symbiont,3.4791640551781065,naturalist,3.7441511554884563,emissary,3.793167564575521,curator,5.045733761842231,guide,6.181623625131187
editor,2.2506441475977343,3.436861157387095,18.545454545454547,1.8035516621502035,17.81818181818182,pharmacist,2.2506441475977343,translator,3.22150194538792,doctor,3.3964984818611454,grader,3.985498203881958,nutritionist,4.330163008206718
egregore,4.193155279856621,5.838301767250433,64.36363636363637,1.2332235021879923,1.8181818181818181,ancient,4.193155279856621,alien,5.392086831803329,virtuoso,5.843572147842255,oracle,6.763118615234203,simulacrum,6.999575961515759
elder,4.595611696199171,5.710404921757108,61.81818181818181,2.6427167754745766,58.54545454545455,wind,4.595611696199171,coral_reef,4.9148009866844395,tree,5.512617619224427,whale,6.594425693218135,artisan,6.934568613459361
eldritch,4.486445486826699,6.635723591136345,77.81818181818181,2.362811178539643,50.18181818181818,void,4.486445486826699,leviathan,6.309883077843844,wraith,6.991624376129744,prophet,7.626190112623484,vampire,7.76447490225795
emissary,3.793167564575521,4.564138498356454,44.72727272727273,1.6707660717782906,9.090909090909092,ecosystem,3.793167564575521,curator,4.455344371564323,architect,4.673519853221438,naturalist,4.897037747065499,interpreter,5.0016229553554865
empath,6.347102525084913,7.02479625073737,82.54545454545455,2.749477342656849,60.72727272727273,widow,6.347102525084913,immigrant,6.415799905926005,refugee,7.345842018055243,musician,7.4895417015962416,romantic,7.525695103024446
engineer,2.161044794027417,2.8149690203258553,4.0,1.8632993511955207,22.181818181818183,forecaster,2.161044794027417,strategist,2.4545735814759455,debugger,3.143431584593325,specialist,3.154602458674726,analyst,3.161192682857862
entrepreneur,7.52897902575053,7.957565178062484,91.63636363636364,2.171838797703042,38.90909090909091,scout,7.52897902575053,activist,7.810781641595921,mechanic,8.028441360885042,marketer,8.087052652300146,technologist,8.332571209780783
evaluator,1.847193668795845,2.09699804358041,0.36363636363636365,1.4748926199169499,3.6363636363636362,reviewer,1.847193668795845,analyst,1.8549230667908532,scientist,1.914432302804564,researcher,1.9399900771538885,validator,2.9284511023568993
evangelist,8.17290275725006,8.900116355968578,96.0,4.122378451943908,87.63636363636364,hedonist,8.17290275725006,zeitgeist,8.668271165561341,visionary,8.824967035921281,narrator,9.279080832101341,wanderer,9.55535998900886
examiner,1.8754005924654653,2.8636573952661957,4.7272727272727275,1.6792054253695152,10.181818181818182,lawyer,1.8754005924654653,auditor,2.101907448114319,validator,2.636152389782449,evaluator,3.8014905159516617,reviewer,3.903336030017084
exile,4.301578801919838,4.5108865902829836,42.90909090909091,3.1731844895567294,72.0,bard,4.301578801919838,wanderer,4.392936775633633,ghost,4.443545670188269,narrator,4.6308141271801375,poet,4.785557576493039
expatriate,4.441635694031226,5.040706447269558,50.54545454545455,1.9961921470235624,30.909090909090907,chef,4.441635694031226,presenter,4.690756317769413,guide,4.839382437618097,networker,5.478378373757223,cosmopolitan,5.753379413171831
facilitator,2.5454130643637733,3.149661921035148,10.909090909090908,2.019854895691164,32.72727272727273,teacher,2.5454130643637733,moderator,2.556634349454262,collaborator,3.180174119546735,mediator,3.256728748739159,tutor,4.209359323071815
familiar,4.5429351960428415,4.841888921415459,48.0,2.895828480859551,67.27272727272727,hermit,4.5429351960428415,golem,4.736612939917192,martyr,4.739068411218253,witch,5.044972742712072,tree,5.145855317186935
fixer,5.065352957291586,5.961202482917718,66.9090909090909,2.951737819893163,68.0,vigilante,5.065352957291586,hacker,5.628349873501856,rogue,5.940270491622698,workaholic,6.585928439217851,competitor,6.5861106529545985
flaneur,4.1615381696063,5.672662917959831,61.09090909090909,2.3267788289260096,48.0,chimera,4.1615381696063,novelist,4.857022782789027,narrator,5.89881578240222,alien,6.709378210306541,simulacrum,6.736559644695062
fool,6.101640827153071,9.455563261035449,97.0909090909091,3.8723263224717805,84.0,hoarder,6.101640827153071,procrastinator,9.765278536372476,addict,9.94421553545231,prisoner,10.646448964173375,gossip,10.820232442026018
forecaster,2.161044794027417,2.940493926648831,5.818181818181818,1.8447395059827398,20.727272727272727,engineer,2.161044794027417,strategist,2.302650602541254,specialist,2.3622530476819796,generalist,3.878870872889855,economist,3.997650316103648
futurist,4.3015922146263,5.609524494738533,59.27272727272728,2.1773589650954617,39.27272727272727,polymath,4.3015922146263,technologist,4.6769667647679025,cyborg,5.947958028257235,synthesizer,6.155916796473169,generalist,6.96518866956806
gamer,7.318480360813297,8.437987879062225,94.18181818181817,4.2556699903079815,90.54545454545455,auctioneer,7.318480360813297,fixer,7.8703503618819,hacker,8.629976863879596,competitor,9.062538789490421,rogue,9.308593019245917
generalist,2.9989985286492606,3.5159338369433946,20.727272727272727,1.7592991636764335,14.909090909090908,psychologist,2.9989985286492606,synthesizer,3.2429761860162185,architect,3.580318134265129,geographer,3.878505462896511,forecaster,3.878870872889855
genie,5.620423069790493,6.424237044356642,75.63636363636364,4.223446928693995,90.18181818181819,luddite,5.620423069790493,hedonist,5.959504965342283,trickster,6.605969959902395,jester,6.830081315318445,rogue,7.1052059114295885
geographer,1.2476575038377151,2.747294993497045,3.272727272727273,3.04155561729585,70.54545454545455,sociologist,1.2476575038377151,biologist,2.173885161852181,psychologist,2.645864888888457,linguist,3.7905619500103627,generalist,3.878505462896511
ghost,3.725253455817712,4.151728273486306,34.909090909090914,1.9166637018069792,25.454545454545453,wraith,3.725253455817712,bard,3.927648817772301,echo,4.186485614933891,exile,4.443545670188269,witch,4.475707808719356
golem,4.736612939917192,7.19483271918817,85.81818181818181,1.6902250858645853,11.636363636363637,familiar,4.736612939917192,hermit,7.202310848082631,martyr,7.340967577383729,ascetic,8.27295499617808,tree,8.421317234379217
gossip,2.1177117527869083,7.051668127747311,83.27272727272728,5.01780378788135,94.9090909090909,comedian,2.1177117527869083,daredevil,6.76675666941449,criminal,8.669665643883551,procrastinator,8.680606548763057,smuggler,9.023600023888546
grader,2.6495780832857845,3.4251812446896324,18.181818181818183,2.146543119283384,37.45454545454546,screener,2.6495780832857845,pharmacist,2.700074925652716,accountant,3.5119356185050576,editor,3.985498203881958,observer,4.278819392122647
graduate,4.75024022218285,6.298269946773884,74.18181818181819,2.6100159008429826,57.81818181818181,retiree,4.75024022218285,blogger,6.488150056422566,divorcee,6.534278950506648,patient,6.857461490280586,chameleon,6.861219014476774
grandparent,7.672866199653049,8.629240545776232,95.27272727272728,3.8313972139122052,82.9090909090909,provincial,7.672866199653049,newlywed,7.964263668576799,widow,8.719091697074992,amateur,9.081769964366158,divorcee,9.708211199210158
guardian,5.005195831327762,5.758803155514164,63.63636363636363,2.150365499533396,38.18181818181819,advocate,5.005195831327762,altruist,5.724677646423036,builder,6.009000880769966,witness,6.020363100013472,merchant,6.034778319036582
guide,3.004425805636096,3.5677006642638793,21.454545454545453,1.4461746487838119,2.909090909090909,navigator,3.004425805636096,presenter,3.463786148385471,mentor,3.5017028696745855,designer,3.528600044053417,builder,4.339988453569828
guru,3.015876054888184,3.7154469889471344,25.09090909090909,2.135691257422505,37.09090909090909,mystic,3.015876054888184,spirit,3.4390197089048122,whale,3.5524456671729236,avatar,3.9631554122827355,sage,4.606738101487019
hacker,4.604875731623957,6.284563198617581,73.81818181818181,2.0090065777014896,32.0,contrarian,4.604875731623957,fixer,5.628349873501856,saboteur,6.7753564143820135,devils_advocate,7.201667560162073,destroyer,7.212566413418009
healer,7.834474297108627,8.016874881748512,92.36363636363636,1.7747240361994527,15.636363636363637,altruist,7.834474297108627,vegan,7.8352735078757965,ecosystem,7.878256228147493,empath,8.259015025679647,symbiont,8.277355349930998
hedonist,5.45562180357861,6.070560440738705,69.45454545454545,4.218621324458797,89.81818181818181,luddite,5.45562180357861,auctioneer,5.732776807846801,actor,5.871687585346329,genie,5.959504965342283,playwright,7.333211041579495
hermit,2.571301747845583,3.6468955175187077,23.272727272727273,2.3009673716352914,46.18181818181818,bard,2.571301747845583,tree,3.0919997533813897,witch,3.7920834241060604,wind,4.27978429284743,whale,4.4993083694130735
historian,2.8376714101974287,3.4376427789601847,18.90909090909091,3.272495564740582,74.18181818181819,physicist,2.8376714101974287,linguist,3.396248291707046,critic,3.4222811986631303,mathematician,3.7484005092278307,scholar,3.7836124850054893
hive,2.903841907575992,5.642786560267745,60.0,4.396418172278186,91.27272727272727,swarm,2.903841907575992,crystalline,5.810226680931919,philosopher,5.916650967230064,collector,6.7773672882158245,critic,6.805845957384928
hoarder,6.101640827153071,7.109128446098455,84.36363636363636,2.7995564545145726,63.272727272727266,fool,6.101640827153071,addict,6.682431398353314,prisoner,6.91704377435074,bartender,7.694398214346924,actor,8.150128016288232
homunculus,5.678496489593473,6.500538095517259,76.0,1.7835627358566044,16.363636363636363,ancient,5.678496489593473,void,6.3795536827961605,alien,6.474301072454469,parasite,6.768471343824941,egregore,7.201867888917244
hybrid,2.7765969511364554,5.167806933203532,52.72727272727272,1.7016815508493648,12.363636363636363,cosmopolitan,2.7765969511364554,symbiont,4.600098445781968,composer,5.98491994201717,naturalist,6.18913434698716,writer,6.2882849800949066
idealist,4.6041179656200075,5.417665564514531,55.63636363636364,3.4164134527122907,76.72727272727272,artisan,4.6041179656200075,coral_reef,5.181454168057995,mycorrhizal,5.194255147258848,sage,5.992285577096127,shaman,6.116214964539674
immigrant,3.762462976169445,5.710583061107923,62.18181818181818,2.496514377904218,54.90909090909091,refugee,3.762462976169445,retiree,5.056836610268511,empath,6.415799905926005,optimist,6.6372098344898784,divorcee,6.680605978685778
improviser,6.323939345064666,7.032100898347645,82.9090909090909,1.7156385439962853,13.090909090909092,addict,6.323939345064666,bartender,6.799223034215137,actor,6.928449851618727,influencer,7.409759551402031,celebrity,7.699132709437666
infant,10.337496362672496,12.877467913426552,100.0,6.4450563184094705,98.9090909090909,grandparent,10.337496362672496,toddler,11.273323753527317,provincial,13.560112450610234,orphan,13.918348158366575,bartender,15.29805884195613
influencer,7.409759551402031,8.48474494542873,94.54545454545455,2.0130540907555887,32.36363636363636,improviser,7.409759551402031,celebrity,7.475011303780639,bartender,8.690849203868003,podcaster,9.325990806156703,addict,9.52211386193628
instructor,2.0114728125746724,2.833607966643515,4.363636363636364,2.7930259697566253,62.54545454545455,assistant,2.0114728125746724,trainer,2.7544982956763944,coordinator,3.034974280819111,recruiter,3.146426858885493,organizer,3.2206675852619058
interpreter,3.197295774265021,3.8058188926288588,28.000000000000004,1.601712037408132,7.2727272727272725,designer,3.197295774265021,curator,3.8189840000503428,architect,3.8754579045562774,negotiator,4.02174545215571,synthesizer,4.115611332116942
interviewer,5.121248821315687,5.714096140225532,62.54545454545455,5.146909561138368,95.27272727272728,tutor,5.121248821315687,moderator,5.591392484583227,teacher,5.766204457577196,mediator,5.891098600336473,interpreter,6.2005363373150795
jester,4.858275198312832,6.11733527700279,69.81818181818183,5.386566091766997,96.36363636363636,absurdist,4.858275198312832,rogue,5.9123358167712485,trickster,6.39889840726676,rebel,6.587085647344667,genie,6.830081315318445
journalist,2.05835955207732,3.036034121402064,8.0,2.194552209652811,40.36363636363636,chemist,2.05835955207732,reporter,2.4371910644037618,publisher,3.002965857826771,cartographer,3.7416200313344543,biologist,3.940034101368011
judge,4.869876837900687,5.307855582265507,54.90909090909091,2.149119022227934,37.81818181818182,observer,4.869876837900687,examiner,5.017247388427382,lawyer,5.01771381163694,auditor,5.648882025740668,reviewer,5.985557847621855
