anchor,label,delta_percentile_spec,baseline_pc1,baseline_pc2,baseline_pc3,modified_pc1,modified_pc2,modified_pc3,delta_pc1,delta_pc2,delta_pc3,displacement_3d,baseline_nearest_personas,modified_nearest_personas,baseline_ood_label,modified_ood_label,baseline_5nn_percentile,modified_5nn_percentile,baseline_reconstruction_percentile,modified_reconstruction_percentile,modified_outside_range_trait_count
trickster,PREDICTED COUNTERFACTUAL LOCATION,"challenging=+10,playful=+10,conscientious=-10",-35.40630694957336,19.536209197335523,21.042931339523616,-40.53686666760174,19.431172227152004,28.670278718380075,-5.13055971802838,-0.10503697018351943,7.627347378856459,9.19293771452354,"[""jester"", ""genie"", ""absurdist"", ""rogue"", ""rebel""]","[""trickster"", ""jester"", ""genie"", ""absurdist"", ""rogue""]",in-distribution,in-distribution,86.67883211678831,63.68613138686131,65.69343065693431,85.94890510948905,0
actor,PREDICTED COUNTERFACTUAL LOCATION,"theatrical=+10,adaptable=+10,reserved=-10",-23.74022162339257,20.799003081042656,-0.15486303468717466,-21.92546056882115,19.931279915821676,-1.7251585953659898,1.8147610545714201,-0.8677231652209798,-1.5702955606788151,2.551887404361306,"[""hedonist"", ""surfer"", ""nomad"", ""improviser"", ""addict""]","[""actor"", ""hedonist"", ""surfer"", ""nomad"", ""improviser""]",in-distribution,in-distribution,77.55474452554745,53.83211678832117,20.802919708029197,51.64233576642335,0
therapist,PREDICTED COUNTERFACTUAL LOCATION,"empathetic=+10,agreeable=+10,reactive=-10",12.973162611493422,12.568111768495669,-34.59428176872919,14.470946689931097,12.131141838694418,-35.279836351951786,1.4977840784376752,-0.4369699298012506,-0.6855545832225971,1.7041962773546406,"[""counselor"", ""vegan"", ""immigrant"", ""parent"", ""caregiver""]","[""therapist"", ""counselor"", ""vegan"", ""immigrant"", ""caregiver""]",in-distribution,in-distribution,65.87591240875912,42.518248175182485,85.76642335766424,88.13868613138686,0
spy,PREDICTED COUNTERFACTUAL LOCATION,"strategic=+10,calculating=+10,transparent=-10",0.5168822232586052,2.64112489737596,32.30056193231351,2.828837614626977,0.8408625924897137,32.274405417064685,2.3119553913683717,-1.800262304886246,-0.026156515248821677,2.9303184573287564,"[""saboteur"", ""virus"", ""devils_advocate"", ""workaholic"", ""parasite""]","[""spy"", ""saboteur"", ""virus"", ""devils_advocate"", ""workaholic""]",in-distribution,in-distribution,65.14598540145985,39.96350364963504,61.67883211678832,67.33576642335767,0
