role,filtered_subset,n_filtered,delta_pc1_filtered_minus_all,delta_pc2_filtered_minus_all,delta_pc3_filtered_minus_all,all_centroid_distance_to_published,filtered_centroid_distance_to_published,change_in_centroid_distance_negative_is_improvement,all_mean_response_distance_to_published,filtered_mean_response_distance_to_published,change_in_mean_response_distance_negative_is_improvement,all_cloud_volume_proxy,filtered_cloud_volume_proxy,volume_ratio_filtered_over_all
amateur,score_ge_2,59,-0.3960416845313677,0.4534100308631537,0.1534416212956593,8.394237429757384,8.541760306763743,0.14752287700635947,24.912256940997317,24.72588408395545,-0.18637285704186723,7349631.27030816,6835465.919660954,0.9300420209209151
amateur,score_eq_3,34,-7.239719925362843,3.6523994486067295,-0.9747098814054134,8.394237429757384,11.37082587533803,2.9765884455806457,24.912256940997317,24.19301274424522,-0.719244196752097,7349631.27030816,4746872.95493125,0.6458654564220362
playwright,score_ge_2,54,-3.667577035116242,0.7628975527039081,0.3753289662341892,7.460003840971534,8.451728771951018,0.9917249309794842,27.916286844249125,26.626780045414883,-1.2895067988342426,9008474.593808085,6638858.40400628,0.7369569991982278
playwright,score_eq_3,49,-7.527656151564781,0.6141406244310872,-0.028808579714334037,7.460003840971534,10.09941232095437,2.639408479982836,27.916286844249125,25.39880545211537,-2.5174813921337567,9008474.593808085,5100000.911752911,0.566133684304151
