role,axis,n,mean,median,sd,mad,min,max,published_centroid_axis_value
amateur,pc1,60,-1.6212863420477952,-4.14219239534495,16.921735697009524,11.344352017419572,-47.29879436436183,30.157401456726657,-0.25863281602537924
amateur,pc2,60,38.46016335218537,41.41080979566091,15.281252793480062,9.654276650209342,4.793477383107384,63.163127108901335,40.070455881847
amateur,pc3,60,-16.303681091036857,-16.33198422384195,11.886649801490433,9.207539161165336,-43.73719323193385,6.631256379604134,-24.428541419933254
playwright,pc1,60,-8.507922491963175,-4.9340558871850435,24.371576299728353,20.55518817403162,-49.55799192596329,44.3254658181708,-9.817577824664049
playwright,pc2,60,11.929763913080157,11.646081029074374,13.07159121547707,9.310091334648586,-22.342629797485678,40.30800707855708,4.585625092149062
playwright,pc3,60,4.310435151224294,6.040865068949292,10.005566736746003,5.488556327085321,-19.604413457805272,18.04951870531329,4.301204997865277
