model,K,seed,objective,iterations,ari_to_retained,nmi_to_retained,retained_start
qwen,4,2026492,271.9562439232858,8,0.8380748825895713,0.7860363220110598,False
qwen,4,2026493,272.01112837635264,11,0.6908383369395514,0.6676668026327792,False
qwen,4,2026494,272.0224463679506,22,0.5856387667767126,0.6166493056477091,False
qwen,4,2026495,272.0300172732333,8,0.8935571334520171,0.8220330590226674,False
qwen,4,2026496,272.0116066699574,16,0.5857076949337031,0.6146875565743453,False
qwen,4,2026497,272.03260739345524,6,0.5815946324192994,0.6368253559283867,False
qwen,4,2026498,272.03159710667444,10,0.8779622180892488,0.8137258277560953,False
qwen,4,2026499,272.02096375593965,8,0.5727312106931576,0.6009269270408562,False
qwen,4,2026500,272.03248249697884,18,0.5821204044747776,0.6380214784936115,False
qwen,4,2026501,271.85309707932595,8,0.8137991796638819,0.7903712649056055,False
qwen,4,2026502,272.0303282142865,9,0.6381771416755966,0.6706837730937376,False
qwen,4,2026503,272.03344692771145,5,0.9515593257434538,0.9253068758645548,False
qwen,4,2026504,272.034545996657,7,0.9561171004189932,0.9169165949240764,False
qwen,4,2026505,271.95053563243914,11,0.8337375678202477,0.7918482579192675,False
qwen,4,2026506,272.01143011887257,7,0.6776518585901118,0.6723480106507007,False
qwen,4,2026507,272.03457298726363,10,0.7282667511858397,0.7072863262283384,False
qwen,4,2026508,271.9502571148926,7,0.8259207706595614,0.7814878137025745,False
qwen,4,2026509,271.9505411731607,8,0.8416841281350188,0.8038216070962065,False
qwen,4,2026510,272.0332307393499,22,0.6833427971147356,0.6854378427098659,False
qwen,4,2026511,272.01090555712017,4,0.680767993413461,0.6627466103061488,False
qwen,4,2026512,272.02061355983517,11,0.5508207322591715,0.6037942536767097,False
qwen,4,2026513,271.98055436899665,5,0.7656451816918727,0.695749733145894,False
qwen,4,2026514,272.02932645681165,9,0.6628633928195424,0.7178315702625951,False
qwen,4,2026515,271.9963303668004,10,0.6646517039542096,0.6119902820455934,False
qwen,4,2026516,271.9570915435586,5,0.8376764371563067,0.7939358317397753,False
qwen,4,2026517,271.8530536787158,5,0.8074053108252633,0.7801100283704555,False
qwen,4,2026518,272.0335987408308,13,0.952662244678271,0.9139364300711262,False
qwen,4,2026519,271.9505411731607,7,0.8416841281350188,0.8038216070962066,False
qwen,4,2026520,272.0213471248671,9,0.5544505968409112,0.615824663917386,False
qwen,4,2026521,272.0116066699574,18,0.5857076949337031,0.6146875565743453,False
qwen,4,2026522,272.02917853148597,7,0.7516798759041676,0.7480052352687552,False
qwen,4,2026523,272.0291968728002,7,0.6705035232455929,0.7208372756218536,False
qwen,4,2026524,272.03281810468354,8,0.6367184964983655,0.6600459315405957,False
qwen,4,2026525,271.4111622346617,7,0.5477603786077734,0.5222967383405254,False
qwen,4,2026526,272.03122825884435,12,0.7528665508038129,0.7444118384245083,False
qwen,4,2026527,271.4306752548293,7,0.5477603786077734,0.5222967383405254,False
qwen,4,2026528,271.98856923674,12,0.5755450383849119,0.5839545200427909,False
qwen,4,2026529,272.0311223528952,5,0.8681356148573752,0.8047217396599314,False
qwen,4,2026530,272.03159710667444,10,0.8779622180892488,0.8137258277560953,False
qwen,4,2026531,272.00882106148384,14,0.5678029781484998,0.5855011374274016,False
qwen,4,2026532,272.0346533076979,6,0.9512973817588908,0.9135554041383835,False
qwen,4,2026533,271.9570915435586,8,0.8376764371563067,0.7939358317397753,False
qwen,4,2026534,272.0116066699574,14,0.5857076949337031,0.6146875565743453,False
qwen,4,2026535,272.03278639538183,6,0.5893901554989437,0.643554300899835,False
qwen,4,2026536,271.94522274407353,7,0.8264662893685926,0.774296652731491,False
qwen,4,2026537,272.03316688834263,12,0.6018684770474563,0.6558392082904395,False
qwen,4,2026538,272.0192936630465,9,0.5761132333459134,0.6132945191219514,False
qwen,4,2026539,272.0077713149374,9,0.7932311653610226,0.717109621775787,False
qwen,4,2026540,271.85309707932595,9,0.8137991796638819,0.7903712649056055,False
qwen,4,2026541,272.0085430791467,11,0.7878938420888093,0.7122128290952329,False
qwen,4,2026542,271.9570915435586,6,0.8376764371563067,0.7939358317397752,False
qwen,4,2026543,272.01143011887257,8,0.6776518585901118,0.6723480106507007,False
qwen,4,2026544,272.0146933145198,6,0.8655849104251646,0.8018296874723355,False
qwen,4,2026545,272.0091014076206,5,0.7922479611940599,0.7171152406302072,False
qwen,4,2026546,271.84666664189774,8,0.8174552468755889,0.7888455868686618,False
qwen,4,2026547,271.9953537670833,9,0.802081059832347,0.731834697797688,False
qwen,4,2026548,271.9502571148926,6,0.8259207706595614,0.7814878137025745,False
qwen,4,2026549,272.03260739345524,12,0.5815946324192994,0.6368253559283866,False
qwen,4,2026550,271.94522274407353,4,0.8264662893685926,0.774296652731491,False
qwen,4,2026551,271.9500083891471,8,0.8337375678202477,0.7918482579192674,False
qwen,4,2026552,272.0339049261735,5,0.9051151409066952,0.8462847680971874,False
qwen,4,2026553,271.9502571148926,10,0.8259207706595614,0.7814878137025745,False
qwen,4,2026554,271.9850643373119,13,0.813457311662402,0.7460149892238407,False
qwen,4,2026555,272.0116066699574,17,0.5857076949337031,0.6146875565743453,False
qwen,4,2026556,272.03273458077524,10,0.5868431011575,0.6432623077769728,False
qwen,4,2026557,272.03511147098766,10,0.7259481238794352,0.7042213973047633,False
qwen,4,2026558,272.03457298726363,9,0.7282667511858397,0.7072863262283384,False
qwen,4,2026559,272.03120385450814,12,0.8899691005170989,0.8162546908594955,False
qwen,4,2026560,271.9505411731607,6,0.8416841281350188,0.8038216070962066,False
qwen,4,2026561,272.0107906037356,12,0.7113500203394952,0.6780321182542082,False
qwen,4,2026562,272.03551673601703,3,1.0,1.0,True
qwen,4,2026563,272.023393640599,14,0.7855347707087091,0.728907193585669,False
qwen,4,2026564,272.0117107315431,9,0.6349774080683114,0.6484718652206143,False
qwen,4,2026565,272.03363147411227,5,0.9664532242996089,0.9291088577487451,False
qwen,4,2026566,271.9505411731607,6,0.8416841281350188,0.8038216070962066,False
qwen,4,2026567,271.9959289159228,5,0.8041234930820791,0.7263190864670921,False
qwen,4,2026568,272.0116066699574,20,0.5857076949337031,0.6146875565743453,False
qwen,4,2026569,271.9960203112522,8,0.8095045511894321,0.7392687407134101,False
qwen,4,2026570,272.0237481235038,12,0.5894212898356426,0.6288226331698715,False
qwen,4,2026571,272.0220605051767,14,0.5865645926048452,0.6172071456907461,False
qwen,4,2026572,272.0317891288281,6,0.7284989256775667,0.7073454565322775,False
qwen,4,2026573,272.02926564707616,7,0.8636153358570077,0.7915454818775041,False
qwen,4,2026574,272.0116066699574,24,0.5857076949337031,0.6146875565743453,False
qwen,4,2026575,271.9554002245511,6,0.8326774288060588,0.7954021531397828,False
qwen,4,2026576,272.0220605051767,15,0.5865645926048452,0.6172071456907461,False
qwen,4,2026577,272.0346550513519,6,0.9596728075789579,0.9306142670872134,False
qwen,4,2026578,271.95053563243914,10,0.8337375678202477,0.7918482579192675,False
qwen,4,2026579,271.95053563243914,16,0.8337375678202477,0.7918482579192675,False
qwen,4,2026580,272.0332307393499,12,0.6833427971147356,0.6854378427098659,False
qwen,4,2026581,272.01090555712017,9,0.680767993413461,0.6627466103061488,False
