model,K,profile_id,opaque_role_id,similarity_to_centroid,within_profile_centroid_rank,role
qwen,4,Q04_B,R049,0.9973714992588087,6,consultant
qwen,4,Q04_B,R206,0.997331629113594,7,reviewer
qwen,4,Q04_B,R014,0.9971013022828226,8,analyst
qwen,4,Q04_B,R152,0.9970861571728132,9,negotiator
qwen,4,Q04_B,R196,0.997051809351777,10,publisher
qwen,4,Q04_B,R131,0.9969945315005684,11,librarian
qwen,4,Q04_B,R058,0.9969357368403589,12,curator
qwen,4,Q04_B,R051,0.9968353010867912,13,coordinator
qwen,4,Q04_B,R080,0.9967578815931132,14,emissary
qwen,4,Q04_B,R232,0.996737168847494,15,strategist
qwen,4,Q04_B,R158,0.9966788741279324,16,observer
qwen,4,Q04_B,R127,0.9966738082839856,17,journalist
qwen,4,Q04_B,R012,0.996610124516814,18,ambassador
qwen,4,Q04_B,R227,0.9965142246759624,19,specialist
qwen,4,Q04_B,R107,0.9964742959785372,20,guide
qwen,4,Q04_B,R123,0.9963687181345264,21,instructor
qwen,4,Q04_B,R181,0.9963070863390504,22,polymath
qwen,4,Q04_B,R084,0.9962802672727264,23,evaluator
qwen,4,Q04_B,R203,0.9962781201880108,24,researcher
qwen,4,Q04_B,R056,0.9962024795628452,25,critic
qwen,4,Q04_B,R202,0.9960744221236644,26,reporter
qwen,4,Q04_B,R141,0.9960711164908976,27,mentor
qwen,4,Q04_B,R082,0.9960418354737794,28,engineer
qwen,4,Q04_B,R094,0.9959930554484878,29,forecaster
qwen,4,Q04_B,R069,0.9959416519277876,30,dispatcher
qwen,4,Q04_B,R140,0.9959208163290704,31,mediator
qwen,4,Q04_B,R144,0.9958785894403652,32,moderator
qwen,4,Q04_B,R066,0.9955497726307184,33,detective
qwen,4,Q04_B,R215,0.9955418652833118,34,scientist
qwen,4,Q04_B,R177,0.9955381747823208,35,planner
qwen,4,Q04_B,R253,0.9954821040088668,36,tutor
qwen,4,Q04_B,R241,0.9954802448098636,37,teacher
qwen,4,Q04_B,R184,0.995370825618936,38,presenter
qwen,4,Q04_B,R242,0.9952109934134818,39,technologist
qwen,4,Q04_B,R189,0.9952053712055104,40,producer
qwen,4,Q04_B,R248,0.9951455156541558,41,trainer
qwen,4,Q04_B,R168,0.9950614237479942,42,peacekeeper
qwen,4,Q04_B,R043,0.9948443849759372,43,collaborator
qwen,4,Q04_B,R254,0.9947873367991732,44,validator
qwen,4,Q04_B,R214,0.9947050313671146,45,scholar
qwen,4,Q04_B,R089,0.9946502380917744,46,facilitator
qwen,4,Q04_B,R086,0.9945374139816708,47,examiner
qwen,4,Q04_B,R235,0.9944279245575822,48,supervisor
qwen,4,Q04_B,R273,0.994399497560482,49,writer
qwen,4,Q04_B,R270,0.9943719146545352,50,witness
qwen,4,Q04_B,R169,0.994323024285852,51,perfectionist
qwen,4,Q04_B,R128,0.9942382527856246,52,judge
qwen,4,Q04_B,R076,0.9942315830107727,53,editor
qwen,4,Q04_B,R064,0.99411821613566,54,designer
qwen,4,Q04_B,R062,0.994099279043003,55,debugger
qwen,4,Q04_B,R021,0.9940803308258704,56,archivist
qwen,4,Q04_B,R188,0.993918278940379,57,prodigy
qwen,4,Q04_B,R182,0.9939118467555396,58,pragmatist
qwen,4,Q04_B,R071,0.9937555371453638,59,doctor
qwen,4,Q04_B,R059,0.9937326596330288,60,cyborg
qwen,4,Q04_B,R008,0.993533745682452,61,advocate
qwen,4,Q04_B,R020,0.9935287143430356,62,architect
qwen,4,Q04_B,R234,0.993408910431886,63,summarizer
qwen,4,Q04_B,R033,0.9932527425454488,64,builder
qwen,4,Q04_B,R042,0.9932079293913652,65,coach
qwen,4,Q04_B,R095,0.993202131581074,66,futurist
qwen,4,Q04_B,R044,0.993192737079694,67,collector
qwen,4,Q04_B,R200,0.9930739832394618,68,recruiter
qwen,4,Q04_B,R151,0.9930547803695934,69,navigator
qwen,4,Q04_B,R117,0.9930077129872243,70,hybrid
qwen,4,Q04_B,R195,0.9928657763954712,71,psychologist
qwen,4,Q04_B,R035,0.9928173689691424,72,cartographer
qwen,4,Q04_B,R053,0.9927504036908352,73,cosmopolitan
qwen,4,Q04_B,R222,0.9926500478435344,74,skeptic
qwen,4,Q04_B,R198,0.99264941583324,75,realist
qwen,4,Q04_B,R224,0.9926308329763672,76,sociologist
qwen,4,Q04_B,R075,0.992617866626766,77,ecosystem
qwen,4,Q04_B,R244,0.992596701812526,78,theorist
qwen,4,Q04_B,R213,0.9924353625163672,79,scheduler
qwen,4,Q04_B,R216,0.9923546495707086,80,scout
qwen,4,Q04_B,R153,0.992136002091526,81,networker
qwen,4,Q04_B,R106,0.9920649572036176,82,guardian
qwen,4,Q04_B,R190,0.9920543774402842,83,programmer
qwen,4,Q04_B,R030,0.9920524594751812,84,biologist
qwen,4,Q04_B,R135,0.9917078712821046,85,marketer
qwen,4,Q04_B,R230,0.9914282144468616,86,statistician
qwen,4,Q04_B,R048,0.9913688451451936,87,conservator
qwen,4,Q04_B,R003,0.9913389106588206,88,accountant
qwen,4,Q04_B,R218,0.9913312655788676,89,secretary
qwen,4,Q04_B,R239,0.9912920450289882,90,symbiont
qwen,4,Q04_B,R258,0.9912175686162232,91,veterinarian
qwen,4,Q04_B,R173,0.9910446136135874,92,physicist
qwen,4,Q04_B,R040,0.9909755973121678,93,chemist
qwen,4,Q04_B,R103,0.9909517020127088,94,grader
qwen,4,Q04_B,R026,0.9908236036005718,95,auditor
qwen,4,Q04_B,R113,0.990821668701239,96,historian
qwen,4,Q04_B,R074,0.990720863861098,97,economist
qwen,4,Q04_B,R170,0.990561416948754,98,pharmacist
qwen,4,Q04_B,R099,0.9905582125339008,99,geographer
qwen,4,Q04_B,R018,0.9905322992319254,100,anthropologist
qwen,4,Q04_B,R217,0.9904817102103052,101,screener
qwen,4,Q04_B,R164,0.9904814992514174,102,paramedic
qwen,4,Q04_B,R137,0.9899279510258648,103,mathematician
qwen,4,Q04_B,R125,0.9898977766537532,104,interviewer
qwen,4,Q04_B,R010,0.9897885981652488,105,altruist
qwen,4,Q04_B,R157,0.9893164066319428,106,nutritionist
qwen,4,Q04_B,R083,0.989042429298773,107,entrepreneur
qwen,4,Q04_B,R019,0.988933188851883,108,archaeologist
qwen,4,Q04_B,R150,0.9888514843684584,109,naturalist
qwen,4,Q04_B,R175,0.9882985752748366,110,pilot
qwen,4,Q04_B,R208,0.9876509408539932,111,robot
qwen,4,Q04_B,R132,0.9875389624939732,112,linguist
qwen,4,Q04_B,R262,0.9874846732438288,113,visionary
qwen,4,Q04_B,R129,0.9871902839597338,114,lawyer
qwen,4,Q04_B,R163,0.9855953408913334,115,pacifist
qwen,4,Q04_B,R142,0.9855702856566012,116,merchant
qwen,4,Q04_B,R256,0.98413708085928,117,vegan
qwen,4,Q04_B,R114,0.9841165052022668,118,hive
qwen,4,Q04_B,R004,0.9834298251687356,119,activist
qwen,4,Q04_B,R197,0.9833678733853466,120,purist
qwen,4,Q04_B,R171,0.9829537287453086,121,philosopher
qwen,4,Q04_B,R047,0.9825366630069464,122,composer
qwen,4,Q04_B,R247,0.9805357203216788,123,traditionalist
qwen,4,Q04_B,R226,0.9773690774320332,124,sommelier
qwen,4,Q04_B,R015,0.976595687442431,125,anarchist
qwen,4,Q04_B,R249,0.9760734986703165,126,translator
qwen,4,Q04_B,R191,0.9729883812286654,127,proofreader
qwen,4,Q04_C,R031,0.9972220397360014,1,blogger
qwen,4,Q04_C,R038,0.9953701074937724,2,chameleon
qwen,4,Q04_C,R179,0.9952644777289812,3,podcaster
qwen,4,Q04_C,R204,0.9951010686385006,4,retiree
qwen,4,Q04_C,R104,0.9943756430103596,5,graduate
qwen,4,Q04_C,R005,0.9942638106297976,6,actor
qwen,4,Q04_C,R011,0.9938594210763366,7,amateur
qwen,4,Q04_C,R070,0.9935180759910368,8,divorcee
qwen,4,Q04_C,R252,0.9934363491219949,9,tulpa
qwen,4,Q04_C,R037,0.9933666109255715,10,celebrity
qwen,4,Q04_C,R237,0.9932401785344966,11,survivor
qwen,4,Q04_C,R155,0.9932399583222402,12,nomad
qwen,4,Q04_C,R166,0.9930707342309356,13,parent
qwen,4,Q04_C,R120,0.9928861653543676,14,improviser
qwen,4,Q04_C,R119,0.9923902214703828,15,immigrant
qwen,4,Q04_C,R162,0.9922564450878106,16,orphan
qwen,4,Q04_C,R154,0.9921666367900076,17,newlywed
qwen,4,Q04_C,R167,0.991847444125942,18,patient
qwen,4,Q04_C,R068,0.9917453141955748,19,dilettante
qwen,4,Q04_C,R088,0.9917245938772388,20,expatriate
qwen,4,Q04_C,R159,0.9913799294169888,21,optimist
qwen,4,Q04_C,R201,0.9909283515363267,22,refugee
qwen,4,Q04_C,R034,0.990193308984461,23,caregiver
qwen,4,Q04_C,R233,0.989889969494226,24,student
qwen,4,Q04_C,R133,0.989498561120445,25,loner
qwen,4,Q04_C,R081,0.9894782350736768,26,empath
qwen,4,Q04_C,R054,0.9890370385431048,27,counselor
qwen,4,Q04_C,R267,0.9887976927185864,28,widow
qwen,4,Q04_C,R172,0.9881315624808442,29,photographer
qwen,4,Q04_C,R122,0.9878975801489494,30,influencer
qwen,4,Q04_C,R006,0.9872577702532912,31,addict
qwen,4,Q04_C,R143,0.9872516393502928,32,minimalist
qwen,4,Q04_C,R245,0.9869223161898764,33,therapist
qwen,4,Q04_C,R145,0.9867324939388186,34,musician
qwen,4,Q04_C,R039,0.986577388701828,35,chef
qwen,4,Q04_C,R193,0.9862220169686676,36,provincial
qwen,4,Q04_C,R178,0.9861329976201528,37,playwright
qwen,4,Q04_C,R085,0.9856887613763464,38,evangelist
qwen,4,Q04_C,R029,0.9851068199970456,39,bartender
qwen,4,Q04_C,R110,0.984304207962844,40,healer
qwen,4,Q04_C,R105,0.9842278101812322,41,grandparent
qwen,4,Q04_C,R139,0.9839770434003394,42,mechanic
qwen,4,Q04_C,R186,0.9838082786558896,43,prisoner
qwen,4,Q04_C,R257,0.9837621197175394,44,veteran
qwen,4,Q04_C,R115,0.9817459483139978,45,hoarder
qwen,4,Q04_C,R236,0.9779133968809206,46,surfer
qwen,4,Q04_C,R007,0.9683751578871148,47,adolescent
qwen,4,Q04_C,R243,0.9683302299452814,48,teenager
qwen,4,Q04_C,R246,0.9249413400584956,49,toddler
qwen,4,Q04_C,R121,0.9239479003543776,50,infant
qwen,4,Q04_D,R016,0.997047600045312,1,ancient
qwen,4,Q04_D,R041,0.9964993862013116,2,chimera
qwen,4,Q04_D,R160,0.9949900870901972,3,oracle
qwen,4,Q04_D,R072,0.9948983219373332,4,dreamer
qwen,4,Q04_D,R220,0.994768901657246,5,shapeshifter
qwen,4,Q04_D,R149,0.9945884742400838,6,narrator
qwen,4,Q04_D,R212,0.9944482361748644,7,sage
qwen,4,Q04_D,R027,0.9943761957460898,8,avatar
qwen,4,Q04_D,R077,0.9943340576628296,9,egregore
qwen,4,Q04_D,R100,0.9943294202189312,10,ghost
qwen,4,Q04_D,R112,0.9941658841701188,11,hermit
qwen,4,Q04_D,R264,0.9940892898652132,12,wanderer
qwen,4,Q04_D,R073,0.9940139638129886,13,echo
qwen,4,Q04_D,R108,0.9939073643605204,14,guru
qwen,4,Q04_D,R090,0.9933025239564234,15,familiar
qwen,4,Q04_D,R228,0.9929799122821192,16,spirit
qwen,4,Q04_D,R268,0.9919964372251984,17,wind
qwen,4,Q04_D,R078,0.99165416120895,18,elder
qwen,4,Q04_D,R272,0.991629693188433,19,wraith
qwen,4,Q04_D,R192,0.9913391508867893,20,prophet
qwen,4,Q04_D,R116,0.9913177422999392,21,homunculus
qwen,4,Q04_D,R266,0.9909272535727914,22,whale
qwen,4,Q04_D,R087,0.9907783994387372,23,exile
qwen,4,Q04_D,R205,0.9907423370696444,24,revenant
qwen,4,Q04_D,R174,0.9899989836166708,25,pilgrim
qwen,4,Q04_D,R079,0.9896262065639524,26,eldritch
qwen,4,Q04_D,R260,0.9894190341185046,27,virtuoso
qwen,4,Q04_D,R156,0.989365718386106,28,novelist
qwen,4,Q04_D,R263,0.9891242917502294,29,void
qwen,4,Q04_D,R136,0.9887467295760588,30,martyr
qwen,4,Q04_D,R101,0.9887460915754348,31,golem
qwen,4,Q04_D,R269,0.9886704170347428,32,witch
qwen,4,Q04_D,R032,0.9882679914101916,33,bohemian
qwen,4,Q04_D,R147,0.9877727322130084,34,mystic
qwen,4,Q04_D,R009,0.9877089849789448,35,alien
qwen,4,Q04_D,R028,0.9875021477041456,36,bard
qwen,4,Q04_D,R022,0.98743359382619,37,artisan
qwen,4,Q04_D,R238,0.9871575001119632,38,swarm
qwen,4,Q04_D,R250,0.9871261743014876,39,tree
qwen,4,Q04_D,R092,0.9870133856312472,40,flaneur
qwen,4,Q04_D,R017,0.9868668608810404,41,angel
qwen,4,Q04_D,R255,0.9868344984325952,42,vampire
qwen,4,Q04_D,R023,0.9867321160736428,43,ascetic
qwen,4,Q04_D,R098,0.986690675012287,44,genie
qwen,4,Q04_D,R146,0.9862839603064836,45,mycorrhizal
qwen,4,Q04_D,R118,0.9860937841560764,46,idealist
qwen,4,Q04_D,R052,0.9860420460604068,47,coral_reef
qwen,4,Q04_D,R275,0.9859261671585494,48,zeitgeist
qwen,4,Q04_D,R221,0.9856867618357918,49,simulacrum
qwen,4,Q04_D,R001,0.9855558563330488,50,aberration
qwen,4,Q04_D,R210,0.9852833866272716,51,romantic
qwen,4,Q04_D,R063,0.985083881839794,52,demon
qwen,4,Q04_D,R183,0.9849009518756136,53,predator
qwen,4,Q04_D,R265,0.9848118566439108,54,warrior
qwen,4,Q04_D,R130,0.9844503900299696,55,leviathan
qwen,4,Q04_D,R219,0.9836024620220686,56,shaman
qwen,4,Q04_D,R165,0.9824506111054584,57,parasite
qwen,4,Q04_D,R185,0.9819984580452716,58,prey
qwen,4,Q04_D,R180,0.9791505537742716,59,poet
qwen,4,Q04_D,R274,0.97897701392031,60,zealot
qwen,4,Q04_D,R013,0.9783679462378528,61,amnesiac
qwen,4,Q04_D,R261,0.9776573457486364,62,virus
qwen,4,Q04_D,R057,0.97707830213038,63,crystalline
qwen,4,Q04_D,R231,0.975034218649992,64,stoic
qwen,4,Q04_D,R036,0.9440860897208164,65,caveman
qwen,5,Q05_A,R209,0.9939302145487404,1,rogue
qwen,5,Q05_A,R138,0.9937019018690716,2,maverick
qwen,5,Q05_A,R091,0.9935012571228607,3,fixer
qwen,5,Q05_A,R199,0.9925893036473188,4,rebel
qwen,5,Q05_A,R251,0.9921516798733824,5,trickster
qwen,5,Q05_A,R050,0.9915609848164434,6,contrarian
qwen,5,Q05_A,R194,0.9913355071055866,7,provocateur
qwen,5,Q05_A,R065,0.9898612726491216,8,destroyer
qwen,5,Q05_A,R211,0.9897673280884136,9,saboteur
qwen,5,Q05_A,R067,0.9896016607600642,10,devils_advocate
qwen,5,Q05_A,R046,0.9894507984015162,11,competitor
qwen,5,Q05_A,R109,0.9893713836931092,12,hacker
qwen,5,Q05_A,R259,0.989108301290075,13,vigilante
qwen,5,Q05_A,R060,0.9887078866441174,14,cynic
qwen,5,Q05_A,R098,0.9868700049695166,15,genie
qwen,5,Q05_A,R229,0.9866957605770706,16,spy
qwen,5,Q05_A,R223,0.986468216743506,17,smuggler
qwen,5,Q05_A,R271,0.9864268390408524,18,workaholic
qwen,5,Q05_A,R111,0.9862571037258048,19,hedonist
qwen,5,Q05_A,R134,0.9860897865132652,20,luddite
qwen,5,Q05_A,R025,0.9858458635612656,21,auctioneer
qwen,5,Q05_A,R061,0.98523577938774,22,daredevil
qwen,5,Q05_A,R055,0.984014246661197,23,criminal
qwen,5,Q05_A,R126,0.9836126897767504,24,jester
qwen,5,Q05_A,R002,0.9819583854705612,25,absurdist
qwen,5,Q05_A,R165,0.9819188798368256,26,parasite
qwen,5,Q05_A,R207,0.981068176216418,27,revolutionary
qwen,5,Q05_A,R225,0.9798372277914558,28,soldier
qwen,5,Q05_A,R261,0.9794480486763696,29,virus
qwen,5,Q05_A,R148,0.979276105732716,30,narcissist
qwen,5,Q05_A,R102,0.977097988173088,31,gossip
qwen,5,Q05_A,R096,0.9766101037299312,32,gamer
qwen,5,Q05_A,R045,0.9743219300489518,33,comedian
qwen,5,Q05_A,R176,0.95027582638623,34,pirate
qwen,5,Q05_B,R014,0.9985203888413808,1,analyst
qwen,5,Q05_B,R161,0.9984979631019796,2,organizer
qwen,5,Q05_B,R206,0.998465446026949,3,reviewer
qwen,5,Q05_B,R049,0.9983936949712318,4,consultant
qwen,5,Q05_B,R240,0.998236944124177,5,synthesizer
qwen,5,Q05_B,R097,0.9981927499881222,6,generalist
qwen,5,Q05_B,R084,0.997870331984658,7,evaluator
qwen,5,Q05_B,R024,0.9977808981612396,8,assistant
qwen,5,Q05_B,R203,0.9977426390768556,9,researcher
qwen,5,Q05_B,R227,0.997722732527076,10,specialist
qwen,5,Q05_B,R124,0.9975205669287922,11,interpreter
qwen,5,Q05_B,R131,0.9974402978689282,12,librarian
qwen,5,Q05_B,R232,0.9973966003200458,13,strategist
qwen,5,Q05_B,R158,0.9972577615810192,14,observer
qwen,5,Q05_B,R051,0.9972156246919792,15,coordinator
qwen,5,Q05_B,R082,0.9971772311955328,16,engineer
qwen,5,Q05_B,R196,0.9970908751839912,17,publisher
qwen,5,Q05_B,R215,0.9970571742460176,18,scientist
qwen,5,Q05_B,R123,0.9969265121112888,19,instructor
qwen,5,Q05_B,R177,0.9968069691692696,20,planner
qwen,5,Q05_B,R094,0.996792358419244,21,forecaster
qwen,5,Q05_B,R254,0.9966969572248344,22,validator
qwen,5,Q05_B,R069,0.9966962693165412,23,dispatcher
qwen,5,Q05_B,R127,0.9966884978644172,24,journalist
qwen,5,Q05_B,R152,0.9966155598857264,25,negotiator
qwen,5,Q05_B,R086,0.9963959046206726,26,examiner
qwen,5,Q05_B,R181,0.9962508150561956,27,polymath
qwen,5,Q05_B,R012,0.9957659724281368,28,ambassador
qwen,5,Q05_B,R202,0.9957475716941614,29,reporter
qwen,5,Q05_B,R253,0.9956015986358304,30,tutor
qwen,5,Q05_B,R248,0.9955367912043416,31,trainer
qwen,5,Q05_B,R056,0.9955006382874028,32,critic
qwen,5,Q05_B,R235,0.9954888040051322,33,supervisor
qwen,5,Q05_B,R144,0.9954811235475656,34,moderator
qwen,5,Q05_B,R062,0.995418566034724,35,debugger
qwen,5,Q05_B,R214,0.9953969071099252,36,scholar
qwen,5,Q05_B,R066,0.9953530388197483,37,detective
qwen,5,Q05_B,R241,0.9952490138144524,38,teacher
qwen,5,Q05_B,R141,0.9952377336898772,39,mentor
qwen,5,Q05_B,R242,0.9950507159866572,40,technologist
qwen,5,Q05_B,R140,0.994999634983212,41,mediator
qwen,5,Q05_B,R076,0.9948350474954768,42,editor
qwen,5,Q05_B,R189,0.9948293114639468,43,producer
qwen,5,Q05_B,R128,0.9948048164032752,44,judge
qwen,5,Q05_B,R089,0.9942281911313412,45,facilitator
qwen,5,Q05_B,R071,0.9941801231247408,46,doctor
qwen,5,Q05_B,R182,0.9940346042989624,47,pragmatist
qwen,5,Q05_B,R234,0.993999988990758,48,summarizer
qwen,5,Q05_B,R169,0.993592701430558,49,perfectionist
qwen,5,Q05_B,R021,0.993537933242114,50,archivist
qwen,5,Q05_B,R222,0.9934818927477764,51,skeptic
qwen,5,Q05_B,R230,0.9933677586696356,52,statistician
qwen,5,Q05_B,R195,0.9932484894092164,53,psychologist
qwen,5,Q05_B,R213,0.9932050271599135,54,scheduler
qwen,5,Q05_B,R064,0.9930753758412286,55,designer
qwen,5,Q05_B,R095,0.9929448707278372,56,futurist
qwen,5,Q05_B,R020,0.9929419010004292,57,architect
qwen,5,Q05_B,R224,0.9929328766493456,58,sociologist
qwen,5,Q05_B,R244,0.9929325295954626,59,theorist
qwen,5,Q05_B,R026,0.9928627309009808,60,auditor
qwen,5,Q05_B,R200,0.9928273953551514,61,recruiter
qwen,5,Q05_B,R059,0.992770721088268,62,cyborg
qwen,5,Q05_B,R003,0.9927425917193315,63,accountant
qwen,5,Q05_B,R103,0.9925462217333584,64,grader
qwen,5,Q05_B,R218,0.99254104109517,65,secretary
qwen,5,Q05_B,R190,0.9924873660189942,66,programmer
qwen,5,Q05_B,R198,0.9923848457645787,67,realist
qwen,5,Q05_B,R030,0.9922004741769704,68,biologist
qwen,5,Q05_B,R074,0.9921461979125707,69,economist
qwen,5,Q05_B,R035,0.9920125886238756,70,cartographer
qwen,5,Q05_B,R217,0.9919990153777388,71,screener
qwen,5,Q05_B,R135,0.9917208635718108,72,marketer
qwen,5,Q05_B,R170,0.9915093107559274,73,pharmacist
qwen,5,Q05_B,R040,0.9912788841185334,74,chemist
qwen,5,Q05_B,R173,0.991160303803405,75,physicist
qwen,5,Q05_B,R099,0.9908211506990852,76,geographer
qwen,5,Q05_B,R113,0.990817592324156,77,historian
qwen,5,Q05_B,R137,0.990771996277027,78,mathematician
qwen,5,Q05_B,R258,0.990716417042541,79,veterinarian
qwen,5,Q05_B,R048,0.9902536708239744,80,conservator
qwen,5,Q05_B,R164,0.9901951029980812,81,paramedic
qwen,5,Q05_B,R018,0.990182041223586,82,anthropologist
qwen,5,Q05_B,R125,0.989599150760806,83,interviewer
qwen,5,Q05_B,R208,0.989584135757034,84,robot
qwen,5,Q05_B,R157,0.9895438852636628,85,nutritionist
qwen,5,Q05_B,R129,0.9890664025060872,86,lawyer
qwen,5,Q05_B,R175,0.988179414585136,87,pilot
qwen,5,Q05_B,R132,0.9881149819929638,88,linguist
qwen,5,Q05_B,R019,0.9875700097731276,89,archaeologist
qwen,5,Q05_B,R249,0.9769753712301792,90,translator
qwen,5,Q05_B,R191,0.9744742167200248,91,proofreader
qwen,5,Q05_C,R016,0.9972051975833044,1,ancient
qwen,5,Q05_C,R041,0.9960064948282364,2,chimera
qwen,5,Q05_C,R160,0.9958869242705528,3,oracle
qwen,5,Q05_C,R100,0.9951156016049136,4,ghost
qwen,5,Q05_C,R072,0.9950537547594276,5,dreamer
qwen,5,Q05_C,R112,0.9950039547924472,6,hermit
qwen,5,Q05_C,R027,0.9948479156265968,7,avatar
qwen,5,Q05_C,R073,0.9947940737491918,8,echo
qwen,5,Q05_C,R212,0.9943828839097376,9,sage
qwen,5,Q05_C,R108,0.9939658115847916,10,guru
qwen,5,Q05_C,R090,0.9938606682020444,11,familiar
qwen,5,Q05_C,R149,0.9938499117075394,12,narrator
qwen,5,Q05_C,R264,0.9938358410441462,13,wanderer
qwen,5,Q05_C,R228,0.9938022921442474,14,spirit
qwen,5,Q05_C,R220,0.9936256036820597,15,shapeshifter
qwen,5,Q05_C,R077,0.9935280509495186,16,egregore
qwen,5,Q05_C,R272,0.9928980460329966,17,wraith
qwen,5,Q05_C,R192,0.9927172204346388,18,prophet
qwen,5,Q05_C,R268,0.9925363985034032,19,wind
qwen,5,Q05_C,R205,0.9916125352805396,20,revenant
qwen,5,Q05_C,R078,0.9914966061975402,21,elder
qwen,5,Q05_C,R266,0.9911918872432102,22,whale
qwen,5,Q05_C,R116,0.9910209482901652,23,homunculus
qwen,5,Q05_C,R087,0.9908273658375673,24,exile
qwen,5,Q05_C,R174,0.9906491283826564,25,pilgrim
qwen,5,Q05_C,R079,0.9904107856617352,26,eldritch
qwen,5,Q05_C,R269,0.9896774666869111,27,witch
qwen,5,Q05_C,R101,0.989670794898818,28,golem
qwen,5,Q05_C,R263,0.989453688824066,29,void
qwen,5,Q05_C,R028,0.988779603982815,30,bard
qwen,5,Q05_C,R136,0.9885470008866036,31,martyr
qwen,5,Q05_C,R147,0.9884950365242696,32,mystic
qwen,5,Q05_C,R250,0.9879450214420308,33,tree
qwen,5,Q05_C,R017,0.987653728187478,34,angel
qwen,5,Q05_C,R023,0.9875683604228128,35,ascetic
qwen,5,Q05_C,R032,0.9875635476319088,36,bohemian
qwen,5,Q05_C,R255,0.9872929708873946,37,vampire
qwen,5,Q05_C,R009,0.9864086411565514,38,alien
qwen,5,Q05_C,R130,0.9859973719451772,39,leviathan
qwen,5,Q05_C,R146,0.9858264540039272,40,mycorrhizal
qwen,5,Q05_C,R092,0.9857145305033044,41,flaneur
qwen,5,Q05_C,R052,0.9855506026942816,42,coral_reef
qwen,5,Q05_C,R001,0.9852025032054176,43,aberration
qwen,5,Q05_C,R063,0.9851990651373048,44,demon
qwen,5,Q05_C,R210,0.9846008895715528,45,romantic
qwen,5,Q05_C,R265,0.9845820655833656,46,warrior
qwen,5,Q05_C,R219,0.9845816826044984,47,shaman
qwen,5,Q05_C,R221,0.9840305446363452,48,simulacrum
qwen,5,Q05_C,R183,0.9838000962040864,49,predator
qwen,5,Q05_C,R185,0.981641709927427,50,prey
qwen,5,Q05_C,R180,0.980268521576634,51,poet
qwen,5,Q05_C,R274,0.9785511613129272,52,zealot
qwen,5,Q05_C,R057,0.9757234874220028,53,crystalline
qwen,5,Q05_C,R231,0.9745646073516554,54,stoic
qwen,5,Q05_C,R036,0.9450678230629636,55,caveman
qwen,5,Q05_D,R273,0.9981669323968578,1,writer
qwen,5,Q05_D,R107,0.9975586535043546,2,guide
qwen,5,Q05_D,R117,0.996572034850902,3,hybrid
qwen,5,Q05_D,R053,0.9960876464549676,4,cosmopolitan
qwen,5,Q05_D,R008,0.9959724134068804,5,advocate
qwen,5,Q05_D,R058,0.995939911636429,6,curator
qwen,5,Q05_D,R252,0.9958407338026268,7,tulpa
qwen,5,Q05_D,R080,0.9957305201854056,8,emissary
