model,K,profile_id,opaque_role_id,similarity_to_centroid,within_profile_centroid_rank
qwen,4,Q04_B,R113,0.990821668701239,96
qwen,4,Q04_B,R074,0.990720863861098,97
qwen,4,Q04_B,R170,0.9905614169487541,98
qwen,4,Q04_B,R099,0.9905582125339008,99
qwen,4,Q04_B,R018,0.9905322992319254,100
qwen,4,Q04_B,R217,0.9904817102103052,101
qwen,4,Q04_B,R164,0.9904814992514174,102
qwen,4,Q04_B,R137,0.9899279510258648,103
qwen,4,Q04_B,R125,0.9898977766537531,104
qwen,4,Q04_B,R010,0.9897885981652488,105
qwen,4,Q04_B,R157,0.9893164066319429,106
qwen,4,Q04_B,R083,0.989042429298773,107
qwen,4,Q04_B,R019,0.988933188851883,108
qwen,4,Q04_B,R150,0.9888514843684584,109
qwen,4,Q04_B,R175,0.9882985752748366,110
qwen,4,Q04_B,R208,0.9876509408539933,111
qwen,4,Q04_B,R132,0.9875389624939732,112
qwen,4,Q04_B,R262,0.9874846732438287,113
qwen,4,Q04_B,R129,0.9871902839597338,114
qwen,4,Q04_B,R163,0.9855953408913334,115
qwen,4,Q04_B,R142,0.9855702856566013,116
qwen,4,Q04_B,R256,0.9841370808592799,117
qwen,4,Q04_B,R114,0.9841165052022669,118
qwen,4,Q04_B,R004,0.9834298251687356,119
qwen,4,Q04_B,R197,0.9833678733853466,120
qwen,4,Q04_B,R171,0.9829537287453086,121
qwen,4,Q04_B,R047,0.9825366630069464,122
qwen,4,Q04_B,R247,0.9805357203216787,123
qwen,4,Q04_B,R226,0.9773690774320333,124
qwen,4,Q04_B,R015,0.976595687442431,125
qwen,4,Q04_B,R249,0.9760734986703163,126
qwen,4,Q04_B,R191,0.9729883812286654,127
qwen,4,Q04_C,R031,0.9972220397360014,1
qwen,4,Q04_C,R038,0.9953701074937725,2
qwen,4,Q04_C,R179,0.9952644777289813,3
qwen,4,Q04_C,R204,0.9951010686385006,4
qwen,4,Q04_C,R104,0.9943756430103597,5
qwen,4,Q04_C,R005,0.9942638106297976,6
qwen,4,Q04_C,R011,0.9938594210763366,7
qwen,4,Q04_C,R070,0.9935180759910369,8
qwen,4,Q04_C,R252,0.9934363491219947,9
qwen,4,Q04_C,R037,0.9933666109255717,10
qwen,4,Q04_C,R237,0.9932401785344966,11
qwen,4,Q04_C,R155,0.9932399583222402,12
qwen,4,Q04_C,R166,0.9930707342309355,13
qwen,4,Q04_C,R120,0.9928861653543677,14
qwen,4,Q04_C,R119,0.9923902214703827,15
qwen,4,Q04_C,R162,0.9922564450878106,16
qwen,4,Q04_C,R154,0.9921666367900075,17
qwen,4,Q04_C,R167,0.9918474441259421,18
qwen,4,Q04_C,R068,0.9917453141955749,19
qwen,4,Q04_C,R088,0.9917245938772388,20
qwen,4,Q04_C,R159,0.9913799294169888,21
qwen,4,Q04_C,R201,0.9909283515363267,22
qwen,4,Q04_C,R034,0.990193308984461,23
qwen,4,Q04_C,R233,0.9898899694942259,24
qwen,4,Q04_C,R133,0.989498561120445,25
qwen,4,Q04_C,R081,0.9894782350736768,26
qwen,4,Q04_C,R054,0.9890370385431048,27
qwen,4,Q04_C,R267,0.9887976927185865,28
qwen,4,Q04_C,R172,0.9881315624808442,29
qwen,4,Q04_C,R122,0.9878975801489494,30
qwen,4,Q04_C,R006,0.9872577702532912,31
qwen,4,Q04_C,R143,0.9872516393502927,32
qwen,4,Q04_C,R245,0.9869223161898764,33
qwen,4,Q04_C,R145,0.9867324939388186,34
qwen,4,Q04_C,R039,0.9865773887018281,35
qwen,4,Q04_C,R193,0.9862220169686675,36
qwen,4,Q04_C,R178,0.9861329976201529,37
qwen,4,Q04_C,R085,0.9856887613763465,38
qwen,4,Q04_C,R029,0.9851068199970456,39
qwen,4,Q04_C,R110,0.9843042079628439,40
qwen,4,Q04_C,R105,0.9842278101812322,41
qwen,4,Q04_C,R139,0.9839770434003394,42
qwen,4,Q04_C,R186,0.9838082786558897,43
qwen,4,Q04_C,R257,0.9837621197175394,44
qwen,4,Q04_C,R115,0.9817459483139978,45
qwen,4,Q04_C,R236,0.9779133968809206,46
qwen,4,Q04_C,R007,0.9683751578871147,47
qwen,4,Q04_C,R243,0.9683302299452814,48
qwen,4,Q04_C,R246,0.9249413400584956,49
qwen,4,Q04_C,R121,0.9239479003543775,50
qwen,4,Q04_D,R016,0.9970476000453121,1
qwen,4,Q04_D,R041,0.9964993862013116,2
qwen,4,Q04_D,R160,0.9949900870901972,3
qwen,4,Q04_D,R072,0.9948983219373333,4
qwen,4,Q04_D,R220,0.9947689016572459,5
qwen,4,Q04_D,R149,0.9945884742400838,6
qwen,4,Q04_D,R212,0.9944482361748644,7
qwen,4,Q04_D,R027,0.9943761957460898,8
qwen,4,Q04_D,R077,0.9943340576628297,9
qwen,4,Q04_D,R100,0.9943294202189312,10
qwen,4,Q04_D,R112,0.9941658841701188,11
qwen,4,Q04_D,R264,0.9940892898652133,12
qwen,4,Q04_D,R073,0.9940139638129886,13
qwen,4,Q04_D,R108,0.9939073643605203,14
qwen,4,Q04_D,R090,0.9933025239564234,15
qwen,4,Q04_D,R228,0.9929799122821192,16
qwen,4,Q04_D,R268,0.9919964372251984,17
qwen,4,Q04_D,R078,0.9916541612089499,18
qwen,4,Q04_D,R272,0.991629693188433,19
qwen,4,Q04_D,R192,0.9913391508867893,20
qwen,4,Q04_D,R116,0.9913177422999392,21
qwen,4,Q04_D,R266,0.9909272535727914,22
qwen,4,Q04_D,R087,0.9907783994387372,23
qwen,4,Q04_D,R205,0.9907423370696445,24
qwen,4,Q04_D,R174,0.9899989836166709,25
qwen,4,Q04_D,R079,0.9896262065639523,26
qwen,4,Q04_D,R260,0.9894190341185046,27
qwen,4,Q04_D,R156,0.9893657183861061,28
qwen,4,Q04_D,R263,0.9891242917502294,29
qwen,4,Q04_D,R136,0.9887467295760589,30
qwen,4,Q04_D,R101,0.9887460915754348,31
qwen,4,Q04_D,R269,0.9886704170347429,32
qwen,4,Q04_D,R032,0.9882679914101916,33
qwen,4,Q04_D,R147,0.9877727322130085,34
qwen,4,Q04_D,R009,0.9877089849789449,35
qwen,4,Q04_D,R028,0.9875021477041457,36
qwen,4,Q04_D,R022,0.98743359382619,37
qwen,4,Q04_D,R238,0.9871575001119632,38
qwen,4,Q04_D,R250,0.9871261743014875,39
qwen,4,Q04_D,R092,0.9870133856312471,40
qwen,4,Q04_D,R017,0.9868668608810404,41
qwen,4,Q04_D,R255,0.9868344984325953,42
qwen,4,Q04_D,R023,0.9867321160736428,43
qwen,4,Q04_D,R098,0.986690675012287,44
qwen,4,Q04_D,R146,0.9862839603064837,45
qwen,4,Q04_D,R118,0.9860937841560764,46
qwen,4,Q04_D,R052,0.9860420460604069,47
qwen,4,Q04_D,R275,0.9859261671585494,48
qwen,4,Q04_D,R221,0.9856867618357918,49
qwen,4,Q04_D,R001,0.9855558563330487,50
qwen,4,Q04_D,R210,0.9852833866272716,51
qwen,4,Q04_D,R063,0.9850838818397941,52
qwen,4,Q04_D,R183,0.9849009518756136,53
qwen,4,Q04_D,R265,0.9848118566439109,54
qwen,4,Q04_D,R130,0.9844503900299697,55
qwen,4,Q04_D,R219,0.9836024620220686,56
qwen,4,Q04_D,R165,0.9824506111054583,57
qwen,4,Q04_D,R185,0.9819984580452715,58
qwen,4,Q04_D,R180,0.9791505537742715,59
qwen,4,Q04_D,R274,0.9789770139203099,60
qwen,4,Q04_D,R013,0.9783679462378528,61
qwen,4,Q04_D,R261,0.9776573457486364,62
qwen,4,Q04_D,R057,0.97707830213038,63
qwen,4,Q04_D,R231,0.9750342186499921,64
qwen,4,Q04_D,R036,0.9440860897208163,65
qwen,5,Q05_A,R209,0.9939302145487405,1
qwen,5,Q05_A,R138,0.9937019018690716,2
qwen,5,Q05_A,R091,0.9935012571228607,3
qwen,5,Q05_A,R199,0.9925893036473187,4
qwen,5,Q05_A,R251,0.9921516798733825,5
qwen,5,Q05_A,R050,0.9915609848164434,6
qwen,5,Q05_A,R194,0.9913355071055866,7
qwen,5,Q05_A,R065,0.9898612726491216,8
qwen,5,Q05_A,R211,0.9897673280884135,9
qwen,5,Q05_A,R067,0.9896016607600642,10
qwen,5,Q05_A,R046,0.9894507984015162,11
qwen,5,Q05_A,R109,0.9893713836931093,12
qwen,5,Q05_A,R259,0.989108301290075,13
qwen,5,Q05_A,R060,0.9887078866441174,14
qwen,5,Q05_A,R098,0.9868700049695166,15
qwen,5,Q05_A,R229,0.9866957605770706,16
qwen,5,Q05_A,R223,0.986468216743506,17
qwen,5,Q05_A,R271,0.9864268390408524,18
qwen,5,Q05_A,R111,0.9862571037258047,19
qwen,5,Q05_A,R134,0.9860897865132653,20
qwen,5,Q05_A,R025,0.9858458635612657,21
qwen,5,Q05_A,R061,0.9852357793877401,22
qwen,5,Q05_A,R055,0.984014246661197,23
qwen,5,Q05_A,R126,0.9836126897767505,24
qwen,5,Q05_A,R002,0.9819583854705612,25
qwen,5,Q05_A,R165,0.9819188798368256,26
qwen,5,Q05_A,R207,0.981068176216418,27
qwen,5,Q05_A,R225,0.9798372277914558,28
qwen,5,Q05_A,R261,0.9794480486763696,29
qwen,5,Q05_A,R148,0.979276105732716,30
qwen,5,Q05_A,R102,0.9770979881730881,31
qwen,5,Q05_A,R096,0.9766101037299313,32
qwen,5,Q05_A,R045,0.9743219300489518,33
qwen,5,Q05_A,R176,0.95027582638623,34
qwen,5,Q05_B,R014,0.9985203888413807,1
qwen,5,Q05_B,R161,0.9984979631019797,2
qwen,5,Q05_B,R206,0.998465446026949,3
qwen,5,Q05_B,R049,0.9983936949712318,4
qwen,5,Q05_B,R240,0.998236944124177,5
qwen,5,Q05_B,R097,0.9981927499881222,6
qwen,5,Q05_B,R084,0.997870331984658,7
qwen,5,Q05_B,R024,0.9977808981612397,8
qwen,5,Q05_B,R203,0.9977426390768556,9
qwen,5,Q05_B,R227,0.9977227325270761,10
qwen,5,Q05_B,R124,0.9975205669287922,11
qwen,5,Q05_B,R131,0.9974402978689282,12
qwen,5,Q05_B,R232,0.9973966003200458,13
qwen,5,Q05_B,R158,0.9972577615810191,14
qwen,5,Q05_B,R051,0.9972156246919792,15
qwen,5,Q05_B,R082,0.9971772311955327,16
qwen,5,Q05_B,R196,0.9970908751839913,17
qwen,5,Q05_B,R215,0.9970571742460177,18
qwen,5,Q05_B,R123,0.9969265121112888,19
qwen,5,Q05_B,R177,0.9968069691692696,20
qwen,5,Q05_B,R094,0.996792358419244,21
qwen,5,Q05_B,R254,0.9966969572248344,22
qwen,5,Q05_B,R069,0.9966962693165413,23
qwen,5,Q05_B,R127,0.9966884978644172,24
qwen,5,Q05_B,R152,0.9966155598857265,25
qwen,5,Q05_B,R086,0.9963959046206726,26
qwen,5,Q05_B,R181,0.9962508150561957,27
qwen,5,Q05_B,R012,0.9957659724281369,28
qwen,5,Q05_B,R202,0.9957475716941614,29
qwen,5,Q05_B,R253,0.9956015986358304,30
qwen,5,Q05_B,R248,0.9955367912043417,31
qwen,5,Q05_B,R056,0.9955006382874028,32
qwen,5,Q05_B,R235,0.9954888040051322,33
qwen,5,Q05_B,R144,0.9954811235475656,34
qwen,5,Q05_B,R062,0.9954185660347239,35
qwen,5,Q05_B,R214,0.9953969071099251,36
qwen,5,Q05_B,R066,0.9953530388197483,37
qwen,5,Q05_B,R241,0.9952490138144523,38
qwen,5,Q05_B,R141,0.9952377336898771,39
qwen,5,Q05_B,R242,0.9950507159866572,40
qwen,5,Q05_B,R140,0.994999634983212,41
qwen,5,Q05_B,R076,0.9948350474954768,42
qwen,5,Q05_B,R189,0.9948293114639469,43
qwen,5,Q05_B,R128,0.9948048164032751,44
qwen,5,Q05_B,R089,0.9942281911313411,45
qwen,5,Q05_B,R071,0.9941801231247409,46
qwen,5,Q05_B,R182,0.9940346042989625,47
qwen,5,Q05_B,R234,0.9939999889907579,48
qwen,5,Q05_B,R169,0.9935927014305581,49
qwen,5,Q05_B,R021,0.9935379332421141,50
qwen,5,Q05_B,R222,0.9934818927477763,51
qwen,5,Q05_B,R230,0.9933677586696357,52
qwen,5,Q05_B,R195,0.9932484894092164,53
qwen,5,Q05_B,R213,0.9932050271599137,54
qwen,5,Q05_B,R064,0.9930753758412286,55
qwen,5,Q05_B,R095,0.9929448707278372,56
qwen,5,Q05_B,R020,0.9929419010004291,57
qwen,5,Q05_B,R224,0.9929328766493455,58
qwen,5,Q05_B,R244,0.9929325295954626,59
qwen,5,Q05_B,R026,0.9928627309009808,60
qwen,5,Q05_B,R200,0.9928273953551514,61
qwen,5,Q05_B,R059,0.9927707210882679,62
qwen,5,Q05_B,R003,0.9927425917193317,63
qwen,5,Q05_B,R103,0.9925462217333584,64
qwen,5,Q05_B,R218,0.99254104109517,65
qwen,5,Q05_B,R190,0.9924873660189942,66
qwen,5,Q05_B,R198,0.9923848457645789,67
qwen,5,Q05_B,R030,0.9922004741769705,68
qwen,5,Q05_B,R074,0.9921461979125709,69
qwen,5,Q05_B,R035,0.9920125886238755,70
qwen,5,Q05_B,R217,0.9919990153777389,71
qwen,5,Q05_B,R135,0.9917208635718109,72
qwen,5,Q05_B,R170,0.9915093107559274,73
qwen,5,Q05_B,R040,0.9912788841185334,74
qwen,5,Q05_B,R173,0.991160303803405,75
qwen,5,Q05_B,R099,0.9908211506990852,76
qwen,5,Q05_B,R113,0.9908175923241559,77
qwen,5,Q05_B,R137,0.990771996277027,78
qwen,5,Q05_B,R258,0.990716417042541,79
qwen,5,Q05_B,R048,0.9902536708239743,80
qwen,5,Q05_B,R164,0.9901951029980811,81
qwen,5,Q05_B,R018,0.9901820412235859,82
qwen,5,Q05_B,R125,0.9895991507608061,83
qwen,5,Q05_B,R208,0.9895841357570341,84
qwen,5,Q05_B,R157,0.9895438852636628,85
qwen,5,Q05_B,R129,0.9890664025060872,86
qwen,5,Q05_B,R175,0.988179414585136,87
qwen,5,Q05_B,R132,0.9881149819929638,88
qwen,5,Q05_B,R019,0.9875700097731275,89
qwen,5,Q05_B,R249,0.9769753712301791,90
qwen,5,Q05_B,R191,0.9744742167200248,91
qwen,5,Q05_C,R016,0.9972051975833045,1
qwen,5,Q05_C,R041,0.9960064948282363,2
qwen,5,Q05_C,R160,0.9958869242705528,3
qwen,5,Q05_C,R100,0.9951156016049135,4
qwen,5,Q05_C,R072,0.9950537547594276,5
qwen,5,Q05_C,R112,0.9950039547924471,6
qwen,5,Q05_C,R027,0.9948479156265968,7
qwen,5,Q05_C,R073,0.9947940737491918,8
qwen,5,Q05_C,R212,0.9943828839097375,9
qwen,5,Q05_C,R108,0.9939658115847917,10
qwen,5,Q05_C,R090,0.9938606682020444,11
qwen,5,Q05_C,R149,0.9938499117075394,12
qwen,5,Q05_C,R264,0.9938358410441462,13
qwen,5,Q05_C,R228,0.9938022921442474,14
qwen,5,Q05_C,R220,0.9936256036820595,15
qwen,5,Q05_C,R077,0.9935280509495186,16
qwen,5,Q05_C,R272,0.9928980460329966,17
qwen,5,Q05_C,R192,0.9927172204346388,18
qwen,5,Q05_C,R268,0.9925363985034031,19
qwen,5,Q05_C,R205,0.9916125352805396,20
qwen,5,Q05_C,R078,0.9914966061975402,21
qwen,5,Q05_C,R266,0.9911918872432102,22
qwen,5,Q05_C,R116,0.9910209482901651,23
qwen,5,Q05_C,R087,0.9908273658375671,24
qwen,5,Q05_C,R174,0.9906491283826565,25
qwen,5,Q05_C,R079,0.9904107856617352,26
qwen,5,Q05_C,R269,0.9896774666869113,27
qwen,5,Q05_C,R101,0.9896707948988179,28
qwen,5,Q05_C,R263,0.9894536888240659,29
qwen,5,Q05_C,R028,0.988779603982815,30
qwen,5,Q05_C,R136,0.9885470008866037,31
qwen,5,Q05_C,R147,0.9884950365242696,32
qwen,5,Q05_C,R250,0.9879450214420309,33
qwen,5,Q05_C,R017,0.987653728187478,34
qwen,5,Q05_C,R023,0.9875683604228129,35
qwen,5,Q05_C,R032,0.9875635476319089,36
qwen,5,Q05_C,R255,0.9872929708873946,37
qwen,5,Q05_C,R009,0.9864086411565514,38
qwen,5,Q05_C,R130,0.9859973719451773,39
qwen,5,Q05_C,R146,0.9858264540039273,40
qwen,5,Q05_C,R092,0.9857145305033044,41
qwen,5,Q05_C,R052,0.9855506026942815,42
qwen,5,Q05_C,R001,0.9852025032054175,43
qwen,5,Q05_C,R063,0.9851990651373047,44
qwen,5,Q05_C,R210,0.9846008895715529,45
qwen,5,Q05_C,R265,0.9845820655833657,46
qwen,5,Q05_C,R219,0.9845816826044985,47
qwen,5,Q05_C,R221,0.9840305446363451,48
qwen,5,Q05_C,R183,0.9838000962040865,49
qwen,5,Q05_C,R185,0.981641709927427,50
qwen,5,Q05_C,R180,0.9802685215766339,51
qwen,5,Q05_C,R274,0.9785511613129273,52
qwen,5,Q05_C,R057,0.9757234874220027,53
qwen,5,Q05_C,R231,0.9745646073516554,54
qwen,5,Q05_C,R036,0.9450678230629637,55
qwen,5,Q05_D,R273,0.9981669323968578,1
qwen,5,Q05_D,R107,0.9975586535043546,2
qwen,5,Q05_D,R117,0.996572034850902,3
qwen,5,Q05_D,R053,0.9960876464549676,4
qwen,5,Q05_D,R008,0.9959724134068805,5
qwen,5,Q05_D,R058,0.995939911636429,6
qwen,5,Q05_D,R252,0.9958407338026267,7
qwen,5,Q05_D,R080,0.9957305201854055,8
qwen,5,Q05_D,R038,0.9955743450894373,9
qwen,5,Q05_D,R184,0.9954009968672192,10
qwen,5,Q05_D,R188,0.9952753522705788,11
qwen,5,Q05_D,R106,0.995228287424585,12
qwen,5,Q05_D,R270,0.994902547315142,13
qwen,5,Q05_D,R239,0.9947970767814193,14
qwen,5,Q05_D,R075,0.9947963572409216,15
qwen,5,Q05_D,R031,0.9945778542745636,16
qwen,5,Q05_D,R168,0.9944126132486903,17
qwen,5,Q05_D,R043,0.9941602406851295,18
qwen,5,Q05_D,R033,0.9938472257090741,19
qwen,5,Q05_D,R010,0.9936863407431364,20
qwen,5,Q05_D,R044,0.9935663290390964,21
qwen,5,Q05_D,R153,0.9935491241845344,22
qwen,5,Q05_D,R179,0.9935087255300117,23
qwen,5,Q05_D,R088,0.9934395213694868,24
qwen,5,Q05_D,R151,0.9930198584264488,25
qwen,5,Q05_D,R262,0.9929320249422449,26
qwen,5,Q05_D,R042,0.9926592175716029,27
qwen,5,Q05_D,R260,0.9923871404900289,28
qwen,5,Q05_D,R118,0.9923756499873861,29
qwen,5,Q05_D,R216,0.9922259782101568,30
qwen,5,Q05_D,R155,0.9920927829350835,31
qwen,5,Q05_D,R275,0.9916907794513397,32
qwen,5,Q05_D,R150,0.9910706818750549,33
qwen,5,Q05_D,R068,0.9908644838261021,34
qwen,5,Q05_D,R110,0.9903954554496244,35
qwen,5,Q05_D,R022,0.9903550232165571,36
qwen,5,Q05_D,R156,0.9900945074178681,37
qwen,5,Q05_D,R119,0.9894930578006191,38
qwen,5,Q05_D,R163,0.9894300864703145,39
qwen,5,Q05_D,R172,0.9892793608175351,40
qwen,5,Q05_D,R054,0.9890544556751065,41
qwen,5,Q05_D,R233,0.98900644266656,42
qwen,5,Q05_D,R083,0.9888203819038014,43
qwen,5,Q05_D,R143,0.9888097995021166,44
qwen,5,Q05_D,R159,0.9887817346642942,45
qwen,5,Q05_D,R142,0.9887407709085935,46
qwen,5,Q05_D,R039,0.988509998471577,47
qwen,5,Q05_D,R178,0.9883129881153683,48
qwen,5,Q05_D,R081,0.9880917304178694,49
qwen,5,Q05_D,R034,0.9879425915953185,50
qwen,5,Q05_D,R085,0.987775744873707,51
qwen,5,Q05_D,R256,0.9875672046597637,52
qwen,5,Q05_D,R145,0.9875284192379785,53
qwen,5,Q05_D,R245,0.9873305968744776,54
qwen,5,Q05_D,R047,0.9871443865524502,55
qwen,5,Q05_D,R238,0.9869677785400557,56
qwen,5,Q05_D,R004,0.9862707011938965,57
qwen,5,Q05_D,R114,0.9853574872698828,58
qwen,5,Q05_D,R257,0.9841329736652018,59
qwen,5,Q05_D,R171,0.9840828879616244,60
qwen,5,Q05_D,R197,0.9839920862622469,61
qwen,5,Q05_D,R139,0.983800907008832,62
qwen,5,Q05_D,R247,0.9829889563643681,63
qwen,5,Q05_D,R226,0.9821018449752353,64
qwen,5,Q05_D,R015,0.9790006355583469,65
qwen,5,Q05_E,R162,0.9945274246236998,1
qwen,5,Q05_E,R011,0.993877270514068,2
qwen,5,Q05_E,R005,0.9936696857171158,3
qwen,5,Q05_E,R204,0.9931125749106003,4
qwen,5,Q05_E,R104,0.9927284306327911,5
qwen,5,Q05_E,R120,0.992622346786328,6
qwen,5,Q05_E,R070,0.992271709889917,7
qwen,5,Q05_E,R237,0.9919407299544383,8
qwen,5,Q05_E,R037,0.9918196809840535,9
qwen,5,Q05_E,R154,0.9910291500242749,10
qwen,5,Q05_E,R167,0.9902358773716323,11
qwen,5,Q05_E,R166,0.99023172781453,12
qwen,5,Q05_E,R006,0.9893896520852841,13
qwen,5,Q05_E,R201,0.9887811966353262,14
qwen,5,Q05_E,R133,0.9885152251370153,15
qwen,5,Q05_E,R267,0.9877024423106928,16
qwen,5,Q05_E,R186,0.9866482785159212,17
