model,K,fit_status,valid_starts,best_seed,best_objective,objective_per_role,objective_min,objective_max,objective_sd,best_to_second_objective_gap,best_iterations,start_ari_median,start_ari_p10,start_ari_minimum,start_nmi_median,start_ari_share_ge_0_90,start_ari_share_ge_0_75,start_stability,valid_subsample_refits,subsample_ari_median,subsample_ari_p10,subsample_ari_minimum,subsample_nmi_median,subsample_ari_share_ge_0_75,subsample_stability,minimum_cluster_size,maximum_cluster_size,cluster_sizes,small_cluster_warning,elapsed_seconds
qwen,4,available,100,2026562,272.03551673601703,0.9892200608582438,271.4111622346617,272.03551673601703,0.0931371628596409,0.00024903126950448495,3,0.7867143063987592,0.5810464925119608,0.5207920722276826,0.7235781810444728,0.1,0.54,moderate,50,0.8968681692609819,0.5788592171187277,0.5613055240782789,0.8361323219114829,0.58,moderate,33,127,Q04_A:33;Q04_B:127;Q04_C:50;Q04_D:65,False,3.49381422996521
qwen,5,available,100,2026636,272.20939712167007,0.9898523531697093,272.00492487273317,272.20939712167007,0.050270638042037394,0.0006183341940868559,8,0.668461780311206,0.5830539912083639,0.48463686105581816,0.704430632517715,0.03,0.2,low,50,0.6929756262177655,0.6243046885597912,0.6035696303210338,0.7148264890686922,0.14,low,30,91,Q05_A:34;Q05_B:91;Q05_C:55;Q05_D:65;Q05_E:30,False,4.288618087768555
qwen,6,available,100,2026710,272.3538578904973,0.9903776650563538,272.1157313738797,272.3538578904973,0.053857118989558056,0.0012766822493404106,12,0.7569452239319449,0.6764853039291974,0.6025427589514335,0.7428546460480165,0.22,0.53,moderate,50,0.875964086809095,0.7300322399586444,0.6321204613722122,0.8400097578194086,0.88,moderate,7,102,Q06_A:29;Q06_B:42;Q06_C:7;Q06_D:53;Q06_E:102;Q06_F:42,False,4.24311089515686
qwen,7,available,100,2026830,272.44102642241484,0.9906946415360539,272.1652701895188,272.44102642241484,0.051675803028299314,0.0002222393355850727,9,0.7243691652038908,0.6148179752667802,0.47805928084431354,0.7366034213158879,0.04,0.44,low,50,0.7964064024503543,0.6834919506641373,0.5797555202743285,0.7905572843273467,0.66,moderate,3,93,Q07_A:8;Q07_B:93;Q07_C:28;Q07_D:55;Q07_E:45;Q07_F:43;Q07_G:3,True,4.37188982963562
qwen,8,available,100,2026990,272.51214888071263,0.9909532686571368,272.2977216769649,272.51214888071263,0.04271560769714532,0.005822369377881387,26,0.6330316941252137,0.5460453360181986,0.4257282586897047,0.705878055216125,0.01,0.11,low,50,0.6427130634517565,0.572550628180768,0.4959854884639474,0.7200071992214412,0.22,low,2,77,Q08_A:31;Q08_B:48;Q08_C:36;Q08_D:2;Q08_E:77;Q08_F:3;Q08_G:28;Q08_H:50,True,3.9083590507507324
qwen,9,available,100,2027087,272.57382392681086,0.9911775415520395,272.346886160652,272.57382392681086,0.04378343720421088,0.000843780316131415,12,0.6599571303226024,0.5195942973736623,0.3996178094218712,0.7015045524615546,0.01,0.09,low,50,0.6215442249207881,0.5007302663094351,0.4604817136206383,0.7205285809553673,0.2,low,1,88,Q09_A:27;Q09_B:88;Q09_C:7;Q09_D:26;Q09_E:2;Q09_F:1;Q09_G:48;Q09_H:48;Q09_I:28,True,4.281598091125488
qwen,10,available,100,2027108,272.6467171402794,0.9914426077828342,272.41055218362624,272.6467171402794,0.039373329133493694,0.005016556563816721,11,0.6122972663224586,0.48351774760032934,0.4239224923801714,0.6875500141860202,0.01,0.07,low,50,0.6292943668039926,0.46552621088822776,0.39675384438722605,0.6911316821196054,0.1,low,2,82,Q10_A:35;Q10_B:13;Q10_C:42;Q10_D:21;Q10_E:30;Q10_F:2;Q10_G:3;Q10_H:82;Q10_I:10;Q10_J:37,True,3.843261241912842
