persona,pearson_qwen_llama,pearson_qwen_gemma,pearson_llama_gemma,pearson_mean,pearson_min,pearson_max,raw_profile_pearson_mean,standardized_rmse_mean,category,mean_trait_score_influence,max_trait_score_influence
luddite,0.8334780665724427,0.8508714868362914,0.8699784466067718,0.8514426666718352,0.8334780665724427,0.8699784466067718,0.7026722359028744,0.7911779974479662,all_three_strong,0.001216421065080607,0.008537731948962568
marketer,0.8806747822764027,0.9073994938569467,0.9219048750997983,0.9033263837443827,0.8806747822764027,0.9219048750997983,0.8089233217402633,0.32561130562113266,all_three_strong,0.000408322476767059,0.0028262186552253654
martyr,0.8758220939719017,0.8777460166209723,0.8396806557384546,0.8644162554437762,0.8396806557384546,0.8777460166209723,0.7607178623117911,0.4518426612540594,all_three_strong,0.0005905804410639577,0.008836837857764013
mathematician,0.8448144973507585,0.8281197724801902,0.877155135428181,0.8500298017530433,0.8281197724801902,0.877155135428181,0.7866873495002843,0.4413002849449341,all_three_strong,0.000463584868375012,0.003757497214702976
maverick,0.8642397674694425,0.9208789654140025,0.9295299976060428,0.9048829101631627,0.8642397674694425,0.9295299976060428,0.7209713637405866,0.5360444785988207,all_three_strong,0.0013829230003619638,0.01721293561344739
mechanic,0.8040098361877592,0.7420059625218106,0.7945718181093959,0.7801958722729886,0.7420059625218106,0.8040098361877592,0.775751978775347,0.5230777229463125,all_three_strong,0.0006286688991239749,0.003931117754360336
mediator,0.8856040460646248,0.955192822331939,0.9224590540230083,0.9210853074731907,0.8856040460646248,0.955192822331939,0.8243041343424471,0.37977863325921546,all_three_strong,0.0005674532753249174,0.003470055857286547
mentor,0.8965469205885181,0.9520121711316126,0.9215272291240797,0.9233621069480703,0.8965469205885181,0.9520121711316126,0.8182304293729157,0.2995399013215612,all_three_strong,0.0004084991916240864,0.0023702419686073006
merchant,0.47619191218763157,0.5750984549246172,0.5577651548590301,0.536351840657093,0.47619191218763157,0.5750984549246172,0.7913953681333319,0.3216698838691311,weak_or_mixed,0.0002780782717005323,0.001527417396680164
minimalist,0.7967189049281471,0.699719084574996,0.7124609447193144,0.7362996447408192,0.699719084574996,0.7967189049281471,0.8092306426597865,0.4688149726547008,all_three_strong,0.0004932707920032545,0.006000531095564032
moderator,0.8905316618074424,0.8444782462760407,0.8516804895645474,0.8622301325493434,0.8444782462760407,0.8905316618074424,0.8214387323011357,0.6331910459312772,all_three_strong,0.0007861676053122561,0.007244017972492772
musician,0.7861838574010109,0.9194593990387774,0.8766097646638031,0.8607510070345304,0.7861838574010109,0.9194593990387774,0.7907089434251219,0.3322620766063003,all_three_strong,0.00034458739308981036,0.0022264491709166334
mycorrhizal,0.7658724447879487,0.8694782055515029,0.7131000329033373,0.7828168944142629,0.7131000329033373,0.8694782055515029,0.7934366633326279,0.46388871243373736,all_three_strong,0.0005742169636166786,0.004677211311709173
mystic,0.9052524070611383,0.9136683185599148,0.9229298270359558,0.913950184219003,0.9052524070611383,0.9229298270359558,0.7794836217868717,0.43802123369159646,all_three_strong,0.000893955481618085,0.008693745267704667
narcissist,0.8868810212910245,0.8910053459605127,0.950104636581078,0.9093303346108718,0.8868810212910245,0.950104636581078,0.636931815597315,0.7806370822177361,all_three_strong,0.00212729746065835,0.018818432934985294
narrator,0.8429180645694435,0.8809661580948909,0.9109836147056435,0.878289279123326,0.8429180645694435,0.9109836147056435,0.7597297185588886,0.4141520521266037,all_three_strong,0.0006012697856556115,0.0030651481469465003
naturalist,0.8263461970165034,0.8354765507508821,0.9159901668776583,0.859270971548348,0.8263461970165034,0.9159901668776583,0.8038503794311432,0.29954645537063423,all_three_strong,0.0003092082802815789,0.006157270516227498
navigator,0.8753381770464537,0.8693023422329527,0.831124263836276,0.8585882610385608,0.831124263836276,0.8753381770464537,0.8095992806708098,0.2750072707251035,all_three_strong,0.00022598378559621123,0.0016281256902735963
negotiator,0.8781474074950429,0.9441168463299676,0.9484184528629455,0.9235609022293186,0.8781474074950429,0.9484184528629455,0.8157642802574577,0.31154444378194773,all_three_strong,0.0003900269415731077,0.0018589866530224208
networker,0.8799791566737752,0.9220368242312149,0.9227997197386305,0.9082719002145402,0.8799791566737752,0.9227997197386305,0.822251951098738,0.3126980813025355,all_three_strong,0.00040721136402169824,0.0033280599620958418
newlywed,0.8697987633936836,0.8997146688914615,0.885116479725958,0.8848766373370344,0.8697987633936836,0.8997146688914615,0.8108979257185208,0.5740741882077744,all_three_strong,0.0010953525315601188,0.006778360678193263
nomad,0.8468043483486682,0.8671613663425826,0.9084548568848422,0.8741401905253644,0.8468043483486682,0.9084548568848422,0.7893819028914869,0.304060444830864,all_three_strong,0.0003199236591627316,0.003230306895386559
novelist,0.8010005045905616,0.9210636505592752,0.8726813219945045,0.8649151590481138,0.8010005045905616,0.9210636505592752,0.7707094096928797,0.2861314787925823,all_three_strong,0.00046772797036088987,0.004426937911182177
nutritionist,0.8666779860968667,0.8787194560318132,0.895412060249098,0.880269834125926,0.8666779860968667,0.895412060249098,0.8162999121578084,0.48604131501013326,all_three_strong,0.0005507642647697349,0.003672064591162927
observer,0.8442084303862304,0.9291422487106273,0.8643720811926343,0.8792409200964973,0.8442084303862304,0.9291422487106273,0.8029342413942677,0.5098128100508772,all_three_strong,0.0006542222823122904,0.005561625054207486
optimist,0.8187793061529698,0.9069660202015948,0.8933190209964246,0.8730214491169964,0.8187793061529698,0.9069660202015948,0.8156379230694002,0.539829107991794,all_three_strong,0.0009068882603670313,0.010935403315546322
oracle,0.8784908455673749,0.922731949864311,0.9084041566682274,0.9032089840333044,0.8784908455673749,0.922731949864311,0.7652767854375804,0.4246157960285713,all_three_strong,0.0007851837551698136,0.0033919181889019434
organizer,0.8967011455183171,0.9556812883987421,0.9439751519968753,0.9321191953046449,0.8967011455183171,0.9556812883987421,0.8151813120763934,0.34495716836881735,all_three_strong,0.0006992577205866538,0.003628142064229123
orphan,0.8558440387067635,0.9164970852109722,0.8635071310459157,0.8786160849878838,0.8558440387067635,0.9164970852109722,0.7779473623590505,0.5680808738512785,all_three_strong,0.0010420528757016164,0.007155027493684574
pacifist,0.7482857635737475,0.7978081279563589,0.7255348392256161,0.7572095769185743,0.7255348392256161,0.7978081279563589,0.8114708369664623,0.6855281542593903,all_three_strong,0.0010843963878456237,0.010471857809156226
paramedic,0.7863223941612657,0.6932930944614448,0.8218958710336992,0.7671704532188034,0.6932930944614448,0.8218958710336992,0.7997548124637525,0.4292325384649196,all_three_strong,0.0004954684851922017,0.0036164031148803732
parasite,0.7991602445212185,0.8684927686421648,0.7706600120621901,0.8127710084085246,0.7706600120621901,0.8684927686421648,0.7440262635462279,0.5010388974087511,all_three_strong,0.0005368532012382445,0.00490999066724096
parent,0.8191982405972732,0.8306930240799076,0.9037157116344308,0.8512023254372038,0.8191982405972732,0.9037157116344308,0.809942107567188,0.5032646337733294,all_three_strong,0.0007815989595706941,0.0049049420792268705
patient,0.814291903928764,0.8530427212599113,0.8751248126644031,0.8474864792843594,0.814291903928764,0.8751248126644031,0.8019351594957579,0.500176498268249,all_three_strong,0.0008695547938531481,0.004717254053951403
peacekeeper,0.8348931526938198,0.8751561747671025,0.9073495907547282,0.8724663060718836,0.8348931526938198,0.9073495907547282,0.824312927905649,0.4564638480924022,all_three_strong,0.000594193132323933,0.003847028812641314
perfectionist,0.8806792625858941,0.9212964421886659,0.9113597945752981,0.9044451664499528,0.8806792625858941,0.9212964421886659,0.7699222700655385,0.36074607022603145,all_three_strong,0.0005013627488689601,0.0056311165414446585
pharmacist,0.804086413064479,0.8205757349758268,0.9199005365805117,0.8481875615402726,0.804086413064479,0.9199005365805117,0.8048683695333678,0.5573331731890401,all_three_strong,0.0006941340541463217,0.004823283317294091
philosopher,0.8536236853059962,0.9362843473947626,0.8886184291494439,0.8928421539500676,0.8536236853059962,0.9362843473947626,0.7780265885599035,0.43302693883696564,all_three_strong,0.0008318809486962101,0.00752291469463956
photographer,0.8324198515764977,0.8018219714121896,0.8403501158424201,0.8248639796103691,0.8018219714121896,0.8403501158424201,0.7935025684649112,0.29138976451675314,all_three_strong,0.0002436547811417694,0.0020332132413435344
physicist,0.8382662976340478,0.8438970554321203,0.8721714640522328,0.8514449390394669,0.8382662976340478,0.8721714640522328,0.7892472149686306,0.39399045095660684,all_three_strong,0.00040378405088831713,0.0027523072158781026
pilgrim,0.884014722158684,0.8193846977193778,0.8467160256239525,0.8500384818340048,0.8193846977193778,0.884014722158684,0.78486726342995,0.5913110137920042,all_three_strong,0.0009682968395444379,0.008491929639145968
pilot,0.8213139681306187,0.7433312537590948,0.8350314101042082,0.7998922106646406,0.7433312537590948,0.8350314101042082,0.7947926816169852,0.3860781572216729,all_three_strong,0.00039034782972349107,0.002793387214977683
pirate,0.8404173195319987,0.9292494488918552,0.819049239491306,0.8629053359717199,0.819049239491306,0.9292494488918552,0.7202860745193386,0.763884948065269,all_three_strong,0.0016688489588399312,0.008371742265701976
planner,0.8951464278959009,0.9500201552469985,0.9383898069714861,0.9278521300381285,0.8951464278959009,0.9500201552469985,0.8133013020152721,0.3826035532614096,all_three_strong,0.0008279762434282127,0.0053372131227740205
playwright,0.668332753528219,0.7487849463042233,0.4787930924134215,0.6319702640819546,0.4787930924134215,0.7487849463042233,0.7748581675906245,0.36053424534203665,weak_or_mixed,0.00034402665342481983,0.0023793373317557986
podcaster,0.7821213129849229,0.7855005971523361,0.8461562477290895,0.8045927192887828,0.7821213129849229,0.8461562477290895,0.790735216039654,0.45992882204244695,all_three_strong,0.000715620227688381,0.009227851246003671
poet,0.8339794529384508,0.7973315815450185,0.8651246859106605,0.8321452401313766,0.7973315815450185,0.8651246859106605,0.7495575824428089,0.6516468585080487,all_three_strong,0.001102629683372346,0.005609359743639297
polymath,0.8583941789558942,0.8462323478096974,0.8889612818113825,0.864529269525658,0.8462323478096974,0.8889612818113825,0.8020677816762047,0.4446580514827128,all_three_strong,0.0006252128731772003,0.007126761197226716
pragmatist,0.8855558667351471,0.9319795687941254,0.896602692292568,0.9047127092739468,0.8855558667351471,0.9319795687941254,0.7999078812621336,0.33638907540041246,all_three_strong,0.00039881150814635746,0.0027284673798537162
predator,0.7802824107849521,0.9260906981120368,0.871576697983966,0.8593166022936516,0.7802824107849521,0.9260906981120368,0.7593431673901945,0.46759485840274656,all_three_strong,0.000608075472734305,0.003198775222972239
presenter,0.901345424293658,0.83176311288823,0.7177095556828216,0.8169393642882365,0.7177095556828216,0.901345424293658,0.815691230866261,0.36514674668333164,all_three_strong,0.00039333247167532107,0.0025208886146613485
prey,0.5647326389400191,0.8386826590145104,0.6692516582661725,0.6908889854069007,0.5647326389400191,0.8386826590145104,0.7627780499610113,0.7370176404437131,all_three_strong,0.0015430516774992914,0.00726699945890652
prisoner,0.8557930913648917,0.9354741111211712,0.8385873521057465,0.8766181848639366,0.8385873521057465,0.9354741111211712,0.7300637233028056,0.7008877346011587,all_three_strong,0.0012497829693541085,0.005726958866858922
procrastinator,0.7509348545196687,0.9340531140263946,0.8362535416960368,0.8404138367473667,0.7509348545196687,0.9340531140263946,0.661309886899823,1.2134324869897994,all_three_strong,0.004485462830848373,0.03407949925477882
prodigy,0.6943498688701417,0.7745451459821132,0.6252880061204253,0.6980610069908934,0.6252880061204253,0.7745451459821132,0.7892673403180228,0.43372379990112186,all_three_strong,0.0006487609747423312,0.0034533694299536954
producer,0.8750049926029659,0.8845348129007392,0.8938359463851515,0.8844585839629522,0.8750049926029659,0.8938359463851515,0.8065859746953535,0.318148156958513,all_three_strong,0.00034937373037722825,0.0019023122556620087
programmer,0.8277198775078615,0.7961105406284865,0.8884535099729634,0.837427976036437,0.7961105406284865,0.8884535099729634,0.7965399472036948,0.3757536625557512,all_three_strong,0.00037632980076420723,0.002749988863461672
proofreader,0.7373189798379558,0.7423227500111864,0.5636997231050316,0.6811138176513912,0.5636997231050316,0.7423227500111864,0.7955018005074587,0.9546563096294262,all_three_strong,0.0013811130163600873,0.017055291581825394
prophet,0.8957698848892359,0.9049826858757711,0.9245230853869967,0.9084252187173346,0.8957698848892359,0.9245230853869967,0.7472601666644852,0.46401900442336536,all_three_strong,0.0010433452941154685,0.00530316799699404
provincial,0.6278233932054542,0.8207964325544649,0.8212598556656546,0.7566265604751913,0.6278233932054542,0.8212598556656546,0.7663016341469863,0.8237295189928703,all_three_strong,0.0020933161560395706,0.00943041226469249
provocateur,0.9065493126881768,0.9534848152476827,0.9485943905369358,0.9362095061575983,0.9065493126881768,0.9534848152476827,0.6671259635985692,0.5801611502865263,all_three_strong,0.002247756423683294,0.015174159491265216
psychologist,0.8879320538234333,0.9327088453167397,0.9106020871262672,0.91041432875548,0.8879320538234333,0.9327088453167397,0.8134044552110841,0.3840690348710612,all_three_strong,0.0005305416150074645,0.0031391884415726268
publisher,0.819116424538476,0.885423950884477,0.9231939615378651,0.875911445653606,0.819116424538476,0.9231939615378651,0.8043646360852655,0.3668950496795143,all_three_strong,0.00045358037092006954,0.002877687710874377
purist,0.7915343108917763,0.9201467959409975,0.8647181649097627,0.8587997572475121,0.7915343108917763,0.9201467959409975,0.736127209995896,0.6008024980352752,all_three_strong,0.0016148499095373877,0.01147760708246448
realist,0.8566087820813211,0.9163368426916965,0.8852017954912251,0.8860491400880809,0.8566087820813211,0.9163368426916965,0.7812789130187928,0.33893038020095534,all_three_strong,0.0004261417735084017,0.0035613922292194178
rebel,0.9021535586238705,0.9569741371507193,0.9468317439539906,0.9353198132428601,0.9021535586238705,0.9569741371507193,0.687915830857424,0.5254709968307459,all_three_strong,0.0018540805290591825,0.014436878195860814
recruiter,0.8732111160220863,0.9148546688322658,0.9223710806759537,0.9034789551767686,0.8732111160220863,0.9223710806759537,0.8126402113811811,0.31442993607426345,all_three_strong,0.0004343750933755759,0.0019373247103442737
refugee,0.8120669999987036,0.7884697159759971,0.7743516981346006,0.7916294713697671,0.7743516981346006,0.8120669999987036,0.8044608063068011,0.5009368128113602,all_three_strong,0.0005902452979836037,0.0036823684474415197
reporter,0.7448778068846594,0.7694763973113663,0.8730128401779174,0.7957890147913144,0.7448778068846594,0.8730128401779174,0.7951225845793557,0.36701071055065676,all_three_strong,0.0003056059329525108,0.001980849772923149
researcher,0.8603261322575151,0.9335634916166269,0.929136655366571,0.907675426413571,0.8603261322575151,0.9335634916166269,0.8045845390313303,0.4561975746668343,all_three_strong,0.0008645078784142739,0.004111356194577809
retiree,0.8385520999909442,0.8635126980616041,0.9135224658377713,0.8718624212967732,0.8385520999909442,0.9135224658377713,0.7915506823075659,0.40956360921639834,all_three_strong,0.0005569790631226222,0.0038092514816617795
revenant,0.8277525012624404,0.9108402166297809,0.9213901264810563,0.886660948124426,0.8277525012624404,0.9213901264810563,0.7417995898699282,0.48732629774430336,all_three_strong,0.0009496089125280042,0.0045856666403200075
reviewer,0.8362918432723574,0.9003420569104812,0.9289535604333502,0.8885291535387295,0.8362918432723574,0.9289535604333502,0.8044774640556153,0.4652784142889632,all_three_strong,0.0008430157380925914,0.003297932969464179
revolutionary,0.8669838443120877,0.9376147283263242,0.8664176959248834,0.8903387561877651,0.8664176959248834,0.9376147283263242,0.7318157054767364,0.4782193814079309,all_three_strong,0.0009271368040300129,0.014734116611273829
robot,0.8795175870928342,0.8842320631327688,0.9005315580657853,0.8880937360971295,0.8795175870928342,0.9005315580657853,0.7876760698595997,0.7885640439065352,all_three_strong,0.0015887182582610222,0.014530832326366705
rogue,0.8696920395245781,0.947299483919517,0.9275665009070327,0.9148526747837092,0.8696920395245781,0.947299483919517,0.7220542793665672,0.435896567719175,all_three_strong,0.0008429880776001699,0.006125122505855285
romantic,0.8322733461248755,0.7949795490155578,0.8956801954959033,0.8409776968787789,0.7949795490155578,0.8956801954959033,0.7833722654543883,0.6390131718443047,all_three_strong,0.0012888834211564457,0.00736686741001763
saboteur,0.8342055051820593,0.9130454021543503,0.880925635054981,0.8760588474637968,0.8342055051820593,0.9130454021543503,0.7459193648235632,0.45391039641339354,all_three_strong,0.0005380938346712334,0.004237969895263205
sage,0.877580501637568,0.9124345819151832,0.8941528067985378,0.8947226301170964,0.877580501637568,0.9124345819151832,0.7881357687219785,0.4191008558352598,all_three_strong,0.0007869114688374881,0.0055835806513036546
scheduler,0.8597989509777262,0.8786576359269233,0.8540140841092566,0.8641568903379687,0.8540140841092566,0.8786576359269233,0.8098787208262683,0.45735029792929893,all_three_strong,0.0006692743279979202,0.004276311477881628
scholar,0.8457578553359313,0.9357596347560643,0.890526774912395,0.8906814216681301,0.8457578553359313,0.9357596347560643,0.7912915036755769,0.5005350007447426,all_three_strong,0.0008835943737693502,0.0052218207667599215
scientist,0.8728316441774291,0.9151643277449699,0.9281014636180376,0.9053658118468122,0.8728316441774291,0.9281014636180376,0.8015090312879325,0.46843711679605393,all_three_strong,0.0008121964784102341,0.004884231054511301
scout,0.7535386301247946,0.8858008840755627,0.787136026896413,0.8088251803655901,0.7535386301247946,0.8858008840755627,0.7950745871272966,0.24688260984560836,all_three_strong,0.0001814214866875357,0.000983470864636904
screener,0.8033613224273469,0.8666706539460168,0.8280611673027911,0.8326977145587183,0.8033613224273469,0.8666706539460168,0.80199864521114,0.6535587715415442,all_three_strong,0.001000153126124128,0.00531736678309086
secretary,0.8349786796472445,0.8815186728310985,0.8973743873362771,0.8712905799382066,0.8349786796472445,0.8973743873362771,0.8047345392898229,0.586676491160563,all_three_strong,0.0010330782473146152,0.005471247651005262
shaman,0.8967158772829089,0.8617662008831797,0.8983192377940732,0.8856004386533872,0.8617662008831797,0.8983192377940732,0.7938732675213555,0.4628475134374928,all_three_strong,0.0007247626305141668,0.009637053314948962
shapeshifter,0.688381318231185,0.8540887866968694,0.6180187949910015,0.7201629666396854,0.6180187949910015,0.8540887866968694,0.7872342523206504,0.35364235732706367,all_three_strong,0.0004216233967326344,0.0023656683610839835
simulacrum,0.8468520114368694,0.8179302762391234,0.8194168726504635,0.8280663867754855,0.8179302762391234,0.8468520114368694,0.7452915317030707,0.5949414417400823,all_three_strong,0.0009838259212675566,0.017478320727513263
skeptic,0.7474451093503933,0.7991803957311543,0.8355609440093237,0.794062149696957,0.7474451093503933,0.8355609440093237,0.7756638032642682,0.5624981782743833,all_three_strong,0.0007145100038408301,0.008647933008051112
smuggler,0.826476901946096,0.9535913375457156,0.8938171646392796,0.8912951347103638,0.826476901946096,0.9535913375457156,0.7170128697836234,0.6207646165371982,all_three_strong,0.0015693708096580564,0.008545885748558413
sociologist,0.8295442334836323,0.9056130309547977,0.9377092785256664,0.8909555143213654,0.8295442334836323,0.9377092785256664,0.802709132381799,0.4141081909654572,all_three_strong,0.0006291920214890064,0.0047574017820136705
soldier,0.9115738978647604,0.9400570713334964,0.9137700036149813,0.9218003242710794,0.9115738978647604,0.9400570713334964,0.7582572430379084,0.35442816461473203,all_three_strong,0.0006458808112378308,0.006490804399636979
sommelier,0.8444436657705435,0.8008559481325722,0.79400387833016,0.8131011640777586,0.79400387833016,0.8444436657705435,0.7968378725555456,0.2833459476629168,all_three_strong,0.00017421469439669017,0.0024804825625356353
specialist,0.8686393164548782,0.9036337509408805,0.8888535340083407,0.8870422004680331,0.8686393164548782,0.9036337509408805,0.7954687275416523,0.45225037884062586,all_three_strong,0.0007053836209272315,0.004236700386922088
spirit,0.836151953916999,0.8866534765325271,0.8898329994907649,0.8708794766467637,0.836151953916999,0.8898329994907649,0.7836277297888373,0.49584843642742804,all_three_strong,0.0010245506997670444,0.006530692123445758
spy,0.8312255079768991,0.8757735780347105,0.8899812247985721,0.8656601036033938,0.8312255079768991,0.8899812247985721,0.7498784059702094,0.40901225904291216,all_three_strong,0.00046683864171873866,0.003506144845654202
statistician,0.880580178891683,0.85765921358006,0.8917486852819138,0.8766626925845523,0.85765921358006,0.8917486852819138,0.7950563130170498,0.4975330740926762,all_three_strong,0.0007371721759004415,0.006747870174332982
stoic,0.8794008390871193,0.9235488371848241,0.8836399932864217,0.8955298898527883,0.8794008390871193,0.9235488371848241,0.7703337421216266,0.5765776346105089,all_three_strong,0.001329711262712959,0.012331053213723797
strategist,0.8769706454811296,0.9343877349622902,0.9369567235924263,0.9161050346786154,0.8769706454811296,0.9369567235924263,0.8091902137316951,0.39169993761266214,all_three_strong,0.0006911444968802035,0.004864778643840384
student,0.8766237490293324,0.8636639740350609,0.8843815017663085,0.8748897416102338,0.8636639740350609,0.8843815017663085,0.8091101780434297,0.5550994676969774,all_three_strong,0.0008270811744832817,0.006930787578361242
summarizer,0.841560578673369,0.874994490002594,0.9484647036720104,0.888339924115991,0.841560578673369,0.9484647036720104,0.8229831595581768,0.5493365054695877,all_three_strong,0.0012170322332691929,0.017416792977170692
supervisor,0.833430248559991,0.9027990291146161,0.9316754554173249,0.8893015776973107,0.833430248559991,0.9316754554173249,0.8087434681038711,0.48454515595124636,all_three_strong,0.0008416461081150569,0.0037878408010962317
surfer,0.73483933426783,0.9164066125207533,0.8220213311089835,0.8244224259658557,0.73483933426783,0.9164066125207533,0.7570858023402848,0.7484139842594276,all_three_strong,0.0014660582195620022,0.008915296020230112
survivor,0.785083792299658,0.8571206459173439,0.8339443879273615,0.8253829420481211,0.785083792299658,0.8571206459173439,0.7888384523121768,0.47763420944856144,all_three_strong,0.0007766915292197582,0.007245727475802655
swarm,0.8235922866803174,0.865381500453928,0.7539635935264359,0.8143124602202271,0.7539635935264359,0.865381500453928,0.7890321529397504,0.4147442229166691,all_three_strong,0.000492128743513716,0.0033982359754005653
symbiont,0.9069184703194915,0.9121642676070575,0.8646055318855224,0.8945627566040238,0.8646055318855224,0.9121642676070575,0.8116816726123646,0.2716047745427758,all_three_strong,0.0002773427809873913,0.0035839124446915283
synthesizer,0.8474238963728394,0.9176749832190948,0.8833465960145304,0.8828151585354882,0.8474238963728394,0.9176749832190948,0.808998982767766,0.361178333879636,all_three_strong,0.0004486458401211403,0.002164276847858637
teacher,0.8850760348091808,0.8860316998210488,0.7834678446880389,0.8515251931060895,0.7834678446880389,0.8860316998210488,0.8207425933411706,0.43575224835412474,all_three_strong,0.0006594301864938486,0.003932563140364886
technologist,0.86319350543337,0.8758113068944727,0.9386021148083789,0.8925356423787405,0.86319350543337,0.9386021148083789,0.8007203244853646,0.29749618279981516,all_three_strong,0.0003521182368391347,0.005445089136056014
teenager,0.8340447849298882,0.9428670080686121,0.85779791472671,0.8782365692417368,0.8340447849298882,0.9428670080686121,0.7182985826115362,1.0054221776832428,all_three_strong,0.0036299796613711594,0.01737039614240099
theorist,0.837264663081507,0.9085715099264234,0.9093489409310735,0.8850617046463346,0.837264663081507,0.9093489409310735,0.7925706738688257,0.46134850209857037,all_three_strong,0.0008465503186621731,0.004326581563522058
therapist,0.8388013164557263,0.8867555836173976,0.8623481102800239,0.8626350034510493,0.8388013164557263,0.8867555836173976,0.834125552729024,0.5656475657769781,all_three_strong,0.0009561094046356807,0.0055613974646818165
toddler,0.6465232177008082,0.8290774467150467,0.8640731131335885,0.7798912591831478,0.6465232177008082,0.8640731131335885,0.7137304367108807,1.6174053114686309,all_three_strong,0.007631307515806345,0.039466297676361894
traditionalist,0.7658249246137437,0.8926371536934884,0.8392190003286059,0.8325603595452793,0.7658249246137437,0.8926371536934884,0.7682051856840298,0.5853112373949568,all_three_strong,0.0014563842792814526,0.02829879137421132
trainer,0.9146928101727316,0.9518016337500604,0.9187779520110988,0.9284241319779637,0.9146928101727316,0.9518016337500604,0.8157710024671596,0.3231200093409047,all_three_strong,0.0005270631985655729,0.004378329418388116
translator,0.3919120645009762,0.7211397634474757,0.8049868977197349,0.6393462418893955,0.3919120645009762,0.8049868977197349,0.7987843434635747,0.7769257204184683,weak_or_mixed,0.001195329527557251,0.016415435466226203
tree,0.7831958946067661,0.7993309114498063,0.8521997028640649,0.8115755029735457,0.7831958946067661,0.8521997028640649,0.7826046826696805,0.549340524036631,all_three_strong,0.0007874157580363731,0.004826761371952704
trickster,0.863539910616941,0.8967178736010794,0.8897868375147149,0.8833482072442451,0.863539910616941,0.8967178736010794,0.7187236052271317,0.5725580282825652,all_three_strong,0.0011820269892175504,0.008551374340558027
tulpa,0.8045854918090152,0.5729252347971496,0.5841790971015572,0.653896607902574,0.5729252347971496,0.8045854918090152,0.7943894274896192,0.3884533124722683,all_three_strong,0.0003481657039737304,0.0026287025101768002
tutor,0.9070982998063118,0.8933425973144893,0.8248596299206323,0.8751001756804779,0.8248596299206323,0.9070982998063118,0.8165734925621547,0.408321576023223,all_three_strong,0.0006099947047374973,0.0034458306476490286
validator,0.8644687035543955,0.8886920294938239,0.9345741624718223,0.8959116318400139,0.8644687035543955,0.9345741624718223,0.8000161787284944,0.5193365821870563,all_three_strong,0.0009486181814890766,0.004972551507403944
vampire,0.8868218070186064,0.9398761416287699,0.935670471557689,0.9207894734016885,0.8868218070186064,0.9398761416287699,0.7174612710583824,0.45458398613132767,all_three_strong,0.0011157519093761632,0.005021939261621311
vegan,0.7159559450781663,0.8781042923807665,0.6860716549557715,0.7600439641382347,0.6860716549557715,0.8781042923807665,0.8054409890512634,0.5278810099218088,all_three_strong,0.0008146801284009537,0.007652342206104529
veteran,0.8324890301465633,0.8182309943048834,0.8510317113770394,0.8339172452761621,0.8182309943048834,0.8510317113770394,0.7717883498756107,0.3848024332490049,all_three_strong,0.00045718051814644443,0.0032128390438110888
veterinarian,0.8355293746797848,0.8337685400563427,0.8841775879002861,0.8511585008788045,0.8337685400563427,0.8841775879002861,0.8082272694191354,0.4333472816806431,all_three_strong,0.0004993237824262069,0.003399960214072073
vigilante,0.9128650705492134,0.9453432684745976,0.9176181203854813,0.9252754864697641,0.9128650705492134,0.9453432684745976,0.7255753500498177,0.4332748308798196,all_three_strong,0.000737012949946822,0.006816050392571937
virtuoso,0.8154047179625635,0.9220277785881755,0.7740434542783712,0.8371586502763702,0.7740434542783712,0.9220277785881755,0.7823665443899511,0.39492647723444047,all_three_strong,0.0004789194780819713,0.003393555643129098
virus,0.5299202443277211,0.7677842694147716,0.5798499808857132,0.625851498209402,0.5299202443277211,0.7677842694147716,0.756752785315765,0.625125506244901,all_three_strong,0.0009250970534970429,0.005368425445126834
visionary,0.805818219996795,0.9066820493159817,0.8640632041777393,0.8588544911635054,0.805818219996795,0.9066820493159817,0.791045154277762,0.40938776221326845,all_three_strong,0.0008656565822226057,0.011348881713143966
void,0.8036003388954751,0.8958012781214226,0.8902641593625702,0.8632219254598227,0.8036003388954751,0.8958012781214226,0.7317619211872577,0.6746143192782673,all_three_strong,0.0015335016541680971,0.010509197807889503
wanderer,0.8134163128124534,0.897709073014984,0.8499291844983687,0.8536848567752688,0.8134163128124534,0.897709073014984,0.7798749611465694,0.45676318407687244,all_three_strong,0.0009175633523404756,0.005288859735018192
warrior,0.8851298940662345,0.9071624928611748,0.902362114101474,0.8982181670096279,0.8851298940662345,0.9071624928611748,0.7502136699439381,0.3966533068035585,all_three_strong,0.0007840804992630154,0.005105745940112372
whale,0.829162716862371,0.8176421583534268,0.8295170670323333,0.8254406474160437,0.8176421583534268,0.8295170670323333,0.7821592737430976,0.48296190904432645,all_three_strong,0.0005814173980110011,0.003194208626062678
widow,0.8427360148631756,0.8322152034212038,0.8913872695864474,0.855446162623609,0.8322152034212038,0.8913872695864474,0.7956264660470315,0.5524441166358108,all_three_strong,0.0008685590160994299,0.005674756309966167
wind,0.7953765381563159,0.819856195188126,0.8584188635915339,0.8245505323119918,0.7953765381563159,0.8584188635915339,0.7820084378307479,0.5236850438315575,all_three_strong,0.0007003129358188261,0.003051171712900813
witch,0.8630736006134613,0.921932713174205,0.9012530768268355,0.8954197968715006,0.8630736006134613,0.921932713174205,0.7664133567632141,0.4055687242627488,all_three_strong,0.0006720108359172109,0.0031462605574201774
