resample_type,replicate,component,score_correlation,minimum_model_loading_tucker,mean_model_loading_tucker,matched_original_component,sign_correction
bootstrap,25,C7,0.9182393292264963,0.6808618798951619,0.7403036906198751,7,1
bootstrap,25,C8,0.9480026047585024,0.9270422051491273,0.9400091944370838,8,1
bootstrap,25,C9,0.8860328217854412,0.6268829876864571,0.7328096490433813,9,-1
bootstrap,25,C10,0.8897964370436918,0.5908472727290074,0.6982095398720048,10,1
bootstrap,25,C11,0.9344739369039614,0.6052597756465334,0.7077946192083063,11,1
bootstrap,25,C12,0.7761145142681608,0.5916365392577236,0.7843788892215587,12,1
bootstrap,25,C13,0.7046736800707362,0.03134019954582492,0.4894104733028029,13,-1
bootstrap,26,C1,0.9826828417083789,0.9874628527335876,0.9910318463788549,1,1
bootstrap,26,C2,0.9653049063710707,0.9325084769903215,0.9454680117525225,2,1
bootstrap,26,C3,0.9754332919974033,0.9382845200277086,0.9554843116435197,3,1
bootstrap,26,C4,0.9785798795797649,0.9009008820791476,0.9303701802166265,4,1
bootstrap,26,C5,0.9036269930213486,0.5674202720814889,0.7207555262696069,5,1
bootstrap,26,C6,0.8843962555473509,0.6227986721519194,0.6976364459929613,6,1
bootstrap,26,C7,0.9445616621698484,0.6691285143471868,0.7022680003639596,7,-1
bootstrap,26,C8,0.8269778925760759,0.389769346414357,0.6155330321131981,8,-1
bootstrap,26,C9,0.7227188089403894,0.13879767759598027,0.46125154804488516,9,-1
bootstrap,26,C10,0.9453954605579482,0.8572288324633235,0.9244028428599119,10,1
bootstrap,26,C11,0.8332319994972107,0.5527765192712146,0.7179065920347637,11,1
bootstrap,26,C12,0.6957985037694918,0.13852190676276527,0.45517563725216886,12,1
bootstrap,26,C13,0.8641316771781697,-0.06106320098518919,0.5649920619873038,13,-1
bootstrap,27,C1,0.9956707777037036,0.9977086695877966,0.9979284118471595,1,1
bootstrap,27,C2,0.9902578429108996,0.9799161798511383,0.9832332029624529,2,1
bootstrap,27,C3,0.9788700476186422,0.9462615290620323,0.9536540044947858,3,1
bootstrap,27,C4,0.9900779789943905,0.9446494436872626,0.9627913720585518,4,1
bootstrap,27,C5,0.9456051252417619,0.8568955133129578,0.8779624033295121,5,1
bootstrap,27,C6,0.8987465787381879,0.7423861170335337,0.8240374686837247,6,-1
bootstrap,27,C7,0.9464059193968063,0.7593462168904069,0.8624174638314263,7,1
bootstrap,27,C8,0.9288011230806531,0.9137472969403132,0.9251256422918003,8,-1
bootstrap,27,C9,0.9038238724069623,0.7616096229801549,0.8106795152879586,9,-1
bootstrap,27,C10,0.9680867115909736,0.9306747242551745,0.9401467072710362,10,1
bootstrap,27,C11,0.9787735196748037,0.8463504219039244,0.8558343854570118,11,1
bootstrap,27,C12,0.8751424256118462,0.7821390677570313,0.898292801561097,12,-1
bootstrap,27,C13,0.03530312429459707,-0.010182612989756883,0.173887374172742,13,-1
bootstrap,28,C1,0.9877743070576759,0.9920429864956294,0.9939199473886723,1,1
bootstrap,28,C2,0.9850912603288862,0.9669484016935679,0.9735358705651772,2,1
bootstrap,28,C3,0.991435011921137,0.9756022620112572,0.9826925007524124,3,1
bootstrap,28,C4,0.9873920971473876,0.9757473579128663,0.9823775125370506,4,1
bootstrap,28,C5,0.9440528855067672,0.7874693543914778,0.8284383964983149,5,-1
bootstrap,28,C6,0.9537880228814517,0.9255190891948181,0.933803705652752,6,1
bootstrap,28,C7,0.9825674115255952,0.9022596992025168,0.9197125613749981,7,1
bootstrap,28,C8,0.9734922042791179,0.9580254580183044,0.9621293257711202,8,1
bootstrap,28,C9,0.9335772821145554,0.7929679376700005,0.8617805238785522,9,1
bootstrap,28,C10,0.7467696604835833,0.3832649194086641,0.7230187617640053,11,1
bootstrap,28,C11,0.7265346894119273,0.04254335887476828,0.37893700145841164,10,1
bootstrap,28,C12,0.6816268868174135,0.7365567026685719,0.8697102096053473,12,-1
bootstrap,28,C13,0.82577710546402,0.3287569872906001,0.5762812346626812,13,-1
bootstrap,29,C1,0.9980212439528791,0.998260664302543,0.9989300017738826,1,1
bootstrap,29,C2,0.9846362577605321,0.9779934423530023,0.9853315632105196,2,1
bootstrap,29,C3,0.9738654060364267,0.9427027299634355,0.9556976511502847,3,1
bootstrap,29,C4,0.9900434071243531,0.9657513423254115,0.977614544205172,4,1
bootstrap,29,C5,0.9835249191511275,0.9608812667721682,0.9680513913175388,5,1
bootstrap,29,C6,0.9549316059032504,0.8918899272524387,0.9028711465610334,6,-1
bootstrap,29,C7,0.9421609856065661,0.7936553065240856,0.848436048599354,7,1
bootstrap,29,C8,0.9342162158495582,0.7346935583541351,0.7847105036732462,8,-1
bootstrap,29,C9,0.8702221331693377,0.702006651609378,0.725489752477165,9,1
bootstrap,29,C10,0.9640781941112335,0.8164214365626684,0.8728577793895212,10,1
bootstrap,29,C11,0.8772796260427324,0.2685602718140411,0.6785065376311993,11,1
bootstrap,29,C12,0.8483146676818212,0.5507092767580184,0.7503625954935189,12,1
bootstrap,29,C13,0.9161753703386664,0.6543009218497203,0.795518097082287,13,-1
bootstrap,30,C1,0.9998569972874074,0.9998603999048074,0.9999276527149342,1,1
bootstrap,30,C2,0.9987129724249709,0.998738820755902,0.9989042067373353,2,1
bootstrap,30,C3,0.9993981127795455,0.9984361358934535,0.9993215237204763,3,1
bootstrap,30,C4,0.9920438609433976,0.9681993225636125,0.9794689607227358,4,1
bootstrap,30,C5,0.9888249603676534,0.9646466486343005,0.9731930293769122,5,1
bootstrap,30,C6,0.9631069729910396,0.6672461017982543,0.7624352766282844,6,1
bootstrap,30,C7,0.9736912806558982,0.8539893951881787,0.887244688270297,7,1
bootstrap,30,C8,0.9653191469961082,0.9141520313846295,0.9336715375896344,8,1
bootstrap,30,C9,0.9766820687124131,0.6474907542943605,0.7768111893524622,9,1
bootstrap,30,C10,0.8782810832238405,0.7555810300199121,0.7943517516646347,10,1
bootstrap,30,C11,0.8085122398287564,0.4680953639044482,0.6892952114422478,11,1
bootstrap,30,C12,0.6822766579789317,0.3887888090591968,0.6405496845898488,12,-1
bootstrap,30,C13,0.8068515417765983,0.4737583468356668,0.6095558507130844,13,-1
bootstrap,31,C1,0.9833594191773942,0.9914827724737693,0.9919543182768497,1,1
bootstrap,31,C2,0.9533695441468878,0.8912849829806913,0.9052125392679828,2,1
bootstrap,31,C3,0.9944244716721546,0.9754547936799454,0.9836760971509397,3,1
bootstrap,31,C4,0.9976734816019811,0.9830579211984117,0.9906055072328063,4,1
bootstrap,31,C5,0.9851584239932353,0.9308805752045226,0.9533941772002653,5,1
bootstrap,31,C6,0.968107645178894,0.8519607701116273,0.9026822394195362,6,1
bootstrap,31,C7,0.9276610645459713,0.6529078218768579,0.755347724660373,7,1
bootstrap,31,C8,0.843166137167586,0.8136905806399104,0.8393053434081269,8,-1
bootstrap,31,C9,0.7266071976955728,0.4519530495376313,0.5459679655025828,9,1
bootstrap,31,C10,0.7576182655878405,0.6390119746641608,0.6795497875952549,10,1
bootstrap,31,C11,0.9215035081437165,-0.18161127040218686,0.4431679271922216,11,1
bootstrap,31,C12,0.8757376865495592,0.6612735827980196,0.7474311220215936,12,1
bootstrap,31,C13,0.9518721084436951,0.6528565897616789,0.7280004081561411,13,-1
bootstrap,32,C1,0.9976734279637048,0.9983956603538768,0.999032277850841,1,1
bootstrap,32,C2,0.9994387724368963,0.9995473520245326,0.9997382329290492,2,1
bootstrap,32,C3,0.9926417523571606,0.9737673514615354,0.9796626516032396,3,1
bootstrap,32,C4,0.9883968073905055,0.957497687180738,0.9643827722490279,4,1
bootstrap,32,C5,0.9844013960720536,0.9482423891135577,0.9574070031122152,5,1
bootstrap,32,C6,0.947086051639996,0.7735838277420491,0.8334699803501553,6,1
bootstrap,32,C7,0.9411379484486135,0.663543340429556,0.801833608664979,7,-1
bootstrap,32,C8,0.9715459863690906,0.9194898765575349,0.9328417205248042,8,1
bootstrap,32,C9,0.9478528554572155,0.5384687312056665,0.6962783995426903,9,1
bootstrap,32,C10,0.9754721814769618,0.8729202350088469,0.905232910936484,10,1
bootstrap,32,C11,0.9786877683378561,0.9249071711046524,0.9385324054661984,11,1
bootstrap,32,C12,0.8239819773651245,0.7757887224888216,0.8005806842548401,12,1
bootstrap,32,C13,0.9631644382351895,0.8868178669627721,0.9012489656693372,13,-1
bootstrap,33,C1,0.9982352684399027,0.9992041814618043,0.9994194558025393,1,1
bootstrap,33,C2,0.9967072027751509,0.997170667764811,0.9981390458215409,2,1
bootstrap,33,C3,0.9768570285937523,0.9513298468339989,0.9563562183487974,3,1
bootstrap,33,C4,0.9690400339541417,0.9355771081017468,0.9544162046081941,4,1
bootstrap,33,C5,0.9698206104808473,0.8390969874614679,0.8851589384188285,5,1
bootstrap,33,C6,0.9116888033872471,0.6750392877406184,0.7106908777523876,6,-1
bootstrap,33,C7,0.9409036436994281,0.7599873980762385,0.8529699371871923,7,1
bootstrap,33,C8,0.9678315360968416,0.6260233494138457,0.7697870996796908,8,-1
bootstrap,33,C9,0.9248160249467042,0.443265422592152,0.5753472065678416,9,-1
bootstrap,33,C10,0.931366683307996,0.44686414613202524,0.7329676188962259,10,1
bootstrap,33,C11,0.951191527179823,0.8041244722190771,0.8494464158472237,11,1
bootstrap,33,C12,0.8882468488210702,0.5829532051775436,0.7061290599649085,12,-1
bootstrap,33,C13,0.9192179623747406,0.8088792517154377,0.8527992569729892,13,-1
bootstrap,34,C1,0.9823119934197568,0.9873109336366077,0.991115462292146,1,1
bootstrap,34,C2,0.9703219015017293,0.9219950323874246,0.93878942574962,2,1
bootstrap,34,C3,0.9972831898165286,0.9922335977376411,0.9941982212796795,3,1
bootstrap,34,C4,0.9932484096435065,0.9839465877811148,0.9883720175805709,4,1
bootstrap,34,C5,0.9359743789738155,0.8301656727580232,0.8429252736343907,5,1
bootstrap,34,C6,0.9174247613286856,0.8798483004554973,0.8863931319018592,6,1
bootstrap,34,C7,0.9532580870760002,0.7756863828007247,0.8504282414281416,7,1
bootstrap,34,C8,0.9346280090115551,0.8190547880994179,0.8506222540163687,8,1
bootstrap,34,C9,0.9633217927512738,0.9023159403210359,0.9484836499202333,9,-1
bootstrap,34,C10,0.932857322143248,0.7775061076647939,0.8749238477906425,10,1
bootstrap,34,C11,0.8891832395962642,0.6469288232331399,0.7219958935195838,11,1
bootstrap,34,C12,0.570879016444271,0.6325585580614708,0.7586968982910512,13,1
bootstrap,34,C13,0.6453031271155291,0.043847253958749256,0.2945379971215602,12,-1
bootstrap,35,C1,0.9940318164110752,0.9962863901924948,0.9971512022204593,1,1
bootstrap,35,C2,0.9865918540981539,0.9737825669011761,0.9769559010886276,2,1
bootstrap,35,C3,0.9971317114975233,0.992338981716761,0.9937767317666171,3,1
bootstrap,35,C4,0.9984363056907493,0.9914570084406081,0.9951826689997022,4,1
bootstrap,35,C5,0.9823329976880733,0.8900865508128806,0.9158519744878862,5,1
bootstrap,35,C6,0.9771860539007726,0.8688078783465595,0.9183531923895066,6,1
bootstrap,35,C7,0.970859924041298,0.7667535325760766,0.8265718366281277,7,1
bootstrap,35,C8,0.9531814743898284,0.8749386873156781,0.882677124873306,8,-1
bootstrap,35,C9,0.9440704646586213,0.5627971389154165,0.6337016157455789,9,1
bootstrap,35,C10,0.9407083310595286,0.8555528725080159,0.8884085771135432,10,1
bootstrap,35,C11,0.8775947278384835,0.8367878979179499,0.8665372016268204,11,1
bootstrap,35,C12,0.8772519526968049,0.8820288215132576,0.9114320403806909,12,1
bootstrap,35,C13,0.8711910623104726,0.7070544791307903,0.837043029937588,13,-1
bootstrap,36,C1,0.9827306833118862,0.9883476114212691,0.9910836652894001,1,1
bootstrap,36,C2,0.9641993423387425,0.9305605940429649,0.9423425790199822,2,1
bootstrap,36,C3,0.9839103565848267,0.9611489081342433,0.9708671773500731,3,1
bootstrap,36,C4,0.9827818321233424,0.9573321834974089,0.9691754238801954,4,1
bootstrap,36,C5,0.973427598006729,0.8006596827250037,0.8500207786011744,5,1
bootstrap,36,C6,0.9430905448022358,0.6823984095903338,0.764726380873244,6,1
bootstrap,36,C7,0.833164105694647,0.6320971004218185,0.7850061573588846,8,1
bootstrap,36,C8,0.7257332356172267,0.3489955005127733,0.4750977264815379,7,1
bootstrap,36,C9,0.9427902106744236,0.5494293973796543,0.7614780974949377,9,1
bootstrap,36,C10,0.9406037081832365,0.7855417223988628,0.8838533048809278,10,1
bootstrap,36,C11,0.7760465130304345,0.44632227922625467,0.6749479293066578,12,1
bootstrap,36,C12,0.564094480730731,0.4971440501889157,0.6769286904025668,13,1
bootstrap,36,C13,0.6381773074519298,0.38151295422264675,0.5718959592842981,11,-1
bootstrap,37,C1,0.9984556443642134,0.9994265032422841,0.9995508836046305,1,1
bootstrap,37,C2,0.9998849905793938,0.9994450619864723,0.9997654978569868,2,1
bootstrap,37,C3,0.9767715031939932,0.9086286858663436,0.9257277893253665,3,1
bootstrap,37,C4,0.9863918440150633,0.9748921066923284,0.9800052398635879,4,1
bootstrap,37,C5,0.9385877788234859,0.9229255532931238,0.9382507461529275,5,1
bootstrap,37,C6,0.9057189804810646,0.8265249013284776,0.8688556386918357,6,1
bootstrap,37,C7,0.9748556404544485,0.8701750081026215,0.9222477455455366,7,-1
bootstrap,37,C8,0.9326166237507917,0.8656232826923196,0.8828004742637244,8,1
bootstrap,37,C9,0.9059335847911074,0.46233206358074075,0.74221866370369,9,1
bootstrap,37,C10,0.9547799256712477,0.8154775881267732,0.8610721679682926,10,1
bootstrap,37,C11,0.9524435439529367,0.4161207291573992,0.7226631366837984,11,1
bootstrap,37,C12,0.7982858229527339,0.6793959436940609,0.7842017439075507,12,1
bootstrap,37,C13,0.8169787651231382,0.39360980905409737,0.6356587270171344,13,-1
bootstrap,38,C1,0.9920950646738153,0.9961865901418566,0.9966052393261093,1,1
bootstrap,38,C2,0.98819814951876,0.9741491902947872,0.9782555918678187,2,1
bootstrap,38,C3,0.986627973869668,0.959197685988424,0.9641162132890271,3,1
bootstrap,38,C4,0.9618656351506516,0.930308276602527,0.9526872722162699,4,1
bootstrap,38,C5,0.7104548109479579,0.5453961639433648,0.6699280661932142,6,-1
bootstrap,38,C6,0.6482006886454821,0.3573883522971916,0.5827819828031836,5,1
bootstrap,38,C7,0.7189131929332674,0.5338997797108271,0.6625846959973184,7,1
bootstrap,38,C8,0.6584674500978454,0.4301909898877523,0.4902005213673945,8,1
bootstrap,38,C9,0.8994184654960152,0.6125874837757461,0.6968648226721544,9,-1
bootstrap,38,C10,0.8545360073289676,0.46281202228158835,0.6785165084438782,10,1
bootstrap,38,C11,0.814187322024431,0.7883906173056325,0.821779749313165,12,1
bootstrap,38,C12,0.9489712985186528,0.8615892709255952,0.9112408181420596,11,1
bootstrap,38,C13,0.8926337741529254,0.6985771439294117,0.8295161226101375,13,-1
bootstrap,39,C1,0.9873344914946125,0.9907383453021938,0.9932589471269365,1,1
bootstrap,39,C2,0.9812703281218633,0.9648163826177095,0.9698735465071006,2,1
bootstrap,39,C3,0.993595369402267,0.9870945244500705,0.9875763233459258,3,1
bootstrap,39,C4,0.9746535105074563,0.9558870241168828,0.9667574950056025,4,1
bootstrap,39,C5,0.9550571516351093,0.7866155643790608,0.8209512635619075,5,1
bootstrap,39,C6,0.9538550109763274,0.6345958382927803,0.7994550493991269,6,1
bootstrap,39,C7,0.9573262543369985,0.7359210938991321,0.8218615769212021,7,1
bootstrap,39,C8,0.8878820832056131,0.5503350400341376,0.6876440813784511,8,1
bootstrap,39,C9,0.9649401921340275,0.770196821237121,0.8617566664979904,9,1
bootstrap,39,C10,0.9627265564428878,0.8100225076624911,0.864470648752381,10,1
bootstrap,39,C11,0.9648412153120558,0.8076228410664283,0.9019449250394782,11,1
bootstrap,39,C12,0.7985246226698465,0.8329491417709246,0.8580455216048583,12,1
bootstrap,39,C13,0.754402013270134,0.4217647227804617,0.5293471042483878,13,-1
bootstrap,40,C1,0.991214286023906,0.9950753957453313,0.9955956452133812,1,1
bootstrap,40,C2,0.9764652713448118,0.9569818063537798,0.9623478395456626,2,1
bootstrap,40,C3,0.9858416668206063,0.954855586008385,0.9718341647934706,3,1
bootstrap,40,C4,0.9780702488307036,0.9396636332114587,0.9586158434859994,4,1
bootstrap,40,C5,0.9765025706331162,0.8525706813966591,0.902081451615882,5,1
bootstrap,40,C6,0.9522886847968114,0.8335162757491397,0.8537350684392674,6,-1
bootstrap,40,C7,0.9153961479520629,0.7449659673593669,0.822956796251002,7,1
bootstrap,40,C8,0.8330850912246476,0.704758518771415,0.7211905394648261,8,1
bootstrap,40,C9,0.7695198454287351,0.25542895710378416,0.5630654764458783,9,-1
bootstrap,40,C10,0.905633096278615,0.3990207509789018,0.6114055912168412,10,-1
bootstrap,40,C11,0.858166550882877,0.6316618360521542,0.7501835139752234,11,1
bootstrap,40,C12,0.8420422478791791,0.9165889917663409,0.9322164961728667,12,1
bootstrap,40,C13,0.28476301033038,-0.5550439514176574,-0.22358758372128748,13,-1
bootstrap,41,C1,0.9909819095916421,0.9949371365713098,0.9957569345599184,1,1
bootstrap,41,C2,0.9772727780136365,0.9424793758887475,0.9549476518713904,2,1
bootstrap,41,C3,0.993839391644234,0.9752810553901919,0.9808339253210209,3,1
bootstrap,41,C4,0.9663377113749849,0.8752795333300002,0.8916041203532258,4,1
bootstrap,41,C5,0.9669372484651659,0.8177316567977866,0.8579223240227835,5,1
bootstrap,41,C6,0.9718674953656603,0.8584002612132423,0.9131443565870102,6,1
bootstrap,41,C7,0.9856405705750809,0.918930921950392,0.9289418195534829,7,1
bootstrap,41,C8,0.956212727015928,0.7464630231993784,0.8073604178599911,8,1
bootstrap,41,C9,0.9126267848839502,0.7427053249492627,0.8397641117326141,9,1
bootstrap,41,C10,0.9540093810552113,0.9084353197562482,0.9413653194702846,10,1
bootstrap,41,C11,0.8117763198589965,0.39720279585092666,0.649842545229608,11,-1
bootstrap,41,C12,0.7698993821036147,0.6953620970363155,0.8039109512238222,13,1
bootstrap,41,C13,0.8107624115173646,0.31193212399132303,0.5971116975755538,12,-1
bootstrap,42,C1,0.985215430678105,0.9893012721856651,0.9925562374302359,1,1
bootstrap,42,C2,0.9544148265675563,0.8716450048794185,0.9064036913234497,2,1
bootstrap,42,C3,0.9947949176430677,0.9806213611574884,0.9888503818508925,3,1
bootstrap,42,C4,0.9563469186608784,0.870568959108013,0.8858668145217158,4,1
bootstrap,42,C5,0.9117267182758436,0.7259219248709644,0.77388219990357,5,1
bootstrap,42,C6,0.9030209582713506,0.8081134681016418,0.8397940831826077,6,1
bootstrap,42,C7,0.8827099174212392,0.6148394855950019,0.7527217598207757,7,-1
bootstrap,42,C8,0.8819188141424795,0.745545619028852,0.8539131539571096,8,-1
bootstrap,42,C9,0.7873298905138457,0.5170366400396252,0.6643514588190019,9,1
bootstrap,42,C10,0.9523507971046253,0.8319770862999372,0.8492212739201106,10,1
bootstrap,42,C11,0.9117807107206015,0.6502760201731665,0.795649561707676,11,1
bootstrap,42,C12,0.7180537197579426,0.7672029747505933,0.8169363211217497,13,-1
bootstrap,42,C13,0.8137894650260548,0.30429364025274763,0.5618913039678272,12,-1
bootstrap,43,C1,0.9891331800318214,0.9923090502364297,0.9945224370719462,1,-1
bootstrap,43,C2,0.9676331935671137,0.9215762771400964,0.9329592807223874,2,1
bootstrap,43,C3,0.9807001908967228,0.938544228499328,0.95082277818489,3,1
bootstrap,43,C4,0.9766858904977678,0.9316708743986841,0.9515230015324061,4,1
bootstrap,43,C5,0.979705201928182,0.8318323048122813,0.8800589912001443,5,1
bootstrap,43,C6,0.9765451361682879,0.8347576911463375,0.8930152857428976,6,1
bootstrap,43,C7,0.8984202848070838,0.6787581883147735,0.7304040681874325,7,1
bootstrap,43,C8,0.7715450179006146,0.7018352168369999,0.7607617429498924,8,-1
bootstrap,43,C9,0.8811661279678337,0.0788487255415711,0.5123047323163973,9,-1
bootstrap,43,C10,0.9567861263958629,0.8806982195736632,0.899188461529503,10,1
bootstrap,43,C11,0.9373211291968492,0.546282101519448,0.6774593678973604,11,1
bootstrap,43,C12,0.8150555545614703,0.5729414055552857,0.7852067056544563,12,1
bootstrap,43,C13,0.915556240177851,0.3867537113677919,0.5718607535285162,13,-1
bootstrap,44,C1,0.9970780682486344,0.9984289311102855,0.9987073966887491,1,1
bootstrap,44,C2,0.999243146027938,0.9974491887725416,0.9986968361243717,2,1
bootstrap,44,C3,0.9913966444230821,0.9724926384499284,0.9801373066667806,3,1
bootstrap,44,C4,0.9806060810155984,0.9482674416582193,0.9649212095351244,4,1
bootstrap,44,C5,0.9926222203587645,0.935406268069653,0.9507607982580218,5,1
bootstrap,44,C6,0.9650386320706085,0.8956218595170503,0.9077745571986863,6,1
bootstrap,44,C7,0.9426603361591418,0.905032902712924,0.9133468416568573,7,-1
bootstrap,44,C8,0.9151331724159882,0.7480635939516592,0.7999295526944729,8,-1
bootstrap,44,C9,0.916925562579687,0.23238780364122202,0.6858281915561834,9,-1
bootstrap,44,C10,0.8631924752297097,0.3726437535577223,0.6557711167030904,10,1
bootstrap,44,C11,0.7874370657313067,0.19138545926083178,0.5239440366004126,11,1
bootstrap,44,C12,0.6798778511606038,0.6008008878791828,0.7556567779861654,13,-1
bootstrap,44,C13,0.6733297504855206,0.4099330592836509,0.6794774665552975,12,1
bootstrap,45,C1,0.9979874752342528,0.9990684410889911,0.9993624119460595,1,1
bootstrap,45,C2,0.989806738365092,0.9927883501346134,0.9938778545699335,2,1
bootstrap,45,C3,0.9746250919921843,0.9349033006342838,0.9478874440584288,3,1
bootstrap,45,C4,0.995804759614933,0.9844723913964321,0.9854810389277741,4,1
bootstrap,45,C5,0.9729397015720167,0.8679491483232032,0.8961548004905028,5,1
bootstrap,45,C6,0.9704825653958561,0.9275099992156287,0.9396697432193254,6,1
bootstrap,45,C7,0.9117830087279515,0.6078453770161277,0.7088132376306087,7,1
bootstrap,45,C8,0.8807814861394202,0.6953234265177629,0.8194773644169365,8,1
bootstrap,45,C9,0.8889036875514669,0.4081282424111339,0.5282453608514893,9,1
bootstrap,45,C10,0.9442221892756646,0.4179945848022545,0.7620381035170384,10,1
bootstrap,45,C11,0.8654983384095809,0.5237848421375877,0.6888349261378547,11,-1
bootstrap,45,C12,0.8002260622244407,0.6010601060484856,0.6667944199733565,12,-1
bootstrap,45,C13,0.8657845179105879,0.5797292873843976,0.7648598473608962,13,-1
bootstrap,46,C1,0.9845914788481667,0.9897401840894602,0.9918368308001778,1,1
bootstrap,46,C2,0.9695280921071657,0.9384348533503912,0.9479882207623943,2,1
bootstrap,46,C3,0.987968782898466,0.9656351178288765,0.9744233314587789,3,1
bootstrap,46,C4,0.9874264589712676,0.9713587537550621,0.9835026688694809,4,1
bootstrap,46,C5,0.8916593033031304,0.8012525445913752,0.8377256609089301,5,1
bootstrap,46,C6,0.8135179679983501,0.6966860437114493,0.7130267311912672,6,-1
bootstrap,46,C7,0.9167658256815634,0.7754845774969418,0.8398409389038113,7,1
bootstrap,46,C8,0.7516036289580383,0.4978304094580176,0.7071814142988315,8,1
bootstrap,46,C9,0.7234721297988754,0.47069361042677504,0.5883082711891175,9,-1
bootstrap,46,C10,0.92974342549491,0.6478480780749454,0.7749244072699185,10,1
bootstrap,46,C11,0.9133982566010079,0.7932071594783873,0.836168500333374,11,1
bootstrap,46,C12,0.8015552960122911,0.48991901431688173,0.677284809080987,12,1
bootstrap,46,C13,0.5536607463122666,-0.09403254227869269,0.11226429815033112,13,1
bootstrap,47,C1,0.9960732408847013,0.9979966640246234,0.9982055624434253,1,-1
bootstrap,47,C2,0.9922711027557422,0.9860758850994561,0.9872877787956543,2,1
bootstrap,47,C3,0.9829633843769165,0.9475802999471615,0.9602749027719538,3,1
bootstrap,47,C4,0.9639292951393175,0.8852222662104122,0.9158722568438518,4,1
bootstrap,47,C5,0.9761593578762439,0.9242255598413812,0.9322226824739452,5,1
bootstrap,47,C6,0.8937249506660357,0.6881777724074704,0.7565792974060024,6,1
bootstrap,47,C7,0.8808628647575288,0.657306184262692,0.6882838971957904,7,-1
bootstrap,47,C8,0.8992559890331552,0.5798783451875419,0.8060508842121593,8,-1
bootstrap,47,C9,0.8826907539168082,0.43005494414656176,0.657928777644496,9,-1
bootstrap,47,C10,0.8988452024731681,0.8929423909747034,0.9095693842035036,10,1
bootstrap,47,C11,0.8753584201298777,0.6940260949476599,0.7479531039707971,11,1
bootstrap,47,C12,0.7054352328030473,0.5069926628063374,0.6590944196717143,12,1
bootstrap,47,C13,0.897598740016397,0.4889151267963277,0.6903767344000845,13,-1
bootstrap,48,C1,0.9968776160086639,0.9984465526758997,0.9987368475536956,1,-1
bootstrap,48,C2,0.9892784043607263,0.9694120538820907,0.9782436200840477,2,1
bootstrap,48,C3,0.9959753112982656,0.98741360141913,0.9920600731751529,3,1
bootstrap,48,C4,0.9602949164653938,0.8277363862073673,0.8661243031465479,4,1
bootstrap,48,C5,0.9916064963235391,0.955128257329925,0.9637572852364588,5,1
bootstrap,48,C6,0.9071323464183826,0.6938064027397439,0.7310373706691199,6,1
bootstrap,48,C7,0.9411227711478433,0.6438817188226635,0.7648449124949699,7,-1
bootstrap,48,C8,0.8173780493805434,0.6999244128083524,0.7915949626420636,8,1
bootstrap,48,C9,0.7659906474937014,0.3717399607378779,0.6640749370212164,9,-1
bootstrap,48,C10,0.9155886855270224,0.8278872411444231,0.8679789011386192,10,1
bootstrap,48,C11,0.8365538982434032,0.5083210208751416,0.7134040024781797,11,1
bootstrap,48,C12,0.818961864141009,0.7896597397910176,0.8493654607341327,12,1
bootstrap,48,C13,0.780341436876329,0.6170101966626984,0.7486057681391953,13,-1
bootstrap,49,C1,0.9922981988728892,0.9941234085118024,0.995904400818795,1,1
bootstrap,49,C2,0.9662329268433808,0.953156599013478,0.963089629428846,2,1
bootstrap,49,C3,0.9294514185700219,0.8700429411650131,0.8914337363352233,3,1
bootstrap,49,C4,0.9893770597271567,0.9584450456161723,0.9733023979929617,4,1
bootstrap,49,C5,0.9526416000123079,0.9232243638411087,0.9387916094116523,5,-1
bootstrap,49,C6,0.8941064774827521,0.5974572363865328,0.6998073760175066,6,1
bootstrap,49,C7,0.9268635262399801,0.7270419240003962,0.7898703084195651,7,1
bootstrap,49,C8,0.9484430352117827,0.7096398494316776,0.8037959023267036,8,-1
bootstrap,49,C9,0.9072388021907088,0.6315341257841035,0.7283746182289398,9,1
bootstrap,49,C10,0.8940869134714705,0.8291405623189162,0.8415128389510554,10,1
bootstrap,49,C11,0.9491164477143041,0.48336892332676445,0.6790227658410619,11,1
bootstrap,49,C12,0.8552124071146392,0.4466028770525498,0.7584266328045323,12,1
bootstrap,49,C13,0.8767358904253916,0.4310725181528829,0.6865099946692329,13,-1
bootstrap,50,C1,0.9992484735146743,0.99954498782367,0.9996679276382446,1,1
bootstrap,50,C2,0.9977623683818163,0.9968142741587476,0.9976769590627835,2,1
bootstrap,50,C3,0.9987507586199029,0.9980547439100665,0.99859930771682,3,1
bootstrap,50,C4,0.9705287733643625,0.955140090247367,0.9726930198075912,4,1
bootstrap,50,C5,0.9117500767978571,0.7260955619728817,0.7941168406075961,5,1
bootstrap,50,C6,0.9863460762663369,0.9684899443717134,0.9705687104530952,6,1
bootstrap,50,C7,0.8245412628448422,0.4772643292080119,0.7338604870768216,7,1
bootstrap,50,C8,0.7425452512239005,0.545342084334565,0.6778310809104121,8,-1
bootstrap,50,C9,0.9564162409134969,0.6733309556675253,0.7816617015053936,9,1
bootstrap,50,C10,0.9643354880903355,0.7330166670495878,0.8467564248693916,10,1
bootstrap,50,C11,0.9520658871681987,0.8315545477844729,0.8898602763839962,11,1
bootstrap,50,C12,0.8560820390152613,0.10388756181095318,0.6397170226084831,13,-1
bootstrap,50,C13,0.8915203267165238,0.6802224185777234,0.767277297305553,12,-1
