resample_type,replicate,subspace_dimension,subspace_min_canonical,subspace_mean_canonical
bootstrap,77,2,0.9978130054825214,0.9986959971313896
bootstrap,77,3,0.997231200712372,0.9990187411753279
bootstrap,77,4,0.9929001630368179,0.9977059347440665
bootstrap,77,5,0.9961440189049607,0.9986232343801147
bootstrap,77,6,0.9960511822586632,0.9986044017877052
bootstrap,77,7,0.9912637975957637,0.9981462842890193
bootstrap,77,8,0.8516154938489735,0.9802384242665259
bootstrap,77,9,0.9896572794297626,0.9984840591232427
bootstrap,77,10,0.9717456778642346,0.9962343001481836
bootstrap,77,11,0.9029408591703396,0.9896012308500691
bootstrap,77,12,0.9732448967432188,0.9957882033321684
bootstrap,77,13,0.7217448050298059,0.976308746618489
bootstrap,78,1,0.9939695278041496,0.9939695278041496
bootstrap,78,2,0.9860997487059572,0.9925057808918838
bootstrap,78,3,0.9917748531323588,0.9970878740983502
bootstrap,78,4,0.9888318648460852,0.9958578413100055
bootstrap,78,5,0.9909811886323696,0.9977808863822648
bootstrap,78,6,0.9909720023965501,0.9980412696044437
bootstrap,78,7,0.9743697114306379,0.9951047111882835
bootstrap,78,8,0.9839527415124403,0.9971048659826376
bootstrap,78,9,0.9857839355989387,0.9973001776792548
bootstrap,78,10,0.9506821546267746,0.9931978061880921
bootstrap,78,11,0.7519743791270541,0.9754444171205677
bootstrap,78,12,0.9513727722179696,0.9935957389127684
bootstrap,78,13,0.9774036688698613,0.9959659074937661
bootstrap,79,1,0.9978588213045563,0.9978588213045563
bootstrap,79,2,0.9717178710191403,0.9848005376679916
bootstrap,79,3,0.9938966084923102,0.9975103180053466
bootstrap,79,4,0.9927376091132051,0.9976049432072095
bootstrap,79,5,0.9907079331504366,0.9965493242264932
bootstrap,79,6,0.9634994296527178,0.9918555327747586
bootstrap,79,7,0.9609789106936271,0.9931395378632609
bootstrap,79,8,0.8856719715405754,0.9839444909804427
bootstrap,79,9,0.9824420073153056,0.9969682748454505
bootstrap,79,10,0.8096003158506322,0.9786021577809159
bootstrap,79,11,0.9706746270434303,0.9953759316081048
bootstrap,79,12,0.9093801691953801,0.9889232916960221
bootstrap,79,13,0.8709859265897129,0.9866145937446305
bootstrap,80,1,0.996910164093856,0.996910164093856
bootstrap,80,2,0.9953651318411599,0.997641864778221
bootstrap,80,3,0.9980026340888073,0.9992547263742466
bootstrap,80,4,0.9947544458420565,0.9981716541264342
bootstrap,80,5,0.9950002022989621,0.9985876143236692
bootstrap,80,6,0.9871182852673442,0.997032276175794
bootstrap,80,7,0.9947597201375867,0.9988008311530959
bootstrap,80,8,0.9947859528511102,0.9988279927806574
bootstrap,80,9,0.9915899082554355,0.9982492537975565
bootstrap,80,10,0.9397485772123747,0.9930510576445789
bootstrap,80,11,0.9566581307467396,0.9931360580855174
bootstrap,80,12,0.9390377279500193,0.9928081510191958
bootstrap,80,13,0.9674528948245759,0.995988616133075
bootstrap,81,1,0.9923522450243011,0.9923522450243011
bootstrap,81,2,0.997691443771882,0.9982436952728673
bootstrap,81,3,0.9985457687238408,0.9993341063200979
bootstrap,81,4,0.9863904172623407,0.9962751571136756
bootstrap,81,5,0.9869868243256529,0.9964159642195269
bootstrap,81,6,0.9702347387015696,0.9938960682889113
bootstrap,81,7,0.94785221361628,0.9910150630673222
bootstrap,81,8,0.9705160853993717,0.9946320134106845
bootstrap,81,9,0.9830742649463106,0.9965537926799182
bootstrap,81,10,0.8614419838945628,0.9840781751327565
bootstrap,81,11,0.9747463299542533,0.995493508728983
bootstrap,81,12,0.7364297546973192,0.9755586445537308
bootstrap,81,13,0.8350934918021279,0.9827159497050443
bootstrap,82,1,0.9974715091024795,0.9974715091024795
bootstrap,82,2,0.9949338007272949,0.9973874534281847
bootstrap,82,3,0.9984809530372548,0.9993872351344874
bootstrap,82,4,0.9920054106677683,0.9976655035706721
bootstrap,82,5,0.8869664193245855,0.9768790122411206
bootstrap,82,6,0.9852320791729954,0.9967214569033468
bootstrap,82,7,0.9423591022865129,0.9903310090002723
bootstrap,82,8,0.8974441397413063,0.9856115291175053
bootstrap,82,9,0.9700556607895984,0.9954040544782357
bootstrap,82,10,0.9231136994764444,0.9891144483885276
bootstrap,82,11,0.957705644554206,0.9920616564226994
bootstrap,82,12,0.9695305060402574,0.9944311762544452
bootstrap,82,13,0.6344424254623581,0.9688641353875641
bootstrap,83,1,0.9966509774994514,0.9966509774994514
bootstrap,83,2,0.9976866378358643,0.9983639596254121
bootstrap,83,3,0.9893800613827999,0.9963854839130613
bootstrap,83,4,0.9843453660189895,0.993523296245395
bootstrap,83,5,0.9666067967040296,0.9911519567007258
bootstrap,83,6,0.9724597601215953,0.994434220946326
bootstrap,83,7,0.8400703174100504,0.9740440172384055
bootstrap,83,8,0.8366689970228212,0.9766716423529019
bootstrap,83,9,0.9740055136795266,0.995737705319301
bootstrap,83,10,0.9346504265972475,0.9902498364425535
bootstrap,83,11,0.7803468631479721,0.9767626737717753
bootstrap,83,12,0.9727903028174786,0.9939721536161384
bootstrap,83,13,0.9614812588373726,0.9941520735597708
bootstrap,84,1,0.9971843588952413,0.9971843588952413
bootstrap,84,2,0.9936926171286483,0.996312758356213
bootstrap,84,3,0.9971846744007575,0.9985094453718073
bootstrap,84,4,0.99097214780504,0.997409863294252
bootstrap,84,5,0.9950346026071681,0.9983521358391881
bootstrap,84,6,0.956444345949675,0.9915892330912142
bootstrap,84,7,0.9764647778227045,0.995297641741144
bootstrap,84,8,0.9083611563789487,0.9871156433872955
bootstrap,84,9,0.9866850228032066,0.9978773356929396
bootstrap,84,10,0.9386939407693509,0.9922264419947512
bootstrap,84,11,0.6796800059677911,0.9692729055661623
bootstrap,84,12,0.8336394327056327,0.9830435121321526
bootstrap,84,13,0.9622533331638949,0.9940286482245277
bootstrap,85,1,0.9934062574487723,0.9934062574487723
bootstrap,85,2,0.9891504442857807,0.9943913931444052
bootstrap,85,3,0.9982713775492386,0.9993518563311419
bootstrap,85,4,0.9931874802529324,0.9981343597964577
bootstrap,85,5,0.9924699368433025,0.9975580313676427
bootstrap,85,6,0.9927191831676289,0.9972593464947433
bootstrap,85,7,0.980351151154663,0.9960075124833381
bootstrap,85,8,0.986409223797084,0.9976221939092518
bootstrap,85,9,0.9216161066800515,0.9899333125347868
bootstrap,85,10,0.9412427221354803,0.9924210739481157
bootstrap,85,11,0.8652214216692409,0.9833840842973616
bootstrap,85,12,0.8099225688690763,0.9805291673541415
bootstrap,85,13,0.894308570816388,0.988324729890186
bootstrap,86,1,0.9985745245989847,0.9985745245989847
bootstrap,86,2,0.9960311605387385,0.9976999802473703
bootstrap,86,3,0.9907168738502662,0.9966167577946172
bootstrap,86,4,0.9923168247827433,0.997246117448126
bootstrap,86,5,0.9773178002013854,0.9942036091867275
bootstrap,86,6,0.9845376833171879,0.9964761170759656
bootstrap,86,7,0.9548621217496783,0.9910578978433043
bootstrap,86,8,0.8811028519130123,0.9827797918016279
bootstrap,86,9,0.9809071693049041,0.9967781592003916
bootstrap,86,10,0.9343389161815379,0.9913097882593677
bootstrap,86,11,0.8791198566943951,0.985246782542804
bootstrap,86,12,0.8444181266177249,0.9829181202034194
bootstrap,86,13,0.8743984714912335,0.9857711466278526
bootstrap,87,1,0.9753950334225464,0.9753950334225464
bootstrap,87,2,0.998389109584953,0.9988394828546053
bootstrap,87,3,0.9962881222978687,0.9984986747550049
bootstrap,87,4,0.9893511230743959,0.99678391040086
bootstrap,87,5,0.9814230529467909,0.9956436287491643
bootstrap,87,6,0.9865024947848715,0.9964004939355658
bootstrap,87,7,0.9757798653152711,0.994408699427941
bootstrap,87,8,0.9465561854838834,0.9912735352680154
bootstrap,87,9,0.9644466772991138,0.993080800919067
bootstrap,87,10,0.9395633604344326,0.991272715160506
bootstrap,87,11,0.780773471328769,0.9761513138747087
bootstrap,87,12,0.9037532575623707,0.986822434602619
bootstrap,87,13,0.9443117155050865,0.9924276747147397
bootstrap,88,1,0.9959093346120168,0.9959093346120168
bootstrap,88,2,0.9982475444012918,0.9990100833464126
bootstrap,88,3,0.9992597121107717,0.9996645603138377
bootstrap,88,4,0.9927342598894792,0.9979603613121346
bootstrap,88,5,0.9945124078708878,0.9986132881702933
bootstrap,88,6,0.9833669156792968,0.9966108834097137
bootstrap,88,7,0.9415286507337339,0.9906719893643466
bootstrap,88,8,0.9385559058831243,0.9912404420158047
bootstrap,88,9,0.9874264940925783,0.9975162116831862
bootstrap,88,10,0.9826346003603555,0.9965953247344187
bootstrap,88,11,0.5902787566199696,0.9615734844692825
bootstrap,88,12,0.7382005853238317,0.9756220062475349
bootstrap,88,13,0.9597489119179189,0.9940774277116938
bootstrap,89,1,0.9962163131996173,0.9962163131996173
bootstrap,89,2,0.9984381889174189,0.998960999048492
bootstrap,89,3,0.9916302070515858,0.9969773191837423
bootstrap,89,4,0.9853826566167715,0.9959757293047774
bootstrap,89,5,0.9893081936900924,0.9973853103558878
bootstrap,89,6,0.9682997714289553,0.9930510336569229
bootstrap,89,7,0.7833846195567741,0.9680485191558911
bootstrap,89,8,0.9060866254939561,0.9872524782798031
bootstrap,89,9,0.9741148360208435,0.9959789547422354
bootstrap,89,10,0.9700054961636494,0.9941732863313606
bootstrap,89,11,0.9714001523554164,0.9948575844364064
bootstrap,89,12,0.8711880490187751,0.9862319135149438
bootstrap,89,13,0.6683655477321404,0.9711910198226836
bootstrap,90,1,0.9965197307947363,0.9965197307947363
bootstrap,90,2,0.9669215586283428,0.9819332357382868
bootstrap,90,3,0.995283042707999,0.9971484857309849
bootstrap,90,4,0.9881622105720006,0.996271107283039
bootstrap,90,5,0.9914160679987851,0.9974482575693859
bootstrap,90,6,0.9677318074940079,0.9932414636896415
bootstrap,90,7,0.9478854274508779,0.9904067425352032
bootstrap,90,8,0.9817735092295349,0.9965691013071694
bootstrap,90,9,0.9811903290128371,0.9965281631857873
bootstrap,90,10,0.9810993743367076,0.9970629182310773
bootstrap,90,11,0.9063600902201769,0.9891353619366374
bootstrap,90,12,0.7772775392479686,0.9786272150021452
bootstrap,90,13,0.9528316781013413,0.993648430381978
bootstrap,91,1,0.9894526122123642,0.9894526122123642
bootstrap,91,2,0.9943665233504463,0.9968707343201187
bootstrap,91,3,0.9940962056524947,0.9976748940661055
bootstrap,91,4,0.9923390435769964,0.9974185601249137
bootstrap,91,5,0.9913011137734375,0.9969391265620405
bootstrap,91,6,0.982230319505472,0.9964234891802434
bootstrap,91,7,0.9145774144329152,0.9852348251938318
bootstrap,91,8,0.981032321678835,0.9958251880619433
bootstrap,91,9,0.9802088403672499,0.9958011292314856
bootstrap,91,10,0.9800807462128449,0.9960580352049997
bootstrap,91,11,0.9479698021965737,0.9925094580920457
bootstrap,91,12,0.9721195226306132,0.9943784452060503
bootstrap,91,13,0.9618840342645354,0.9948164030188198
bootstrap,92,1,0.9949478046329217,0.9949478046329217
bootstrap,92,2,0.9925899045536184,0.996198917255332
bootstrap,92,3,0.9903480279497106,0.9964593642369562
bootstrap,92,4,0.9912167610606912,0.997044779638838
bootstrap,92,5,0.941173580887614,0.9863917508004179
bootstrap,92,6,0.9623742736258603,0.9921164871292198
bootstrap,92,7,0.9630562311074781,0.9928424986735619
bootstrap,92,8,0.9814197238616138,0.9959957888053439
bootstrap,92,9,0.9746917135321765,0.9959255063489363
bootstrap,92,10,0.8989177125057529,0.9874726588103597
bootstrap,92,11,0.862336683201795,0.9849033735108276
bootstrap,92,12,0.8989264624329366,0.9878778028913815
bootstrap,92,13,0.7994513080445121,0.9804967698818251
bootstrap,93,1,0.9847405980976587,0.9847405980976587
bootstrap,93,2,0.9932291881273189,0.9962109071892016
bootstrap,93,3,0.996369757164131,0.9982714940470637
bootstrap,93,4,0.9913809748495883,0.9974712961884151
bootstrap,93,5,0.9778871336975086,0.9939872494766832
bootstrap,93,6,0.9896950781497152,0.997084160613798
bootstrap,93,7,0.911596142888013,0.9859346996186159
bootstrap,93,8,0.8965532851167894,0.9856865899282065
bootstrap,93,9,0.9529240351666334,0.9932535201729343
bootstrap,93,10,0.9416489008082157,0.9920814180030615
bootstrap,93,11,0.8868723967144065,0.9867728254322646
bootstrap,93,12,0.7955499187730516,0.9800888780150184
bootstrap,93,13,0.9695870453113022,0.9954113858444977
bootstrap,94,1,0.9967657890128491,0.9967657890128491
bootstrap,94,2,0.997116893759153,0.998356879330749
bootstrap,94,3,0.9950044355425134,0.9980329861075816
bootstrap,94,4,0.9939801764947777,0.9980760099790893
bootstrap,94,5,0.9903879245034634,0.9976054062370846
bootstrap,94,6,0.9904370831420716,0.9971712333305679
bootstrap,94,7,0.970342562704326,0.9943821606045559
bootstrap,94,8,0.9685517545754136,0.9944179328578837
bootstrap,94,9,0.975113061835141,0.9949885786399645
bootstrap,94,10,0.9734715167020315,0.9950732329243615
bootstrap,94,11,0.7644826563697068,0.975559745007481
bootstrap,94,12,0.8482029753958779,0.9846481599709714
bootstrap,94,13,0.9685742703159975,0.9947393604188357
bootstrap,95,1,0.9859572613981384,0.9859572613981384
bootstrap,95,2,0.9963351996887789,0.9979544228889141
bootstrap,95,3,0.9953774091767716,0.9983562123072746
bootstrap,95,4,0.9839458248293885,0.9948796992671313
bootstrap,95,5,0.9897670495927179,0.9972266615533341
bootstrap,95,6,0.9528423497415818,0.9905628395120377
bootstrap,95,7,0.9797667196576095,0.9960439617109922
bootstrap,95,8,0.9670478618148359,0.9942612547311319
bootstrap,95,9,0.9835461177229344,0.9971512360727262
bootstrap,95,10,0.9629648363142574,0.9940974415002198
bootstrap,95,11,0.9490206076643651,0.9929240642610669
bootstrap,95,12,0.9604763429067248,0.9935122848941149
bootstrap,95,13,0.9350526024003101,0.990970299645698
bootstrap,96,1,0.9943697216807482,0.9943697216807482
bootstrap,96,2,0.9945926367858355,0.9972158158454375
bootstrap,96,3,0.9975984370767476,0.9989446604058051
bootstrap,96,4,0.9952383282573528,0.998471548008994
bootstrap,96,5,0.9937595535708694,0.9980808304856381
bootstrap,96,6,0.9943341961699804,0.9980186508724943
bootstrap,96,7,0.9514792023786942,0.9922137627097973
bootstrap,96,8,0.8492445772500202,0.9799892409598239
bootstrap,96,9,0.9902342540100034,0.9981131419833618
bootstrap,96,10,0.9904830144402139,0.9977429068758911
bootstrap,96,11,0.867119035292243,0.9865267896159171
bootstrap,96,12,0.8781248862071162,0.9867290087822842
bootstrap,96,13,0.9575571391749226,0.9928770598852101
bootstrap,97,1,0.9934291265558095,0.9934291265558095
bootstrap,97,2,0.9976629225297927,0.998435024767938
bootstrap,97,3,0.9983789528964007,0.9993413489920902
bootstrap,97,4,0.9536602329726243,0.9879894502345499
bootstrap,97,5,0.9787297938137507,0.9941123423605692
bootstrap,97,6,0.9772257017917844,0.9930676927331814
bootstrap,97,7,0.9689223000582777,0.9931390327665913
bootstrap,97,8,0.9021515913669463,0.9845125149925293
bootstrap,97,9,0.973304249311402,0.9949119885939428
bootstrap,97,10,0.9486093415653677,0.9917344178809339
bootstrap,97,11,0.9690764264812923,0.9946638095653371
bootstrap,97,12,0.9092974739784317,0.9882724864276979
bootstrap,97,13,0.7785754980683921,0.9785610924551252
bootstrap,98,1,0.9849018198821472,0.9849018198821472
bootstrap,98,2,0.991521312879976,0.99278413673602
bootstrap,98,3,0.9881011602513762,0.9958032673306713
bootstrap,98,4,0.978494555786684,0.993840126592678
bootstrap,98,5,0.9741717688669124,0.9944385326843612
bootstrap,98,6,0.9695048589567313,0.9931082366072506
bootstrap,98,7,0.8361983303858642,0.9726015894400385
bootstrap,98,8,0.9187512831251851,0.9854346607941956
bootstrap,98,9,0.9654516408892805,0.9927439848888423
bootstrap,98,10,0.7499575093060843,0.9710186135628849
bootstrap,98,11,0.9439157579193281,0.9929466192040735
bootstrap,98,12,0.7433772756512111,0.9740601719746609
bootstrap,98,13,0.9518825991852319,0.9938783840412889
bootstrap,99,1,0.9930247674330942,0.9930247674330942
bootstrap,99,2,0.9837469914190407,0.9912819290827815
bootstrap,99,3,0.9943072918720903,0.997023702492176
bootstrap,99,4,0.9918197246378435,0.9975220484136618
bootstrap,99,5,0.9917914041684195,0.9974337835815366
bootstrap,99,6,0.9774654345720589,0.9952820328454767
bootstrap,99,7,0.9119252653037458,0.9855880596615274
bootstrap,99,8,0.969100354488011,0.9947875610290264
bootstrap,99,9,0.9765693549959029,0.9954526049401734
bootstrap,99,10,0.8318436659935343,0.9810395673377832
bootstrap,99,11,0.9810425163974961,0.9968159174933781
bootstrap,99,12,0.6857018978526612,0.9718342850487353
bootstrap,99,13,0.9385384668478003,0.99343452925246
split_half,0,1,0.9021022644886459,0.9021022644886459
split_half,0,2,0.9823356919091859,0.9901306088068251
split_half,0,3,0.9613298444563243,0.9832133606850367
split_half,0,4,0.8825555376489326,0.9657991288025807
split_half,0,5,0.9408188057865512,0.9825423764873141
split_half,0,6,0.9415010570481047,0.9804870319970541
split_half,0,7,0.9184911085817917,0.9796643397579475
split_half,0,8,0.8531865468887662,0.9727745327521587
split_half,0,9,0.9277038679422778,0.9843268262167114
split_half,0,10,0.653039808992665,0.9572381192051106
split_half,0,11,0.8141962027776429,0.9752578761703312
split_half,0,12,0.7499801394662956,0.9642410771329314
split_half,0,13,0.7101443754564384,0.9686669658411915
split_half,1,1,0.9844907587996995,0.9844907587996995
split_half,1,2,0.9679180093598417,0.9776001187498184
split_half,1,3,0.9648229901060281,0.9862131983974903
split_half,1,4,0.9440704568253888,0.9829745147872062
split_half,1,5,0.8448560229423714,0.9573566292802651
split_half,1,6,0.937131586035648,0.9839260218003864
split_half,1,7,0.7077358708986118,0.9473401567136113
split_half,1,8,0.8402742491694476,0.9690490850063522
split_half,1,9,0.9267079704502231,0.9826173044910725
split_half,1,10,0.8324411044501713,0.9728270986410262
split_half,1,11,0.7370804715258257,0.9611569904051914
split_half,1,12,0.6716413216104233,0.9552178537633774
split_half,1,13,0.7090593254752061,0.9644103568471944
split_half,2,1,0.9816465230181733,0.9816465230181733
split_half,2,2,0.9774394631565975,0.9858179182012872
split_half,2,3,0.9726463877122664,0.9900094933925598
split_half,2,4,0.9386993729213974,0.9802970438470889
split_half,2,5,0.9209932558662033,0.9772649348298652
split_half,2,6,0.9452983455002413,0.986271091037349
split_half,2,7,0.8576857143991627,0.9715739684353144
split_half,2,8,0.9302236399726014,0.9822000376330686
split_half,2,9,0.902838970351052,0.9802046968515418
split_half,2,10,0.8145292148210976,0.9707940565748924
split_half,2,11,0.8182564492767666,0.9713602819887626
split_half,2,12,0.7048092908713529,0.9604218981874566
split_half,2,13,0.6558215006431967,0.961555770971546
split_half,3,1,0.9862458252430821,0.9862458252430821
split_half,3,2,0.944477790481251,0.972055581982898
split_half,3,3,0.9658195049368976,0.9867718176013603
split_half,3,4,0.9745512031773684,0.9906889310086351
split_half,3,5,0.958710184954757,0.986768139866113
split_half,3,6,0.9267481049905718,0.9845185792239602
split_half,3,7,0.8982026704303325,0.9745212326569891
split_half,3,8,0.817927618962636,0.9670422348469406
split_half,3,9,0.9100733746345308,0.9806424030567283
split_half,3,10,0.7150547653241658,0.9603468908003607
split_half,3,11,0.6276391481602182,0.9542558861251372
split_half,3,12,0.674576470607403,0.9571049828869831
split_half,3,13,0.6566906602004656,0.9626436524508275
split_half,4,1,0.9801626620281808,0.9801626620281808
split_half,4,2,0.9415596259936058,0.9643828110525616
split_half,4,3,0.9437572555610062,0.9796573385309463
split_half,4,4,0.9289139981898301,0.9774982812925077
split_half,4,5,0.9351931228246111,0.9836843139046035
split_half,4,6,0.8739193172701976,0.9674074704388539
split_half,4,7,0.9323356159026559,0.9827401243413189
split_half,4,8,0.8921651713052626,0.976254011791345
split_half,4,9,0.9316564810509759,0.9829904822052151
split_half,4,10,0.9296626509942885,0.9874247201775356
split_half,4,11,0.8714029829543724,0.9794670222851262
split_half,4,12,0.8265295782143827,0.9748815562043144
split_half,4,13,0.8560826000883864,0.9795947778250927
split_half,5,1,0.9791142787302411,0.9791142787302411
split_half,5,2,0.9538065409226305,0.9759693474933546
split_half,5,3,0.9511284513491627,0.9830693992847487
split_half,5,4,0.8898798566273255,0.9600520158565546
split_half,5,5,0.8800639783749206,0.9678810441224123
split_half,5,6,0.8958054725131048,0.9743581419542137
split_half,5,7,0.6093415888886465,0.9324706621042343
split_half,5,8,0.8889312223512787,0.9759326853883818
split_half,5,9,0.9143040399009316,0.9823864512447743
split_half,5,10,0.8722248751986753,0.977045599671144
split_half,5,11,0.8751527774334023,0.9777546688680846
split_half,5,12,0.20805104046779307,0.9196289508980476
split_half,5,13,0.24210775434714518,0.9249067412368028
split_half,6,1,0.9648105431467765,0.9648105431467765
split_half,6,2,0.9835238564796055,0.9885309589673317
split_half,6,3,0.9845155017660012,0.9937398987361759
split_half,6,4,0.9809463926136881,0.9933284748622472
split_half,6,5,0.9661446788561961,0.9900080446529609
split_half,6,6,0.9105647159501576,0.9807528659699378
split_half,6,7,0.7849982446105078,0.9636923694041907
split_half,6,8,0.7879620429640892,0.9626912423185421
split_half,6,9,0.9367985718817834,0.9864840270390606
split_half,6,10,0.8609389160505944,0.977742696581592
split_half,6,11,0.7941319855926589,0.9722545552801197
split_half,6,12,0.5425328688238034,0.9541031619039527
split_half,6,13,0.8062270787289612,0.9753092550376338
split_half,7,1,0.9963024058293778,0.9963024058293778
split_half,7,2,0.9962680086531658,0.9970068977726461
split_half,7,3,0.9958790035976164,0.9975318970100929
split_half,7,4,0.9765982812659332,0.992952537113302
split_half,7,5,0.9798357423628878,0.9949777960480228
split_half,7,6,0.9564149012609529,0.9912957634685057
split_half,7,7,0.8638854703458596,0.9768062702305977
split_half,7,8,0.7813301714103222,0.9708900171647862
split_half,7,9,0.975265201888108,0.9950424062812421
split_half,7,10,0.9209304697400329,0.9894742544668507
split_half,7,11,0.8354513162312001,0.9805949100098118
split_half,7,12,0.6854037619982773,0.9684814480508702
split_half,7,13,0.7577816207673714,0.9730040356630243
split_half,8,1,0.9439847260211959,0.9439847260211959
split_half,8,2,0.9672948234834198,0.9745045065713405
split_half,8,3,0.9665149074990335,0.9871424130262957
split_half,8,4,0.9226339558168576,0.9746166077794501
split_half,8,5,0.9534656043464711,0.985017513420264
split_half,8,6,0.896632692443324,0.97458345803499
split_half,8,7,0.8148815487299808,0.9646023137126899
split_half,8,8,0.8722374602945523,0.9750445708319897
split_half,8,9,0.8420139602295412,0.973526143569236
split_half,8,10,0.49070038215398143,0.936542633759952
split_half,8,11,0.1775333193080734,0.9117795741660903
split_half,8,12,0.6077534107245286,0.9554647890651015
split_half,8,13,0.7881392622072927,0.9644630164626532
split_half,9,1,0.994812662653539,0.994812662653539
split_half,9,2,0.9872256216557388,0.9917317022221694
split_half,9,3,0.9772699646198487,0.9911232803311659
split_half,9,4,0.891781554403204,0.9683910872067374
split_half,9,5,0.9073741447919502,0.9710555561963815
split_half,9,6,0.8481223039048243,0.9656154678914622
split_half,9,7,0.5131950732890214,0.920719540056988
split_half,9,8,0.8443561087168943,0.9679450235038465
split_half,9,9,0.8847681017597703,0.9818820199961108
split_half,9,10,0.8682758890860546,0.9763720984357935
split_half,9,11,0.894459023146961,0.9805803820882172
split_half,9,12,0.9046566006676684,0.9795690734371517
split_half,9,13,0.8289875619542117,0.973071751630421
split_half,10,1,0.9535155432547053,0.9535155432547053
split_half,10,2,0.9660384790141435,0.982372340935874
split_half,10,3,0.9705501174532936,0.9885626638442164
split_half,10,4,0.9695750758872094,0.9873479509647801
split_half,10,5,0.9614820753367992,0.985886723540301
split_half,10,6,0.9352671656142882,0.9832625524857534
split_half,10,7,0.5214851073452417,0.9211886932441818
split_half,10,8,0.7398957345275964,0.9630445600225628
split_half,10,9,0.9407818865966017,0.9891607828063615
split_half,10,10,0.9355620749255283,0.9870944851747474
split_half,10,11,0.7671472653636671,0.970340555060533
split_half,10,12,0.6640024561964597,0.9631182317435648
split_half,10,13,0.750738448418544,0.9730399822929539
split_half,11,1,0.9423208752635248,0.9423208752635248
split_half,11,2,0.9838124191697124,0.9903936299295129
split_half,11,3,0.9734516294473695,0.9903566868611242
split_half,11,4,0.96146996442655,0.9866724955445244
split_half,11,5,0.9645138910681331,0.9901276190391359
split_half,11,6,0.9517056744811212,0.9854363091235837
split_half,11,7,0.92869906675816,0.9836913465942321
split_half,11,8,0.8294036222894198,0.9723458508537012
split_half,11,9,0.9063833633112025,0.9823240256256428
split_half,11,10,0.914766594881933,0.9823582148484051
split_half,11,11,0.7663327314808076,0.9682966202208374
split_half,11,12,0.8331032405950106,0.9712976260099756
split_half,11,13,0.7022372263314783,0.9630786383924582
split_half,12,1,0.9973005075940042,0.9973005075940042
split_half,12,2,0.9701644167229855,0.9849703462663429
split_half,12,3,0.9858362236501932,0.9941607838784527
split_half,12,4,0.9499232581967959,0.9850727998023547
split_half,12,5,0.9545376609204366,0.9871194759308196
split_half,12,6,0.917654886716388,0.9808140808771827
split_half,12,7,0.8498090663492226,0.9732708696306742
split_half,12,8,0.7397598961027162,0.9583257533482379
split_half,12,9,0.8932302848718243,0.9830266129567465
split_half,12,10,0.8939973827172347,0.9818595511068964
split_half,12,11,0.8056482430073818,0.9705473349580664
split_half,12,12,0.4352569387303671,0.940613760663865
split_half,12,13,0.5717139442015199,0.954548219704563
split_half,13,1,0.9659929702290534,0.9659929702290534
split_half,13,2,0.9847916904265703,0.9920403121370658
split_half,13,3,0.9890531953144545,0.9959802378422021
split_half,13,4,0.8715401177599409,0.9659525158921487
split_half,13,5,0.8753295941453166,0.9705298929718691
split_half,13,6,0.9422828182625508,0.9861374690073293
split_half,13,7,0.8735904309720963,0.977907254225352
split_half,13,8,0.8093222965161145,0.9702769607528607
split_half,13,9,0.8845245796349862,0.9814076618502917
split_half,13,10,0.8357529902507385,0.9767497776262684
split_half,13,11,0.35809727572790595,0.9352775963317083
split_half,13,12,0.5758474857493697,0.9504608407496188
split_half,13,13,0.7696373023707647,0.9697765748223143
split_half,14,1,0.9512259018181014,0.9512259018181014
split_half,14,2,0.955491475473211,0.9766560442231
split_half,14,3,0.9785795527701386,0.9919072715169351
split_half,14,4,0.9577016368387251,0.9861299519706139
split_half,14,5,0.9513387765873379,0.9867290909176072
split_half,14,6,0.8989569473801083,0.977754411851385
split_half,14,7,0.9028425293627977,0.977695447143999
split_half,14,8,0.731475810737594,0.9549373734023794
split_half,14,9,0.9097121078481889,0.9815155042783452
split_half,14,10,0.7966657401651493,0.9670294574473985
split_half,14,11,0.6848626620052085,0.9529762238173525
split_half,14,12,0.7763383572280591,0.9591432585940862
split_half,14,13,0.7362504802477414,0.9646104816161347
split_half,15,1,0.9640819426130589,0.9640819426130589
split_half,15,2,0.9600269944277504,0.9772446042705665
split_half,15,3,0.9686161921991004,0.9882274897972074
split_half,15,4,0.9516092686429908,0.98193514338779
split_half,15,5,0.9190935095525451,0.9787588195238073
split_half,15,6,0.9530990677472345,0.9864633876902783
split_half,15,7,0.6427693599717694,0.9443847610011773
split_half,15,8,0.7593718125088347,0.9640337413140978
split_half,15,9,0.9154484909539424,0.9859041494368493
split_half,15,10,0.8549664005464765,0.9754690472719302
split_half,15,11,0.8847183129223319,0.9796545779942941
split_half,15,12,0.5129951870334452,0.94832794467575
split_half,15,13,0.696328003026277,0.9627908702250451
split_half,16,1,0.9279625381683756,0.9279625381683756
split_half,16,2,0.9775741932888463,0.988619813128264
split_half,16,3,0.9623861469857685,0.9867776912816848
split_half,16,4,0.9532699373557395,0.9807607007873296
split_half,16,5,0.7295941018245491,0.9385030577087299
split_half,16,6,0.9057181491717884,0.9767265096380385
split_half,16,7,0.9510227975922548,0.9883450519191808
split_half,16,8,0.8684614688111676,0.9773526560530815
split_half,16,9,0.9397551874333675,0.9877900316866529
split_half,16,10,0.9359639219747923,0.9880525081103991
split_half,16,11,0.8436242274034361,0.9776409852310426
split_half,16,12,0.38304157654120474,0.9373183243678973
