model,K,fit_status,valid_starts,best_seed,best_objective,objective_per_role,objective_min,objective_max,objective_sd,best_to_second_objective_gap,best_iterations,start_ari_median,start_ari_p10,start_ari_minimum,start_nmi_median,start_ari_share_ge_0_90,start_ari_share_ge_0_75,start_stability,valid_subsample_refits,subsample_ari_median,subsample_ari_p10,subsample_ari_minimum,subsample_nmi_median,subsample_ari_share_ge_0_75,subsample_stability,minimum_cluster_size,maximum_cluster_size,cluster_sizes,small_cluster_warning,elapsed_seconds
llama,4,available,100,2036565,266.6510194183163,0.9696400706120593,265.20036282133606,266.6510194183163,0.39742381767914825,0.0005412213728277493,7,0.8214048738929222,0.49735217956211325,0.40058715451112276,0.7671508979426035,0.16,0.66,low,50,0.8824355337474117,0.7998733543367937,0.720998568492735,0.8505482136425446,0.96,moderate,3,152,L04_A:57;L04_B:152;L04_C:63;L04_D:3,True,3.5281920433044434
llama,5,available,100,2036677,267.04149013104944,0.9710599641129071,265.4399020088186,267.04149013104944,0.20650110751344045,8.752064007921945e-05,12,0.6250276501490383,0.5826116456055401,0.314028639809695,0.6651597020440674,0.02,0.11,low,50,0.697511859149357,0.5754426027390586,0.5563891773212538,0.7091124040408938,0.26,low,3,120,L05_A:120;L05_B:47;L05_C:42;L05_D:63;L05_E:3,True,3.9982690811157227
llama,6,available,100,2036770,267.33137383810373,0.9721140866840136,265.8825869635171,267.33137383810373,0.1918678809695281,0.008446620609106503,14,0.6283090554449327,0.5808023064394104,0.33729759069670945,0.6310693489723154,0.02,0.21,low,50,0.7348418191630912,0.6456398087676121,0.5864314199482593,0.6935424177965712,0.4,low,3,124,L06_A:40;L06_B:22;L06_C:28;L06_D:124;L06_E:58;L06_F:3,True,3.873979091644287
llama,7,available,100,2036810,267.5731361385423,0.9729932223219719,266.3981803981817,267.5731361385423,0.1537370864824939,0.02778628621661028,12,0.672426253525265,0.5580591634200524,0.28393363510763825,0.6372915589067478,0.01,0.18,low,50,0.7368477971952578,0.6549948645328395,0.6101860539738871,0.6780521077910187,0.38,low,3,118,L07_A:53;L07_B:18;L07_C:118;L07_D:19;L07_E:19;L07_F:45;L07_G:3,True,4.323703050613403
llama,8,available,100,2036924,267.76718914695755,0.9736988696253002,266.9249525014093,267.76718914695755,0.13552038370967825,0.03318276774734841,10,0.6584042842986251,0.5831859754039493,0.5399228963854619,0.6234242133919783,0.01,0.08,low,50,0.6911969375637408,0.6084358554699043,0.5718034411884827,0.641626425996195,0.22,low,3,121,L08_A:40;L08_B:17;L08_C:11;L08_D:50;L08_E:16;L08_F:121;L08_G:17;L08_H:3,True,3.6641669273376465
llama,9,available,100,2037045,267.9381843892711,0.9743206705064403,267.4074751400216,267.9381843892711,0.12014181882891116,0.006697153781487941,8,0.7134643949517894,0.5618629922047269,0.42656135750025076,0.6629740464233169,0.01,0.32,low,50,0.7577815475363421,0.7000975721843049,0.6588775836732096,0.6971611342006564,0.6,moderate,3,111,L09_A:31;L09_B:39;L09_C:9;L09_D:7;L09_E:29;L09_F:5;L09_G:111;L09_H:41;L09_I:3,True,4.4087769985198975
llama,10,available,100,2037184,268.1330786628398,0.9750293769557811,267.6228257650063,268.1330786628398,0.09555552131183587,0.06477543532992058,10,0.712939026899601,0.5934454825835304,0.4546556667995715,0.6651352255971121,0.02,0.28,low,50,0.7535460555148441,0.6871035719308336,0.6250475762490366,0.6869476105433482,0.54,moderate,1,115,L10_A:26;L10_B:14;L10_C:9;L10_D:2;L10_E:49;L10_F:24;L10_G:1;L10_H:29;L10_I:115;L10_J:6,True,3.8014657497406006
