model,lower_K,higher_K,lower_profile_id,higher_profile_id,lower_size,higher_size,overlap_count,jaccard,share_of_lower,share_of_higher,adjacent_partition_ari,adjacent_partition_nmi
llama,4,5,L04_C,L05_A,63,120,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_C,L05_E,63,3,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_C,L05_D,63,63,21,0.2,0.3333333333333333,0.3333333333333333,0.6295526010856931,0.6820674592411682
llama,4,5,L04_C,L05_C,63,42,42,0.6666666666666666,0.6666666666666666,1.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_C,L05_B,63,47,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_B,L05_A,152,120,120,0.7894736842105263,0.7894736842105263,1.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_B,L05_E,152,3,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_B,L05_D,152,63,32,0.17486338797814208,0.21052631578947367,0.5079365079365079,0.6295526010856931,0.6820674592411682
llama,4,5,L04_B,L05_C,152,42,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_B,L05_B,152,47,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_D,L05_A,3,120,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_D,L05_E,3,3,3,1.0,1.0,1.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_D,L05_D,3,63,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_D,L05_C,3,42,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_D,L05_B,3,47,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_A,L05_A,57,120,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_A,L05_E,57,3,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_A,L05_D,57,63,10,0.09090909090909091,0.17543859649122806,0.15873015873015872,0.6295526010856931,0.6820674592411682
llama,4,5,L04_A,L05_C,57,42,0,0.0,0.0,0.0,0.6295526010856931,0.6820674592411682
llama,4,5,L04_A,L05_B,57,47,47,0.8245614035087719,0.8245614035087719,1.0,0.6295526010856931,0.6820674592411682
llama,5,6,L05_A,L06_B,120,22,1,0.0070921985815602835,0.008333333333333333,0.045454545454545456,0.8305537968572771,0.772097677875724
llama,5,6,L05_A,L06_D,120,124,119,0.952,0.9916666666666667,0.9596774193548387,0.8305537968572771,0.772097677875724
llama,5,6,L05_A,L06_F,120,3,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_A,L06_A,120,40,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_A,L06_C,120,28,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_A,L06_E,120,58,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_E,L06_B,3,22,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_E,L06_D,3,124,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_E,L06_F,3,3,3,1.0,1.0,1.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_E,L06_A,3,40,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_E,L06_C,3,28,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_E,L06_E,3,58,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_D,L06_B,63,22,5,0.0625,0.07936507936507936,0.22727272727272727,0.8305537968572771,0.772097677875724
llama,5,6,L05_D,L06_D,63,124,5,0.027472527472527472,0.07936507936507936,0.04032258064516129,0.8305537968572771,0.772097677875724
llama,5,6,L05_D,L06_F,63,3,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_D,L06_A,63,40,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_D,L06_C,63,28,2,0.02247191011235955,0.031746031746031744,0.07142857142857142,0.8305537968572771,0.772097677875724
llama,5,6,L05_D,L06_E,63,58,51,0.7285714285714285,0.8095238095238095,0.8793103448275862,0.8305537968572771,0.772097677875724
llama,5,6,L05_C,L06_B,42,22,15,0.30612244897959184,0.35714285714285715,0.6818181818181818,0.8305537968572771,0.772097677875724
llama,5,6,L05_C,L06_D,42,124,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_C,L06_F,42,3,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_C,L06_A,42,40,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_C,L06_C,42,28,26,0.5909090909090909,0.6190476190476191,0.9285714285714286,0.8305537968572771,0.772097677875724
llama,5,6,L05_C,L06_E,42,58,1,0.010101010101010102,0.023809523809523808,0.017241379310344827,0.8305537968572771,0.772097677875724
llama,5,6,L05_B,L06_B,47,22,1,0.014705882352941176,0.02127659574468085,0.045454545454545456,0.8305537968572771,0.772097677875724
llama,5,6,L05_B,L06_D,47,124,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_B,L06_F,47,3,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_B,L06_A,47,40,40,0.851063829787234,0.851063829787234,1.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_B,L06_C,47,28,0,0.0,0.0,0.0,0.8305537968572771,0.772097677875724
llama,5,6,L05_B,L06_E,47,58,6,0.06060606060606061,0.1276595744680851,0.10344827586206896,0.8305537968572771,0.772097677875724
llama,6,7,L06_B,L07_A,22,53,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_B,L07_E,22,19,15,0.5769230769230769,0.6818181818181818,0.7894736842105263,0.7692218667126487,0.7225988961278332
llama,6,7,L06_B,L07_D,22,19,5,0.1388888888888889,0.22727272727272727,0.2631578947368421,0.7692218667126487,0.7225988961278332
llama,6,7,L06_B,L07_F,22,45,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_B,L07_C,22,118,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_B,L07_G,22,3,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_B,L07_B,22,18,2,0.05263157894736842,0.09090909090909091,0.1111111111111111,0.7692218667126487,0.7225988961278332
llama,6,7,L06_D,L07_A,124,53,5,0.029069767441860465,0.04032258064516129,0.09433962264150944,0.7692218667126487,0.7225988961278332
llama,6,7,L06_D,L07_E,124,19,3,0.02142857142857143,0.024193548387096774,0.15789473684210525,0.7692218667126487,0.7225988961278332
llama,6,7,L06_D,L07_D,124,19,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_D,L07_F,124,45,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_D,L07_C,124,118,116,0.9206349206349206,0.9354838709677419,0.9830508474576272,0.7692218667126487,0.7225988961278332
llama,6,7,L06_D,L07_G,124,3,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_D,L07_B,124,18,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_F,L07_A,3,53,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_F,L07_E,3,19,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
llama,6,7,L06_F,L07_D,3,19,0,0.0,0.0,0.0,0.7692218667126487,0.7225988961278332
