model,K,seed,objective,iterations,ari_to_retained,nmi_to_retained,retained_start
llama,4,2036576,265.8611973900899,4,0.4933973052398987,0.5923090403741861,False
llama,4,2036577,266.6380406204973,10,0.8421459528411083,0.7803986060956356,False
llama,4,2036578,266.55932983895366,13,0.9078909560765924,0.8550849562953626,False
llama,4,2036579,266.640088872234,10,0.824590328558071,0.8024644267855547,False
llama,4,2036580,265.32602009157796,5,0.44628536946547026,0.5040203717088008,False
llama,4,2036581,266.09286314387055,12,0.8203289465968265,0.780990701352513,False
llama,4,2036582,265.7594997155253,4,0.509458903940128,0.6109746463138149,False
llama,4,2036583,266.63696074281904,9,0.8100751410728894,0.7608706035570384,False
llama,4,2036584,265.39391925514883,9,0.5423076481242979,0.6174937747648499,False
llama,4,2036585,266.6387751943548,6,0.8525683606951538,0.7899455087483346,False
llama,4,2036586,266.6502020893868,10,0.961461156347004,0.9402617182965466,False
llama,4,2036587,266.5471935073623,10,0.8884923831623933,0.8476587376918042,False
llama,4,2036588,266.56412575893404,11,0.9534355648879351,0.9107951435367164,False
llama,4,2036589,266.5053040646459,14,0.8696423969208854,0.834596526369853,False
llama,4,2036590,266.64071467902954,8,0.8398153214647978,0.8194265252729332,False
llama,4,2036591,265.8206396832865,3,0.4714726566698764,0.5255825909000162,False
llama,5,2036592,266.821369784578,8,0.5918619302963273,0.6830118027039067,False
llama,5,2036593,266.94673517259986,8,0.6779359333543267,0.678258495974909,False
llama,5,2036594,266.5790430734113,7,0.5041822107539575,0.531877079220951,False
llama,5,2036595,266.76958824341887,6,0.5852745432534966,0.6843391961899457,False
llama,5,2036596,266.83693404635477,17,0.6124330829210564,0.6258395331345016,False
llama,5,2036597,266.82232191573286,10,0.6131169265097299,0.670849911814172,False
llama,5,2036598,266.8182743423369,4,0.6464386917337301,0.6737344194076165,False
llama,5,2036599,266.86558940870896,9,0.6141311359721742,0.6666178869537007,False
llama,5,2036600,267.039709553584,10,0.8586479723419037,0.8259009875366681,False
llama,5,2036601,266.9662193942021,9,0.7315672492290759,0.7213832044644987,False
llama,5,2036602,266.826532845375,9,0.6520810817100755,0.6891991821776117,False
llama,5,2036603,266.5606423556459,8,0.5618767676051282,0.5833974619846402,False
llama,5,2036604,266.7302929602888,11,0.6272381760557575,0.6582906460976385,False
llama,5,2036605,266.9098916694782,6,0.6291093598313926,0.6713637741324334,False
llama,5,2036606,266.6086148195984,10,0.8137829671278446,0.7762364844546997,False
llama,5,2036607,266.69486872933464,6,0.6073255378340212,0.6915632743176439,False
llama,5,2036608,266.82265991952886,8,0.6689019144786287,0.6634902967033326,False
llama,5,2036609,266.8176939686182,7,0.6637179892621027,0.6815170323299345,False
llama,5,2036610,266.93745790568386,6,0.6648426635269302,0.6885915276887493,False
llama,5,2036611,267.0297449612532,26,0.80690186788423,0.7897731002163842,False
llama,5,2036612,266.9796669763543,6,0.5981147589344432,0.6822734413009365,False
llama,5,2036613,266.8250586395934,13,0.6345850819735062,0.669027369145525,False
llama,5,2036614,267.02083581599106,26,0.7557648465371217,0.7906999278862729,False
llama,5,2036615,266.8219955913735,9,0.5927236123457875,0.6762548637143162,False
llama,5,2036616,266.96323079176,4,0.6606416527668519,0.6182058128785767,False
llama,5,2036617,266.81906469507203,6,0.562266776042471,0.6268284368355422,False
llama,5,2036618,266.81031761213336,11,0.60793598650518,0.6679300616018863,False
llama,5,2036619,266.91493242658726,14,0.5827971037319252,0.6785570417387218,False
llama,5,2036620,266.8223400792608,8,0.6303788360086173,0.6538568592126341,False
llama,5,2036621,266.9093250828647,13,0.6520055646122421,0.6588957667680155,False
llama,5,2036622,267.00899286424965,7,0.5678819904495908,0.6222437830311361,False
llama,5,2036623,266.8476504516432,10,0.5876913449887521,0.6380465702818588,False
llama,5,2036624,266.7521385384607,7,0.6198876634017779,0.6730007297664469,False
llama,5,2036625,267.03787398635615,14,0.9431971869634147,0.9091095948245674,False
llama,5,2036626,266.04645709664555,6,0.3213849862974695,0.4358548346797636,False
llama,5,2036627,266.9453997787804,10,0.6398505922399734,0.6553408037811923,False
llama,5,2036628,266.7577770501024,11,0.6094641271954452,0.6146325800542548,False
llama,5,2036629,266.57288233830457,9,0.544983787179137,0.5740693048631438,False
llama,5,2036630,266.97872003407974,10,0.6107121707941773,0.6467737906442693,False
llama,5,2036631,266.97749087839713,5,0.6323854678295995,0.6395685086735243,False
llama,5,2036632,266.81695988538553,4,0.6435055790667596,0.671702895844029,False
llama,5,2036633,266.80530515197825,19,0.6555193719806164,0.6449154292005589,False
llama,5,2036634,266.8247431114261,6,0.6472094924277836,0.6595213571431111,False
llama,5,2036635,266.8619310261062,14,0.630014174269575,0.6668299393909197,False
llama,5,2036636,266.47887407886867,9,0.6002884262065821,0.6163766393432414,False
llama,5,2036637,266.69097338753033,6,0.6286777601584803,0.6608032275296422,False
llama,5,2036638,266.9762358210117,5,0.6213610966451362,0.6316673888677041,False
llama,5,2036639,266.62767778878,18,0.6596438954643865,0.6517927097249286,False
llama,5,2036640,266.827073619623,15,0.6300974835428569,0.66648273054489,False
llama,5,2036641,266.91173642614564,9,0.622817124242319,0.5810761721372875,False
llama,5,2036642,266.96859923369186,6,0.6033852021056889,0.6851626196498161,False
llama,5,2036643,266.8198770046148,8,0.6162210535179934,0.671681971835387,False
llama,5,2036644,267.03918944232095,12,0.8487559286078751,0.8295000189370891,False
llama,5,2036645,266.7994714462085,9,0.6371809984965873,0.6598412750272881,False
llama,5,2036646,266.97073603706434,8,0.6627060816625977,0.6211645922559785,False
llama,5,2036647,266.85634687852803,11,0.6275616837091317,0.6488427240281756,False
llama,5,2036648,266.7498739478249,9,0.5995093578383045,0.6799047762585818,False
llama,5,2036649,266.77641832231626,10,0.6169377370562794,0.6237397940205853,False
llama,5,2036650,266.90609413360863,9,0.5935133434812232,0.6518272410794014,False
llama,5,2036651,266.58630039199204,8,0.6785829223448364,0.6561735311588767,False
llama,5,2036652,267.03724921241394,14,0.86085575193102,0.8482250901591885,False
llama,5,2036653,265.4399020088186,5,0.314028639809695,0.400791362935303,False
llama,5,2036654,266.8167691656015,9,0.5931282195380314,0.607832342886922,False
llama,5,2036655,266.85357257149053,5,0.6397692288784924,0.6497499910718539,False
llama,5,2036656,267.0385460688319,7,0.6950896812878784,0.7116185488561112,False
llama,5,2036657,267.04140261040936,8,0.8508248870699296,0.824827080671852,False
llama,5,2036658,266.8839314130446,7,0.6436002007918554,0.6517694328604573,False
llama,5,2036659,266.97874775644044,8,0.6133731470052184,0.6845279096408775,False
llama,5,2036660,266.7187609575267,4,0.6563118745154994,0.6784144895608255,False
llama,5,2036661,267.0287854609369,10,0.7086139066265301,0.6833128116336376,False
llama,5,2036662,266.76620269194075,10,0.8027745268601574,0.7341338241380372,False
llama,5,2036663,266.821369784578,8,0.5918619302963273,0.6830118027039067,False
llama,5,2036664,266.71731665139544,5,0.611057669793281,0.6781942164148559,False
llama,5,2036665,266.86478534973674,7,0.6147711121790611,0.5990891576421261,False
llama,5,2036666,266.74469614046836,6,0.5896631035734826,0.6824511387214487,False
llama,5,2036667,266.8665572040728,7,0.6076252976517754,0.6638366735432447,False
llama,5,2036668,266.7498739478249,8,0.5995093578383045,0.6799047762585818,False
llama,5,2036669,267.00684718389175,7,0.5663614467194428,0.6199183367002555,False
llama,5,2036670,266.8673213763034,5,0.6175168724556529,0.6591106562536183,False
llama,5,2036671,266.7825237233574,7,0.6394667307802466,0.6449949440238638,False
llama,5,2036672,266.44690221979596,6,0.4743223544673152,0.5111064401739366,False
llama,5,2036673,266.82408219410036,5,0.6180901278814971,0.6699826415827604,False
llama,5,2036674,266.8585241402431,9,0.5876770902572958,0.6531253904414471,False
llama,5,2036675,266.6936392630787,8,0.6012299913953637,0.6477760059169193,False
llama,5,2036676,266.8658540030327,10,0.6130922993473928,0.6224065983075392,False
llama,5,2036677,267.04149013104944,12,1.0,1.0,True
llama,5,2036678,266.7302929602888,11,0.6272381760557575,0.6582906460976387,False
llama,5,2036679,266.8193328459134,9,0.6410610931585231,0.6566499510622493,False
llama,5,2036680,266.79556435682684,9,0.64403426270952,0.6386597170613787,False
llama,5,2036681,266.980919695833,5,0.5981147589344432,0.6822734413009365,False
llama,5,2036682,267.0357280141486,21,0.8529665784542696,0.8341714450434212,False
llama,5,2036683,266.8085944491306,10,0.6135094473807525,0.678533014103533,False
llama,5,2036684,266.8280051030166,13,0.608973314257515,0.6822857366689077,False
llama,5,2036685,266.87269810930775,7,0.6323657197331368,0.6316740088251187,False
llama,5,2036686,266.8338252778293,5,0.5998091187578016,0.6680651809197946,False
llama,5,2036687,266.5787412517191,10,0.5809425224680752,0.6050553409068894,False
llama,5,2036688,266.821369784578,8,0.5918619302963273,0.6830118027039067,False
llama,5,2036689,266.8285022425817,7,0.6313020848763347,0.6686324712489159,False
llama,5,2036690,266.8238608428844,4,0.628753335992352,0.6571802230557874,False
llama,5,2036691,266.6380846576935,6,0.6627988510335188,0.6552268845334367,False
llama,6,2036692,267.1330272233475,11,0.7095684952495853,0.6822693951224464,False
llama,6,2036693,267.13559040442067,5,0.5879868899519378,0.6157029666250986,False
llama,6,2036694,267.20743072126425,13,0.7728127016651859,0.7321088849803141,False
llama,6,2036695,267.00477818592793,8,0.6102173631748135,0.6072964637026566,False
llama,6,2036696,267.12269499374554,13,0.6493349213741818,0.6178066047308549,False
llama,6,2036697,266.93201923481143,15,0.5926033400827421,0.5707680030375408,False
llama,6,2036698,267.31234569113525,20,0.7465192877517359,0.6936371191572815,False
llama,6,2036699,267.1796971117852,6,0.7056201307105024,0.6474883504573465,False
llama,6,2036700,267.1995118439614,6,0.6443739863813958,0.6577029295898427,False
llama,6,2036701,267.14223819543565,7,0.6157146833134068,0.6462630072277594,False
llama,6,2036702,266.6379848425655,9,0.5781207591067683,0.6018691522305533,False
llama,6,2036703,267.2660487691362,5,0.6335932688792688,0.658286633150337,False
llama,6,2036704,267.03363054320005,8,0.6058200564687984,0.6437989545041094,False
llama,6,2036705,267.0582525001166,10,0.6030068526392012,0.6248656673300081,False
llama,6,2036706,267.07935048533705,8,0.625999630950224,0.6320633973078883,False
llama,6,2036707,267.14810841604213,7,0.5840615176833215,0.607528654750683,False
llama,6,2036708,266.80318609496055,15,0.7730431121089013,0.7293127801498622,False
llama,6,2036709,267.1505810723642,5,0.672168388207313,0.643777048523155,False
llama,6,2036710,267.1995761598424,11,0.6464060372047065,0.6882787765832734,False
llama,6,2036711,267.0562384135742,12,0.5356546799121658,0.5788725266207203,False
llama,6,2036712,267.3229272174946,14,0.8023389657270308,0.781264174268085,False
llama,6,2036713,267.1827199252747,11,0.752861880484117,0.7295853245934215,False
llama,6,2036714,267.2258867139043,5,0.6713528121138946,0.6415953904703214,False
llama,6,2036715,267.1009392836017,4,0.6099559572524452,0.6108062341664869,False
llama,6,2036716,267.0699054071937,8,0.5818123047223077,0.621318101710689,False
llama,6,2036717,267.10583546258596,7,0.6153640283396755,0.6242782214329081,False
llama,6,2036718,267.1628595029085,9,0.6433379646965695,0.6384631491109046,False
llama,6,2036719,265.8825869635171,8,0.33729759069670945,0.41034354082867286,False
llama,6,2036720,267.2275561812975,11,0.6935108577467524,0.6314912033656429,False
llama,6,2036721,267.2041004031124,7,0.8392109550253437,0.7849687550454898,False
llama,6,2036722,267.2483814756506,16,0.7657207463488873,0.7369201587373428,False
llama,6,2036723,266.81318752305793,8,0.5637789979181737,0.6035220216498538,False
llama,6,2036724,267.32147836054054,13,0.9054638898532384,0.8667613803855809,False
llama,6,2036725,267.0224941559894,12,0.5987115791528809,0.6101029204797094,False
llama,6,2036726,267.21386302233327,13,0.686402142823401,0.6932503336220385,False
llama,6,2036727,267.04293552839295,16,0.6094135091997809,0.6058582363462248,False
llama,6,2036728,267.06342346111126,5,0.6006746709989499,0.585254951252599,False
llama,6,2036729,267.1071281333807,6,0.7864026888699075,0.7604477033507102,False
llama,6,2036730,267.1492928651006,16,0.6964695352205135,0.6622860786756197,False
llama,6,2036731,267.22279740874546,8,0.7417814452898646,0.7337134434584814,False
llama,6,2036732,266.9935449347424,7,0.5968136414443461,0.618883253493518,False
llama,6,2036733,267.0230164546956,8,0.6148087253309773,0.6006587745709684,False
llama,6,2036734,267.216834181813,7,0.7332025302796432,0.7083972840088386,False
llama,6,2036735,267.04065177867164,6,0.5811002561430374,0.6017638020167024,False
llama,6,2036736,267.24285012701966,9,0.8098681157396469,0.7738522989366239,False
llama,6,2036737,266.7391823461953,9,0.7041890769412449,0.6301723369146531,False
llama,6,2036738,266.60204697565086,6,0.6215843223399637,0.6389265371301984,False
