bin_left,bin_right,bin_midpoint,count
0.0726643780771,0.0797535220645,0.0762089500708,2
0.0797535220645,0.0868426660519,0.0832980940582,2
0.0868426660519,0.0939318100392,0.0903872380456,6
0.0939318100392,0.101020954027,0.0974763820329,13
0.101020954027,0.108110098014,0.10456552602,22
0.108110098014,0.115199242001,0.111654670008,50
0.115199242001,0.122288385989,0.118743813995,82
0.122288385989,0.129377529976,0.125832957982,134
0.129377529976,0.136466673964,0.13292210197,226
0.136466673964,0.143555817951,0.140011245957,276
0.143555817951,0.150644961938,0.147100389945,398
0.150644961938,0.157734105926,0.154189533932,472
0.157734105926,0.164823249913,0.161278677919,585
0.164823249913,0.1719123939,0.168367821907,689
0.1719123939,0.179001537888,0.175456965894,765
0.179001537888,0.186090681875,0.182546109882,859
0.186090681875,0.193179825863,0.189635253869,952
0.193179825863,0.20026896985,0.196724397856,1032
0.20026896985,0.207358113837,0.203813541844,1033
0.207358113837,0.214447257825,0.210902685831,1079
0.214447257825,0.221536401812,0.217991829818,1039
0.221536401812,0.228625545799,0.225080973806,1040
0.228625545799,0.235714689787,0.232170117793,1043
0.235714689787,0.242803833774,0.239259261781,1013
0.242803833774,0.249892977762,0.246348405768,870
0.249892977762,0.256982121749,0.253437549755,792
0.256982121749,0.264071265736,0.260526693743,757
0.264071265736,0.271160409724,0.26761583773,653
0.271160409724,0.278249553711,0.274704981717,597
0.278249553711,0.285338697699,0.281794125705,566
0.285338697699,0.292427841686,0.288883269692,435
0.292427841686,0.299516985673,0.29597241368,427
0.299516985673,0.306606129661,0.303061557667,368
0.306606129661,0.313695273648,0.310150701654,292
0.313695273648,0.320784417635,0.317239845642,260
0.320784417635,0.327873561623,0.324328989629,213
0.327873561623,0.33496270561,0.331418133617,170
0.33496270561,0.342051849598,0.338507277604,132
0.342051849598,0.349140993585,0.345596421591,144
0.349140993585,0.356230137572,0.352685565579,97
0.356230137572,0.36331928156,0.359774709566,93
0.36331928156,0.370408425547,0.366863853553,76
0.370408425547,0.377497569535,0.373952997541,45
0.377497569535,0.384586713522,0.381042141528,41
0.384586713522,0.391675857509,0.388131285516,30
0.391675857509,0.398765001497,0.395220429503,23
0.398765001497,0.405854145484,0.40230957349,17
0.405854145484,0.412943289471,0.409398717478,21
0.412943289471,0.420032433459,0.416487861465,18
0.420032433459,0.427121577446,0.423577005452,10
0.427121577446,0.434210721434,0.43066614944,8
0.434210721434,0.441299865421,0.437755293427,9
0.441299865421,0.448389009408,0.444844437415,9
0.448389009408,0.455478153396,0.451933581402,2
0.455478153396,0.462567297383,0.459022725389,4
0.462567297383,0.46965644137,0.466111869377,1
0.46965644137,0.476745585358,0.473201013364,4
0.476745585358,0.483834729345,0.480290157352,1
0.483834729345,0.490923873333,0.487379301339,1
0.490923873333,0.49801301732,0.494468445326,2
