model,model_label,persona,trait,group,category_position,raw_affinity,z_score,ridge_height_percentile,pc1,pc2,pc3,rank_pc1,rank_pc2,rank_pc3
qwen,Qwen/Qwen3-32B,engineer,abstract,Exploration,2,0.20231629324988637,-0.14593092851268202,44.18181818181818,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,curious,Exploration,3,0.3935653617471036,-0.6772934077793036,23.818181818181817,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,reactive,Response,4,-0.537642477595037,-1.2676511938418797,8.909090909090908,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,adaptable,Response,5,0.16673387931178008,-0.3406269734556128,38.72727272727273,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,practical,Response,6,-0.22320443955747915,0.1104348513399338,56.18181818181818,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,skeptical,Scrutiny,7,0.18224690924468043,1.0330929239128026,85.27272727272727,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,analytical,Scrutiny,8,0.5126862129433404,1.5535372488052495,94.72727272727273,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,conscientious,Scrutiny,9,0.43719724923297054,1.0159741877029398,85.27272727272727,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,rebellious,Challenge,10,-0.03748618900628958,-0.8294257084760208,23.09090909090909,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,competitive,Challenge,11,-0.14688281041681275,-0.3242636740847734,45.27272727272727,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,manipulative,Challenge,12,-0.2566434326684446,-1.2331065876368994,10.0,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,empathetic,Affiliation,13,-0.07581773524348809,-1.395106230080101,7.454545454545454,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,agreeable,Affiliation,14,0.24642698447984135,0.3114554536811133,52.90909090909091,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,engineer,altruistic,Affiliation,15,0.06628296619842508,-0.5653029163063776,22.727272727272727,40.535311306762054,-7.183094129476526,11.617733783491419,19,166,57
qwen,Qwen/Qwen3-32B,entrepreneur,creative,Exploration,1,0.2421756024731861,0.14170034278297916,52.90909090909091,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,abstract,Exploration,2,0.1712124427125701,-0.7955518125014934,19.818181818181817,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,curious,Exploration,3,0.4310993534421461,0.7943800413816728,74.72727272727273,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,reactive,Response,4,-0.4537447568310315,-0.12012734645074241,48.90909090909091,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,adaptable,Response,5,0.22293607869148693,1.034249273096328,83.81818181818181,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,practical,Response,6,-0.1699932289474855,1.2516583778634338,89.27272727272727,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,skeptical,Scrutiny,7,0.15578104294482356,0.3879186612331485,64.54545454545455,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,analytical,Scrutiny,8,0.43609501246240673,0.5125914757799174,64.54545454545455,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,conscientious,Scrutiny,9,0.3697494636657988,0.04787433609378705,45.63636363636363,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,rebellious,Challenge,10,0.03365500047883484,0.40869153121953306,65.27272727272727,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,competitive,Challenge,11,-0.09429048821400778,0.6013893103739423,75.45454545454545,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,manipulative,Challenge,12,-0.19124889291302302,-0.1852499847008012,47.09090909090909,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,empathetic,Affiliation,13,0.012135281970408454,-0.02710825680743615,48.18181818181818,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,agreeable,Affiliation,14,0.21291404079935736,-0.29370384020206314,31.454545454545453,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,entrepreneur,altruistic,Affiliation,15,0.0373988266165557,-1.26091720880387,10.727272727272727,20.681249839860676,16.28226869899314,6.638281034843868,95,56,92
qwen,Qwen/Qwen3-32B,evaluator,creative,Exploration,1,0.1434325972225423,-1.4897101570544355,7.090909090909091,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,abstract,Exploration,2,0.20439848967635477,-0.10244312041709135,46.0,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,curious,Exploration,3,0.37504147646218033,-1.4035979897863895,9.636363636363637,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,reactive,Response,4,-0.557892983229042,-1.5446305673592475,2.3636363636363638,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,adaptable,Response,5,0.15508689328454645,-0.625547574597564,27.454545454545453,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,practical,Response,6,-0.23840932969188036,-0.21566519676392937,42.36363636363637,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,skeptical,Scrutiny,7,0.18074151463187582,0.9963950184539745,84.54545454545455,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,analytical,Scrutiny,8,0.5254201288054823,1.7266030293064516,97.63636363636364,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,conscientious,Scrutiny,9,0.45583551268330263,1.283495203089708,98.36363636363636,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,rebellious,Challenge,10,-0.06289717527743797,-1.2716699330620393,7.818181818181818,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,competitive,Challenge,11,-0.1707156944144868,-0.7437351725220253,22.727272727272727,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,manipulative,Challenge,12,-0.2710495189569458,-1.463944096339171,1.2727272727272727,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,empathetic,Affiliation,13,-0.08667585120063624,-1.5639904945825285,4.181818181818182,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,agreeable,Affiliation,14,0.26238903030410893,0.599689769115775,68.9090909090909,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evaluator,altruistic,Affiliation,15,0.08128546349980417,-0.20399904168637617,36.18181818181818,45.086229152592466,-10.275203492936383,7.30469963237495,3,187,87
qwen,Qwen/Qwen3-32B,evangelist,creative,Exploration,1,0.3182781114074744,1.3990494767719832,92.54545454545455,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,abstract,Exploration,2,0.21555866171801527,0.13064315996072895,55.81818181818182,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,curious,Exploration,3,0.4824913487543342,2.8094131243229166,99.81818181818181,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,reactive,Response,4,-0.4042447335988296,0.5569167566321725,69.27272727272727,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,adaptable,Response,5,0.21591479644991723,0.8624874153609753,80.54545454545455,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,practical,Response,6,-0.21112511785745208,0.369500675073095,63.45454545454545,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,skeptical,Scrutiny,7,0.12588915390605676,-0.3407738082362038,39.45454545454545,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,analytical,Scrutiny,8,0.3487854443116707,-0.6740268999667888,31.818181818181817,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,conscientious,Scrutiny,9,0.3438540541406119,-0.3238108409343745,32.90909090909091,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,rebellious,Challenge,10,0.0746007697612615,1.1212978737346453,84.9090909090909,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,competitive,Challenge,11,-0.07177605123413235,0.9976554365104651,82.36363636363636,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,manipulative,Challenge,12,-0.1325750150981108,0.7549173521772667,71.81818181818181,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,empathetic,Affiliation,13,0.08255652688228096,1.0682051658179161,83.45454545454545,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,agreeable,Affiliation,14,0.19897683932636173,-0.5453745702494868,26.0,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,evangelist,altruistic,Affiliation,15,0.10394544780835621,0.34171944537882004,66.0,-19.14157758812452,5.674437049446107,-2.2126647540724487,192,90,152
qwen,Qwen/Qwen3-32B,examiner,creative,Exploration,1,0.13029201371403024,-1.7068160255193536,4.545454545454546,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,abstract,Exploration,2,0.21075812887100626,0.030381413012391213,52.54545454545455,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,curious,Exploration,3,0.3628578414801086,-1.881307162396243,4.545454545454546,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,reactive,Response,4,-0.5650027197919144,-1.6418750715039303,0.18181818181818182,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,adaptable,Response,5,0.13005387322400985,-1.2379311652852476,10.0,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,practical,Response,6,-0.24714521153349295,-0.40302409667035854,36.54545454545455,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,skeptical,Scrutiny,7,0.18509582479054779,1.1025426432575844,86.36363636363636,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,analytical,Scrutiny,8,0.532145073953099,1.818001299359438,99.45454545454545,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,conscientious,Scrutiny,9,0.4630264883789333,1.38670959990533,99.81818181818181,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,rebellious,Challenge,10,-0.07526460660898467,-1.486908531870409,5.636363636363637,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,competitive,Challenge,11,-0.16506162166299718,-0.6442204696613871,31.09090909090909,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,manipulative,Challenge,12,-0.2715842404379213,-1.472512264823383,0.9090909090909091,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,empathetic,Affiliation,13,-0.10592853383044773,-1.8634416294264007,1.2727272727272727,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,agreeable,Affiliation,14,0.25598619638537223,0.4840707268121181,62.0,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,examiner,altruistic,Affiliation,15,0.07602658895487058,-0.3306480729146867,30.363636363636363,45.62248211313589,-13.63690990152403,10.556259247627086,2,206,62
qwen,Qwen/Qwen3-32B,exile,creative,Exploration,1,0.2949694182756073,1.0139483081748453,81.27272727272727,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,abstract,Exploration,2,0.2198513645208187,0.22029859944121377,57.63636363636363,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,curious,Exploration,3,0.42177859845396326,0.4289217721495412,63.81818181818182,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,reactive,Response,4,-0.3664984691883982,1.0731970341708286,84.9090909090909,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,adaptable,Response,5,0.17884696168561487,-0.04430424210133462,49.63636363636363,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,practical,Response,6,-0.238136860318344,-0.20982153232231598,43.45454545454545,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,skeptical,Scrutiny,7,0.12333754570686707,-0.4029758884518237,37.27272727272727,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,analytical,Scrutiny,8,0.28747893946713055,-1.5072394188483464,4.545454545454546,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,conscientious,Scrutiny,9,0.3137210815103857,-0.7563191299250085,20.90909090909091,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,rebellious,Challenge,10,0.06902086475276535,1.0241870911221729,83.45454545454545,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,competitive,Challenge,11,-0.09410341674428084,0.6046818682418392,76.18181818181819,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,manipulative,Challenge,12,-0.10191229272057926,1.2462448579210335,87.81818181818181,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,empathetic,Affiliation,13,0.08532177031355179,1.1112150309642632,84.18181818181819,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,agreeable,Affiliation,14,0.1893086210135541,-0.7199582243465225,21.636363636363637,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,exile,altruistic,Affiliation,15,0.11420307059221878,0.5887529079916924,73.63636363636364,-46.929442220478656,-4.671833114249578,-7.730744017789958,257,149,191
qwen,Qwen/Qwen3-32B,expatriate,creative,Exploration,1,0.21311982571287505,-0.33835289407548,41.63636363636363,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,abstract,Exploration,2,0.18151504197122706,-0.5803764074576175,30.0,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,curious,Exploration,3,0.4206529003773842,0.3847841812284074,62.0,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,reactive,Response,4,-0.4442763118682501,0.009378750896822486,51.09090909090909,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,adaptable,Response,5,0.22477307401942193,1.079187750047048,84.9090909090909,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,practical,Response,6,-0.2056323312165833,0.4873047481034526,67.81818181818181,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,skeptical,Scrutiny,7,0.13151275677001556,-0.2036838754809162,46.0,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,analytical,Scrutiny,8,0.413115281089711,0.20027551666892351,58.0,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,conscientious,Scrutiny,9,0.3641964186978048,-0.031830311943027566,43.81818181818182,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,rebellious,Challenge,10,0.0003766493532020688,-0.1704736547365338,49.63636363636363,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,competitive,Challenge,11,-0.1703320408463152,-0.736982664636809,23.818181818181817,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,manipulative,Challenge,12,-0.2017809152571042,-0.35401100353802056,43.09090909090909,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,empathetic,Affiliation,13,0.04261370268588411,0.4469450399194281,67.81818181818181,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,agreeable,Affiliation,14,0.260143317264393,0.5591378519122095,66.72727272727273,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,expatriate,altruistic,Affiliation,15,0.0926574542697266,0.06987165095745286,48.18181818181818,14.628705713359093,14.16857028512824,-10.601171338354959,102,63,211
qwen,Qwen/Qwen3-32B,facilitator,creative,Exploration,1,0.1675388229598383,-1.0914323278608666,16.545454545454547,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,abstract,Exploration,2,0.1754917009097416,-0.7061771709429578,23.09090909090909,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,curious,Exploration,3,0.40285440702872516,-0.31307844710881144,36.54545454545455,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,reactive,Response,4,-0.49477088210409603,-0.681268420227037,31.09090909090909,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,adaptable,Response,5,0.22102161527979278,0.9874156918720765,82.72727272727273,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,practical,Response,6,-0.19246816219864377,0.7696373471588634,78.72727272727273,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,skeptical,Scrutiny,7,0.12182606297665699,-0.4398222075923989,32.54545454545455,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,analytical,Scrutiny,8,0.4538779736300464,0.75427848607735,70.72727272727273,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,conscientious,Scrutiny,9,0.419025235596491,0.7551454064912125,71.45454545454545,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,rebellious,Challenge,10,-0.046390078710803334,-0.9843859983347018,17.636363636363637,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,competitive,Challenge,11,-0.21181815679182567,-1.4671604820467035,1.6363636363636365,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,manipulative,Challenge,12,-0.25979864609258985,-1.283664497097362,8.545454545454545,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,empathetic,Affiliation,13,0.01266707352541069,-0.01883691157686419,48.54545454545455,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,agreeable,Affiliation,14,0.3065167057521065,1.3965243644117775,96.9090909090909,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,facilitator,altruistic,Affiliation,15,0.1186563061228106,0.6959998029236701,76.9090909090909,32.463401289520796,5.011736264287589,-16.050745245574372,52,93,236
qwen,Qwen/Qwen3-32B,familiar,creative,Exploration,1,0.27396819574746817,0.6669706680386104,68.9090909090909,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,abstract,Exploration,2,0.24711234928017434,0.7896591355758549,77.63636363636364,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,curious,Exploration,3,0.4157841863704389,0.19388636269114048,54.36363636363637,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,reactive,Response,4,-0.4309252897345468,0.19198938853937014,56.54545454545455,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,adaptable,Response,5,0.1504111081280823,-0.7399314602204441,21.272727272727273,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,practical,Response,6,-0.2638796633315323,-0.761928731172495,24.181818181818183,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,skeptical,Scrutiny,7,0.10894473366584367,-0.7538380817103282,19.818181818181817,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,analytical,Scrutiny,8,0.33023454623835935,-0.9261508882837535,22.0,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,conscientious,Scrutiny,9,0.36955766959427117,0.04512145383643691,45.27272727272727,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,rebellious,Challenge,10,-0.0013147506561968587,-0.1999102093684453,47.81818181818182,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,competitive,Challenge,11,-0.10526090341575546,0.4083041384910508,70.36363636363636,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,manipulative,Challenge,12,-0.1371139243252461,0.6821876407736932,70.36363636363636,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,empathetic,Affiliation,13,0.02747897413570627,0.21154347396378112,56.18181818181818,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,agreeable,Affiliation,14,0.23153181626184952,0.042486258763142735,40.54545454545455,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,familiar,altruistic,Affiliation,15,0.1212338372761369,0.7580742678572482,79.0909090909091,-40.97249406451984,-28.231849844074397,-1.701520321205392,243,248,148
qwen,Qwen/Qwen3-32B,fixer,creative,Exploration,1,0.2706326052418319,0.6118607657195547,66.72727272727273,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,abstract,Exploration,2,0.18130546052960214,-0.5847536301816236,29.636363636363637,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,curious,Exploration,3,0.3959883818222685,-0.5822890090898043,28.90909090909091,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,reactive,Response,4,-0.3946050927523609,0.6887644117397991,76.54545454545455,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,adaptable,Response,5,0.17144747135847757,-0.22531821663709387,43.09090909090909,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,practical,Response,6,-0.19023929605827344,0.8174399520555188,79.45454545454545,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,skeptical,Scrutiny,7,0.1784213454404629,0.9398348654477614,83.0909090909091,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,analytical,Scrutiny,8,0.38441147379581186,-0.18983596721826296,44.90909090909091,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,conscientious,Scrutiny,9,0.3081450665157691,-0.8363534741731629,18.727272727272727,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,rebellious,Challenge,10,0.07829971175940882,1.185673011256035,87.0909090909091,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,competitive,Challenge,11,-0.0289672225375474,1.7511137054070292,91.81818181818181,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,manipulative,Challenge,12,-0.10213939600288775,1.2426058434894702,87.45454545454545,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,empathetic,Affiliation,13,0.0030672888921826217,-0.16814942339408404,44.90909090909091,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,agreeable,Affiliation,14,0.1381727763559397,-1.6433426915588887,8.909090909090908,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,fixer,altruistic,Affiliation,15,-0.0013187586059189296,-2.193349541621173,4.181818181818182,-12.58928083339093,17.011219127451696,25.801748594335457,175,53,19
qwen,Qwen/Qwen3-32B,flaneur,creative,Exploration,1,0.3143904093965314,1.3348177080022139,92.18181818181819,-28.516237208368473,-8.305863068746632,9.19804262827271,213,177,75
qwen,Qwen/Qwen3-32B,flaneur,abstract,Exploration,2,0.25438494552600766,0.9415512749893948,80.9090909090909,-28.516237208368473,-8.305863068746632,9.19804262827271,213,177,75
