model,pc,matched_axis_cosine_median,matched_axis_cosine_q05,top3_subspace_mean_cosine_median,top10_subspace_mean_cosine_median
qwen,1,0.993662761614695,0.9766088774681356,0.9928385989875331,0.9617320998609118
qwen,2,0.9737309867153268,0.757177256772361,0.9928385989875331,0.9617320998609118
qwen,3,0.9649264931511496,0.7557931824939336,0.9928385989875331,0.9617320998609118
qwen,4,0.9778375687879648,0.9425101801241279,0.9928385989875331,0.9617320998609118
qwen,5,0.9511239552386478,0.7594116769073685,0.9928385989875331,0.9617320998609118
qwen,6,0.943769067544404,0.7484339768512754,0.9928385989875331,0.9617320998609118
qwen,7,0.9311623433663686,0.7604587233225579,0.9928385989875331,0.9617320998609118
qwen,8,0.8927845571686422,0.7045077996304948,0.9928385989875331,0.9617320998609118
qwen,9,0.7849458148061658,0.56508217760065,0.9928385989875331,0.9617320998609118
qwen,10,0.7499974687423322,0.59442535922719,0.9928385989875331,0.9617320998609118
qwen,11,0.7026124294419978,0.563712300473925,0.9928385989875331,0.9617320998609118
qwen,12,0.7283362868511127,0.5775375964707451,0.9928385989875331,0.9617320998609118
qwen,13,0.6761194765655778,0.5105455730282985,0.9928385989875331,0.9617320998609118
qwen,14,0.6788590597583772,0.5113667788380499,0.9928385989875331,0.9617320998609118
qwen,15,0.679566433632748,0.492212295061241,0.9928385989875331,0.9617320998609118
qwen,16,0.6632677295499461,0.47513077697477996,0.9928385989875331,0.9617320998609118
qwen,17,0.6112237674671434,0.45135368233704415,0.9928385989875331,0.9617320998609118
qwen,18,0.5816339810649132,0.34162108823406645,0.9928385989875331,0.9617320998609118
qwen,19,0.5776942477826545,0.35398284183748974,0.9928385989875331,0.9617320998609118
qwen,20,0.5468460175512866,0.30445963515714153,0.9928385989875331,0.9617320998609118
llama,1,0.9921586213319235,0.9814391876198049,0.9859809046903756,0.9602671674094614
llama,2,0.9730745317773141,0.8816217654483788,0.9859809046903756,0.9602671674094614
llama,3,0.9563848774970558,0.8552584790210321,0.9859809046903756,0.9602671674094614
llama,4,0.9522042500918548,0.8654603217282936,0.9859809046903756,0.9602671674094614
llama,5,0.9391433378645105,0.8179971392934741,0.9859809046903756,0.9602671674094614
llama,6,0.8606157662553208,0.6746638068982874,0.9859809046903756,0.9602671674094614
llama,7,0.8386615395276238,0.650855016389526,0.9859809046903756,0.9602671674094614
llama,8,0.8320820717175438,0.6318851834386314,0.9859809046903756,0.9602671674094614
llama,9,0.7786100512464252,0.6066134644858592,0.9859809046903756,0.9602671674094614
llama,10,0.7603216272061543,0.5624148132265635,0.9859809046903756,0.9602671674094614
llama,11,0.65602908398813,0.47885676171308883,0.9859809046903756,0.9602671674094614
llama,12,0.612633798769394,0.47728289750768577,0.9859809046903756,0.9602671674094614
llama,13,0.6357139321067939,0.46427226402516125,0.9859809046903756,0.9602671674094614
llama,14,0.537874101853757,0.4214658614619153,0.9859809046903756,0.9602671674094614
llama,15,0.5827914041757303,0.4178215351275383,0.9859809046903756,0.9602671674094614
llama,16,0.5673572520512975,0.41950913617342983,0.9859809046903756,0.9602671674094614
llama,17,0.5343621436000777,0.38995364295872686,0.9859809046903756,0.9602671674094614
llama,18,0.5233601850344163,0.3893281033009489,0.9859809046903756,0.9602671674094614
llama,19,0.4891570507187488,0.24437830696225352,0.9859809046903756,0.9602671674094614
llama,20,0.4313282438804076,0.24219893716883115,0.9859809046903756,0.9602671674094614
gemma,1,0.9918003469997551,0.9749324082803301,0.9887900962605551,0.9685052377130274
gemma,2,0.9704399166977782,0.8926113057307592,0.9887900962605551,0.9685052377130274
gemma,3,0.9603903058857477,0.8779830270771202,0.9887900962605551,0.9685052377130274
gemma,4,0.9607122095560984,0.8952713452858176,0.9887900962605551,0.9685052377130274
gemma,5,0.91850692738211,0.7585544928521379,0.9887900962605551,0.9685052377130274
gemma,6,0.8730092121430703,0.68558003711196,0.9887900962605551,0.9685052377130274
gemma,7,0.8822865328050575,0.688763629920549,0.9887900962605551,0.9685052377130274
gemma,8,0.8591294665415286,0.6751537460747025,0.9887900962605551,0.9685052377130274
gemma,9,0.7907896504308716,0.6131510517012161,0.9887900962605551,0.9685052377130274
gemma,10,0.7468493939573273,0.5815565999998528,0.9887900962605551,0.9685052377130274
gemma,11,0.7011990854159874,0.5546912088336632,0.9887900962605551,0.9685052377130274
gemma,12,0.6901899100893115,0.5130782135537008,0.9887900962605551,0.9685052377130274
gemma,13,0.6589152352165268,0.48530261012526477,0.9887900962605551,0.9685052377130274
gemma,14,0.6399683539300711,0.47360815011109303,0.9887900962605551,0.9685052377130274
gemma,15,0.5827848232126698,0.4717597766418731,0.9887900962605551,0.9685052377130274
gemma,16,0.581291809540802,0.4488939328934123,0.9887900962605551,0.9685052377130274
gemma,17,0.5820103327274813,0.45002736958101847,0.9887900962605551,0.9685052377130274
gemma,18,0.5694442472397877,0.4074737711335091,0.9887900962605551,0.9685052377130274
gemma,19,0.5211023237321177,0.3554709826063636,0.9887900962605551,0.9685052377130274
gemma,20,0.43335229600091035,0.23057144518873282,0.9887900962605551,0.9685052377130274
