model,pc,eigenvalue,explained_variance,cumulative_variance
llama,175,0.0010548048663270315,7.361345792153807e-05,0.9976124827758079
llama,176,0.0010368245975611123,7.235863838052965e-05,0.9976848414141885
llama,177,0.001019262527413339,7.113300437645085e-05,0.9977559744185649
llama,178,0.0010042647361256935,7.008632805449423e-05,0.9978260607466194
llama,179,0.0009759101093217686,6.81074955768059e-05,0.9978941682421962
llama,180,0.0009638531451234491,6.726605574749882e-05,0.9979614342979437
llama,181,0.0009604461817938392,6.702828821370106e-05,0.9980284625861574
llama,182,0.0009407262407869123,6.565205921261248e-05,0.99809411464537
llama,183,0.0009158853702779083,6.391844721069174e-05,0.9981580330925807
llama,184,0.0008886562292402478,6.201816091888201e-05,0.9982200512534996
llama,185,0.000851510063513362,5.9425778389206804e-05,0.9982794770318888
llama,186,0.000842020031715771,5.8763481429164695e-05,0.998338240513318
llama,187,0.0008191317771990871,5.716613995440609e-05,0.9983954066532724
llama,188,0.0008008625438438919,5.5891153951038086e-05,0.9984512978072234
llama,189,0.0007784522910305178,5.4327171592639617e-05,0.998505624978816
llama,190,0.0007454572506175347,5.202449069250473e-05,0.9985576494695085
llama,191,0.0007333647927504773,5.118057380628076e-05,0.9986088300433148
llama,192,0.0007120547005095895,4.969337022146878e-05,0.9986585234135362
llama,193,0.0007039060106024934,4.912468376510036e-05,0.9987076480973013
llama,194,0.0006900133668106819,4.815513424761609e-05,0.9987558032315489
llama,195,0.0006748108133144222,4.7094167837787376e-05,0.9988028973993867
llama,196,0.0006670621875811414,4.65534013390957e-05,0.9988494508007257
llama,197,0.0006547269963042715,4.5692544404318855e-05,0.9988951433451301
llama,198,0.0006286699035933197,4.387405383884154e-05,0.998939017398969
llama,199,0.0006189233446527067,4.3193854183569794e-05,0.9989822112531526
llama,200,0.000606605164270065,4.233418441694741e-05,0.9990245454375695
llama,201,0.0005972989342035739,4.1684714740349055e-05,0.9990662301523098
llama,202,0.0005899392963279245,4.1171095197652607e-05,0.9991074012475074
llama,203,0.0005561643527207832,3.8813985869285354e-05,0.9991462152333767
llama,204,0.0005326331344029453,3.717177278819247e-05,0.9991833870061648
llama,205,0.0005288672412408816,3.6908956008831275e-05,0.9992202959621737
llama,206,0.0005145177689209519,3.5907525023309144e-05,0.999256203487197
llama,207,0.0005099158171334227,3.55863608012973e-05,0.9992917898479983
llama,208,0.0004892797282948007,3.414619503615753e-05,0.9993259360430344
llama,209,0.0004801988941803662,3.351245544951427e-05,0.9993594484984839
llama,210,0.00046501061193373043,3.2452485011611e-05,0.9993919009834955
llama,211,0.0004470366724145249,3.119810718048798e-05,0.999423099090676
llama,212,0.0004384421010260248,3.0598303236215266e-05,0.9994536973939122
llama,213,0.0004321333874607985,3.0158026332497572e-05,0.9994838554202448
llama,214,0.00042228944338222314,2.9471030295274596e-05,0.99951332645054
llama,215,0.0004183697551826832,2.9197480360539155e-05,0.9995425239309006
llama,216,0.0004041937420601953,2.820815486650613e-05,0.9995707320857671
llama,217,0.00039605525900867115,2.764018073329543e-05,0.9995983722665004
llama,218,0.0003686580769421653,2.5728167076926728e-05,0.9996241004335773
llama,219,0.0003620786652016304,2.526899850009142e-05,0.9996493694320774
llama,220,0.00035212165082960494,2.4574111434342906e-05,0.9996739435435117
llama,221,0.0003405060894183204,2.3763476530692838e-05,0.9996977070200423
llama,222,0.0003333445089018971,2.3263679153161604e-05,0.9997209706991955
llama,223,0.00031497967480619216,2.1982021298616724e-05,0.9997429527204942
llama,224,0.000309561473096833,2.160389205758357e-05,0.9997645566125518
llama,225,0.00030528871201417843,2.130570162615143e-05,0.999785862314178
llama,226,0.0002899090671458489,2.0232376240096602e-05,0.999806094690418
llama,227,0.0002736087457746075,1.909479803992417e-05,0.999825189488458
llama,228,0.000269446967070958,1.8804352924187594e-05,0.9998439938413822
llama,229,0.00025909927053190335,1.8082200658797518e-05,0.999862076042041
llama,230,0.0002516027519356301,1.7559028388872005e-05,0.9998796350704299
llama,231,0.0002423598987138038,1.691398169972551e-05,0.9998965490521295
llama,232,0.00022975666332552993,1.6034418315494504e-05,0.9999125834704451
llama,233,0.00021812237516777007,1.5222476496596247e-05,0.9999278059469416
llama,234,0.00020919176347921294,1.459922073741645e-05,0.9999424051676791
llama,235,0.0001923786218155613,1.3425853476895725e-05,0.9999558310211559
llama,236,0.00017235848453916466,1.2028674169114149e-05,0.9999678596953251
llama,237,0.00016422094457224743,1.1460765852549964e-05,0.9999793204611777
llama,238,0.00016062730982419656,1.1209970763566177e-05,0.9999905304319412
llama,239,0.00013568913555579219,9.469568058998066e-06,1.0000000000000002
gemma,1,668916.5887809633,0.2947253101931589,0.2947253101931589
gemma,2,360994.80733084236,0.15905466892754985,0.4537799791207088
gemma,3,267448.04042301484,0.11783787096366413,0.5716178500843729
gemma,4,163589.77390885583,0.07207781608104796,0.643695666165421
gemma,5,97999.61699669887,0.04317872811436668,0.6868743942797877
gemma,6,82618.59040019556,0.03640183259290122,0.7232762268726889
gemma,7,68847.37711367349,0.030334222406998956,0.7536104492796878
gemma,8,51321.828897424166,0.022612448540166967,0.7762228978198548
gemma,9,37879.062678619186,0.01668955245694732,0.7929124502768021
gemma,10,35238.282567855626,0.015526022129922391,0.8084384724067245
gemma,11,27371.683842049733,0.012059990955761395,0.8204984633624859
gemma,12,25089.762418116654,0.011054574120860153,0.8315530374833461
gemma,13,23208.909526134037,0.010225868477563882,0.84177890596091
gemma,14,20549.719563349245,0.009054226751541572,0.8508331327124515
gemma,15,17130.57487999705,0.00754774822447631,0.8583808809369279
gemma,16,16948.154684153968,0.007467373705878515,0.8658482546428063
gemma,17,15533.039621393658,0.006843872610486166,0.8726921272532925
gemma,18,13556.588983465315,0.005973046505834663,0.8786651737591271
gemma,19,12254.619936227506,0.005399397656718282,0.8840645714158454
gemma,20,11435.202934151122,0.005038361715668254,0.8891029331315137
gemma,21,10744.113720235315,0.004733867124924626,0.8938368002564383
gemma,22,10011.885572467525,0.004411246679262918,0.8982480469357013
gemma,23,9612.778371264458,0.004235399651923887,0.9024834465876251
gemma,24,8646.410187793701,0.003809616875100751,0.9062930634627259
gemma,25,8267.721792560233,0.0036427663938544564,0.9099358298565803
gemma,26,7481.719068335656,0.00329645281665356,0.9132322826732339
gemma,27,7054.445543402252,0.0031081956792385437,0.9163404783524725
gemma,28,6905.764068108063,0.003042686474262906,0.9193831648267353
gemma,29,6269.589000065361,0.0027623871104696797,0.922145551937205
gemma,30,6056.709573290219,0.002668592224616445,0.9248141441618215
gemma,31,5927.856885956923,0.0026118196032157174,0.9274259637650373
gemma,32,5562.68729474511,0.0024509255203837366,0.929876889285421
gemma,33,5482.50582196939,0.0024155974842250956,0.932292486769646
gemma,34,4823.091575337484,0.002125058915375198,0.9344175456850212
gemma,35,4539.367225325774,0.002000049686318785,0.9364175953713401
gemma,36,4365.850557644811,0.0019235980710297215,0.9383411934423698
gemma,37,4197.613508998989,0.0018494726611060673,0.9401906661034758
gemma,38,4164.35830547197,0.0018348203855616694,0.9420254864890375
gemma,39,3939.094633177018,0.0017355689888914642,0.943761055477929
gemma,40,3898.231049252519,0.0017175644534235964,0.9454786199313526
gemma,41,3564.6749775895387,0.0015705993185525368,0.9470492192499051
gemma,42,3316.5192444267363,0.0014612616572367899,0.948510480907142
gemma,43,3218.991336908138,0.0014182907647847254,0.9499287716719267
gemma,44,3150.8683315499857,0.0013882757012891988,0.9513170473732159
gemma,45,3109.076110792041,0.0013698620075146236,0.9526869093807305
gemma,46,3003.210981785816,0.0013232177270343626,0.9540101271077649
gemma,47,2878.3105862887496,0.0012681864893232361,0.9552783135970881
gemma,48,2733.2878643050385,0.0012042893346726116,0.9564826029317608
gemma,49,2675.0068662163467,0.0011786106693081305,0.9576612136010689
gemma,50,2608.345382426784,0.001149239553660334,0.9588104531547292
gemma,51,2552.472122973767,0.0011246217403186088,0.9599350748950478
gemma,52,2453.502125566891,0.0010810154616363666,0.9610160903566842
gemma,53,2322.9702722736447,0.0010235029980539493,0.9620395933547382
gemma,54,2264.6760234745316,0.0009978184944133591,0.9630374118491516
gemma,55,2225.218354101368,0.0009804334062864554,0.9640178452554381
gemma,56,2086.759985135455,0.0009194285120638667,0.9649372737675019
gemma,57,2027.3934980195274,0.0008932715791610573,0.965830545346663
gemma,58,2007.9365759919972,0.0008846988400839498,0.9667152441867469
gemma,59,1893.2418494242306,0.0008341642301906474,0.9675494084169376
gemma,60,1831.1913342090825,0.0008068247118543512,0.9683562331287919
gemma,61,1771.138560753686,0.0007803654005120266,0.969136598529304
gemma,62,1663.057925113645,0.0007327449656190366,0.969869343494923
gemma,63,1654.0619890836783,0.0007287813473123931,0.9705981248422354
gemma,64,1611.0164163904,0.0007098154254362609,0.9713079402676716
gemma,65,1560.252599111929,0.0006874488373669592,0.9719953891050386
gemma,66,1538.5655804991957,0.0006778935155301202,0.9726732826205687
gemma,67,1506.643475321716,0.0006638286044362019,0.973337111225005
gemma,68,1419.187856520504,0.0006252955723487558,0.9739624067973538
gemma,69,1386.3470116050928,0.0006108258636181963,0.974573232660972
gemma,70,1376.1929090446724,0.00060635195599347,0.9751795846169654
gemma,71,1325.4621894636894,0.0005839999508023963,0.9757635845677678
gemma,72,1299.1752840588636,0.0005724179142983018,0.9763360024820661
gemma,73,1236.296626888706,0.0005447135157980692,0.9768807159978642
gemma,74,1207.1006252466323,0.0005318497286164094,0.9774125657264806
gemma,75,1178.6789097020994,0.0005193270926546527,0.9779318928191353
gemma,76,1164.9702993770911,0.000513287065395472,0.9784451798845307
gemma,77,1109.3209524556205,0.0004887679081364677,0.9789339477926672
gemma,78,1096.9491771094235,0.0004833168916903171,0.9794172646843575
gemma,79,1091.6777096341295,0.0004809942779102335,0.9798982589622678
gemma,80,1076.9040566015233,0.00047448499178136646,0.9803727439540492
gemma,81,1029.5225586614204,0.0004536086569557309,0.9808263526110049
gemma,82,1002.0943227783584,0.0004415237491148019,0.9812678763601197
gemma,83,973.6668734086542,0.0004289985868240071,0.9816968749469437
gemma,84,944.3013426767588,0.0004160601049578045,0.9821129350519014
gemma,85,937.4247447664749,0.00041303026912150757,0.982525965321023
gemma,86,895.3077246390043,0.0003944734684236781,0.9829204387894467
gemma,87,872.1007901135778,0.0003842484701333781,0.9833046872595801
gemma,88,866.5280594187522,0.00038179311948099173,0.983686480379061
gemma,89,845.6993779766827,0.0003726159818499521,0.9840590963609109
gemma,90,835.5043323747597,0.0003681240346806705,0.9844272203955916
gemma,91,809.3179113122436,0.0003565862716771192,0.9847838066672687
gemma,92,786.3690055001592,0.00034647496109296074,0.9851302816283617
gemma,93,762.7000422394447,0.0003360463924852104,0.9854663280208469
gemma,94,746.7578504353922,0.0003290222470186271,0.9857953502678655
gemma,95,716.6842314132722,0.0003157717807518568,0.9861111220486173
gemma,96,707.3959452039591,0.00031167935266722597,0.9864228014012845
gemma,97,687.6295651441742,0.00030297026607523,0.9867257716673596
gemma,98,673.1591934233039,0.0002965946059920858,0.9870223662733517
gemma,99,651.5188023222859,0.00028705982828299643,0.9873094261016347
gemma,100,640.4821632831031,0.00028219707421340315,0.9875916231758481
gemma,101,626.5968719190655,0.0002760792011137895,0.987867702376962
gemma,102,618.4277264170659,0.00027247986753099166,0.988140182244493
gemma,103,599.6075082520555,0.0002641876608050468,0.988404369905298
gemma,104,590.7489253612486,0.00026028456042728087,0.9886646544657253
gemma,105,583.1605055576244,0.00025694109516119317,0.9889215955608864
gemma,106,575.1801952218723,0.000253424962539294,0.9891750205234258
gemma,107,567.7560027256818,0.00025015385598718855,0.9894251743794129
gemma,108,551.2909184043748,0.00024289932356066094,0.9896680737029736
gemma,109,531.8148557963545,0.00023431815112487055,0.9899023918540985
gemma,110,521.9045815938445,0.00022995167451564646,0.9901323435286141
gemma,111,497.524860836162,0.00021920994545219908,0.9903515534740663
gemma,112,490.7897799366399,0.00021624246215072324,0.990567795936217
gemma,113,484.89820279627776,0.00021364662743927654,0.9907814425636563
gemma,114,478.65517327261995,0.00021089594246036418,0.9909923385061167
gemma,115,470.845378921862,0.00020745493934999637,0.9911997934454667
gemma,116,456.29266144195043,0.00020104299764402562,0.9914008364431107
gemma,117,447.8883561084358,0.00019734005240702358,0.9915981764955177
gemma,118,437.4504744257609,0.00019274111142053655,0.9917909176069383
gemma,119,434.64248756953225,0.00019150390963618778,0.9919824215165745
gemma,120,415.03537197820253,0.00018286499512641473,0.9921652865117009
gemma,121,398.4591666626204,0.00017556150267997436,0.9923408480143808
gemma,122,395.66857011989566,0.00017433196308494448,0.9925151799774657
gemma,123,388.96513638629716,0.00017137842355605557,0.9926865584010218
gemma,124,380.8117012618393,0.0001677860119811312,0.9928543444130029
gemma,125,377.5281617104159,0.00016633928120922975,0.9930206836942121
gemma,126,372.3153660873727,0.0001640425183052408,0.9931847262125174
gemma,127,361.01048346809745,0.0001590615758491192,0.9933437877883665
gemma,128,357.6645418515663,0.0001575873506656513,0.9935013751390321
gemma,129,346.05350918593933,0.00015247151819649965,0.9936538466572287
gemma,130,340.4570125191238,0.00015000569623336354,0.993803852353462
gemma,131,339.2729169547509,0.00014948398255730695,0.9939533363360193
gemma,132,320.2509866661839,0.000141102901270345,0.9940944392372897
gemma,133,318.9713020516568,0.00014053907096430753,0.994234978308254
gemma,134,311.6346737597336,0.00013730654528715315,0.9943722848535412
gemma,135,310.8833437287235,0.00013697550853285405,0.9945092603620741
gemma,136,296.62708287871993,0.00013069418591104697,0.9946399545479852
gemma,137,293.39015116901237,0.00012926799060027403,0.9947692225385855
gemma,138,290.1570016582588,0.0001278434617300987,0.9948970660003156
gemma,139,280.4671711943871,0.00012357411285001155,0.9950206401131656
gemma,140,270.6354958739291,0.00011924226698590897,0.9951398823801515
gemma,141,266.16419604701315,0.00011727220786260933,0.9952571545880141
gemma,142,263.6937649945223,0.00011618373349903725,0.9953733383215132
gemma,143,261.30848186939215,0.0001151327753964229,0.9954884710969096
gemma,144,251.53766930741045,0.0001108277457238635,0.9955992988426335
gemma,145,245.864611702529,0.00010832819093574052,0.9957076270335693
gemma,146,237.85963565158426,0.00010480119057534724,0.9958124282241446
gemma,147,232.77466631136744,0.00010256074805791874,0.9959149889722025
gemma,148,231.16312287193617,0.00010185070042560975,0.9960168396726281
gemma,149,229.31237474049217,0.0001010352589695632,0.9961178749315976
gemma,150,222.3734530887329,9.797796323116967e-05,0.9962158528948288
gemma,151,218.7230242302764,9.636958066794556e-05,0.9963122224754968
gemma,152,215.51759311500925,9.495726455021917e-05,0.996407179740047
gemma,153,212.86378830463246,9.378799552767066e-05,0.9965009677355746
gemma,154,208.04566080754208,9.166512379007778e-05,0.9965926328593647
gemma,155,204.67631141299904,9.018058511648091e-05,0.9966828134444812
gemma,156,194.82719128497416,8.584105305292144e-05,0.996768654497534
gemma,157,193.95834337466698,8.5458237804846e-05,0.9968541127353389
gemma,158,187.24026011086792,8.249824367847071e-05,0.9969366109790173
gemma,159,181.80559082845153,8.010372302085567e-05,0.9970167147020381
gemma,160,177.2016453625956,7.807522009792831e-05,0.9970947899221361
gemma,161,172.7987956556219,7.613532016513327e-05,0.9971709252423012
gemma,162,171.88991119128605,7.573486477177953e-05,0.997246660107073
gemma,163,168.98020730117676,7.445284636176293e-05,0.9973211129534347
gemma,164,165.4271560266626,7.28873684582746e-05,0.997394000321893
gemma,165,163.5539307640434,7.206202355601521e-05,0.997466062345449
gemma,166,157.11148840383478,6.922347708421321e-05,0.9975352858225333
gemma,167,155.84436998906486,6.866518345820954e-05,0.9976039510059914
gemma,168,153.46732415558768,6.761785471443948e-05,0.9976715688607058
gemma,169,151.14758474627374,6.659577523779907e-05,0.9977381646359437
gemma,170,146.73385075794016,6.465107967987851e-05,0.9978028157156236
gemma,171,145.07945048415024,6.392214928399019e-05,0.9978667378649075
gemma,172,140.52998529224715,6.191765042361632e-05,0.9979286555153312
gemma,173,137.62560337735,6.0637976881138565e-05,0.9979892934922123
gemma,174,135.39067819904795,5.9653266638514795e-05,0.9980489467588508
gemma,175,133.604255447209,5.8866167008303266e-05,0.9981078129258592
gemma,176,132.0180390096489,5.816727847805265e-05,0.9981659802043372
gemma,177,128.87625568858996,5.6783005641365686e-05,0.9982227632099786
gemma,178,126.31002982629336,5.5652323989906845e-05,0.9982784155339685
gemma,179,120.98039122283224,5.330407995325482e-05,0.9983317196139218
gemma,180,120.4455330608535,5.3068420918417906e-05,0.9983847880348402
gemma,181,119.74421127935868,5.27594178482848e-05,0.9984375474526885
gemma,182,116.35369740510153,5.126555408400632e-05,0.9984888130067725
gemma,183,112.33914420501542,4.9496737975949306e-05,0.9985383097447484
gemma,184,108.61559496281629,4.785613849937393e-05,0.9985861658832478
gemma,185,107.55629511378562,4.738940993884878e-05,0.9986335552931866
gemma,186,102.8158795383813,4.5300778150763453e-05,0.9986788560713374
gemma,187,100.95697205567993,4.448174167648796e-05,0.9987233378130139
gemma,188,97.86960398168614,4.3121444251443496e-05,0.9987664592572654
gemma,189,96.9164463517896,4.2701482057582847e-05,0.9988091607393229
gemma,190,95.52979260136722,4.209052104453857e-05,0.9988512512603674
gemma,191,93.7501539803035,4.1306410509052235e-05,0.9988925576708765
gemma,192,90.93707035745628,4.0066963084293534e-05,0.9989326246339608
gemma,193,90.44045286710683,3.984815292717465e-05,0.9989724727868879
gemma,194,88.31196358566807,3.891033844591312e-05,0.9990113831253339
gemma,195,85.50915484834827,3.767541814587379e-05,0.9990490585434798
gemma,196,83.53821169299327,3.680701864348785e-05,0.9990858655621233
gemma,197,80.84453581734911,3.5620182390172844e-05,0.9991214857445135
gemma,198,80.39861212862228,3.542370797215609e-05,0.9991569094524857
gemma,199,78.33566754154037,3.4514772548014434e-05,0.9991914242250337
gemma,200,76.20949770812109,3.357798001784289e-05,0.9992250022050515
gemma,201,74.43370026992031,3.279556191132271e-05,0.9992577977669628
gemma,202,72.96217128526439,3.214720478618202e-05,0.999289944971749
gemma,203,71.46689718078764,3.1488385537777926e-05,0.9993214333572867
gemma,204,68.24944594752233,3.007077334418051e-05,0.9993515041306309
gemma,205,66.78053076309828,2.9423567862005542e-05,0.9993809276984928
gemma,206,65.20413813703502,2.872900771281056e-05,0.9994096567062056
gemma,207,64.29176569358052,2.8327015512409518e-05,0.999437983721718
gemma,208,62.91435204611655,2.7720125697861894e-05,0.9994657038474158
gemma,209,61.48639240154798,2.7090965267028878e-05,0.9994927948126828
gemma,210,61.15867068335184,2.694657075406215e-05,0.9995197413834369
gemma,211,58.44357679769107,2.575029770436365e-05,0.9995454916811413
gemma,212,57.13361808621048,2.517312860128469e-05,0.9995706648097425
gemma,213,55.23182873352831,2.4335198332709996e-05,0.9995950000080752
gemma,214,52.862107756009934,2.3291096927715485e-05,0.9996182911050029
gemma,215,51.488890515643305,2.2686056054282797e-05,0.9996409771610572
gemma,216,48.078788444630796,2.1183561711152374e-05,0.9996621607227683
gemma,217,47.651517682312566,2.0995305790948337e-05,0.9996831560285592
gemma,218,47.16480495649966,2.0780859682874405e-05,0.999703936888242
gemma,219,44.82302256838757,1.9749068047987608e-05,0.99972368595629
gemma,220,43.60525197785441,1.9212517122119453e-05,0.9997428984734121
gemma,221,42.79345008352669,1.8854836405070477e-05,0.9997617533098172
gemma,222,41.185195202820616,1.8146237714986308e-05,0.9997798995475322
gemma,223,40.618842841972025,1.7896702304997567e-05,0.9997977962498372
gemma,224,40.247767995034295,1.7733206360655822e-05,0.9998155294561979
gemma,225,38.81346819661845,1.7101252451770905e-05,0.9998326307086497
gemma,226,36.08192327263519,1.589773105832684e-05,0.9998485284397081
gemma,227,34.99107125748977,1.5417100582224473e-05,0.9998639455402902
gemma,228,34.17761974086623,1.5058693039961422e-05,0.9998790042333302
gemma,229,32.183754561051664,1.4180194070941819e-05,0.9998931844274012
gemma,230,31.265574838343376,1.3775643177561479e-05,0.9999069600705788
gemma,231,29.580577474620352,1.3033231673605581e-05,0.9999199933022523
gemma,232,28.082834654976544,1.2373324706858728e-05,0.9999323666269592
gemma,233,27.306491230771428,1.2031267026793935e-05,0.9999443978939859
gemma,234,27.016542974382254,1.1903515538435724e-05,0.9999563014095244
gemma,235,23.914863785027315,1.0536912621817617e-05,0.9999668383221463
gemma,236,22.852277825953397,1.006873619795933e-05,0.9999769070583442
gemma,237,18.908357306812988,8.331040918942351e-06,0.9999852380992631
gemma,238,18.132481742561918,7.989189378435757e-06,0.9999932272886415
gemma,239,15.371530106757815,6.772711358696996e-06,1.0000000000000002
