model,persona,projected_norm_squared_20,centered_norm_squared,residual_norm_20,projected_norm_squared_full,residual_norm_full,captured_fraction_20,trait_cloud_distance_20,ood,nearest_traits_3d,trait_pc1,trait_pc2,trait_pc3,trait_pc4,trait_pc5,trait_pc6,trait_pc7,trait_pc8,trait_pc9,trait_pc10,trait_pc11,trait_pc12,trait_pc13,trait_pc14,trait_pc15,trait_pc16,trait_pc17,trait_pc18,trait_pc19,trait_pc20
qwen,hybrid,57795.382180772984,82167.05694126045,156.11430030745893,72003.81944071825,100.81288360394323,0.7033887342720541,178.7966247256767,True,meditative;pensive;earnest;serene;reverent,117.39384885255103,-48.51102797096673,-89.49889655901927,118.46500418421404,51.35007674904465,-26.406596823803657,53.68593690610422,-19.649118690257804,60.66289504212291,-4.418185973603471,-40.284120323844604,-5.55111005977107,-55.640760043037034,23.502390999176715,43.63649320938477,-25.047641927287273,-33.110603454586,-1.5417246187976983,-11.87468189393252,15.547237157668015
qwen,idealist,55821.07666914864,80635.65276628634,157.5264298368299,70302.42574711729,101.65248161835031,0.6922629724464432,172.96541160334513,True,meditative;pensive;earnest;serene;reverent,110.59273387833291,-54.828677450078445,-101.6743003372454,97.14498287609851,43.53436849036057,-40.514293493779064,63.924404015133,-12.414491450421654,64.20873056187912,0.03790488895854205,-39.62316405595134,-12.767111893801186,-54.10917782017769,29.64501873231991,40.86208154226859,-20.251832575949543,-25.38170595000823,1.8680365007718427,-13.963930390831445,21.149121203196994
qwen,immigrant,56090.54756638273,80564.85980450788,156.44268035969324,70004.84765082132,102.761919764505,0.6962160388845394,178.78594216040972,True,meditative;serene;earnest;reverent;pensive,106.15958672702226,-65.97361436045314,-77.13189484602671,106.80741014177562,55.60468732617166,-30.868662117382115,68.9605697226121,-24.281966341523837,64.92544900814876,-7.308525582776016,-34.87411280715669,-9.507532814836532,-54.92139427990127,26.523020550725516,43.89168425047234,-22.37197583147234,-39.41640198269765,-1.621949370518756,-12.319689047185115,17.055533324810522
qwen,improviser,47235.50442614233,71514.13504426512,155.81601528123733,61191.50125894596,101.60036311607925,0.6605058482061618,158.73284982232173,True,meditative;pensive;earnest;reverent;serene,73.37616299810502,-53.71675416106632,-71.44996767053907,116.63596043878329,49.97861764886716,-21.14480280441154,52.43983312169871,-19.832139455181785,67.28076793288783,-7.577611731199042,-44.123913933959955,-8.127780945889583,-49.088567182061084,33.72000924150963,40.68702330972729,-22.99818084025753,-33.92382713698218,3.483091075850261,-13.255425306301598,22.40201099072317
qwen,infant,36309.47037268456,63523.19161111928,164.9658183940986,50355.083808780066,114.75237602045202,0.5715939242311127,138.264776502983,True,meditative;earnest;serene;reverent;nurturing,62.872263034392326,-65.16562088904462,-51.097226475831846,79.73628394427527,38.94976278431256,-1.4256898986628908,67.99700242140278,-24.105362676261276,40.1559180083237,-24.171529183160075,-55.493208829307406,-15.113328319485179,-55.08897039696883,36.89460658453772,37.86436493391,-9.80534892084118,-22.815665438436145,12.432491413777305,-3.028137106678404,17.395102266895275
qwen,influencer,49938.87139557219,75002.82389232183,158.31598939067916,64592.41294516163,102.03142137185093,0.6658265489745716,164.7848681301509,True,meditative;earnest;serene;reverent;pensive,81.83344268213379,-51.79200491655809,-61.177027778517655,130.27939275583148,42.16290652289295,-33.10094487647315,54.40808012324831,-15.945735998232403,69.78441134002479,-9.925225795095853,-37.17694056525252,-6.637107257714991,-48.04987093802864,25.655252517732926,45.463430031015264,-26.39905311603545,-34.00523553772631,-1.434957853759415,-3.213565467745589,21.503522450865646
qwen,instructor,58945.19475561825,82801.601065429,154.45519191600764,72571.85921466623,101.14218630602551,0.7118847220000051,180.3073700410436,True,earnest;serene;solemn;conscientious;reverent,130.8073816551384,-38.03765313413477,-62.51653500744151,129.32531132443597,40.2787494040947,-26.214296696025798,65.51375993146996,-25.485885800458206,62.30355349072011,-5.745490107343237,-45.04501036331756,-8.493364452505894,-50.337941717628205,28.6585390866673,36.79237540627949,-25.8220459077982,-23.686779996759224,3.192856884512614,-11.113123479117213,20.417810263705093
qwen,interpreter,57617.574439180244,81305.14575547482,153.90767140170297,71070.41693784317,101.16683655048057,0.7086583992170074,177.74208432721224,True,earnest;serene;solemn;meditative;pensive,125.64997003036888,-39.49052444819178,-72.99971014891675,122.49588268217336,51.36680060247458,-26.839469533325676,61.4212877749139,-22.434078467226012,62.74488250360001,-4.2222219052505,-40.97773862788696,-7.623405514694085,-52.20541153857883,27.303532421837524,37.028337815328506,-23.657514864108954,-27.143771358795732,3.799903180944362,-11.084937379291175,18.25895043456032
qwen,interviewer,55006.352607321314,79670.07999596957,157.04689550783314,69330.63466129072,101.68306316530227,0.6904267274503054,172.07105543219117,True,earnest;serene;solemn;reverent;meditative,125.03226552044832,-40.578937819915154,-66.1080740722052,115.20407958990428,58.62263795561583,-20.690318993255257,66.86635516937787,-16.75655391373989,70.20073762293477,-13.279666420215392,-37.83416738590333,-9.261084889910862,-32.25912708479857,19.476058057332647,32.0465319074085,-26.451463633470716,-26.64535330310693,1.8066297074930073,-18.82948973243309,25.1332713266505
qwen,jester,41377.89169286501,67171.82684172042,160.6049038754901,56648.343725798855,102.58402953638334,0.6160006901459646,142.43687349992555,True,pensive;meditative;eloquent;reverent;philosophical,57.483973936959835,-26.853134763520657,-87.70480385303095,101.49800840380699,30.026728368967085,-2.1837418006516907,63.62107241470785,-36.61374392215393,64.7642383803441,3.598422394159229,-40.65919257894897,-14.372951805746894,-57.59370240501112,29.608935096475502,26.18175353804468,-22.03345306591889,-29.960261665722733,8.747685853454332,-13.5783642577023,21.760881943189183
qwen,journalist,58407.20283155827,82980.54386588813,156.75886269787065,72624.96989231472,101.76234064511983,0.7038662331010398,178.5353136380781,True,solemn;conscientious;earnest;pensive;reverent,130.5253147564049,-27.066926440188528,-72.08276041083761,121.14685049138315,49.09553598362084,-27.2661338028964,66.81939835057135,-22.68254430532259,67.49787591040874,-7.068434947282294,-32.42444512495415,-12.783575895817512,-51.660336360076144,26.81253711183897,36.43465909356292,-20.559593187511652,-34.39043182133006,-0.34790816344997266,-11.858701019563643,18.710248985148326
qwen,judge,58854.32085947031,83478.50770096711,156.9209573049336,73080.65454557523,101.96986395691559,0.7050236339908659,177.94835243632892,True,solemn;conscientious;pensive;serious;earnest,142.0451288458922,-19.55535567245887,-74.86351423407271,112.29223232854704,41.34616924542824,-24.1233316784193,68.58978191224406,-20.814086844484134,66.63832177362475,-3.1436724750064506,-36.20025074792564,-7.954783557387682,-50.99285223243616,30.48928972098189,33.90551782112414,-22.997170473894474,-32.48840574868732,4.790060822172386,-10.404807383896078,20.795806074625553
qwen,lawyer,59214.88761807628,83894.60404440507,157.09779255714827,73206.37799960615,103.38387710276164,0.7058247463297411,178.37090437257555,True,solemn;conscientious;serious;pensive;formal,141.59894643891093,-12.06052987725739,-70.2088545799754,124.1594855067401,37.1347021370644,-19.584636783700624,67.74111790837327,-22.775465572472758,61.53131964874138,-5.168161735810439,-35.065979904079384,-6.541526531176153,-48.7388623816253,27.66657278423657,33.977692219515575,-23.088399100486708,-37.559962752741406,1.9061949714481439,-7.003901168730366,20.665021021008165
qwen,leviathan,51599.46723445054,77597.65679543467,161.2395409351693,66515.73766587414,105.27069454297586,0.6649616672121768,168.98130556448768,True,pensive;meditative;eloquent;reverent;earnest,84.22300389997476,-33.14675638444869,-121.91646011088514,76.66582887765931,34.35238692798571,-25.37801285432621,67.31035772836083,-54.25940795979302,52.217973943576,-22.68265352588725,-45.90644620391527,-7.730540544077476,-61.95594694835158,33.74885855973444,32.41476523520054,-25.350315410255007,-21.873356434545123,0.5914061375462674,-13.356721322087827,25.11208390694869
qwen,librarian,57779.3120217819,82130.46319261292,156.04855388894515,71805.66425907654,101.61101777630407,0.7035064673418128,176.4267375672749,True,solemn;earnest;conscientious;serene;pensive,135.33692814154114,-31.258836415356107,-71.91650608812334,122.55484038661236,40.23767795530846,-17.313055764498877,61.2435190425855,-22.87529952201834,62.191357855795566,-8.047646311348185,-37.93022865956971,-8.312296998314395,-52.23098758603487,26.82613876573204,36.178749807051304,-21.90765962715048,-29.82615194694733,-0.2968742334848435,-12.06272448517278,19.73553948069175
qwen,linguist,62008.83430737247,87059.25321498422,158.27324128737538,76139.36668911864,104.4982608748374,0.7122601218993665,182.65344730426187,True,solemn;pensive;conscientious;earnest;reverent,137.38756918990978,-22.998398738976796,-85.36610578641697,127.34608907072831,54.481037320822495,-13.096409045389713,60.6078415643348,-13.633210170589043,59.11188436387024,-11.743148433053758,-41.34647318740668,-3.808942840408575,-55.376154536779175,26.097666104186747,32.73843627415558,-17.971602872071358,-34.62422894505875,0.11622337636084712,-9.59019801855531,17.661336827248164
qwen,loner,50112.488444824434,75315.39980576944,158.75424832408424,64758.44906829414,102.74702301028142,0.665368418332231,167.2393389251975,True,meditative;pensive;earnest;reverent;serene,88.55155890030295,-42.43305013666263,-73.44107573165667,94.66674601968408,66.36025154225912,-32.35425054016789,64.64981561002762,-34.3001869423437,72.80414485594495,-7.198112898423396,-44.62112411941888,-6.229615605805727,-46.56734981912352,36.96405571440526,48.44356183208425,-22.087550395421214,-32.78847092077737,-0.7467140021704496,-9.279218429773945,19.880321882665662
qwen,luddite,49519.59823005649,75622.5728800351,161.56415026229865,65019.70996083685,102.9702040359164,0.6548256207655427,162.13258267428705,True,pensive;meditative;reverent;earnest;serene,80.77312418977941,-35.21435866000694,-90.20965286287068,97.50154933252928,48.68124729039925,-26.358003867989435,73.58457596190618,-31.72785121450811,68.03741090139992,-0.03447516846955456,-40.5016542645551,-5.334901797493786,-63.28096077784199,28.650094569880224,36.09895834120519,-15.916526833149762,-33.817588714429135,-5.189621239820628,-14.541594012670773,23.732421072959724
qwen,marketer,59302.621772116625,84530.38377113275,158.83249667185908,73939.9815743651,102.90967980111323,0.701553916195144,181.9788913706226,True,earnest;solemn;serene;reverent;pensive,123.40067009255412,-35.23530296990002,-68.37959299237734,134.66820376671882,38.98725479192732,-29.33723087624334,52.87406831048994,-22.50641789961055,76.17742191972691,-9.996889366160024,-35.85941021200912,-9.050111644776567,-50.897944405887685,23.49302005032371,43.79784604554006,-26.305220986964716,-27.946671988132845,0.8641617190803235,-9.594077134651505,21.021497923752015
qwen,martyr,54716.60522270909,80846.75965308018,161.64824289292812,70259.6463467732,102.89369906027767,0.6767940416845691,171.30207391630975,True,meditative;pensive;earnest;reverent;serene,102.05290641419863,-44.73109441915822,-111.86159989594654,84.83066972168889,39.17793242954078,-46.06120458869577,75.49788065217913,-33.268966523932995,57.24297363613042,-3.4433755183531103,-39.2939160278372,-8.338667105177718,-56.331864395995794,26.84969619362468,37.051678151377175,-25.371200763023396,-28.239578081835234,3.9032010892024407,-13.130339493805488,18.176774371286424
qwen,mathematician,61409.311419915066,86245.12655298976,157.59382961612013,75809.70750351736,102.15389884616447,0.7120322489431868,181.7097657947748,True,solemn;pensive;conscientious;earnest;reverent,132.36300266505205,-19.660092874037925,-81.72572522069723,129.890504516368,46.00911366868696,-16.396838676685405,62.94615262783959,-22.596342413535403,63.436880748976535,-14.974311653959745,-51.09560522411728,0.6926164359532113,-51.53054826972333,30.272609211216313,37.31780920323671,-13.551755778588822,-20.46689300679743,5.168659111925703,-15.033437157354168,20.35347701373569
qwen,maverick,51891.16439535799,76605.25954820233,157.2071727143655,66342.40103885668,101.30576740415943,0.6773838337132259,166.86648796018707,True,pensive;meditative;reverent;eloquent;earnest,74.20407203348124,-24.07645653030901,-86.12976178373908,126.74256373369896,53.06918425602883,-38.754354138755744,57.37043378640145,-19.24563242767127,67.75618699843791,-1.9040468825205734,-44.61870460154231,-13.188191202631254,-54.72931488951459,27.46944404187513,40.787974437185376,-23.4717975767374,-29.597600517629953,0.4370520099821611,-14.336130229056327,23.18970066014414
qwen,mechanic,54502.092621348536,79885.5328148099,159.32181330082008,69013.34015645295,104.26980703135955,0.6822523515953122,172.81288161094594,True,earnest;meditative;reverent;serene;pensive,102.00417414983369,-38.317943544066964,-60.51017342803915,122.68165438695482,46.61364302112537,-27.95089243504046,66.04091608748047,-30.461289111514272,73.17797732689688,-10.50258239357544,-41.90431502811339,3.023318679423198,-55.02307474748267,32.95862947529496,41.862570319680074,-18.518129297696717,-35.62421836074055,2.322896076448046,-12.974158726108548,28.122621922830287
qwen,mediator,58387.07866488932,82880.32432135657,156.5031809787496,72502.38217966173,101.87218531912843,0.7044745437831758,180.3921102008575,True,serene;earnest;solemn;meditative;reverent,132.82767356819232,-46.49384645761628,-68.44197535316052,116.52751104816272,51.19789508165803,-29.163567988635908,62.35141730386502,-20.115002824438243,66.22005718690397,-3.5221463512330335,-34.519523264238536,-11.350240145880095,-49.36476747548605,25.902291457365425,38.07506325712586,-26.496264874274896,-29.25538301666069,5.547715181278153,-10.952013472311554,23.89759219640437
qwen,mentor,57598.2937913267,81808.82722756361,155.59734392410724,71487.10101556036,101.595896629752,0.704059644213067,179.59744696913455,True,earnest;serene;meditative;reverent;solemn,122.46228819507803,-44.52957256573894,-67.34652853989657,125.33206632296196,44.83594867031682,-33.675088357394536,59.20561808139092,-24.015397865761734,71.29349527250528,-3.20686791241108,-37.43521549724305,-8.206484865750577,-44.083265047834956,27.769418000116275,41.90941239150033,-27.326552136622254,-26.883057270989337,2.9183869987609987,-10.910881897062794,22.775717493739595
qwen,merchant,55546.05099819838,81221.93135210173,160.2369506509137,70410.64128149587,103.97735364302102,0.6838799579562207,175.34051498762497,True,pensive;meditative;earnest;reverent;serene,113.0909460806188,-39.409486234128686,-86.44013521033796,105.96741213926656,36.355702307444446,-22.212528144366246,62.994374424539274,-36.982880161304436,79.40951893500545,-11.16835130804418,-37.89041347644157,-2.9596179868292323,-58.40155807658572,23.544124215030347,35.92100989621974,-22.319553439347263,-32.42315255894496,2.2149935484773122,-14.592605386950488,21.296170703345673
qwen,minimalist,50634.6845651686,76324.10837620622,160.27920579737602,65632.85448883551,103.3985197542533,0.6634166535636045,168.58186967933494,True,meditative;earnest;serene;reverent;pensive,105.66823008067162,-55.638946591399886,-73.2240951584678,98.23681781231997,51.50898656039255,-42.73131090024458,50.29123036028809,-26.736439257882164,68.56672031734378,3.131147983614336,-45.79749282690932,-9.26240208856026,-45.05217624589037,29.922161822227533,47.55567628964122,-21.687731703675112,-24.799629249281498,2.9398310818987956,-7.864702611477102,20.02342015018348
qwen,moderator,57667.55829914738,82460.59591340108,157.45805033167946,72015.74068092256,102.20007452286184,0.6993347266094101,179.50784186523356,True,serene;earnest;solemn;patient;reverent,132.10140443101815,-45.26729535527655,-63.198214293629384,119.37725441180584,49.357431443384286,-26.15203504809288,63.06414841293624,-21.51716171750143,65.88365839129436,-5.057002741884016,-35.75947799442369,-11.633318431608766,-47.08780376447681,24.85438433759449,36.63431894710421,-28.176794785962045,-29.719434941795484,4.5028019658896605,-11.197307985905498,24.131626872209193
qwen,musician,54884.15006386937,80571.67519042957,160.27328263488022,69781.7543910472,103.87454355799773,0.6811841746389381,175.27173454034607,True,meditative;pensive;earnest;serene;reverent,98.63967744295365,-60.42618807433017,-93.5989324994701,107.24089101019014,47.432896940362525,-26.385502861064104,57.09908603917314,-25.24899577668455,66.6431598838518,-13.893265349772204,-42.5775236147007,-10.31225671115734,-52.448491195374004,34.319165182597246,42.731034256448694,-21.61818217842457,-34.626228267869514,-1.0839435998757159,-10.883395391144475,17.427623717098548
qwen,mycorrhizal,54411.309068244285,80183.52423477983,160.53727033475917,69243.39290217559,104.59508273625603,0.6785846542355296,172.01910932468815,True,meditative;pensive;earnest;reverent;serene,103.828700960507,-49.61448657609318,-108.38756282777543,90.49248440495066,44.14117100042279,-24.89030898002716,55.30907699470046,-36.72319530394299,55.00352088238935,-17.17259630158451,-45.27556234937706,-9.96671451676573,-63.280318622386716,27.679327464218773,44.73193184471652,-15.406361744075031,-27.652874484116655,3.721605740368207,-13.426185918287901,28.631528123788176
qwen,mystic,57190.34335308966,81962.67075530646,157.39227237134867,71847.94314988957,100.57200209510046,0.6977608565712461,175.72428621108187,True,meditative;pensive;earnest;reverent;serene,101.56091095152976,-57.318353085817456,-127.62763944024279,84.22077518310152,36.99815256075692,-28.299474675769808,55.65496783536705,-33.51086029223916,47.176426314861594,-4.690927553281293,-57.63001301254247,-5.539827574503998,-50.76837689030217,22.45048411992052,51.30763293489696,-35.33817571738688,-24.86483419378846,-1.2188702627367347,-1.4844512514112647,25.179585693694133
qwen,narcissist,42439.606009588664,67664.34602050166,158.82298325781755,57003.32234463182,103.25223327303792,0.6272078059651957,145.3922375503932,True,pensive;meditative;reverent;eloquent;earnest,62.48468189703729,-21.884497734979362,-72.59296659104842,100.06654355612866,37.26853436548576,-20.07664304635962,76.47820044363947,-8.465655536417762,83.81123811330423,-8.078050602971118,-34.8998061408277,-12.46871306940488,-45.576789396206024,22.30504181411762,47.612102358719405,-30.484964563232687,-19.57773967956568,-3.5355510803545416,-8.63663580122451,18.87491363471585
qwen,narrator,53830.48574057672,77798.86936780874,154.8172588157794,67636.92751316984,100.80645740546042,0.6919186124168849,173.09043275467516,True,meditative;pensive;earnest;reverent;serene,90.1359742017441,-48.31031871402616,-107.27708568553352,95.04848599819489,42.73971501953141,-23.635634660654087,66.73016832978641,-41.44429111123346,68.75984685019304,-12.221980874287727,-40.06552501899946,-14.853370387949298,-54.74445417622469,36.18225925034389,35.115551995427,-16.160653376378654,-32.56357154544238,-0.8745274438844141,-16.82411278076645,20.637398583783387
qwen,naturalist,59902.113863111976,85156.36953192143,158.91587607539233,74543.4604114777,103.01897456509518,0.7034366799850159,182.10170835716607,True,meditative;pensive;earnest;serene;reverent,125.33341983709914,-44.35438961213093,-90.11694995964284,111.48911153057266,49.98121597033688,-24.399964859617782,59.07792652889368,-23.775281355618375,65.0111131624156,-8.048697375454578,-40.90855744405357,-7.844240598651059,-64.30484129266075,28.59234276691502,43.609815785865194,-15.058293864812958,-28.75057700863371,-0.27861280040833425,-13.290878880106717,20.388999940738657
qwen,navigator,56648.0366929406,81704.6665577711,158.29286106717035,70957.33415097323,103.6693416917358,0.693326820603158,177.8086288284252,True,earnest;meditative;serene;pensive;reverent,120.11357426560534,-41.577466148681005,-76.7085210253849,116.14677948414871,39.96168291162468,-25.401347733914342,55.67828356164363,-31.587336498816814,72.60799786235934,-11.131100074645929,-41.05273152794783,-5.055169650705211,-53.99320581007224,28.476453348819213,40.79713576645304,-25.073479369954615,-30.125642724420707,5.350845967250607,-13.887935582173732,22.864553618074524
qwen,negotiator,59011.52593373741,83443.87247347976,156.308497976733,72986.55202050834,102.26104073874572,0.7072002315387811,181.94968411741021,True,earnest;solemn;serene;reverent;conscientious,131.36746082194168,-37.835179105355785,-71.36334415509646,122.86894913291698,45.941392820111076,-30.557601928260013,58.39624086460126,-22.256804488766676,70.32980415379468,-4.922254432283335,-33.77470941692694,-8.664244758862829,-48.59874842992816,26.65282316384205,40.02505517127872,-25.49102352750374,-29.79421523635281,5.683759227398068,-11.701804271922676,24.819218526675396
qwen,networker,56891.04899282247,81603.19837179132,157.20098402671928,71160.6251506871,102.18890948192089,0.6971669018856573,179.73737293778098,True,serene;earnest;meditative;reverent;patient,119.0716335623703,-53.309557038541406,-67.62126714880382,121.87781816547586,46.05540616047432,-30.705890120426645,51.78496569906387,-18.59231410231719,75.39229847783821,-7.226220109726354,-33.64966154823208,-8.166123921318448,-50.141650617520064,25.286862087270837,45.14191838747705,-25.64476089535947,-29.75861945929074,0.4276438435834695,-11.399119041900974,23.515556472998068
qwen,newlywed,50885.21983549548,75535.25279023127,157.00328963029975,64987.59293314395,102.70180065163086,0.6736618725141316,168.5555463359931,True,meditative;serene;earnest;reverent;patient,93.10428843570057,-72.0795697132382,-61.35872725166939,109.66281536973104,52.46574574942007,-24.641542095113508,65.82222901927915,-18.114400086558604,70.11302166891524,-5.238588918622927,-34.48565930497525,-5.9671327934643,-46.04736193081132,29.94395334982933,45.54130243208669,-20.232177188893544,-33.49155472173165,1.531955458817376,-5.482732092922637,19.681831338480727
qwen,nomad,53219.4939638946,77985.51874569729,157.37224908414663,67515.47408023098,102.32323619523724,0.6824279022550054,171.98285590905613,True,meditative;pensive;earnest;serene;reverent,94.3801293351787,-53.679455119336936,-84.0050290132251,108.990698960512,51.44044999445425,-29.30639803531728,58.29528258276757,-34.62668012963389,66.08501345785271,-9.18017709475083,-44.02095001447214,-6.884995733761265,-55.73176204130052,29.527953061937726,42.585243679297236,-22.925514126557072,-33.72022924026016,-3.0536031260835643,-11.304943511091414,19.08687058307726
qwen,novelist,58302.317836763534,82700.4938425258,156.19915494573672,72246.6714410639,102.2439357686406,0.7049814956096868,179.76419916392206,True,pensive;meditative;reverent;earnest;serene,99.86376284445704,-40.58509639678764,-105.39448725279648,110.11315499701278,52.87221533549799,-26.7197530902715,66.73715451640214,-34.12621169413998,69.67275056947652,-9.835473418183968,-40.166798678045346,-13.565434235714939,-53.64019557458745,34.50709806197813,37.19359004322591,-19.97784723701719,-35.31362640145173,0.7162887021070955,-16.16377365199918,14.62488038513761
qwen,nutritionist,56807.56255247796,83028.46099347415,161.9286831941648,71983.01344887452,105.09732415527819,0.6841938519966414,176.27688501748602,True,serene;earnest;solemn;patient;conscientious,134.84568978175702,-40.384209500698546,-61.4013181214488,120.40832338354295,39.299570744694414,-20.454795190581216,61.509045391638004,-19.35034206921442,65.00205294928071,-5.284678898556218,-37.37972647355578,-12.813190065505239,-49.898310354567755,26.69581867781405,42.298692547366684,-21.737336712974383,-29.506889777138625,-1.7955888553053594,-2.8914803756260636,21.055199922595857
qwen,observer,59363.5522773998,83381.56923516393,154.97747242023314,73016.78561946166,101.80758132723844,0.7119505284192328,180.41824657104476,True,solemn;conscientious;earnest;pensive;serene,140.39136321210194,-23.89799487884595,-71.88622815420672,115.5829287140311,50.20626854998186,-20.17153677182072,61.10651162951185,-25.154255490706475,64.85001774839535,-9.371227209651902,-40.20596740408064,-11.084143168967556,-53.58088722879793,28.958362043345645,40.098646516095116,-24.16684348301014,-30.270061386073387,2.5577045682386332,-8.230148823317117,18.34788449616136
qwen,optimist,52498.72915950877,76657.51106233442,155.43095542016607,66329.51707089259,101.62673856540825,0.6848478176759376,173.71182705398996,True,meditative;serene;earnest;reverent;patient,103.3222585462581,-73.78593573604005,-66.42031176454235,105.84616892703455,39.325157387304685,-30.48469771532434,60.80488351527578,-12.263775348239284,74.8390128718591,-6.740021729473997,-39.42136086951986,-12.654629595417262,-54.185544172089784,28.29096187291986,43.393630504503015,-20.286309564094417,-21.641279882336935,1.7657387340490327,-9.233550086247979,22.185220240673114
qwen,oracle,53537.10531917529,78461.96261196335,157.87608207954761,68298.4688998721,100.81415432413868,0.6823319674521157,170.00475607257465,True,meditative;pensive;reverent;earnest;eloquent,96.26099933537076,-44.5483654322338,-122.14428461929397,82.96989366329737,33.2812514953893,-27.93208049292641,57.45492905871257,-47.37410890714471,53.390345639782666,-15.539065987318512,-47.61367554616697,-6.186896764513762,-56.51395572354592,28.309585180238724,37.39869741051243,-29.817557429884424,-24.29851393155911,3.9821818760571963,-10.778595304207789,25.4386892755712
qwen,organizer,59625.1119315361,83776.20563498112,155.40622157251303,73479.73946049435,101.47150424866463,0.7117189359390058,182.16408679766155,True,solemn;earnest;conscientious;serene;reverent,134.45115604089432,-31.751585396291137,-65.58670405691294,128.69214253647166,39.33361404047886,-26.522305258607645,59.18545384149642,-26.32030219811894,64.79275466285162,-6.85484988134881,-40.63813464723399,-8.232078815263431,-52.04624671102358,29.00602809735706,41.01135966221852,-27.01365900961516,-26.680848618522734,3.9877045115193916,-9.828430476450375,21.904256802214825
qwen,orphan,51771.99841461333,76015.25351513669,155.7024569508245,65574.39876063848,102.18050085264905,0.6810738111174506,172.42618855343898,True,meditative;earnest;serene;reverent;pensive,77.87029141534413,-62.38882148594957,-68.61124302355634,104.91554973746943,63.40649693693111,-40.644012891031636,73.46701304618931,-29.192320731836624,64.69368566882721,-8.57516321664785,-38.33808069944658,-5.494857006212539,-51.20032925691618,38.89032291737707,45.34900478317621,-19.776292076839525,-36.175170701207044,-0.6953071632950287,-10.932926303175552,20.25176852349429
qwen,pacifist,58521.86728930172,84566.41577410373,161.38323483188088,74037.93957500662,102.60836320250468,0.6920225571062043,177.44438965574938,True,meditative;serene;earnest;reverent;pensive,133.23648678998993,-55.143194286786844,-83.56247118629742,99.43426818773206,45.634751524811826,-35.155241220899484,65.8843029973422,-11.607518935177112,58.57730306906417,5.285629616048533,-37.52528234776578,-15.263242102968125,-59.54107897085112,25.31604821852392,42.42571758718456,-22.70007076176914,-30.055911984656962,4.2526902201506545,-7.685604803786096,21.982624332130392
qwen,paramedic,55552.00616659473,80965.0504117777,159.41469268917146,69899.72612256394,105.19184516498304,0.6861232826270651,174.4245376878649,True,earnest;serene;solemn;reverent;conscientious,124.78865049294288,-36.441975427758955,-63.79539204865215,117.41671710152303,41.23362269158419,-30.069185951081224,68.30577162029866,-23.29860455811088,65.57698211604175,-8.75499247488783,-32.08581231853628,-8.953344273377814,-48.987036936043026,29.734966855839616,43.08568892228159,-22.246024056332153,-36.400858019159614,1.5265194658310857,-8.09974231512679,21.624103054190908
qwen,parasite,51813.81332939907,77685.14813266633,160.8456863060594,66931.45793244238,103.70000096539995,0.6669719318924944,165.9803539029703,True,pensive;meditative;reverent;ritualistic;solemn,96.74250818907726,-20.066059169107668,-97.21170647795381,100.23364384444919,46.94376859768861,-18.893662738419902,63.40084460842222,-30.241467066073625,72.3985117992119,-17.393367072918576,-43.57790861619516,-11.94620690380954,-60.084400463251484,23.815191071914366,43.1978467911209,-19.447426522445884,-20.717505162845324,8.793647155381855,-5.980536958946978,22.595762727928715
qwen,parent,54087.37073719858,78484.96526396193,156.1972935961547,67908.70375551262,102.84095248707742,0.689143080528749,174.73198779713474,True,meditative;serene;earnest;reverent;patient,105.43664601509529,-66.22064871025258,-59.424896863150266,113.35939181995973,49.411391916925446,-29.993669695803526,71.26766382434576,-21.222746652115667,69.05317303136395,-1.0669803740631636,-35.31803857567171,-8.94060519964336,-50.47937287948931,30.772771974024362,42.62338341647171,-20.062763599642977,-32.03535301751859,3.10870725084822,-8.176824388234918,20.471580302400618
qwen,patient,51765.65162789133,76102.30235749457,156.00208565786303,65380.40842660969,103.54657855711544,0.680211373694313,170.07786891576689,True,meditative;serene;earnest;reverent;patient,101.46992810021695,-61.57740309689943,-59.47802091220877,105.1608666890595,60.16236242706324,-31.577563424736294,75.97167118230196,-23.46961884030058,62.59782062969661,-9.268835500714703,-31.182917661207043,-11.754675092741525,-44.698358279557354,32.23433471657758,46.13579298075151,-19.76083783419304,-33.13907650084701,1.9076448431300892,-5.574510662485957,18.39185023433459
qwen,peacekeeper,58539.25205656269,83416.67527088437,157.72578487464148,73063.07617086632,101.75263682095934,0.7017691830376167,180.52434025385864,True,serene;earnest;meditative;reverent;solemn,132.70584260376057,-49.111430346082614,-71.73529715077036,112.90960434417082,46.026963951760145,-31.06730440170838,63.311668425131266,-19.21980819982101,65.06021478769803,-2.02405725444409,-33.73910837694071,-12.37334272322781,-54.32899473755573,26.569306214557606,40.58743280286097,-26.007765019399432,-30.355586556455425,6.033614028337981,-10.080253580248494,24.31821753830494
qwen,perfectionist,57899.81203163776,83071.62386875105,158.65626945416713,72691.51204403662,101.88283380783258,0.6969866403853683,177.53909915463817,True,pensive;solemn;conscientious;reverent;earnest,122.75045478947433,-19.734686474180783,-85.22422460244609,116.37145278820596,38.37443814553695,-30.165045470699507,66.21451692923391,-22.386002446433938,73.88293525732719,-8.245165269973148,-39.27318366527893,-10.532255553037524,-44.19410255178141,30.651685782576756,45.394821291236404,-23.934166627775348,-31.232280256793864,4.77863462478859,-12.009351337952214,22.814416738818288
