outcome,x,y,ix,iy,x_value,y_value,N,mean,sd,se
self_concept,Emotional Stability,Agreeableness,13,17,0.290485842207556,0.36144705185061277,20,0.03130216589057512,0.7901280818166571,0.17667801018735607
self_concept,Emotional Stability,Agreeableness,13,18,0.290485842207556,0.554378467293184,19,0.43552338214521685,0.6354930903678354,0.14579211369640818
self_concept,Emotional Stability,Agreeableness,13,19,0.290485842207556,0.7473098827357552,22,0.38932041209594276,0.6879894983797044,0.14667985389969004
self_concept,Emotional Stability,Agreeableness,13,20,0.290485842207556,0.9402412981783264,11,0.2070762477146828,0.9915354766166644,0.2989591947512442
self_concept,Emotional Stability,Agreeableness,13,21,0.290485842207556,1.1331727136208976,21,0.1592329693562148,0.9216831831163136,0.2011277596856358
self_concept,Emotional Stability,Agreeableness,13,23,0.290485842207556,1.51903554450604,16,0.24160491844436965,0.8452731062526428,0.2113182765631607
self_concept,Emotional Stability,Agreeableness,14,11,0.4747549414725061,-0.7961414408048144,11,-0.2882118464884954,0.9317444215883375,0.2809315133559303
self_concept,Emotional Stability,Agreeableness,14,13,0.4747549414725061,-0.410278609919672,13,-0.0464254174286608,0.8137519385139979,0.2256941799861876
self_concept,Emotional Stability,Agreeableness,14,14,0.4747549414725061,-0.21734719447710082,14,0.26807757739589744,0.6268623857389803,0.1675360197207851
self_concept,Emotional Stability,Agreeableness,14,15,0.4747549414725061,-0.024415779034529628,19,0.30021666501111216,0.6833776259463142,0.15677757956719593
self_concept,Emotional Stability,Agreeableness,14,16,0.4747549414725061,0.16851563640804157,17,0.2774052969151732,0.8723051349694994,0.21156507113223033
self_concept,Emotional Stability,Agreeableness,14,17,0.4747549414725061,0.36144705185061277,17,0.348101111305362,0.7953506624798451,0.19290087004761072
self_concept,Emotional Stability,Agreeableness,14,18,0.4747549414725061,0.554378467293184,19,0.05119975298562292,0.851132801853062,0.19526325635842762
self_concept,Emotional Stability,Agreeableness,14,19,0.4747549414725061,0.7473098827357552,23,0.27893386424416045,0.9251802258580031,0.19291341269197362
self_concept,Emotional Stability,Agreeableness,14,20,0.4747549414725061,0.9402412981783264,14,0.1987515382711401,0.8945493629879839,0.2390783737041367
self_concept,Emotional Stability,Agreeableness,14,21,0.4747549414725061,1.1331727136208976,16,0.07846734360582877,0.9548139506573617,0.23870348766434044
self_concept,Emotional Stability,Agreeableness,15,13,0.6590240407374561,-0.410278609919672,11,0.5072203915355892,0.7693336143558558,0.23196281249330475
self_concept,Emotional Stability,Agreeableness,15,14,0.6590240407374561,-0.21734719447710082,16,0.3628791733202673,0.7343595401817624,0.1835898850454406
self_concept,Emotional Stability,Agreeableness,15,15,0.6590240407374561,-0.024415779034529628,13,0.1533305227883387,0.7490962969820558,0.20776193146376945
self_concept,Emotional Stability,Agreeableness,15,16,0.6590240407374561,0.16851563640804157,23,-0.01178616196200646,0.8194625111916666,0.17086974536286945
self_concept,Emotional Stability,Agreeableness,15,17,0.6590240407374561,0.36144705185061277,22,0.28434918921577673,0.6746965768056047,0.14384579349763305
self_concept,Emotional Stability,Agreeableness,15,18,0.6590240407374561,0.554378467293184,19,-0.07101090329452284,0.893886470156658,0.2050716205479557
self_concept,Emotional Stability,Agreeableness,15,19,0.6590240407374561,0.7473098827357552,14,0.23649178024315679,0.8053855845938914,0.21524835155692734
self_concept,Emotional Stability,Agreeableness,15,20,0.6590240407374561,0.9402412981783264,28,0.39433785535834903,0.6942144302260382,0.13119419563789272
self_concept,Emotional Stability,Agreeableness,15,21,0.6590240407374561,1.1331727136208976,16,0.6380745844747328,0.700412749522853,0.17510318738071326
self_concept,Emotional Stability,Agreeableness,15,22,0.6590240407374561,1.3261041290634692,12,0.3138042898283562,0.721772784792394,0.2083578557968173
self_concept,Emotional Stability,Agreeableness,15,23,0.6590240407374561,1.51903554450604,17,0.474771973955313,0.782549059939345,0.18979602537398382
self_concept,Emotional Stability,Agreeableness,16,15,0.8432931400024062,-0.024415779034529628,13,0.2755749606890944,0.8785782673711018,0.243673768654986
self_concept,Emotional Stability,Agreeableness,16,16,0.8432931400024062,0.16851563640804157,21,0.5463848098891162,0.4244303287398945,0.09261829088978847
self_concept,Emotional Stability,Agreeableness,16,17,0.8432931400024062,0.36144705185061277,24,0.4744850597071674,0.60928273892155,0.1243693182869315
self_concept,Emotional Stability,Agreeableness,16,18,0.8432931400024062,0.554378467293184,11,0.598689821021968,0.6829132346600573,0.20590608761230367
self_concept,Emotional Stability,Agreeableness,16,19,0.8432931400024062,0.7473098827357552,11,0.4601453038183996,0.5580759287703272,0.16826622366002558
self_concept,Emotional Stability,Agreeableness,16,20,0.8432931400024062,0.9402412981783264,16,0.30265440398519017,0.758394259692213,0.18959856492305324
self_concept,Emotional Stability,Agreeableness,16,21,0.8432931400024062,1.1331727136208976,11,0.24059631984036287,0.7371482000056371,0.22225854493677785
self_concept,Emotional Stability,Agreeableness,16,23,0.8432931400024062,1.51903554450604,12,0.8289829459376091,0.5841909656675154,0.16864140564314373
self_concept,Emotional Stability,Agreeableness,17,14,1.0275622392673562,-0.21734719447710082,21,0.42265567986294256,0.7806667290543013,0.17035544659166274
self_concept,Emotional Stability,Agreeableness,17,19,1.0275622392673562,0.7473098827357552,21,0.5994624500514864,0.7845057785122767,0.17119319586489373
self_concept,Emotional Stability,Agreeableness,17,20,1.0275622392673562,0.9402412981783264,12,0.4197952007914518,0.8833933949420008,0.2550137071850508
self_concept,Emotional Stability,Agreeableness,17,21,1.0275622392673562,1.1331727136208976,23,0.564154043749172,0.8309382776946037,0.17326260809108518
self_concept,Emotional Stability,Agreeableness,17,23,1.0275622392673562,1.51903554450604,12,0.28229861262588557,1.0267514483585287,0.2963976125503174
self_concept,Emotional Stability,Agreeableness,18,15,1.2118313385323063,-0.024415779034529628,14,0.5690289990000251,0.6518028842720066,0.1742016483326367
self_concept,Emotional Stability,Agreeableness,18,19,1.2118313385323063,0.7473098827357552,14,0.42204780958107857,0.9392711969262857,0.25103078658308847
self_concept,Emotional Stability,Agreeableness,18,21,1.2118313385323063,1.1331727136208976,16,0.7616514841998008,0.5813366482486261,0.14533416206215652
self_concept,Emotional Stability,Agreeableness,19,17,1.3961004377972563,0.36144705185061277,10,0.3287045072282982,0.8181339779655429,0.25871668015451255
self_concept,Emotional Stability,Agreeableness,19,18,1.3961004377972563,0.554378467293184,16,0.5568489226236006,0.5933528354872779,0.14833820887181948
self_concept,Emotional Stability,Agreeableness,19,21,1.3961004377972563,1.1331727136208976,10,0.7558556519484557,0.7304194181838196,0.2309789008675878
self_concept,Emotional Stability,Agreeableness,20,23,1.5803695370622064,1.51903554450604,10,0.8810467971496502,0.4267723356344905,0.13495726229548308
self_concept,Emotional Stability,Agreeableness,21,17,1.7646386363271565,0.36144705185061277,11,0.6188430174273197,0.7825978272577571,0.23596212316012272
self_concept,Emotional Stability,Agreeableness,21,20,1.7646386363271565,0.9402412981783264,11,0.44897330461436147,1.0748869853374983,0.324090620218248
self_concept,Emotional Stability,Agreeableness,22,19,1.948907735592106,0.7473098827357552,10,0.7870432869629883,0.587823342884355,0.1858860625328693
self_concept,Emotional Stability,Agreeableness,23,21,2.133176834857056,1.1331727136208976,12,1.0191369393810907,0.4747182591139162,0.137039357344325
self_concept,Emotional Stability,Agreeableness,23,23,2.133176834857056,1.51903554450604,15,1.082123346481979,0.49057894829050347,0.12666693978193796
self_concept,Emotional Stability,Conscientiousness,3,11,-1.552205150441944,-0.378616786832652,10,-1.293068134030919,0.7711502181126115,0.24385911073714844
self_concept,Emotional Stability,Conscientiousness,4,10,-1.367936051176994,-0.5663823034036082,12,-0.680255734151825,0.8848403903247727,0.25543141877193054
self_concept,Emotional Stability,Conscientiousness,4,16,-1.367936051176994,0.5602107960221292,10,-0.5711452200329702,0.9435978946859314,0.2983918542547236
self_concept,Emotional Stability,Conscientiousness,5,11,-1.183666951912044,-0.378616786832652,11,-0.8558321661524658,0.9093649621157656,0.27418385243943155
self_concept,Emotional Stability,Conscientiousness,5,13,-1.183666951912044,-0.003085753690739601,12,-0.5556194825748811,0.9558052515922278,0.27591720964981536
self_concept,Emotional Stability,Conscientiousness,5,15,-1.183666951912044,0.3724452794511728,12,-0.796686212071831,0.9448784930931977,0.2727629261694228
self_concept,Emotional Stability,Conscientiousness,6,7,-0.9993978526470941,-1.1296788531164768,11,-0.849553799901933,0.8665444463197761,0.2612729811462694
self_concept,Emotional Stability,Conscientiousness,6,8,-0.9993978526470941,-0.9419133365455206,10,-0.538343047471733,0.5810442987638882,0.1837423405549245
self_concept,Emotional Stability,Conscientiousness,6,10,-0.9993978526470941,-0.5663823034036082,12,-0.4952440829004323,0.5864863748309183,0.16930403319233922
self_concept,Emotional Stability,Conscientiousness,6,12,-0.9993978526470941,-0.19085127026169557,15,-0.7783255407097788,1.0214734199945998,0.2637433029488413
self_concept,Emotional Stability,Conscientiousness,6,14,-0.9993978526470941,0.1846797628802168,21,-0.6969920597598652,0.933884994362691,0.20379041319287808
self_concept,Emotional Stability,Conscientiousness,6,15,-0.9993978526470941,0.3724452794511728,12,-0.07040531093490399,0.8558178503350119,0.247053333134103
self_concept,Emotional Stability,Conscientiousness,7,10,-0.8151287533821441,-0.5663823034036082,12,-0.7504930615813102,0.7278272144295381,0.21010561908721467
self_concept,Emotional Stability,Conscientiousness,7,11,-0.8151287533821441,-0.378616786832652,11,-0.650691670671691,0.7132149867916058,0.215042409640549
self_concept,Emotional Stability,Conscientiousness,7,13,-0.8151287533821441,-0.003085753690739601,12,0.004427156132698037,0.7406269008650322,0.21380057029175234
self_concept,Emotional Stability,Conscientiousness,7,14,-0.8151287533821441,0.1846797628802168,15,-0.3430651822728919,0.9362655157494594,0.2417427166750636
self_concept,Emotional Stability,Conscientiousness,7,15,-0.8151287533821441,0.3724452794511728,10,-0.2417588064622805,0.8503885397494545,0.26891646817129095
self_concept,Emotional Stability,Conscientiousness,7,16,-0.8151287533821441,0.5602107960221292,11,-0.11482826610478693,1.09663979577879,0.33064933934274704
self_concept,Emotional Stability,Conscientiousness,7,17,-0.8151287533821441,0.7479763125930856,15,-0.2592714272264898,0.6766047973165957,0.174698607464748
self_concept,Emotional Stability,Conscientiousness,8,8,-0.630859654117194,-0.9419133365455206,16,-0.0883183625522539,1.0137659933575498,0.25344149833938745
self_concept,Emotional Stability,Conscientiousness,8,9,-0.630859654117194,-0.7541478199745644,15,-0.7636838316363058,0.9392692693205159,0.24251828251218446
self_concept,Emotional Stability,Conscientiousness,8,10,-0.630859654117194,-0.5663823034036082,12,-0.5053720189338516,0.9849887804534745,0.28434176877178735
self_concept,Emotional Stability,Conscientiousness,8,11,-0.630859654117194,-0.378616786832652,19,-0.289043193311937,0.8894106455748345,0.20404479596684075
self_concept,Emotional Stability,Conscientiousness,8,12,-0.630859654117194,-0.19085127026169557,17,-0.4390792705208771,0.8082766820337997,0.19603589027936097
self_concept,Emotional Stability,Conscientiousness,8,13,-0.630859654117194,-0.003085753690739601,15,-0.3404320810709404,0.8258472644250311,0.2132328467752732
self_concept,Emotional Stability,Conscientiousness,8,14,-0.630859654117194,0.1846797628802168,15,-0.10371073214303443,0.8955374028733681,0.2312267631489598
self_concept,Emotional Stability,Conscientiousness,8,15,-0.630859654117194,0.3724452794511728,18,-0.4902804657418522,0.8459635664155316,0.19939552481639292
self_concept,Emotional Stability,Conscientiousness,8,16,-0.630859654117194,0.5602107960221292,13,-0.42543853024155087,0.7924199561723323,0.2197777525907901
self_concept,Emotional Stability,Conscientiousness,8,17,-0.630859654117194,0.7479763125930856,10,-0.4580410966308991,0.9698606043499483,0.3066968522613244
self_concept,Emotional Stability,Conscientiousness,9,7,-0.44659055485224397,-1.1296788531164768,11,-0.06802137006081188,0.5147968197751317,0.15521708131475662
self_concept,Emotional Stability,Conscientiousness,9,8,-0.44659055485224397,-0.9419133365455206,10,-0.5970198027884577,1.023926693416752,0.32379405082418716
self_concept,Emotional Stability,Conscientiousness,9,9,-0.44659055485224397,-0.7541478199745644,17,-0.5013988517699355,0.8388818111927543,0.20345872440924573
self_concept,Emotional Stability,Conscientiousness,9,10,-0.44659055485224397,-0.5663823034036082,13,-0.18568907421000264,0.655041825929069,0.18167591468929348
self_concept,Emotional Stability,Conscientiousness,9,11,-0.44659055485224397,-0.378616786832652,16,-0.1454437341275489,0.689338753225068,0.172334688306267
self_concept,Emotional Stability,Conscientiousness,9,12,-0.44659055485224397,-0.19085127026169557,22,-0.16852874091279466,0.8999912444736168,0.19187877803555242
self_concept,Emotional Stability,Conscientiousness,9,13,-0.44659055485224397,-0.003085753690739601,13,-0.33356231239715073,0.9689390359048687,0.2687353366733575
self_concept,Emotional Stability,Conscientiousness,9,14,-0.44659055485224397,0.1846797628802168,15,-0.09906551392710727,0.8765373135241513,0.22632096117389514
self_concept,Emotional Stability,Conscientiousness,9,15,-0.44659055485224397,0.3724452794511728,22,0.07430439659350375,0.8709403491428601,0.18568510634026322
self_concept,Emotional Stability,Conscientiousness,9,17,-0.44659055485224397,0.7479763125930856,15,0.10659279615778934,0.8947803427490912,0.23103129106539966
self_concept,Emotional Stability,Conscientiousness,9,18,-0.44659055485224397,0.9357418291640416,13,0.04736070513537674,0.9093229879515374,0.25220081992441473
self_concept,Emotional Stability,Conscientiousness,10,5,-0.2623214555872939,-1.5052098862583891,11,-0.742076162021041,0.9101157091187051,0.27441021117772557
self_concept,Emotional Stability,Conscientiousness,10,7,-0.2623214555872939,-1.1296788531164768,12,-0.42277150015821796,0.8748017142193558,0.25253350259604557
self_concept,Emotional Stability,Conscientiousness,10,10,-0.2623214555872939,-0.5663823034036082,11,-0.4040500815763377,0.9106638354055677,0.2745754774714759
self_concept,Emotional Stability,Conscientiousness,10,11,-0.2623214555872939,-0.378616786832652,20,-0.22154688306151576,0.9059248997973736,0.20257096584566125
self_concept,Emotional Stability,Conscientiousness,10,12,-0.2623214555872939,-0.19085127026169557,22,-0.3352202617592405,0.575870827551212,0.1227760729622166
self_concept,Emotional Stability,Conscientiousness,10,13,-0.2623214555872939,-0.003085753690739601,21,-0.24109884260326994,0.5365618332234866,0.11708739122718566
self_concept,Emotional Stability,Conscientiousness,10,14,-0.2623214555872939,0.1846797628802168,18,-0.19196646029003042,0.8392491071413306,0.1978129115881301
self_concept,Emotional Stability,Conscientiousness,10,15,-0.2623214555872939,0.3724452794511728,23,-0.05233908582037607,0.8841553831087227,0.18435914164432377
self_concept,Emotional Stability,Conscientiousness,10,16,-0.2623214555872939,0.5602107960221292,19,0.14569267855661314,0.7445725020040054,0.1708166469670892
self_concept,Emotional Stability,Conscientiousness,10,18,-0.2623214555872939,0.9357418291640416,14,0.22857667468723908,0.7616396814913382,0.2035567671651584
self_concept,Emotional Stability,Conscientiousness,11,10,-0.07805235632234409,-0.5663823034036082,18,-0.21778462334246396,0.6136344854507763,0.14463503527738725
self_concept,Emotional Stability,Conscientiousness,11,11,-0.07805235632234409,-0.378616786832652,25,-0.538461654019698,0.8461977939067096,0.16923955878134192
self_concept,Emotional Stability,Conscientiousness,11,12,-0.07805235632234409,-0.19085127026169557,23,-0.01414075053973739,0.8844026830748903,0.18441070725186556
self_concept,Emotional Stability,Conscientiousness,11,13,-0.07805235632234409,-0.003085753690739601,22,-0.2802531685420073,0.9432433712717351,0.20110016245281492
self_concept,Emotional Stability,Conscientiousness,11,14,-0.07805235632234409,0.1846797628802168,18,0.03963081773096705,0.6023566772419472,0.14197683039025913
self_concept,Emotional Stability,Conscientiousness,11,15,-0.07805235632234409,0.3724452794511728,23,-0.17197305344147207,0.9835299612548941,0.2050801735786417
self_concept,Emotional Stability,Conscientiousness,11,16,-0.07805235632234409,0.5602107960221292,14,-0.2663133371206516,0.6940533144450236,0.1854935507720114
self_concept,Emotional Stability,Conscientiousness,11,17,-0.07805235632234409,0.7479763125930856,16,0.3187278606295429,0.6405098876299211,0.16012747190748028
self_concept,Emotional Stability,Conscientiousness,11,18,-0.07805235632234409,0.9357418291640416,18,0.024741361695597385,0.6860895709858896,0.1617128627151639
self_concept,Emotional Stability,Conscientiousness,12,8,0.10621674294260597,-0.9419133365455206,10,-0.3208117939745967,0.9585709575868926,0.30312675248632415
self_concept,Emotional Stability,Conscientiousness,12,10,0.10621674294260597,-0.5663823034036082,15,-0.10411113771402507,0.8693547830071212,0.22446643976882286
self_concept,Emotional Stability,Conscientiousness,12,11,0.10621674294260597,-0.378616786832652,19,-0.27333586047714925,0.989352757325267,0.2269730888786399
self_concept,Emotional Stability,Conscientiousness,12,12,0.10621674294260597,-0.19085127026169557,19,0.1625934622416306,0.6170703644877142,0.141565650518724
self_concept,Emotional Stability,Conscientiousness,12,13,0.10621674294260597,-0.003085753690739601,18,0.132706820262106,0.693892729093473,0.1635520847193449
self_concept,Emotional Stability,Conscientiousness,12,14,0.10621674294260597,0.1846797628802168,16,-0.02996128670815508,0.7584590642914705,0.18961476607286762
self_concept,Emotional Stability,Conscientiousness,12,15,0.10621674294260597,0.3724452794511728,18,-0.38280166981746233,0.7258042958932575,0.1710737131468166
self_concept,Emotional Stability,Conscientiousness,12,16,0.10621674294260597,0.5602107960221292,23,-0.08196153897615231,0.6737283493344245,0.1404820719951077
self_concept,Emotional Stability,Conscientiousness,12,17,0.10621674294260597,0.7479763125930856,10,0.09276019321508841,0.5609116423720881,0.17737583560016096
self_concept,Emotional Stability,Conscientiousness,12,19,0.10621674294260597,1.123507345734998,11,0.5837325585116218,0.49767193430398077,0.15005373407060968
self_concept,Emotional Stability,Conscientiousness,12,20,0.10621674294260597,1.311272862305954,14,0.22958412742233505,0.7950458397658878,0.21248493851313754
self_concept,Emotional Stability,Conscientiousness,13,8,0.290485842207556,-0.9419133365455206,10,0.10773802010464059,0.7777461222246008,0.2459449187593441
self_concept,Emotional Stability,Conscientiousness,13,9,0.290485842207556,-0.7541478199745644,11,-0.3486432715746341,0.830642360973245,0.2504480951202912
self_concept,Emotional Stability,Conscientiousness,13,10,0.290485842207556,-0.5663823034036082,12,-0.31438335980508825,1.086655824322694,0.31369051634459105
self_concept,Emotional Stability,Conscientiousness,13,11,0.290485842207556,-0.378616786832652,20,0.03581026388442726,0.6089818958170556,0.1361724916113631
self_concept,Emotional Stability,Conscientiousness,13,12,0.290485842207556,-0.19085127026169557,23,0.10859511235939584,0.7034959121636791,0.1466890379163569
self_concept,Emotional Stability,Conscientiousness,13,13,0.290485842207556,-0.003085753690739601,26,-0.055571231640004895,0.8783382801822506,0.1722563088532624
self_concept,Emotional Stability,Conscientiousness,13,14,0.290485842207556,0.1846797628802168,18,0.3166505616757893,0.5659071114383369,0.1333855853399131
self_concept,Emotional Stability,Conscientiousness,13,15,0.290485842207556,0.3724452794511728,14,0.1004351162205426,0.7800144270811961,0.20846762449132866
self_concept,Emotional Stability,Conscientiousness,13,16,0.290485842207556,0.5602107960221292,16,0.3533822893445667,0.7206636069448303,0.18016590173620758
self_concept,Emotional Stability,Conscientiousness,13,17,0.290485842207556,0.7479763125930856,16,0.4967953535373797,0.8770087282962558,0.21925218207406394
self_concept,Emotional Stability,Conscientiousness,13,18,0.290485842207556,0.9357418291640416,12,0.11768314603964498,0.8809070478262704,0.2542959605967679
self_concept,Emotional Stability,Conscientiousness,14,7,0.4747549414725061,-1.1296788531164768,14,-0.022296812555228068,0.7448357451071661,0.1990657262581072
self_concept,Emotional Stability,Conscientiousness,14,8,0.4747549414725061,-0.9419133365455206,10,0.1253841584475038,0.6936868856147469,0.21936305415312918
self_concept,Emotional Stability,Conscientiousness,14,9,0.4747549414725061,-0.7541478199745644,11,-0.0214764331970448,1.02638248741928,0.3094659638328567
self_concept,Emotional Stability,Conscientiousness,14,10,0.4747549414725061,-0.5663823034036082,13,0.2239808369588278,0.8211910684017286,0.2277574233904222
self_concept,Emotional Stability,Conscientiousness,14,11,0.4747549414725061,-0.378616786832652,12,-0.3215796361811194,0.8395269861655644,0.24235056572732194
self_concept,Emotional Stability,Conscientiousness,14,12,0.4747549414725061,-0.19085127026169557,14,0.48513308108110864,0.8150597721839298,0.21783388694673478
self_concept,Emotional Stability,Conscientiousness,14,13,0.4747549414725061,-0.003085753690739601,14,0.28269166927224604,0.8969856709387156,0.23972950439273039
self_concept,Emotional Stability,Conscientiousness,14,14,0.4747549414725061,0.1846797628802168,19,0.0427119121547792,0.7391306296123552,0.1695681958187288
self_concept,Emotional Stability,Conscientiousness,14,15,0.4747549414725061,0.3724452794511728,16,0.20281110428722132,1.0084567184892743,0.2521141796223186
self_concept,Emotional Stability,Conscientiousness,14,16,0.4747549414725061,0.5602107960221292,14,0.31050929842059105,0.7018590044089328,0.18757970916574912
self_concept,Emotional Stability,Conscientiousness,14,17,0.4747549414725061,0.7479763125930856,15,0.501474690292028,0.6869816594141893,0.17737790173740606
self_concept,Emotional Stability,Conscientiousness,14,18,0.4747549414725061,0.9357418291640416,13,0.15560181331697037,0.7137694603740644,0.19796402986453474
self_concept,Emotional Stability,Conscientiousness,14,19,0.4747549414725061,1.123507345734998,12,0.018810718330674048,0.9258686293388201,0.2672752511914988
self_concept,Emotional Stability,Conscientiousness,15,8,0.6590240407374561,-0.9419133365455206,10,0.3378207882373241,0.9589973454057157,0.30326158815372734
self_concept,Emotional Stability,Conscientiousness,15,10,0.6590240407374561,-0.5663823034036082,12,-0.1482905093441498,1.0507944195186973,0.30333822048603826
self_concept,Emotional Stability,Conscientiousness,15,11,0.6590240407374561,-0.378616786832652,18,0.08358564344506554,0.8707207207142641,0.20523084204556472
self_concept,Emotional Stability,Conscientiousness,15,12,0.6590240407374561,-0.19085127026169557,17,0.277436336482118,0.64026314904296,0.15528662304086513
self_concept,Emotional Stability,Conscientiousness,15,13,0.6590240407374561,-0.003085753690739601,20,0.2817080895074,0.7637503178632299,0.1707797628579254
self_concept,Emotional Stability,Conscientiousness,15,14,0.6590240407374561,0.1846797628802168,19,0.08024570414510031,0.5805677770690344,0.1331913826378932
self_concept,Emotional Stability,Conscientiousness,15,15,0.6590240407374561,0.3724452794511728,19,0.519045288531653,0.5461554081365179,0.12529664376501543
self_concept,Emotional Stability,Conscientiousness,15,16,0.6590240407374561,0.5602107960221292,17,0.23231185487019554,0.783076879965389,0.1899240405339071
self_concept,Emotional Stability,Conscientiousness,15,17,0.6590240407374561,0.7479763125930856,16,0.5995346137167389,0.8332353107223716,0.2083088276805929
self_concept,Emotional Stability,Conscientiousness,15,20,0.6590240407374561,1.311272862305954,13,0.4696893200967154,0.751645118151063,0.20846884726506512
self_concept,Emotional Stability,Conscientiousness,16,8,0.8432931400024062,-0.9419133365455206,11,0.6118494081457304,0.6885392451300076,0.207602393593707
self_concept,Emotional Stability,Conscientiousness,16,12,0.8432931400024062,-0.19085127026169557,15,0.35880134702887784,0.4242462923898293,0.10953992167440342
self_concept,Emotional Stability,Conscientiousness,16,13,0.8432931400024062,-0.003085753690739601,19,0.46054489878967647,0.5994234803983857,0.13751717765484192
self_concept,Emotional Stability,Conscientiousness,16,14,0.8432931400024062,0.1846797628802168,14,0.3554895214964949,0.7226096250574435,0.1931255458107237
self_concept,Emotional Stability,Conscientiousness,16,15,0.8432931400024062,0.3724452794511728,17,0.36559514329812764,0.5528136745339854,0.13407701008173212
self_concept,Emotional Stability,Conscientiousness,16,16,0.8432931400024062,0.5602107960221292,15,0.08770141873448194,1.0067187233312134,0.25993365665179874
self_concept,Emotional Stability,Conscientiousness,16,17,0.8432931400024062,0.7479763125930856,11,0.4225861046887992,0.6778650110950118,0.2043839909374777
self_concept,Emotional Stability,Conscientiousness,16,18,0.8432931400024062,0.9357418291640416,12,0.497069906134759,0.8728974509064445,0.251983789127887
self_concept,Emotional Stability,Conscientiousness,17,12,1.0275622392673562,-0.19085127026169557,10,0.5869533967247271,0.9340326418489568,0.2953670557187009
self_concept,Emotional Stability,Conscientiousness,17,14,1.0275622392673562,0.1846797628802168,13,0.5668135881392444,0.5534955773239183,0.153512052675687
self_concept,Emotional Stability,Conscientiousness,17,15,1.0275622392673562,0.3724452794511728,15,0.4626540612543904,0.7712043640505327,0.199124110566013
self_concept,Emotional Stability,Conscientiousness,17,16,1.0275622392673562,0.5602107960221292,15,0.3679753206439112,0.8293186992091388,0.21412916738235951
self_concept,Emotional Stability,Conscientiousness,17,17,1.0275622392673562,0.7479763125930856,12,0.7277615008499816,0.40351423596791575,0.11648452637896117
self_concept,Emotional Stability,Conscientiousness,17,18,1.0275622392673562,0.9357418291640416,13,0.4504984507445418,0.886072312223545,0.24575224273007146
self_concept,Emotional Stability,Conscientiousness,17,20,1.0275622392673562,1.311272862305954,12,0.6999061537832515,0.5252401196413776,0.1516237622320703
self_concept,Emotional Stability,Conscientiousness,18,13,1.2118313385323063,-0.003085753690739601,10,0.46871805026618496,0.7140593633403665,0.22580539727252966
self_concept,Emotional Stability,Conscientiousness,18,14,1.2118313385323063,0.1846797628802168,14,0.4087119997181749,0.6572917840353988,0.1756686185001337
self_concept,Emotional Stability,Conscientiousness,18,16,1.2118313385323063,0.5602107960221292,12,0.6260251418556887,0.8801592858731028,0.25408010031429235
self_concept,Emotional Stability,Conscientiousness,18,18,1.2118313385323063,0.9357418291640416,11,0.8332073018022371,0.5684757098045593,0.17140187562297124
self_concept,Emotional Stability,Conscientiousness,18,19,1.2118313385323063,1.123507345734998,11,1.005146349630209,0.3510929776459736,0.1058585157618482
self_concept,Emotional Stability,Conscientiousness,19,13,1.3961004377972563,-0.003085753690739601,10,0.36432640289434964,0.5040458170862462,0.15939328270731534
self_concept,Emotional Stability,Conscientiousness,19,17,1.3961004377972563,0.7479763125930856,13,0.525684928145615,0.6495495336821172,0.18015262689573824
self_concept,Emotional Stability,Conscientiousness,19,19,1.3961004377972563,1.123507345734998,10,1.069737149224101,0.2833253716526592,0.08959534933361075
self_concept,Emotional Stability,Conscientiousness,20,12,1.5803695370622064,-0.19085127026169557,13,0.3933383601466248,0.7944514703920619,0.22034119325894927
self_concept,Emotional Stability,Extraversion,4,12,-1.367936051176994,-0.024462859051766817,11,-0.3981440731271668,1.100840348442544,0.33191585362436526
self_concept,Emotional Stability,Extraversion,5,8,-1.183666951912044,-0.7523967162883418,13,-0.8186252850392676,0.8593675559256497,0.23834567595077674
self_concept,Emotional Stability,Extraversion,6,7,-0.9993978526470941,-0.9343801805974856,14,-0.7992865722701135,0.7192508664034509,0.19222787980157352
self_concept,Emotional Stability,Extraversion,6,8,-0.9993978526470941,-0.7523967162883418,15,-0.5381500258098892,0.9939462448366574,0.2566358168851849
self_concept,Emotional Stability,Extraversion,6,10,-0.9993978526470941,-0.3884297876700542,12,-0.5872770218619042,1.0334282531140828,0.2983250400617902
self_concept,Emotional Stability,Extraversion,6,11,-0.9993978526470941,-0.20644632336091062,11,-0.327091600240808,0.9239773416168319,0.27858965063027863
self_concept,Emotional Stability,Extraversion,6,12,-0.9993978526470941,-0.024462859051766817,10,-0.4362594059255259,0.8886246349992459,0.2810077831533395
self_concept,Emotional Stability,Extraversion,7,7,-0.8151287533821441,-0.9343801805974856,13,-0.9813835158720667,0.8404773019125005,0.2331064621468576
self_concept,Emotional Stability,Extraversion,7,8,-0.8151287533821441,-0.7523967162883418,12,-0.6179511139927899,0.8835982837269917,0.255072853482635
self_concept,Emotional Stability,Extraversion,7,10,-0.8151287533821441,-0.3884297876700542,10,-0.5732564733533696,0.908271831355978,0.28722077216572306
self_concept,Emotional Stability,Extraversion,7,11,-0.8151287533821441,-0.20644632336091062,13,-0.5398362437414598,0.803854338159269,0.2229490795567241
self_concept,Emotional Stability,Extraversion,7,13,-0.8151287533821441,0.157520605257377,12,-0.049086592546374014,0.9116809257134191,0.2631796139378449
self_concept,Emotional Stability,Extraversion,7,14,-0.8151287533821441,0.3395040695665208,14,-0.3241387543873979,0.6346039180422441,0.16960503125846055
