model,persona,residual_trait_hifwb_score,within_model_percentile
Qwen,hive,0.003995893066387062,56.36363636363636
Qwen,hoarder,0.07209021570910269,75.63636363636364
Qwen,homunculus,0.19839418981526666,92.36363636363636
Qwen,hybrid,-0.06848492884169805,26.181818181818183
Qwen,idealist,0.143129668058633,85.81818181818181
Qwen,immigrant,-0.05274278239863645,31.636363636363633
Qwen,improviser,-0.1845546925947791,7.2727272727272725
Qwen,infant,0.1785190189408755,89.0909090909091
Qwen,influencer,-0.10076937867062846,20.727272727272727
Qwen,instructor,0.06613180232415058,73.0909090909091
Qwen,interpreter,-0.08834318486532447,22.90909090909091
Qwen,interviewer,-0.14756205162970853,11.636363636363637
Qwen,jester,0.06992347835455398,74.90909090909092
Qwen,journalist,-0.10334633832279341,19.636363636363637
Qwen,judge,0.03124347501481382,65.81818181818181
Qwen,lawyer,0.06337897145518226,72.0
Qwen,leviathan,0.309752186748308,98.9090909090909
Qwen,librarian,0.05939308839991163,70.9090909090909
Qwen,linguist,-0.07533903263350998,25.09090909090909
Qwen,loner,-0.2941070445373924,0.7272727272727273
Qwen,luddite,-0.05935856758244664,29.09090909090909
Qwen,marketer,-0.04732304247037254,33.81818181818182
Qwen,martyr,0.24567309190536074,96.72727272727273
Qwen,mathematician,-0.0008729523524751399,52.36363636363637
Qwen,maverick,-0.16769455517225237,8.363636363636363
Qwen,mechanic,-0.14172564485665112,12.363636363636363
Qwen,mediator,-0.08174175803503675,23.636363636363637
Qwen,mentor,-0.04595881825693047,34.909090909090914
Qwen,merchant,0.002825780751681963,55.27272727272727
Qwen,minimalist,-0.17470439060930237,8.0
Qwen,moderator,-0.06733691993792122,26.90909090909091
Qwen,musician,0.003383736163551578,55.63636363636364
Qwen,mycorrhizal,0.07796455847506518,76.72727272727272
Qwen,mystic,0.21633792021651488,93.81818181818183
Qwen,narcissist,0.18262334315948534,89.81818181818181
Qwen,narrator,0.08626450917013755,78.18181818181819
Qwen,naturalist,-0.05919353425948217,29.454545454545457
Qwen,navigator,-0.02961678759168323,41.090909090909086
Qwen,negotiator,-0.06232333358658071,28.363636363636363
Qwen,networker,-0.10282504374279951,20.0
Qwen,newlywed,-0.1008028059186868,20.363636363636363
Qwen,nomad,-0.13891354295010422,13.454545454545455
Qwen,novelist,-0.028281813683110734,41.45454545454545
Qwen,nutritionist,0.024318070616586286,64.36363636363637
Qwen,observer,-0.11979180205213222,17.09090909090909
Qwen,optimist,0.056264106207553,70.18181818181817
Qwen,oracle,0.22563839510803588,95.27272727272728
Qwen,organizer,0.031173635850865664,65.45454545454545
Qwen,orphan,-0.14768063228310085,11.272727272727273
Qwen,pacifist,0.06755722872487517,73.81818181818181
Qwen,paramedic,0.018619133021660034,61.81818181818181
Qwen,parasite,-0.031609484821456806,40.0
Qwen,parent,-0.04532968875024854,35.63636363636364
Qwen,patient,-0.11326987735843348,18.545454545454547
Qwen,peacekeeper,-0.0023919597939118698,51.272727272727266
Qwen,perfectionist,0.09323207168237656,80.72727272727272
Qwen,pharmacist,0.10009622099130208,81.81818181818183
Qwen,philosopher,-0.020994654148146153,43.27272727272727
Qwen,photographer,-0.06091921510466576,28.72727272727273
Qwen,physicist,-0.05273692636606737,32.0
Qwen,pilgrim,0.20711894675918388,93.45454545454545
Qwen,pilot,0.006223311972821938,56.72727272727273
