role,n,published_pc1,published_pc2,published_pc3,response_centroid_pc1,response_centroid_pc2,response_centroid_pc3,centroid_distance_to_published_3d,variance_pc1,variance_pc2,variance_pc3,mean_distance_to_published_centroid,median_distance_to_published_centroid,max_distance_to_published_centroid
amateur,60,-0.258632816025379,40.070455881847,-24.428541419933254,-1.6212863420477956,38.46016335218537,-16.303681091036857,8.394237429757384,286.3451389994464,233.51668693824223,141.29244350327255,24.912256940997317,23.411964297121628,51.85423110061135
playwright,60,-9.81757782466405,4.585625092149062,4.301204997865276,-8.507922491963175,11.929763913080157,4.3104351512242935,7.460003840971534,593.9737313334807,170.8664969045373,100.11136572347806,27.916286844249125,26.79602431178881,64.21596097087303
