model,model_label,opaque_role_id,role,native_pc1,native_pc2,native_pc3,kde_density,log_kde_density,within_model_density_percentile,density_rank_1_is_densest,scott_factor
llama,LLaMA 3.3 70B,R265,warrior,-0.978409656364,0.636262016996,-0.158310991464,0.0179743175268,-4.01881134401,24.8175182482,207,0.448253718429
llama,LLaMA 3.3 70B,R266,whale,-1.94429198857,0.156889718045,0.27276595665,0.0286962294933,-3.55098954139,41.6058394161,161,0.448253718429
llama,LLaMA 3.3 70B,R267,widow,0.443066165625,0.72991084936,-1.27833504863,0.0223671281353,-3.80016289191,29.197080292,195,0.448253718429
llama,LLaMA 3.3 70B,R268,wind,-2.05841912206,0.192096850259,-0.0561564570319,0.0264650252642,-3.63193121904,37.2262773723,173,0.448253718429
llama,LLaMA 3.3 70B,R269,witch,-2.70278632879,0.146775763751,0.0525487594969,0.0256353271552,-3.66378391177,34.3065693431,181,0.448253718429
llama,LLaMA 3.3 70B,R270,witness,0.525310923849,-0.451932449587,-0.182791709727,0.115085341442,-2.16208132634,69.3430656934,85,0.448253718429
llama,LLaMA 3.3 70B,R271,workaholic,1.24586685353,1.57222954537,0.418171651664,0.0075926534436,-4.88057415136,6.93430656934,256,0.448253718429
llama,LLaMA 3.3 70B,R272,wraith,-3.16779924529,0.279824708993,0.57637626055,0.0110939174709,-4.50135829645,12.4087591241,241,0.448253718429
llama,LLaMA 3.3 70B,R273,writer,-0.263003216454,-0.460596553398,-0.18325490407,0.072241860462,-2.6277356163,59.8540145985,111,0.448253718429
llama,LLaMA 3.3 70B,R274,zealot,-1.28308030441,1.6183233718,-0.171788388031,0.00622826757631,-5.07865706249,4.74452554745,262,0.448253718429
llama,LLaMA 3.3 70B,R275,zeitgeist,-0.711493018101,-0.654347250118,-0.08099321339,0.0440661207965,-3.12206402768,53.2846715328,129,0.448253718429
gemma,Gemma 2 27B,R001,aberration,-972.335805795,-139.633346064,594.140325446,1.09947511318e-10,-22.9310180339,6.93430656934,256,0.448253718429
gemma,Gemma 2 27B,R002,absurdist,-607.684327248,419.707602146,602.650803449,8.69475213309e-11,-23.1657163824,2.9197080292,267,0.448253718429
gemma,Gemma 2 27B,R003,accountant,625.131912105,-96.0661993482,100.027033887,1.89256370015e-09,-20.0853334719,83.2116788321,47,0.448253718429
gemma,Gemma 2 27B,R004,activist,319.031598185,-37.5773007612,-42.0217136015,1.83780186349e-09,-20.1146956189,82.4817518248,49,0.448253718429
gemma,Gemma 2 27B,R005,actor,-275.783024522,247.0360059,21.5351280995,3.00919668489e-10,-21.9241777689,27.0072992701,201,0.448253718429
gemma,Gemma 2 27B,R006,addict,-55.1758352013,518.821275077,-76.410518749,3.57370612079e-10,-21.7522477436,34.6715328467,180,0.448253718429
gemma,Gemma 2 27B,R007,adolescent,224.322576454,1208.33278123,-123.332449671,1.02086808155e-10,-23.0051976042,4.74452554745,262,0.448253718429
gemma,Gemma 2 27B,R008,advocate,280.577276893,-176.60072206,-57.3164549035,1.98752300845e-09,-20.0363766929,86.8613138686,37,0.448253718429
gemma,Gemma 2 27B,R009,alien,-478.367450856,-273.131912892,315.929831651,3.1286770778e-10,-21.8852406736,30.2919708029,192,0.448253718429
gemma,Gemma 2 27B,R010,altruist,282.009104917,-124.459941235,-114.250977141,1.69880086358e-09,-20.1933432091,79.9270072993,56,0.448253718429
gemma,Gemma 2 27B,R011,amateur,235.949057684,690.732115107,-353.818998851,1.8302424092e-10,-22.4214025078,14.2335766423,236,0.448253718429
gemma,Gemma 2 27B,R012,ambassador,438.230010781,-269.548723433,-37.2267603349,2.20377310719e-09,-19.9330948969,92.700729927,21,0.448253718429
gemma,Gemma 2 27B,R013,amnesiac,-574.36063878,263.371246764,-180.981335852,2.34015411039e-10,-22.1756341436,18.6131386861,224,0.448253718429
gemma,Gemma 2 27B,R014,analyst,645.175869206,-293.784633788,50.993781698,1.90150445203e-09,-20.0806204472,83.9416058394,45,0.448253718429
gemma,Gemma 2 27B,R015,anarchist,29.5289151812,-61.542573269,157.020468624,7.52172990247e-10,-21.0080547782,56.204379562,121,0.448253718429
gemma,Gemma 2 27B,R016,ancient,-856.445803801,-439.952551946,47.8093359175,4.51994633088e-10,-21.5173508099,42.3357664234,159,0.448253718429
gemma,Gemma 2 27B,R017,angel,-516.878625074,-509.474479551,-281.569612135,3.16683527239e-10,-21.8731181775,30.6569343066,191,0.448253718429
gemma,Gemma 2 27B,R018,anthropologist,412.459329071,-285.597854328,-27.4070008988,2.09840624212e-09,-19.9820877127,89.4160583942,30,0.448253718429
gemma,Gemma 2 27B,R019,archaeologist,57.165886882,-152.311022477,11.1698381762,1.36412528434e-09,-20.4127524311,70.802919708,81,0.448253718429
gemma,Gemma 2 27B,R020,architect,456.776374199,-192.834790161,-39.7526832677,2.48926780845e-09,-19.8112772225,98.1751824818,6,0.448253718429
gemma,Gemma 2 27B,R021,archivist,297.381884815,-208.192337426,59.2791661219,2.00790642707e-09,-20.0261732363,87.2262773723,36,0.448253718429
gemma,Gemma 2 27B,R022,artisan,-347.249676662,-171.674348811,-214.000428512,3.76851577052e-10,-21.6991697008,37.2262773723,173,0.448253718429
gemma,Gemma 2 27B,R023,ascetic,-750.4923807,-409.973072265,72.3696618719,4.50809292403e-10,-21.5199767208,41.6058394161,161,0.448253718429
gemma,Gemma 2 27B,R024,assistant,607.505640176,-88.4614393651,-167.543657031,1.53344702014e-09,-20.2957476813,74.8175182482,70,0.448253718429
gemma,Gemma 2 27B,R025,auctioneer,-44.4321665451,744.353309063,17.889952042,2.22442151176e-10,-22.2263540428,17.8832116788,226,0.448253718429
gemma,Gemma 2 27B,R026,auditor,643.742685294,-183.776092098,155.020650869,1.5317562463e-09,-20.2968508864,74.4525547445,71,0.448253718429
gemma,Gemma 2 27B,R027,avatar,-667.959239814,-569.248241928,-136.109151631,4.16942843036e-10,-21.5980719706,39.0510948905,168,0.448253718429
gemma,Gemma 2 27B,R028,bard,-860.630990074,-233.783283819,-286.261929921,4.30826131769e-10,-21.5653165138,40.1459854015,165,0.448253718429
gemma,Gemma 2 27B,R029,bartender,79.0460537624,603.125613346,-173.072715949,4.24447718429e-10,-21.5802322781,39.7810218978,166,0.448253718429
gemma,Gemma 2 27B,R030,biologist,414.508961423,-202.364018782,43.5560754939,2.42212031207e-09,-19.8386225184,97.8102189781,7,0.448253718429
gemma,Gemma 2 27B,R031,blogger,96.4956148561,170.379375333,-140.681313015,6.53312277879e-10,-21.1489658806,53.2846715328,129,0.448253718429
gemma,Gemma 2 27B,R032,bohemian,-628.580415851,295.473333481,-145.803612032,2.17687963448e-10,-22.2479584388,17.5182481752,227,0.448253718429
gemma,Gemma 2 27B,R033,builder,181.885670026,82.5921395312,-107.000252145,9.98282046532e-10,-20.7249852678,62.7737226277,103,0.448253718429
gemma,Gemma 2 27B,R034,caregiver,310.448459173,35.0091701194,-508.30274449,8.91561256886e-11,-23.1406320618,3.28467153285,266,0.448253718429
gemma,Gemma 2 27B,R035,cartographer,259.892645565,-163.404575427,14.0579486457,2.01817791086e-09,-20.0210707569,87.5912408759,35,0.448253718429
gemma,Gemma 2 27B,R036,caveman,-1058.52794178,584.205993477,-1078.23210745,5.04413528899e-11,-23.7102097834,0,275,0.448253718429
gemma,Gemma 2 27B,R037,celebrity,134.190883143,487.479161001,1.04597864097,3.40847099637e-10,-21.7995871274,33.9416058394,182,0.448253718429
gemma,Gemma 2 27B,R038,chameleon,-56.3201164943,181.400509195,-129.960891574,5.33707880328e-10,-21.3511724672,48.9051094891,141,0.448253718429
gemma,Gemma 2 27B,R039,chef,186.952879245,134.061395193,-112.166531422,8.42331911676e-10,-20.894846985,58.7591240876,114,0.448253718429
gemma,Gemma 2 27B,R040,chemist,422.36839287,-69.1504212534,139.121643034,1.60994130033e-09,-20.247068118,76.2773722628,66,0.448253718429
gemma,Gemma 2 27B,R041,chimera,-725.261511305,-274.720188975,155.133729119,4.44112360732e-10,-21.5349435208,40.8759124088,163,0.448253718429
gemma,Gemma 2 27B,R042,coach,611.307972857,-109.262802385,-229.167141478,1.13018427179e-09,-20.6008851451,65.3284671533,96,0.448253718429
gemma,Gemma 2 27B,R043,collaborator,654.382065965,-103.499433327,-210.478826256,1.1777523225e-09,-20.5596580264,66.4233576642,93,0.448253718429
gemma,Gemma 2 27B,R044,collector,123.118870724,-192.49822155,62.0476185277,1.42619116404e-09,-20.3682584678,71.897810219,78,0.448253718429
gemma,Gemma 2 27B,R045,comedian,-89.1759381563,1117.98099849,407.223905655,9.15563891398e-11,-23.1140660587,4.01459854015,264,0.448253718429
gemma,Gemma 2 27B,R046,competitor,54.7140419284,664.377413414,538.277792148,1.21182046016e-10,-22.8337271884,7.66423357664,254,0.448253718429
gemma,Gemma 2 27B,R047,composer,1.06920115297,-281.488126864,12.8096972527,9.9039161729e-10,-20.732920678,62.0437956204,105,0.448253718429
gemma,Gemma 2 27B,R048,conservator,340.015493078,-226.854195737,9.58926306401,2.21717288086e-09,-19.9270329297,93.4306569343,19,0.448253718429
gemma,Gemma 2 27B,R049,consultant,654.984193326,-271.487932427,-33.5604832268,1.97840520224e-09,-20.0409747702,86.496350365,38,0.448253718429
gemma,Gemma 2 27B,R050,contrarian,15.8899972386,251.642609584,500.334410963,2.15905585842e-10,-22.2561799064,16.7883211679,229,0.448253718429
gemma,Gemma 2 27B,R051,coordinator,614.245933116,-208.815445643,-46.2821150164,2.30020457305e-09,-19.8902677732,95.2554744526,14,0.448253718429
gemma,Gemma 2 27B,R052,coral_reef,-746.831354995,-318.511446676,-190.307205885,6.2416085704e-10,-21.1946129971,52.5547445255,131,0.448253718429
gemma,Gemma 2 27B,R053,cosmopolitan,34.2413061105,-119.49020186,-51.7939547788,1.28285746171e-09,-20.4741758551,69.7080291971,84,0.448253718429
gemma,Gemma 2 27B,R054,counselor,522.289060467,-110.894485962,-376.136877286,3.57248393271e-10,-21.7525897966,34.3065693431,181,0.448253718429
gemma,Gemma 2 27B,R055,criminal,-349.529425082,938.012707729,97.4006950301,1.52488143173e-10,-22.6039342726,10.5839416058,246,0.448253718429
gemma,Gemma 2 27B,R056,critic,258.211858389,-282.799097078,158.755378173,1.15519734749e-09,-20.5789946439,65.6934306569,95,0.448253718429
gemma,Gemma 2 27B,R057,crystalline,-576.613035491,-472.141621896,254.576097384,2.47503867668e-10,-22.1195949071,20.4379562044,219,0.448253718429
gemma,Gemma 2 27B,R058,curator,245.897498317,-254.351313742,-58.5339299927,1.69091722495e-09,-20.1979947186,78.8321167883,59,0.448253718429
gemma,Gemma 2 27B,R059,cyborg,173.413681664,-252.59771108,207.843462035,7.7590120458e-10,-20.9769959175,57.6642335766,117,0.448253718429
gemma,Gemma 2 27B,R060,cynic,-187.922455561,913.427035945,704.516716648,7.15452550953e-11,-23.3606909281,1.82481751825,270,0.448253718429
gemma,Gemma 2 27B,R061,daredevil,-182.695479104,807.832440705,273.359431845,1.52572495568e-10,-22.6033812521,10.9489051095,245,0.448253718429
gemma,Gemma 2 27B,R062,debugger,628.042816434,-157.859668928,74.0873154079,2.19656061497e-09,-19.9363730567,92.3357664234,22,0.448253718429
gemma,Gemma 2 27B,R063,demon,-870.983778251,-19.1806413374,538.885227182,1.34624275779e-10,-22.72853336,8.75912408759,251,0.448253718429
gemma,Gemma 2 27B,R064,designer,500.446269426,-196.042642327,-43.2189005178,2.50148308302e-09,-19.8063820478,98.9051094891,4,0.448253718429
gemma,Gemma 2 27B,R065,destroyer,15.8830590638,-138.984827773,367.835021736,2.72774378901e-10,-22.0223761134,23.7226277372,210,0.448253718429
gemma,Gemma 2 27B,R066,detective,374.371096081,-22.2458802373,166.466071125,1.17228010405e-09,-20.5643151777,66.0583941606,94,0.448253718429
gemma,Gemma 2 27B,R067,devils_advocate,206.85015833,111.316911626,348.188138013,2.40027440478e-10,-22.1502678638,19.3430656934,222,0.448253718429
gemma,Gemma 2 27B,R068,dilettante,-243.800425833,301.665428262,257.208985619,3.21271456912e-10,-21.85873469,31.3868613139,189,0.448253718429
gemma,Gemma 2 27B,R069,dispatcher,540.421954011,31.1952701247,63.1318651692,1.49829242578e-09,-20.3189397601,73.7226277372,73,0.448253718429
gemma,Gemma 2 27B,R070,divorcee,140.874313411,573.471240757,-153.539970453,4.50631910345e-10,-21.520370273,41.2408759124,162,0.448253718429
gemma,Gemma 2 27B,R071,doctor,594.383955571,-63.7097077811,-116.580127641,1.79916102548e-09,-20.1359453777,82.1167883212,50,0.448253718429
gemma,Gemma 2 27B,R072,dreamer,-860.31698648,-307.403562444,-53.0496812795,5.60198264448e-10,-21.3027303512,49.6350364964,139,0.448253718429
gemma,Gemma 2 27B,R073,echo,-1032.73327538,-430.907705225,-77.2260905771,4.99938990002e-10,-21.4165350449,44.8905109489,152,0.448253718429
gemma,Gemma 2 27B,R074,economist,562.907460157,-162.225625071,128.885313549,1.93827448049e-09,-20.0614677027,84.6715328467,43,0.448253718429
gemma,Gemma 2 27B,R075,ecosystem,-137.236595086,-389.657370662,-199.895248655,3.01498983681e-10,-21.9222544706,27.7372262774,199,0.448253718429
gemma,Gemma 2 27B,R076,editor,675.59481336,-138.104292267,20.6477351042,2.15386261343e-09,-19.9560030423,91.2408759124,25,0.448253718429
gemma,Gemma 2 27B,R077,egregore,-427.91282462,-421.85264734,9.60198482995,3.62260098e-10,-21.7386586593,35.401459854,178,0.448253718429
gemma,Gemma 2 27B,R078,elder,-456.40914112,43.8335072398,-358.644215883,2.16716271957e-10,-22.2524321204,17.1532846715,228,0.448253718429
gemma,Gemma 2 27B,R079,eldritch,-1206.34186144,-539.012939763,308.202091178,8.97442918526e-11,-23.1340566911,3.6496350365,265,0.448253718429
gemma,Gemma 2 27B,R080,emissary,330.050940758,-410.060040231,-152.641844979,7.19082309829e-10,-21.0530452866,55.4744525547,123,0.448253718429
gemma,Gemma 2 27B,R081,empath,-144.512464479,-117.202927571,-306.048356351,2.99476745573e-10,-21.9289843455,26.6423357664,202,0.448253718429
gemma,Gemma 2 27B,R082,engineer,617.346224828,-223.669692966,58.7794102141,2.25826707444e-09,-19.908668099,94.1605839416,17,0.448253718429
gemma,Gemma 2 27B,R083,entrepreneur,460.89337517,68.4903712461,72.6207484199,1.24118283601e-09,-20.507201012,68.9781021898,86,0.448253718429
gemma,Gemma 2 27B,R084,evaluator,654.497233332,-297.177532975,30.331273677,1.89619865222e-09,-20.0834146642,83.5766423358,46,0.448253718429
gemma,Gemma 2 27B,R085,evangelist,-402.408005591,-51.6416415101,49.0066430472,5.31745657139e-10,-21.354855829,48.5401459854,142,0.448253718429
gemma,Gemma 2 27B,R086,examiner,698.927516926,-270.399924964,131.838011344,1.38645657569e-09,-20.3965145707,71.5328467153,79,0.448253718429
gemma,Gemma 2 27B,R087,exile,-744.545223605,3.05430712019,-125.952488771,3.01003163309e-10,-21.9239003419,27.3722627737,200,0.448253718429
gemma,Gemma 2 27B,R088,expatriate,197.644571812,200.386484491,-130.353871771,6.61399884702e-10,-21.1366624897,54.0145985401,127,0.448253718429
gemma,Gemma 2 27B,R089,facilitator,689.732183265,-193.15673433,-240.204258146,8.91946605123e-10,-20.8376148449,61.3138686131,107,0.448253718429
gemma,Gemma 2 27B,R090,familiar,-745.869841994,-447.705012811,-94.1319890909,5.77855060971e-10,-21.2716980383,50.3649635036,137,0.448253718429
gemma,Gemma 2 27B,R091,fixer,-26.0301617279,461.894252719,315.089063569,2.65782081514e-10,-22.0483443853,22.9927007299,212,0.448253718429
gemma,Gemma 2 27B,R092,flaneur,-640.968116589,-55.1668128731,168.670289631,3.63997478211e-10,-21.7338741763,35.7664233577,177,0.448253718429
gemma,Gemma 2 27B,R093,fool,-571.841428907,1180.43277363,-650.725082882,5.24702024319e-11,-23.6707756802,0.729927007299,273,0.448253718429
gemma,Gemma 2 27B,R094,forecaster,530.474968426,-235.455688588,82.4783102126,2.25175227625e-09,-19.9115571344,93.795620438,18,0.448253718429
gemma,Gemma 2 27B,R095,futurist,399.423816217,-291.172652793,110.704948163,1.73017359323e-09,-20.1750440906,80.2919708029,55,0.448253718429
gemma,Gemma 2 27B,R096,gamer,100.499252043,581.348912772,199.553636673,1.71164003015e-10,-22.4883989371,12.7737226277,240,0.448253718429
gemma,Gemma 2 27B,R097,generalist,502.796594229,-240.594821608,-63.2771731961,2.2779442997e-09,-19.8999924236,94.5255474453,16,0.448253718429
gemma,Gemma 2 27B,R098,genie,-766.50116741,-1.43017647714,206.522395116,2.47128206706e-10,-22.1211138585,20.0729927007,220,0.448253718429
gemma,Gemma 2 27B,R099,geographer,444.649359074,-189.168458177,-10.1765065969,2.55055206846e-09,-19.7869560038,99.6350364964,2,0.448253718429
gemma,Gemma 2 27B,R100,ghost,-948.976904042,-283.309973804,-26.3296346645,4.81287187612e-10,-21.4545569604,42.700729927,158,0.448253718429
gemma,Gemma 2 27B,R101,golem,-983.59794218,-431.181352698,-119.171711696,5.67361042002e-10,-21.2900252565,50,138,0.448253718429
gemma,Gemma 2 27B,R102,gossip,-84.4277141324,1022.15387517,299.228103359,1.29598281808e-10,-22.7665815898,8.39416058394,252,0.448253718429
gemma,Gemma 2 27B,R103,grader,753.768907535,-153.418935655,55.4721322836,1.69775577691e-09,-20.1939585893,79.5620437956,57,0.448253718429
gemma,Gemma 2 27B,R104,graduate,329.149268476,499.609197243,-43.9685861742,3.27803094425e-10,-21.8386080097,32.4817518248,186,0.448253718429
gemma,Gemma 2 27B,R105,grandparent,-213.318534291,649.86116305,-495.406119841,1.26983160484e-10,-22.7869666329,8.02919708029,253,0.448253718429
gemma,Gemma 2 27B,R106,guardian,218.482890635,-240.8693076,-49.6132064781,1.67897619432e-09,-20.2050816374,78.102189781,61,0.448253718429
gemma,Gemma 2 27B,R107,guide,245.003491162,-146.917475573,-175.783195972,1.20886630636e-09,-20.5335828534,67.5182481752,90,0.448253718429
gemma,Gemma 2 27B,R108,guru,-613.327421358,-451.88708575,-252.337429525,4.85680933975e-10,-21.4454692221,43.0656934307,157,0.448253718429
gemma,Gemma 2 27B,R109,hacker,-85.3601158629,593.51972963,473.094125301,1.75129544645e-10,-22.4654951607,13.1386861314,239,0.448253718429
gemma,Gemma 2 27B,R110,healer,2.0471661115,-395.231782575,-386.912116576,1.08955738398e-10,-22.9400793859,6.56934306569,257,0.448253718429
gemma,Gemma 2 27B,R111,hedonist,-284.986272293,269.518134461,287.309831083,3.01642855471e-10,-21.9217773962,28.102189781,198,0.448253718429
gemma,Gemma 2 27B,R112,hermit,-925.083168786,-264.182264527,-246.879450906,4.96787928733e-10,-21.4228578836,44.5255474453,153,0.448253718429
gemma,Gemma 2 27B,R113,historian,202.704890609,-181.645112838,137.955422322,1.3108147248e-09,-20.4526169657,70.0729927007,83,0.448253718429
gemma,Gemma 2 27B,R114,hive,-233.727898812,-468.464007853,190.332584499,3.03702321814e-10,-21.9149730988,28.8321167883,196,0.448253718429
gemma,Gemma 2 27B,R115,hoarder,-402.150474965,920.948813671,-31.2167663695,1.36341054404e-10,-22.7158616164,9.12408759124,250,0.448253718429
gemma,Gemma 2 27B,R116,homunculus,-726.658260369,-375.564854871,148.678452795,4.11036065112e-10,-21.6123401556,38.6861313869,169,0.448253718429
gemma,Gemma 2 27B,R117,hybrid,-51.0707384297,-217.822768868,-133.527219909,7.97997925962e-10,-20.9489151175,58.0291970803,116,0.448253718429
gemma,Gemma 2 27B,R118,idealist,-108.515966004,-162.167340424,-52.3638597076,9.46711429917e-10,-20.7780267894,61.6788321168,106,0.448253718429
gemma,Gemma 2 27B,R119,immigrant,-149.767170948,89.0232871349,-333.90463833,2.91644000973e-10,-21.9554872322,25.1824817518,206,0.448253718429
gemma,Gemma 2 27B,R120,improviser,-127.651761355,718.126901906,-58.9203368785,2.6378144022e-10,-22.0559002336,22.6277372263,213,0.448253718429
gemma,Gemma 2 27B,R121,infant,-355.937839637,794.704609569,-788.280483528,5.50612824261e-11,-23.6225743251,1.09489051095,272,0.448253718429
gemma,Gemma 2 27B,R122,influencer,367.730487036,486.796368981,-122.624801387,3.64917580352e-10,-21.7313495951,36.1313868613,176,0.448253718429
gemma,Gemma 2 27B,R123,instructor,568.299624686,-123.819508159,-192.017338074,1.45798487893e-09,-20.3462105745,72.2627737226,77,0.448253718429
gemma,Gemma 2 27B,R124,interpreter,410.007541828,-128.049965047,-180.402325286,1.4961224573e-09,-20.3203891043,72.9927007299,75,0.448253718429
gemma,Gemma 2 27B,R125,interviewer,629.107501123,-29.4609841292,-105.219894153,1.62061673503e-09,-20.2404590595,76.6423357664,65,0.448253718429
gemma,Gemma 2 27B,R126,jester,-567.609511885,538.994643307,234.031532001,1.68918894717e-10,-22.5016024291,12.4087591241,241,0.448253718429
gemma,Gemma 2 27B,R127,journalist,542.912518594,-165.945657711,81.4026613568,2.34097772005e-09,-19.8726971658,95.6204379562,13,0.448253718429
gemma,Gemma 2 27B,R128,judge,466.794406595,-251.523053733,113.845944766,1.96251198907e-09,-20.0490405572,85.7664233577,40,0.448253718429
gemma,Gemma 2 27B,R129,lawyer,620.251288849,-146.024050259,151.840572494,1.60595244669e-09,-20.2495488316,75.9124087591,67,0.448253718429
gemma,Gemma 2 27B,R130,leviathan,-1214.5474112,-446.528363502,14.0828905558,2.52643443708e-10,-22.0990419346,21.897810219,215,0.448253718429
gemma,Gemma 2 27B,R131,librarian,492.088785885,-124.726665962,1.9400590206,2.5419817061e-09,-19.7903218609,99.2700729927,3,0.448253718429
gemma,Gemma 2 27B,R132,linguist,524.98658175,-167.975379697,78.5060616854,2.37387536004e-09,-19.8587420442,96.7153284672,10,0.448253718429
gemma,Gemma 2 27B,R133,loner,-254.457458397,230.529620794,90.780751017,3.07352103799e-10,-21.9030271076,29.197080292,195,0.448253718429
gemma,Gemma 2 27B,R134,luddite,-728.857216478,393.953660832,-48.3283317041,1.42640435811e-10,-22.6706940871,9.48905109489,249,0.448253718429
gemma,Gemma 2 27B,R135,marketer,621.042339688,-141.181460837,-10.2841890187,2.38117740679e-09,-19.8556707629,97.4452554745,8,0.448253718429
gemma,Gemma 2 27B,R136,martyr,-618.370054172,-177.584132641,113.486655857,4.90066693198e-10,-21.4364796255,43.4306569343,156,0.448253718429
gemma,Gemma 2 27B,R137,mathematician,363.055667198,-152.35336969,215.333978285,1.06118055141e-09,-20.6638838208,64.2335766423,99,0.448253718429
gemma,Gemma 2 27B,R138,maverick,-96.8732021236,328.901274497,379.056271468,2.92784783013e-10,-21.9515833058,25.5474452555,205,0.448253718429
gemma,Gemma 2 27B,R139,mechanic,222.08974153,665.060297738,-136.43363883,3.5775177744e-10,-21.7511817291,35.0364963504,179,0.448253718429
gemma,Gemma 2 27B,R140,mediator,610.961234398,-230.465185811,-184.266156036,1.33582612664e-09,-20.433715915,70.4379562044,82,0.448253718429
gemma,Gemma 2 27B,R141,mentor,546.911739645,-152.148778577,-164.627182573,1.69673650795e-09,-20.1945591321,79.197080292,58,0.448253718429
gemma,Gemma 2 27B,R142,merchant,24.134498354,-39.3783351805,-77.4661836825,1.12472633165e-09,-20.6057260916,64.9635036496,97,0.448253718429
gemma,Gemma 2 27B,R143,minimalist,33.8670559593,-138.828971469,-128.171831034,1.04501365863e-09,-20.6792358812,63.503649635,101,0.448253718429
gemma,Gemma 2 27B,R144,moderator,728.597016846,-188.943655108,-251.639888908,7.55593637556e-10,-21.0035174007,56.5693430657,120,0.448253718429
gemma,Gemma 2 27B,R145,musician,-195.582287607,-12.2604509161,-181.483246343,5.21692648007e-10,-21.3739424984,47.4452554745,145,0.448253718429
gemma,Gemma 2 27B,R146,mycorrhizal,-788.212444735,-466.674324678,-252.587189835,5.86124560144e-10,-21.257488789,51.4598540146,134,0.448253718429
gemma,Gemma 2 27B,R147,mystic,-810.708629201,-536.093020984,-241.061257515,5.14914541893e-10,-21.3870201671,45.9854014599,149,0.448253718429
gemma,Gemma 2 27B,R148,narcissist,-278.542086852,688.953463681,828.418117387,8.35786207494e-11,-23.2052333612,2.55474452555,268,0.448253718429
gemma,Gemma 2 27B,R149,narrator,-614.919980282,-94.6578718205,-55.0578879302,4.36111845647e-10,-21.5531223788,40.5109489051,164,0.448253718429
gemma,Gemma 2 27B,R150,naturalist,-4.46192332199,-269.252848337,-143.038056558,7.50692066994e-10,-21.0100255789,55.8394160584,122,0.448253718429
gemma,Gemma 2 27B,R151,navigator,325.68461767,-145.492060674,-65.2546116052,2.09628256186e-09,-19.9831002695,89.0510948905,31,0.448253718429
gemma,Gemma 2 27B,R152,negotiator,570.495993276,-218.002893497,-79.6648752635,2.2070076485e-09,-19.9316282441,93.0656934307,20,0.448253718429
gemma,Gemma 2 27B,R153,networker,526.789844207,-89.8354079155,-149.523614028,1.75509082832e-09,-20.1607452273,81.3868613139,52,0.448253718429
gemma,Gemma 2 27B,R154,newlywed,280.253575352,659.126464257,-267.787008527,2.89157207025e-10,-21.9640506068,24.8175182482,207,0.448253718429
gemma,Gemma 2 27B,R155,nomad,-348.782358672,81.3381132703,-325.085507018,2.87633698668e-10,-21.9693333249,24.4525547445,208,0.448253718429
gemma,Gemma 2 27B,R156,novelist,-243.733943564,-86.2014751677,36.3421672435,7.18156963132e-10,-21.0543329592,55.1094890511,124,0.448253718429
gemma,Gemma 2 27B,R157,nutritionist,662.571680883,-96.4606768165,-142.633326378,1.5719450142e-09,-20.2709521218,75.5474452555,68,0.448253718429
gemma,Gemma 2 27B,R158,observer,488.872427947,-264.616960533,96.3227934119,2.0516898061e-09,-20.0046020877,87.9562043796,34,0.448253718429
gemma,Gemma 2 27B,R159,optimist,243.206843922,217.035521745,-297.677132461,3.03597555495e-10,-21.9153181222,28.4671532847,197,0.448253718429
gemma,Gemma 2 27B,R160,oracle,-894.153876004,-476.51361389,-106.707790101,5.83514893777e-10,-21.2619511396,51.0948905109,135,0.448253718429
gemma,Gemma 2 27B,R161,organizer,613.981188847,-242.434412599,-55.3826992679,2.15782447533e-09,-19.9541653102,91.6058394161,24,0.448253718429
gemma,Gemma 2 27B,R162,orphan,-121.758676973,497.496298987,-236.040809336,3.08645792834e-10,-21.898826798,29.5620437956,194,0.448253718429
gemma,Gemma 2 27B,R163,pacifist,247.640842415,-305.710621535,-218.343796807,6.93093217804e-10,-21.0898566124,54.3795620438,126,0.448253718429
gemma,Gemma 2 27B,R164,paramedic,464.310965568,180.405170494,-51.0262541898,7.63847031064e-10,-20.9926535679,57.299270073,118,0.448253718429
gemma,Gemma 2 27B,R165,parasite,-415.79705168,30.8692329113,419.975543608,1.84860285977e-10,-22.4114207871,14.598540146,235,0.448253718429
gemma,Gemma 2 27B,R166,parent,278.360770376,501.982577744,-296.359658744,2.98079035049e-10,-21.9336624463,25.9124087591,204,0.448253718429
gemma,Gemma 2 27B,R167,patient,215.508633834,477.822999922,-230.636601869,4.04393502264e-10,-21.6286326965,38.3211678832,170,0.448253718429
gemma,Gemma 2 27B,R168,peacekeeper,454.987722757,-284.55943255,-180.987821456,1.22987493449e-09,-20.516353352,68.6131386861,87,0.448253718429
gemma,Gemma 2 27B,R169,perfectionist,119.219614301,-112.927323804,476.85664593,1.88722006237e-10,-22.3907460501,15.3284671533,233,0.448253718429
gemma,Gemma 2 27B,R170,pharmacist,620.570199927,-94.9833307415,-63.2697813419,2.10829309728e-09,-19.9773871755,89.7810218978,29,0.448253718429
gemma,Gemma 2 27B,R171,philosopher,-167.780546539,-386.269610772,204.044268523,3.72161596123e-10,-21.7116929578,36.8613138686,174,0.448253718429
gemma,Gemma 2 27B,R172,photographer,-107.384907114,-19.8117791328,-49.17108446,8.8564521099e-10,-20.8447046846,60.9489051095,108,0.448253718429
gemma,Gemma 2 27B,R173,physicist,359.859554622,-187.486042307,162.842002467,1.50771300628e-09,-20.3126718996,74.0875912409,72,0.448253718429
