model,model_label,source_model_label,opaque_role_id,role,legacy_qwen_cluster,native_pc1,native_pc2,native_pc3,display_aligned_x,display_aligned_y,display_aligned_z,consensus_family_id,membership_category
llama,LLaMA 3.3 70B,Llama-3.3-70B,R011,amateur,grounded_social,1.4693163568,1.20062060981,-0.876071134489,-0.184961956318,1.92268187315,-0.907931881791,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R012,ambassador,procedural_professional,0.459763015054,-0.909580695145,0.0227875145035,0.896102344771,-0.293746898162,-0.209201696983,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R013,amnesiac,grounded_social,0.0181153663827,1.62132587566,0.477930079037,-0.944987792836,0.927598733875,1.0765655718,MFamily_D,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R014,analyst,procedural_professional,0.857445617481,-1.04989888934,0.721359916321,1.43191428289,-0.304841227101,0.710048962024,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R015,anarchist,procedural_professional,-0.207515400425,0.307958070265,-0.99691495108,-0.621735514061,0.314069836413,-1.28770030539,MFamily_D,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R016,ancient,mythic_spiritual,-2.13559387019,-0.262417801189,0.0752019979725,-1.08012919496,-1.54745660775,0.0576983531398,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R017,angel,mythic_spiritual,-1.70339025512,-0.591797416269,-0.560957909075,-0.783627993092,-1.32315433969,-0.906207314938,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R018,anthropologist,procedural_professional,0.332537646054,-0.997441771031,0.0223961350299,0.87910487059,-0.43085458469,-0.231173168709,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R019,archaeologist,procedural_professional,-0.0709680762792,-0.51110124312,-0.00597908918947,0.30082643496,-0.370224326896,-0.139908857435,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R020,architect,procedural_professional,0.615705788736,-0.779252626829,0.0262340620855,0.902516151698,-0.111974651419,-0.172329439386,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R021,archivist,procedural_professional,0.330152444601,-0.803690654309,0.0511631655922,0.755219630333,-0.315807749402,-0.14141959386,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R022,artisan,grounded_social,-0.593783038156,-0.0203074271013,-0.777366725292,-0.567705750945,-0.196759828824,-1.06707413998,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R023,ascetic,mythic_spiritual,-2.60774902133,0.443187537089,-0.762173689757,-2.08251231223,-1.18796333287,-0.904997051713,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R024,assistant,procedural_professional,0.958086682124,-0.86901275452,0.295633660075,1.24642996775,-0.0185657538239,0.17095573432,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R025,auctioneer,grounded_social,0.47073991462,0.957666720639,0.384307832276,-0.253002768862,0.8155433394,0.771225643852,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R026,auditor,procedural_professional,0.869757765585,-0.968308445653,0.579643320001,1.34304572227,-0.209393582307,0.536355737666,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R027,avatar,mythic_spiritual,-2.26236231038,-0.611432941017,-0.137606053367,-0.982224729524,-1.7979179209,-0.323790520612,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R028,bard,mythic_spiritual,-2.31074812306,0.762429305444,-0.122357139587,-1.93434078811,-0.954941675989,0.0536653306086,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R029,bartender,grounded_social,0.931573880285,1.01635166724,-0.593028183744,-0.300439139255,1.39140749936,-0.561169771973,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R030,biologist,procedural_professional,0.292249141411,-0.78474837369,0.361824170214,0.809950122316,-0.405641352696,0.290706759162,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R031,blogger,grounded_social,0.467709495865,-0.116946235019,-0.695814382143,0.157018631669,0.397568707059,-0.991191468099,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R032,bohemian,grounded_social,-1.26565817112,1.28718737036,-1.6214630558,-2.09803124492,0.421626210398,-1.88094761935,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R033,builder,procedural_professional,0.694816708818,-0.237406964842,-0.329358903125,0.480802274437,0.373603644926,-0.521307489666,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R034,caregiver,grounded_social,0.561708969541,-0.285506769124,-0.940370277771,0.256100654186,0.411024637213,-1.37185238553,MFamily_C,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R035,cartographer,procedural_professional,0.255805710054,-0.73992511048,0.20094748848,0.711137700377,-0.359955245625,0.0816729093195,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R036,caveman,trickster_chaos,0.318098714733,4.23735912502,3.08397010437,-1.77467931245,2.13744945182,5.33176424913,MFamily_E,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R037,celebrity,grounded_social,1.03225436477,0.754448610677,-1.18022248742,-0.233844119262,1.43527812537,-1.43684280116,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R038,chameleon,grounded_social,0.177124079398,0.226500087353,-0.17709013425,-0.0982613262883,0.301906091579,-0.186470861353,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R039,chef,grounded_social,0.530206992498,0.289339986227,-0.42678141301,-0.00171948695711,0.629579025388,-0.516940901054,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R040,chemist,procedural_professional,0.374231966849,-0.636534385094,0.535751680932,0.809500015557,-0.302259943993,0.567214398438,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R041,chimera,mythic_spiritual,-1.51973049141,0.0516355391018,0.379036854563,-0.83504367672,-1.03042313475,0.550066161405,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R042,coach,procedural_professional,0.879657471876,-0.864834256898,-0.0186483374093,1.10535905172,0.0128064121424,-0.25893556127,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R043,collaborator,procedural_professional,0.917909107273,-0.732191556018,-0.162942565072,0.996810737055,0.158042838916,-0.423213231564,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R044,collector,procedural_professional,0.185884901199,-0.63289543713,-0.0781809893301,0.515932277778,-0.266260125034,-0.273358669579,MFamily_A,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R045,comedian,trickster_chaos,1.13920767853,2.32753968496,0.317242498269,-0.796962683786,2.13342418743,1.02704441492,MFamily_C,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R046,competitor,combative_iconoclast,1.07061336605,1.20465511945,-0.236749632606,-0.240822541169,1.51110566649,-0.0243376074444,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R047,composer,procedural_professional,-0.565118579518,-0.435892790283,-0.120641573972,-0.0792284419856,-0.608391052418,-0.272779362053,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R048,conservator,procedural_professional,0.377588720505,-0.79875826383,-0.0128679482169,0.761706190289,-0.26639506079,-0.228611626179,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R049,consultant,procedural_professional,0.866120573883,-1.08258044187,0.43022022737,1.37462254983,-0.247298752696,0.301489267019,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R050,contrarian,combative_iconoclast,0.240637199189,0.268138800264,-0.41731806531,-0.158098623278,0.429126071527,-0.506398821734,MFamily_D,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R051,coordinator,procedural_professional,0.886259432095,-0.994784621355,0.212600263117,1.26420851064,-0.123895657236,0.025037447766,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R052,coral_reef,mythic_spiritual,-1.1786014367,-0.201889812718,0.303052062195,-0.481619929809,-0.955953942296,0.376401515874,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R053,cosmopolitan,procedural_professional,0.122559586544,-0.56640333525,-0.363554529621,0.350232569786,-0.192693808667,-0.64754370377,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R054,counselor,procedural_professional,0.550528199977,-0.807980043001,-0.510003627775,0.727138617715,-0.0376079053989,-0.915833801988,MFamily_A,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R055,criminal,grounded_social,0.910355896637,2.68582581504,-0.125222555928,-1.30443378948,2.32723159724,0.514374098152,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R056,critic,procedural_professional,0.131072624437,-1.03750778992,0.0702035445128,0.799369654566,-0.59681010546,-0.173761142287,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R057,crystalline,mythic_spiritual,-2.0514117667,-0.56602047223,1.18032830697,-0.503779559686,-1.96443572042,1.4964923392,MFamily_B,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R058,curator,procedural_professional,0.225519716714,-0.795446272999,-0.0139991253697,0.668057944507,-0.360908356321,-0.227714248535,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R059,cyborg,procedural_professional,0.0116258822979,-1.03607255844,0.763285154837,0.928140995743,-0.845538869838,0.780095343683,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R060,cynic,combative_iconoclast,0.793772638437,2.06824451535,-0.0830745111191,-0.945062048675,1.84786780293,0.413474269348,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R061,daredevil,combative_iconoclast,0.772830288734,1.73769411801,-0.503499346777,-0.856534169657,1.72862381918,-0.249585946982,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R062,debugger,procedural_professional,0.766414799307,-1.0143585848,0.584423726289,1.31362623904,-0.305867030369,0.532073758215,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R063,demon,mythic_spiritual,-1.81784023539,1.16013986331,0.749616437126,-1.65438358766,-0.605067952629,1.34957140546,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R064,designer,procedural_professional,0.670334535355,-0.873256446052,0.172058768487,1.04105376982,-0.173719712599,0.00309001090783,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R065,destroyer,combative_iconoclast,-0.160723755798,-0.238766066413,-0.0474779479088,0.0511469180844,-0.243065930616,-0.125416124131,MFamily_D,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R066,detective,procedural_professional,0.475557105845,-0.779720489723,0.37786960616,0.921010060289,-0.289626199666,0.312133999516,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R067,devils_advocate,combative_iconoclast,0.301656764194,-0.191547672011,-0.00133385256172,0.309617174843,0.0702155279866,-0.0546274651283,MFamily_A,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R068,dilettante,grounded_social,0.205571174745,0.526349599948,-0.120291255371,-0.267170529777,0.497360056721,-0.0310345909718,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R069,dispatcher,procedural_professional,0.8918088289,-0.724624437706,0.372910138701,1.13169081836,0.012084608979,0.315235455958,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R070,divorcee,grounded_social,1.18518021145,0.808807221609,-1.22271496984,-0.191288138672,1.57809956986,-1.48274048806,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R071,doctor,procedural_professional,0.856807894543,-0.791884144231,0.199184465984,1.10568363757,-0.0096922041615,0.0594899235429,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R072,dreamer,mythic_spiritual,-2.16318285193,0.0135642662969,-0.0528436256014,-1.32017026114,-1.35668201298,-0.0464229067827,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R073,echo,mythic_spiritual,-2.7159556711,0.0819127778971,0.400896731699,-1.56563091027,-1.77889845802,0.600478677403,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R074,economist,procedural_professional,0.696263247523,-0.91365213764,0.613981928292,1.21220039032,-0.293642553893,0.599514415207,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R075,ecosystem,procedural_professional,-0.601238754151,-0.976204209713,0.143888886908,0.34075310435,-1.04279280112,-0.0489660510425,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R076,editor,editorial,0.66622062112,-0.790234840629,0.206870551352,0.992647659901,-0.132022514073,0.072474179693,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R077,egregore,mythic_spiritual,-1.57770656343,-0.753305323479,0.16413997294,-0.388723459403,-1.52776828472,0.0468461642192,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R078,elder,mythic_spiritual,-0.295632848567,0.452900298597,-1.06693347489,-0.792707087734,0.368033349013,-1.34541858683,MFamily_C,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R079,eldritch,mythic_spiritual,-3.75477736786,0.322657933834,1.38533250391,-2.06448592764,-2.53360916219,2.02627339744,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R080,emissary,procedural_professional,0.249002630811,-1.17028405733,-0.120158309978,0.904364425828,-0.558812578469,-0.470942455157,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R081,empath,grounded_social,-0.652099497831,-0.345751672383,-0.888411865139,-0.415161065395,-0.414017957298,-1.3033592016,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R082,engineer,procedural_professional,0.793739879782,-0.979479635725,0.67821701613,1.33368381693,-0.289654698749,0.669689087975,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R083,entrepreneur,procedural_professional,0.93012146355,-0.57697202837,-0.133796324459,0.907793626791,0.257683460106,-0.343075992197,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R084,evaluator,procedural_professional,0.786802665459,-1.2172644941,0.585949948148,1.46327301455,-0.422873418987,0.481379610476,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R085,evangelist,grounded_social,0.0130797707092,0.0603971220133,-1.0287762462,-0.331719590716,0.304486979472,-1.39793474761,MFamily_C,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R086,examiner,procedural_professional,0.728778813592,-1.11445923545,0.738940794338,1.40354144644,-0.432482528812,0.718822628249,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R087,exile,mythic_spiritual,-0.974396811625,0.92686729888,-0.666352272909,-1.40292357119,0.137944118182,-0.665128165593,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R088,expatriate,procedural_professional,0.854083647911,-0.143456609876,-0.469785051313,0.471984105424,0.570276754512,-0.691564745203,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R089,facilitator,procedural_professional,0.790628139589,-0.917578519522,-0.0236829272432,1.08618197099,-0.0763639936319,-0.278587048187,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R090,familiar,mythic_spiritual,-2.02741646812,-0.344429922718,0.414247413209,-0.861499059215,-1.61579090279,0.501132295524,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R091,fixer,grounded_social,0.224870556437,0.458394344593,0.136734010435,-0.135085752295,0.401899147549,0.304284557942,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R092,flaneur,grounded_social,-1.15519634988,0.212137086575,-0.442809713606,-0.963744353943,-0.489818141356,-0.541308524241,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R093,fool,trickster_chaos,1.20121177982,3.50068767773,0.956945818297,-1.36609327167,2.7621922806,2.20927948058,MFamily_C,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R094,forecaster,procedural_professional,0.598263083964,-1.11344044257,0.52642946619,1.26296212515,-0.46180286699,0.428482255126,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R095,futurist,procedural_professional,0.367061608657,-1.07264620871,0.381716952723,1.05491151893,-0.546855025081,0.242653117633,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R096,gamer,combative_iconoclast,0.468571600142,0.515753294482,0.36850554573,0.0394671307239,0.535821383357,0.635027828283,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R097,generalist,procedural_professional,0.408462985837,-1.00346004258,0.376631480883,1.03152141995,-0.475000614488,0.253160016197,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R098,genie,trickster_chaos,-1.97424352106,0.746039689862,0.741492424394,-1.47084286177,-0.967237607303,1.23274589229,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R099,geographer,procedural_professional,0.454305339174,-0.884341084836,0.233632899646,0.93702649985,-0.3338901081,0.0870786158827,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R100,ghost,mythic_spiritual,-2.71430344101,0.243485485901,0.21214359575,-1.72854473487,-1.62737492953,0.382998261588,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R101,golem,mythic_spiritual,-2.43426371519,0.358600028812,0.71350730798,-1.49292519729,-1.50089622019,1.09872245332,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R102,gossip,trickster_chaos,1.30507343255,2.15717210111,-0.281506787515,-0.756480112804,2.28020306978,0.15853175278,MFamily_C,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R103,grader,editorial,0.829497225521,-0.836946086907,0.579848895645,1.23030154865,-0.151187820461,0.571098915776,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R104,graduate,grounded_social,1.25438485516,0.288332283506,-0.554713303019,0.395562359835,1.12247703098,-0.700556750125,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R105,grandparent,grounded_social,0.897112547039,1.65641901381,-1.10266195404,-0.901229396266,1.90591810133,-1.09514494443,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R106,guardian,procedural_professional,0.197032035316,-0.637531664213,-0.251216472708,0.475486252522,-0.218795802158,-0.512412325143,MFamily_A,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R107,guide,procedural_professional,0.451540528059,-0.730135896584,-0.0339180386054,0.753556791418,-0.170159730116,-0.240525847601,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R108,guru,mythic_spiritual,-1.67278691687,-0.276067834148,-0.813935012676,-1.05193212746,-1.03862494543,-1.17228367043,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R109,hacker,combative_iconoclast,0.411804209214,0.306328786214,0.292594661299,0.124812578737,0.384868053019,0.477061199196,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R110,healer,procedural_professional,-0.260775590674,-0.810284399446,-0.745178788985,0.174454346329,-0.497237013736,-1.23104042113,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R111,hedonist,grounded_social,-0.42707910731,0.810783115072,-0.379965837051,-0.913554278345,0.340888573869,-0.307472948803,MFamily_D,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R112,hermit,mythic_spiritual,-2.18495185944,0.707298001517,-0.796431586559,-2.01753603817,-0.741226455513,-0.888057359457,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R113,historian,procedural_professional,0.0891669803804,-0.726336331278,0.203919120949,0.603015895024,-0.458216034201,0.0910227846079,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R114,hive,procedural_professional,-0.86013454276,-0.943378445209,0.82599975809,0.361620247228,-1.35759208543,0.899412669322,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R115,hoarder,other,0.91968739042,2.22041393451,0.592324150527,-0.776232050109,1.85622264831,1.37952373924,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R116,homunculus,mythic_spiritual,-2.10370634947,-0.045764595383,0.423672790296,-1.10610047868,-1.47598068263,0.592272081824,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R117,hybrid,procedural_professional,-0.362082388976,-0.650450323217,-0.40971840561,0.10328762194,-0.54368362637,-0.727669401554,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R118,idealist,procedural_professional,-0.311738052651,-0.296605401656,-1.25530494479,-0.351031350014,-0.0738566494681,-1.79826922557,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R119,immigrant,grounded_social,0.542032306345,0.146719262622,-0.962615909473,-0.0539629829006,0.680162489712,-1.29021039611,MFamily_C,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R120,improviser,grounded_social,0.677708158733,1.50384488782,-0.602413474657,-0.784352010549,1.54338392794,-0.445084131947,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R121,infant,other,1.21035396081,3.98047243941,4.31078452196,-0.710523823641,2.23482411474,6.9413855295,MFamily_E,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R122,influencer,combative_iconoclast,1.20578701239,0.293464728211,-0.590423137767,0.352618066051,1.1037251768,-0.747779802507,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R123,instructor,procedural_professional,0.91783729075,-0.907995713414,0.447057366655,1.29261784934,-0.10703000481,0.369318931637,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R124,interpreter,procedural_professional,0.359084437585,-1.02236316864,0.0925867066806,0.932215806487,-0.447429711511,-0.141473338202,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R125,interviewer,editorial,0.895178591492,-0.0678046624684,0.144669109173,0.623971524577,0.490955319598,0.171813672702,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R126,jester,trickster_chaos,-0.482227289419,2.01021430519,0.701464225528,-1.44231371167,0.801193559219,1.48969377536,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R127,journalist,procedural_professional,0.760400936626,-0.597853805635,0.0678034228851,0.87878423469,0.0857092176874,-0.0697283809788,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R128,judge,procedural_professional,0.262872719139,-0.858598615974,0.273558276335,0.816580607333,-0.449439903226,0.15060874983,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R129,lawyer,procedural_professional,0.718322266439,-0.818282105,0.438563927991,1.11007900099,-0.174743200879,0.382986905048,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R130,leviathan,mythic_spiritual,-3.20090437695,0.822629482556,1.05363998415,-2.16662263095,-1.77820245505,1.69430761509,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R131,librarian,procedural_professional,0.63229614351,-0.71883664626,0.372130161104,0.972118288841,-0.149407960053,0.318382628397,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R132,linguist,procedural_professional,0.476268340436,-0.746227375087,0.478307000089,0.927992165375,-0.292923362127,0.45879748947,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R133,loner,grounded_social,0.131854157028,0.786635858394,-0.417556717241,-0.573388286431,0.691077801822,-0.371232828204,MFamily_D,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R134,luddite,grounded_social,-0.110082117454,2.14781048192,-0.675981423644,-1.71234794773,1.47111939794,-0.371040141262,MFamily_D,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R135,marketer,procedural_professional,0.93945403485,-0.787404829775,0.283380564673,1.17661356549,0.024759109613,0.175462710349,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R136,martyr,mythic_spiritual,-1.11059746636,0.439818220434,-1.05931039908,-1.26979411699,-0.161601770539,-1.32979620651,MFamily_D,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R137,mathematician,procedural_professional,0.229785104234,-0.677748836663,0.744311457399,0.811377539439,-0.472858663475,0.844591023887,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R138,maverick,combative_iconoclast,0.17332629395,0.66289914924,-0.668681872697,-0.537938826965,0.701336918155,-0.748754125439,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R139,mechanic,procedural_professional,1.24850249518,0.860485040264,-0.184048764984,0.113398242005,1.39142085679,-0.0429772054789,MFamily_C,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R140,mediator,procedural_professional,0.682506106499,-0.994902090591,-0.0518167445215,1.06545533442,-0.187620154898,-0.336143839598,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R141,mentor,procedural_professional,0.808778256282,-0.878303830947,-0.0160241651483,1.07276115228,-0.0416257089186,-0.258077807631,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R142,merchant,procedural_professional,0.391401568011,-0.377583780714,-0.0538103320474,0.473733068393,0.021706583908,-0.175871915753,MFamily_A,fringe
llama,LLaMA 3.3 70B,Llama-3.3-70B,R143,minimalist,procedural_professional,0.211394650753,0.130006649623,-1.10433922353,-0.281878257035,0.494256498001,-1.48579209437,MFamily_C,majority
llama,LLaMA 3.3 70B,Llama-3.3-70B,R144,moderator,procedural_professional,0.808445824262,-0.840281081512,0.0686457337585,1.07148076724,-0.0387468119526,-0.131892802899,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R145,musician,grounded_social,-0.443854571675,0.276763624977,-0.651546478106,-0.641931128111,0.0570577127044,-0.818801372993,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R146,mycorrhizal,mythic_spiritual,-1.67356002419,-0.322295874975,0.424774777639,-0.66143875436,-1.37877769495,0.517623854706,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R147,mystic,mythic_spiritual,-2.71155882022,-0.247673873584,-0.889093047866,-1.71511514957,-1.66366987634,-1.25730293793,MFamily_B,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R148,narcissist,grounded_social,0.197795266922,1.56752256028,-0.00604914180373,-0.94159798004,1.12890868287,0.39579652223,MFamily_D,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R149,narrator,mythic_spiritual,-1.44672512898,0.202107496826,-0.406603975211,-1.12107284104,-0.691078423315,-0.491109421757,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R150,naturalist,procedural_professional,-0.349929862927,-0.55540206061,-0.0959710314909,0.137513055321,-0.553772943644,-0.272106358955,Unassigned,unassigned
llama,LLaMA 3.3 70B,Llama-3.3-70B,R151,navigator,procedural_professional,0.419213312434,-0.711061835496,0.163138510364,0.778545222234,-0.227913001112,0.0354937141996,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R152,negotiator,procedural_professional,0.70113295076,-1.07812853687,0.0768724927961,1.17017634032,-0.261134150078,-0.181097147279,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R153,networker,procedural_professional,0.844608581369,-0.663129808409,-0.196946436134,0.896404025613,0.163959421564,-0.451268115059,MFamily_A,core
llama,LLaMA 3.3 70B,Llama-3.3-70B,R154,newlywed,grounded_social,1.35186709784,0.543345698162,-0.904626001137,0.180156722807,1.43511123391,-1.11624770588,MFamily_C,core
