model,persona,direct_trait_hifwb_score,within_model_percentile
Llama,wanderer,0.3335835813863671,70.18181818181817
Llama,warrior,-0.16222953753641123,28.000000000000004
Llama,whale,0.1871234137798224,48.0
Llama,widow,-0.08336128321704235,31.636363636363633
Llama,wind,0.27785890628388976,59.63636363636363
Llama,witch,0.25769023271556846,57.45454545454546
Llama,witness,0.15820301827390426,42.18181818181818
Llama,workaholic,-1.681020885882063,1.8181818181818181
Llama,wraith,-0.13715975292905008,29.818181818181817
Llama,writer,0.41632978263632797,78.9090909090909
Llama,zealot,-1.2652649563906029,6.545454545454546
Llama,zeitgeist,0.4788205301719156,86.54545454545455
Gemma,aberration,-0.8483586620329399,7.636363636363637
Gemma,absurdist,-0.7208331716386293,10.545454545454545
Gemma,accountant,0.1750495572098114,54.54545454545454
Gemma,activist,0.21235403877968473,58.909090909090914
Gemma,actor,-0.24911339356667467,24.363636363636363
Gemma,addict,-0.6072020082977008,13.454545454545455
Gemma,adolescent,-1.0368643999109424,3.272727272727273
Gemma,advocate,0.4679150306029552,92.72727272727272
Gemma,alien,-0.26443302216556497,23.272727272727273
Gemma,altruist,0.36360033595919583,82.18181818181817
Gemma,amateur,-0.03089808806546106,35.63636363636364
Gemma,ambassador,0.5834848120405063,98.18181818181819
Gemma,amnesiac,-0.5092242545793155,14.909090909090908
Gemma,analyst,0.2540077045860789,65.0909090909091
Gemma,anarchist,-0.11705058391682861,30.545454545454547
Gemma,ancient,-0.02773216597265539,36.0
Gemma,angel,0.6035124832015057,98.54545454545455
Gemma,anthropologist,0.29205924952362644,71.27272727272728
Gemma,archaeologist,0.14469894840018224,49.09090909090909
Gemma,architect,0.44838411266624056,90.18181818181819
Gemma,archivist,0.30415433394133184,72.0
Gemma,artisan,0.27289884076973775,67.63636363636364
Gemma,ascetic,-0.06118206932397353,33.81818181818182
Gemma,assistant,0.3496547099325861,79.63636363636364
Gemma,auctioneer,-0.22142638337359133,25.454545454545453
Gemma,auditor,0.17471233711823572,53.81818181818182
Gemma,avatar,0.45685620350771206,90.9090909090909
Gemma,bard,0.16275664169669488,52.36363636363637
Gemma,bartender,-0.1432416189067967,29.454545454545457
Gemma,biologist,0.2999180005602154,71.63636363636363
Gemma,blogger,0.08716014814667665,44.0
Gemma,bohemian,-0.13980461755134227,29.818181818181817
Gemma,builder,0.18967751118302834,56.36363636363636
Gemma,caregiver,0.4867749160303437,94.18181818181817
Gemma,cartographer,0.3066050287783481,72.36363636363636
Gemma,caveman,-1.0631448624084594,2.909090909090909
Gemma,celebrity,-0.15586584222898192,28.363636363636363
Gemma,chameleon,0.05059707527893595,42.54545454545455
Gemma,chef,0.2882500271777992,70.18181818181817
Gemma,chemist,0.22383506839950618,59.63636363636363
Gemma,chimera,-0.19614577088884946,26.545454545454543
Gemma,coach,0.47048204671968974,93.0909090909091
Gemma,collaborator,0.5482646855234811,97.45454545454545
Gemma,collector,0.2737746552550488,68.0
Gemma,comedian,-1.005398408561982,4.0
Gemma,competitor,-0.8260382302682863,8.363636363636363
Gemma,composer,0.39871397037866546,86.18181818181819
Gemma,conservator,0.3324216905563051,75.63636363636364
Gemma,consultant,0.3555690822761056,80.36363636363636
Gemma,contrarian,-0.5764477003616787,13.818181818181818
Gemma,coordinator,0.4566486244409158,90.54545454545455
Gemma,coral_reef,0.07098359977239942,43.63636363636363
Gemma,cosmopolitan,0.43639545326919493,88.72727272727273
Gemma,counselor,0.4446921075543574,89.45454545454545
Gemma,criminal,-1.1927996407051422,1.4545454545454546
Gemma,critic,0.23781696559475307,61.45454545454545
Gemma,crystalline,0.1209797105851603,47.27272727272727
Gemma,curator,0.4600916631852096,91.63636363636364
Gemma,cyborg,0.19972182441102979,57.81818181818181
Gemma,cynic,-1.7826287668207381,0.36363636363636365
Gemma,daredevil,-0.7336618040739223,9.818181818181818
Gemma,debugger,0.1861999329212194,56.00000000000001
Gemma,demon,-0.9907397974492868,4.363636363636364
Gemma,designer,0.48089906938683696,93.81818181818183
Gemma,destroyer,-0.06953087493503853,33.09090909090909
Gemma,detective,-0.0069393433059685055,38.54545454545455
Gemma,devils_advocate,-0.5069698970693902,15.636363636363637
Gemma,dilettante,-0.15584716725591102,28.72727272727273
Gemma,dispatcher,0.14148375038076788,48.36363636363637
Gemma,divorcee,-0.23049185594594715,25.09090909090909
Gemma,doctor,0.3343781266722533,76.0
Gemma,dreamer,0.11357448770443893,46.54545454545455
Gemma,echo,-0.171927808500303,27.27272727272727
Gemma,economist,0.16078622535427298,51.272727272727266
Gemma,ecosystem,0.5239450033901077,96.0
Gemma,editor,0.2762057203111283,68.72727272727272
Gemma,egregore,0.24468678295870094,62.909090909090914
Gemma,elder,0.09313302439173844,44.72727272727273
Gemma,eldritch,-0.3639704627850954,18.90909090909091
Gemma,emissary,0.6350709493776729,99.27272727272727
Gemma,empath,0.34870492386218327,79.27272727272727
Gemma,engineer,0.2899864582795187,70.54545454545455
Gemma,entrepreneur,0.17608068669708515,54.90909090909091
Gemma,evaluator,0.2600181724354692,66.18181818181819
Gemma,evangelist,0.3464786251008733,78.54545454545455
Gemma,examiner,0.20477727311276633,58.18181818181818
Gemma,exile,-0.366594357545045,18.545454545454547
Gemma,expatriate,0.06421595520099747,43.27272727272727
Gemma,facilitator,0.5416550687411453,97.0909090909091
Gemma,familiar,0.12064229652343705,46.909090909090914
Gemma,fixer,-0.647782934822534,12.0
Gemma,flaneur,-0.1697060136924029,27.636363636363637
Gemma,fool,-0.7096144172626806,10.909090909090908
Gemma,forecaster,0.25381123107311226,64.72727272727272
Gemma,futurist,0.346752118945921,78.9090909090909
Gemma,gamer,-0.32380398169631575,20.0
Gemma,generalist,0.36483941593740266,82.54545454545455
Gemma,genie,-0.34625183797012843,19.636363636363637
Gemma,geographer,0.3227890060244481,73.0909090909091
Gemma,ghost,-0.2395309611038841,24.727272727272727
Gemma,golem,-0.17748887694581467,26.90909090909091
Gemma,gossip,-0.9807084646175267,4.7272727272727275
Gemma,grader,0.24457616294316367,62.54545454545455
Gemma,graduate,-0.287629563891776,21.454545454545453
Gemma,grandparent,-0.04645625094486292,34.909090909090914
Gemma,guardian,0.2760136405336503,68.36363636363636
Gemma,guide,0.3922848149630882,85.81818181818181
Gemma,guru,0.4589754626337903,91.27272727272727
Gemma,hacker,-0.8948408472347276,5.454545454545454
Gemma,healer,0.7010174985416964,99.63636363636364
Gemma,hedonist,-0.25374962532515616,24.0
Gemma,hermit,-0.11018992748966684,31.272727272727273
Gemma,historian,0.14428124279903454,48.72727272727273
Gemma,hive,0.16083409478354585,51.63636363636363
Gemma,hoarder,-0.8660501052850823,6.181818181818182
Gemma,homunculus,-0.0652464697055852,33.45454545454545
Gemma,hybrid,0.5058595324568346,95.63636363636364
Gemma,idealist,0.4644443621965855,92.36363636363636
Gemma,immigrant,0.1938933366471649,56.72727272727273
Gemma,improviser,-0.20114181397682207,26.181818181818183
Gemma,infant,-0.8865122426840677,5.818181818181818
Gemma,influencer,0.09114714184742537,44.36363636363637
Gemma,instructor,0.3538802989344538,80.0
Gemma,interpreter,0.37775677665066937,84.72727272727273
Gemma,interviewer,0.12994440843953572,47.63636363636364
Gemma,jester,-0.6401202329374891,12.363636363636363
Gemma,journalist,0.1810631340228515,55.27272727272727
Gemma,judge,0.23428555235473322,60.72727272727273
Gemma,lawyer,0.13929610863344058,48.0
Gemma,leviathan,-0.49638055953065496,16.0
Gemma,librarian,0.3315439703005874,75.27272727272727
Gemma,linguist,0.2350997627633569,61.09090909090909
Gemma,loner,-0.5329335576386448,14.545454545454545
Gemma,luddite,-0.7972828989879713,8.727272727272728
Gemma,marketer,0.3218949434514098,72.72727272727273
Gemma,martyr,-0.01791786961134655,36.72727272727273
Gemma,mathematician,0.21494127227169355,59.27272727272728
Gemma,maverick,-0.34628925993781734,19.272727272727273
Gemma,mechanic,-0.2726092834390426,22.545454545454547
Gemma,mediator,0.4973245920714399,95.27272727272728
Gemma,mentor,0.40302475089520556,86.9090909090909
Gemma,merchant,0.17410235593812082,53.45454545454545
Gemma,minimalist,0.26187288316933727,66.54545454545455
Gemma,moderator,0.5386655633969256,96.72727272727273
Gemma,musician,0.2502137124411277,63.63636363636363
Gemma,mycorrhizal,0.19920981893164122,57.45454545454546
Gemma,mystic,0.46396478851148615,92.0
Gemma,narcissist,-1.2437492124042788,1.090909090909091
Gemma,narrator,0.032629130140196715,41.81818181818181
Gemma,naturalist,0.3609375996902184,81.81818181818183
Gemma,navigator,0.3422379785554194,77.45454545454545
Gemma,negotiator,0.44140788528882574,89.0909090909091
Gemma,networker,0.5253937216123774,96.36363636363636
Gemma,newlywed,-0.021242194790362122,36.36363636363637
Gemma,nomad,0.05902736124202417,42.90909090909091
Gemma,novelist,0.005317060807170965,39.27272727272727
Gemma,nutritionist,0.37583648422297206,84.0
Gemma,observer,0.16189128733290473,52.0
Gemma,optimist,0.731247062033015,100.0
Gemma,oracle,0.14912560643630177,49.81818181818182
Gemma,organizer,0.3776481878076467,84.36363636363636
Gemma,orphan,-0.2577333128384639,23.636363636363637
Gemma,pacifist,0.6262179319835772,98.9090909090909
Gemma,paramedic,0.018278959155114374,40.0
Gemma,parasite,-0.6788235232046744,11.272727272727273
Gemma,parent,-0.05248278139429914,34.54545454545455
Gemma,patient,-0.3180441216771642,20.363636363636363
Gemma,peacekeeper,0.5541012827132761,97.81818181818181
Gemma,perfectionist,-0.14898710782101185,29.09090909090909
Gemma,pharmacist,0.32730277879239783,74.18181818181819
Gemma,philosopher,0.17119160085940816,53.090909090909086
Gemma,photographer,0.22874161803965723,60.36363636363637
Gemma,physicist,0.23874814584480647,61.81818181818181
Gemma,pilgrim,0.36796087141901324,82.9090909090909
Gemma,pilot,0.1576899232374453,50.54545454545455
Gemma,pirate,-0.5074563694978813,15.272727272727273
Gemma,planner,0.3724883824986471,83.27272727272728
Gemma,playwright,-0.05987981635852503,34.18181818181818
Gemma,podcaster,0.19405280428771232,57.09090909090909
Gemma,poet,0.032218170328282336,41.090909090909086
Gemma,polymath,0.3590848562451511,81.0909090909091
Gemma,pragmatist,-0.07176284917920067,32.72727272727273
Gemma,predator,-0.6609621704701873,11.636363636363637
Gemma,presenter,0.3273662056265593,74.54545454545455
Gemma,prey,-0.8575872640967126,6.909090909090909
Gemma,prisoner,-0.8647166985990459,6.545454545454546
Gemma,procrastinator,-1.4525978969563917,0.7272727272727273
Gemma,prodigy,0.18240853098504667,55.63636363636364
Gemma,producer,0.3306285886893247,74.90909090909092
Gemma,programmer,0.22630671095411672,60.0
Gemma,proofreader,0.10548746649495695,45.45454545454545
Gemma,prophet,-0.04524505878250773,35.27272727272727
Gemma,provincial,-0.3084974121801,20.727272727272727
Gemma,provocateur,-1.0212020003987303,3.6363636363636362
Gemma,psychologist,0.2901114731627867,70.9090909090909
Gemma,publisher,0.34426572558385476,77.81818181818181
Gemma,purist,-0.16891429255183424,28.000000000000004
Gemma,realist,-0.3799701894393917,18.181818181818183
Gemma,rebel,-0.8340709077539541,8.0
Gemma,recruiter,0.38071559389121884,85.45454545454545
Gemma,refugee,-0.10808548065421147,31.636363636363633
Gemma,reporter,0.16994372047534687,52.72727272727272
Gemma,researcher,0.2798999835478673,69.45454545454545
Gemma,retiree,-0.0772410327981405,32.36363636363636
Gemma,revenant,-0.471918644884699,16.727272727272727
Gemma,reviewer,0.25541486876992125,65.45454545454545
Gemma,revolutionary,-0.2786302283122825,21.818181818181817
Gemma,robot,-0.01222984387522803,37.81818181818182
Gemma,rogue,-0.7967946601591898,9.090909090909092
Gemma,romantic,0.4740701523777932,93.45454545454545
Gemma,saboteur,-0.6158736327284757,13.090909090909092
Gemma,sage,0.424039439002964,88.0
Gemma,scheduler,0.26338706153369845,67.27272727272727
Gemma,scholar,0.3248994580922511,73.81818181818181
Gemma,scientist,0.24777006045964473,63.272727272727266
Gemma,scout,0.024721501630983782,40.36363636363636
Gemma,screener,0.17494812252107908,54.18181818181819
Gemma,secretary,0.2503595308902612,64.36363636363637
Gemma,shaman,0.4056339807334675,87.27272727272727
Gemma,shapeshifter,0.04961962436304446,42.18181818181818
Gemma,simulacrum,-0.27522019160039796,22.181818181818183
Gemma,skeptic,-0.2697158422075249,22.90909090909091
Gemma,smuggler,-1.115704676186051,2.181818181818182
Gemma,sociologist,0.25032369989260655,64.0
Gemma,soldier,-0.4861370038663708,16.363636363636363
Gemma,sommelier,0.3457487347419686,78.18181818181819
Gemma,specialist,0.2621048484152545,66.9090909090909
Gemma,spirit,0.3598802108721361,81.45454545454545
Gemma,spy,-0.5588918622877009,14.181818181818182
Gemma,statistician,0.1452320403596916,49.45454545454545
Gemma,stoic,0.01782140334037057,39.63636363636363
Gemma,strategist,0.37321380220115374,83.63636363636363
Gemma,student,-0.012618950043603704,37.45454545454546
Gemma,summarizer,0.3408060297177666,76.72727272727272
Gemma,supervisor,0.35899416032941645,80.72727272727272
Gemma,surfer,-0.09924962226926486,32.0
Gemma,survivor,-0.11295882127342538,30.909090909090907
Gemma,swarm,0.2077665119438125,58.54545454545455
Gemma,symbiont,0.4469456800006753,89.81818181818181
Gemma,synthesizer,0.42469936903518485,88.36363636363636
Gemma,teacher,0.32397899406991426,73.45454545454545
Gemma,technologist,0.3345685431819318,76.36363636363637
Gemma,teenager,-1.105051837642627,2.5454545454545454
Gemma,theorist,0.3410115843751601,77.0909090909091
Gemma,therapist,0.4181660775277016,87.63636363636364
Gemma,toddler,-0.850538226521034,7.2727272727272725
Gemma,traditionalist,0.1120393844009664,46.18181818181818
Gemma,trainer,0.37834362982544545,85.0909090909091
Gemma,translator,0.3994075907282071,86.54545454545455
Gemma,tree,-0.008473775258364576,38.18181818181819
Gemma,trickster,-0.4122990114727005,17.454545454545457
Gemma,tulpa,0.10942311364029969,45.81818181818182
Gemma,tutor,0.2837194291415822,69.81818181818183
Gemma,validator,0.1596817650573974,50.90909090909091
Gemma,vampire,-0.7270281468183415,10.181818181818182
Gemma,vegan,0.494853199284482,94.9090909090909
Gemma,veteran,-0.3042583002190805,21.09090909090909
Gemma,veterinarian,0.2794381080247631,69.0909090909091
Gemma,vigilante,-0.7670693477443207,9.454545454545455
Gemma,virtuoso,0.24307160324578492,62.18181818181818
Gemma,virus,-0.408020935149726,17.81818181818182
Gemma,visionary,0.48680810098934124,94.54545454545455
Gemma,void,-0.6171964970625495,12.727272727272727
Gemma,wanderer,0.09697342262667699,45.09090909090909
Gemma,warrior,-0.11769664569511852,30.181818181818183
Gemma,whale,-0.003867599886980582,38.90909090909091
Gemma,widow,-0.20951152755907837,25.818181818181817
Gemma,wind,0.03140132362625643,40.72727272727273
Gemma,witch,0.15410500573681157,50.18181818181818
Gemma,witness,-0.016194372638061207,37.09090909090909
Gemma,workaholic,-1.1653134420216755,1.8181818181818181
Gemma,wraith,-0.4194176689376814,17.09090909090909
Gemma,writer,0.25906746641856526,65.81818181818181
Gemma,zealot,-0.9330962902006866,5.090909090909091
Gemma,zeitgeist,0.03260551908197294,41.45454545454545
