model,persona,direct_trait_hifwb_score,within_model_percentile
Qwen,programmer,0.010536748652262704,38.90909090909091
Qwen,proofreader,0.17351064168856078,63.63636363636363
Qwen,prophet,-0.10065892251622144,28.000000000000004
Qwen,provincial,0.15054793495516716,60.36363636363637
Qwen,provocateur,-1.0960993079515327,1.090909090909091
Qwen,psychologist,0.16012096432318362,61.45454545454545
Qwen,publisher,0.23911260646278337,72.0
Qwen,purist,-0.18362659491908764,24.0
Qwen,realist,-0.44930830975123254,15.272727272727273
Qwen,rebel,-0.9437886488333658,2.181818181818182
Qwen,recruiter,0.30774993547326934,80.0
Qwen,refugee,0.18522276030715323,65.0909090909091
Qwen,reporter,0.020874525045547033,40.0
Qwen,researcher,0.08521789244576423,50.90909090909091
Qwen,retiree,0.19052640222537945,65.81818181818181
Qwen,revenant,-0.4470869158191713,15.636363636363637
Qwen,reviewer,0.05362231860034756,46.54545454545455
Qwen,revolutionary,-0.5486053810281624,12.727272727272727
Qwen,robot,-0.15763754099575822,24.727272727272727
Qwen,rogue,-0.8043854134448074,5.090909090909091
Qwen,romantic,0.6123577009504655,98.18181818181819
Qwen,saboteur,-0.7789098878583006,6.181818181818182
Qwen,sage,0.39792006414241143,89.81818181818181
Qwen,scheduler,0.2515946347734049,73.0909090909091
Qwen,scholar,0.047556204574241256,45.45454545454545
Qwen,scientist,0.04168977992666577,45.09090909090909
Qwen,scout,-0.011662635487410256,36.36363636363637
Qwen,screener,0.06428725161318052,48.36363636363637
Qwen,secretary,0.2624074842629354,75.63636363636364
Qwen,shaman,0.6095432483071953,97.81818181818181
Qwen,shapeshifter,0.08852467301944623,51.63636363636363
Qwen,simulacrum,-0.47869905869254575,14.545454545454545
Qwen,skeptic,-0.4587163918940229,14.909090909090908
Qwen,smuggler,-0.9149226931731919,3.272727272727273
Qwen,sociologist,0.0240115732051291,41.81818181818181
Qwen,soldier,-0.3892200780391221,18.545454545454547
Qwen,sommelier,0.34141685267736077,84.36363636363636
Qwen,specialist,-0.013555726484916639,35.27272727272727
Qwen,spirit,0.4217089176554924,91.27272727272727
Qwen,spy,-0.6920634939382551,9.454545454545455
Qwen,statistician,-0.06089895954647586,30.181818181818183
Qwen,stoic,0.08263547803374165,49.81818181818182
Qwen,strategist,0.15450625376599808,61.09090909090909
Qwen,student,0.22769069092854022,70.18181818181817
Qwen,summarizer,0.3593140593660887,85.0909090909091
Qwen,supervisor,0.2739900256901973,77.0909090909091
Qwen,surfer,0.06709129541314086,49.09090909090909
Qwen,survivor,0.03341778328313855,43.27272727272727
Qwen,swarm,0.1898496121089178,65.45454545454545
Qwen,symbiont,0.44442324178648734,92.0
Qwen,synthesizer,0.20866999370973702,67.63636363636364
Qwen,teacher,0.36675409019612004,86.9090909090909
